VariableName,effectType,target,skillID,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,attrType6,attrNum6,effectDesc_cn,effectDesc_tw,effectDesc,effectDesc_vn,effectDesc_en,effectDesc_th,effectDesc_in,effectDesc_ph,effectDesc_ma
24,,,,34,<100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100>,,,,,,,,,,,,,#C0x5B545B##F40#+9 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 kích hoạt: Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 การเปิดใช้งาน: ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 aktivasi: Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 activation: Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 pengaktifan: Semua wira %s meningkat #F50##C0x5C9970#%s
25,,,,34,<100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100>,,,,,,,,,,,,,#C0x5B545B##F40#+12 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 kích hoạt: Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 การเปิดใช้งาน: ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 aktivasi: Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 activation: Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 pengaktifan: Semua wira %s meningkat #F50##C0x5C9970#%s
26,,,,34,<100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100>,,,,,,,,,,,,,#C0x5B545B##F40#+15 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 kích hoạt: Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 การเปิดใช้งาน: ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 aktivasi: Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 activation: Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 pengaktifan: Semua wira %s meningkat #F50##C0x5C9970#%s
27,,,,23,<250;300;350;400;450;500;550;600;650;700;750;800;850;900;950;1000;1050;1100;1150;1200>,,,,,,,,,,,,,#C0x5B545B##F40#All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#Semua wira %s meningkat #F50##C0x5C9970#%s
28,,,,1,<0.15%;0.3%;0.45%;0.6%;0.75%;0.9%;1.05%;1.2%;1.35%;1.5%;1.65%;1.8%;1.95%;2.1%;2.25%;2.4%;2.55%;2.7%;2.85%;3%>,13,<0.15%;0.3%;0.45%;0.6%;0.75%;0.9%;1.05%;1.2%;1.35%;1.5%;1.65%;1.8%;1.95%;2.1%;2.25%;2.4%;2.55%;2.7%;2.85%;3%>,7,<0.15%;0.3%;0.45%;0.6%;0.75%;0.9%;1.05%;1.2%;1.35%;1.5%;1.65%;1.8%;1.95%;2.1%;2.25%;2.4%;2.55%;2.7%;2.85%;3%>,8,<0.15%;0.3%;0.45%;0.6%;0.75%;0.9%;1.05%;1.2%;1.35%;1.5%;1.65%;1.8%;1.95%;2.1%;2.25%;2.4%;2.55%;2.7%;2.85%;3%>,9,<0.15%;0.3%;0.45%;0.6%;0.75%;0.9%;1.05%;1.2%;1.35%;1.5%;1.65%;1.8%;1.95%;2.1%;2.25%;2.4%;2.55%;2.7%;2.85%;3%>,10,<0.15%;0.3%;0.45%;0.6%;0.75%;0.9%;1.05%;1.2%;1.35%;1.5%;1.65%;1.8%;1.95%;2.1%;2.25%;2.4%;2.55%;2.7%;2.85%;3%>,,,#C0x5B545B##F40#All heroes increase basic attribute #F50##C0x5C9970#%s,#C0x5B545B##F40#Toàn bộ anh hùng tăng thuộc tính cơ bản #F50##C0x5C9970#%s,#C0x5B545B##F40#All heroes increase basic attribute #F50##C0x5C9970#%s,#C0x5B545B##F40#ฮีโร่ทั้งหมดเพิ่มค่าพื้นฐาน #F50##C0x5C9970#%s,#C0x5B545B##F40#Semua pahlawan meningkat atribut dasar #F50##C0x5C9970#%s,#C0x5B545B##F40#Lahat ng bayani tumataas ang pangunahing katangian #F50##C0x5C9970#%s,#C0x5B545B##F40#Semua wira meningkat atribut asas #F50##C0x5C9970#%s
29,,,,23,<100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100>,,,,,,,,,,,,,#C0x5B545B##F40#+3 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 kích hoạt: Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 การเปิดใช้งาน: ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 aktivasi: Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 activation: Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 pengaktifan: Semua wira %s meningkat #F50##C0x5C9970#%s
30,,,,23,<100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100>,,,,,,,,,,,,,#C0x5B545B##F40#+6 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 kích hoạt: Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 การเปิดใช้งาน: ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 aktivasi: Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 activation: Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 pengaktifan: Semua wira %s meningkat #F50##C0x5C9970#%s
31,,,,23,<100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100>,,,,,,,,,,,,,#C0x5B545B##F40#+9 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 kích hoạt: Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 การเปิดใช้งาน: ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 aktivasi: Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 activation: Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 pengaktifan: Semua wira %s meningkat #F50##C0x5C9970#%s
32,,,,23,<100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100>,,,,,,,,,,,,,#C0x5B545B##F40#+12 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 kích hoạt: Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 การเปิดใช้งาน: ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 aktivasi: Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 activation: Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 pengaktifan: Semua wira %s meningkat #F50##C0x5C9970#%s
33,,,,23,<100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100>,,,,,,,,,,,,,#C0x5B545B##F40#+15 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 kích hoạt: Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 การเปิดใช้งาน: ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 aktivasi: Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 activation: Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 pengaktifan: Semua wira %s meningkat #F50##C0x5C9970#%s
34,2,,61506,,,,,,,,,,,,,,,%s,%s,%s,%s,%s,%s,%s
35,,,,1,<0.3%;0.6%;0.9%;1.2%;1.5%;1.8%;2.1%;2.4%;2.7%;3%;3.3%;3.6%;3.9%;4.2%;4.5%;4.8%;5.1%;5.4%;5.7%;6%>,13,<0.3%;0.6%;0.9%;1.2%;1.5%;1.8%;2.1%;2.4%;2.7%;3%;3.3%;3.6%;3.9%;4.2%;4.5%;4.8%;5.1%;5.4%;5.7%;6%>,7,<0.3%;0.6%;0.9%;1.2%;1.5%;1.8%;2.1%;2.4%;2.7%;3%;3.3%;3.6%;3.9%;4.2%;4.5%;4.8%;5.1%;5.4%;5.7%;6%>,8,<0.3%;0.6%;0.9%;1.2%;1.5%;1.8%;2.1%;2.4%;2.7%;3%;3.3%;3.6%;3.9%;4.2%;4.5%;4.8%;5.1%;5.4%;5.7%;6%>,9,<0.3%;0.6%;0.9%;1.2%;1.5%;1.8%;2.1%;2.4%;2.7%;3%;3.3%;3.6%;3.9%;4.2%;4.5%;4.8%;5.1%;5.4%;5.7%;6%>,10,<0.3%;0.6%;0.9%;1.2%;1.5%;1.8%;2.1%;2.4%;2.7%;3%;3.3%;3.6%;3.9%;4.2%;4.5%;4.8%;5.1%;5.4%;5.7%;6%>,,,#C0x5B545B##F40#All heroes increase basic attribute #F50##C0x5C9970#%s,#C0x5B545B##F40#Toàn bộ anh hùng tăng thuộc tính cơ bản #F50##C0x5C9970#%s,#C0x5B545B##F40#All heroes increase basic attribute #F50##C0x5C9970#%s,#C0x5B545B##F40#ฮีโร่ทั้งหมดเพิ่มค่าพื้นฐาน #F50##C0x5C9970#%s,#C0x5B545B##F40#Semua pahlawan meningkatkan atribut dasar #F50##C0x5C9970#%s,#C0x5B545B##F40#Lahat ng bayani tumataas ang pangunahing katangian #F50##C0x5C9970#%s,#C0x5B545B##F40#Semua wira meningkatkan atribut asas #F50##C0x5C9970#%s
36,,,,17,<300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300>,,,,,,,,,,,,,#C0x5B545B##F40#+3 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 kích hoạt: Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 การเปิดใช้งาน: ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 aktivasi: Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 activation: Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 pengaktifan: Semua wira %s meningkat #F50##C0x5C9970#%s
37,,,,19,<300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300>,,,,,,,,,,,,,#C0x5B545B##F40#+6 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 kích hoạt: Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 การเปิดใช้งาน: ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 aktivasi: Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 activation: Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 pengaktifan: Semua wira %s meningkat #F50##C0x5C9970#%s
38,,,,33,<300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300>,,,,,,,,,,,,,#C0x5B545B##F40#+9 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 kích hoạt: Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 การเปิดใช้งาน: ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 aktivasi: Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 activation: Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 pengaktifan: Semua wira %s meningkat #F50##C0x5C9970#%s
39,,,,35,<300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300>,,,,,,,,,,,,,#C0x5B545B##F40#+12 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 kích hoạt: Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 การเปิดใช้งาน: ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 aktivasi: Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 activation: Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 pengaktifan: Semua wira %s meningkat #F50##C0x5C9970#%s
40,,,,16,<300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300>,,,,,,,,,,,,,#C0x5B545B##F40#+15 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 kích hoạt: Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 การเปิดใช้งาน: ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 aktivasi: Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 activation: Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 pengaktifan: Semua wira %s meningkat #F50##C0x5C9970#%s
41,2,,61509,,,,,,,,,,,,,,,%s,%s,%s,%s,%s,%s,%s
42,,,,1,<0.3%;0.6%;0.9%;1.2%;1.5%;1.8%;2.1%;2.4%;2.7%;3%;3.3%;3.6%;3.9%;4.2%;4.5%;4.8%;5.1%;5.4%;5.7%;6%>,13,<0.3%;0.6%;0.9%;1.2%;1.5%;1.8%;2.1%;2.4%;2.7%;3%;3.3%;3.6%;3.9%;4.2%;4.5%;4.8%;5.1%;5.4%;5.7%;6%>,7,<0.3%;0.6%;0.9%;1.2%;1.5%;1.8%;2.1%;2.4%;2.7%;3%;3.3%;3.6%;3.9%;4.2%;4.5%;4.8%;5.1%;5.4%;5.7%;6%>,8,<0.3%;0.6%;0.9%;1.2%;1.5%;1.8%;2.1%;2.4%;2.7%;3%;3.3%;3.6%;3.9%;4.2%;4.5%;4.8%;5.1%;5.4%;5.7%;6%>,9,<0.3%;0.6%;0.9%;1.2%;1.5%;1.8%;2.1%;2.4%;2.7%;3%;3.3%;3.6%;3.9%;4.2%;4.5%;4.8%;5.1%;5.4%;5.7%;6%>,10,<0.3%;0.6%;0.9%;1.2%;1.5%;1.8%;2.1%;2.4%;2.7%;3%;3.3%;3.6%;3.9%;4.2%;4.5%;4.8%;5.1%;5.4%;5.7%;6%>,,,#C0x5B545B##F40#All heroes increase basic attributes #F50##C0x5C9970#%s,#C0x5B545B##F40#Toàn bộ anh hùng tăng thuộc tính cơ bản #F50##C0x5C9970#%s,#C0x5B545B##F40#All heroes increase basic attributes #F50##C0x5C9970#%s,#C0x5B545B##F40#ฮีโร่ทั้งหมดเพิ่มค่าพื้นฐาน #F50##C0x5C9970#%s,#C0x5B545B##F40#Semua pahlawan meningkatkan atribut dasar #F50##C0x5C9970#%s,#C0x5B545B##F40#Lahat ng bayani tumataas ang pangunahing katangian #F50##C0x5C9970#%s,#C0x5B545B##F40#Semua wira meningkatkan atribut asas #F50##C0x5C9970#%s
43,,,,11,<300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300>,,,,,,,,,,,,,#C0x5B545B##F40#+3 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 kích hoạt: Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 การเปิดใช้งาน: ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 aktivasi: Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 activation: Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 pengaktifan: Semua wira %s meningkat #F50##C0x5C9970#%s
44,,,,12,<300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300>,,,,,,,,,,,,,#C0x5B545B##F40#+6 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 kích hoạt: Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 การเปิดใช้งาน: ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 aktivasi: Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 activation: Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 pengaktifan: Semua wira %s meningkat #F50##C0x5C9970#%s
45,,,,32,<300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300>,,,,,,,,,,,,,#C0x5B545B##F40#+9 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 kích hoạt: Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 การเปิดใช้งาน: ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 aktivasi: Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 activation: Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 pengaktifan: Semua wira %s meningkat #F50##C0x5C9970#%s
46,,,,34,<300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300>,,,,,,,,,,,,,#C0x5B545B##F40#+12 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 kích hoạt: Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 การเปิดใช้งาน: ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 aktivasi: Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 activation: Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 pengaktifan: Semua wira %s meningkat #F50##C0x5C9970#%s
47,,,,14,<300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300>,,,,,,,,,,,,,#C0x5B545B##F40#+15 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 kích hoạt: Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 การเปิดใช้งาน: ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 aktivasi: Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 activation: Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 pengaktifan: Semua wira %s meningkat #F50##C0x5C9970#%s
48,2,,61507,,,,,,,,,,,,,,,%s,%s,%s,%s,%s,%s,%s
49,,,,1,<0.6%;1.2%;1.8%;2.4%;3%;3.6%;4.2%;4.8%;5.4%;6%;6.9%;7.8%;8.7%;9.6%;10.5%;11.4%;12.3%;13.2%;14.1%;15%>,13,<0.6%;1.2%;1.8%;2.4%;3%;3.6%;4.2%;4.8%;5.4%;6%;6.9%;7.8%;8.7%;9.6%;10.5%;11.4%;12.3%;13.2%;14.1%;15%>,7,<0.6%;1.2%;1.8%;2.4%;3%;3.6%;4.2%;4.8%;5.4%;6%;6.9%;7.8%;8.7%;9.6%;10.5%;11.4%;12.3%;13.2%;14.1%;15%>,8,<0.6%;1.2%;1.8%;2.4%;3%;3.6%;4.2%;4.8%;5.4%;6%;6.9%;7.8%;8.7%;9.6%;10.5%;11.4%;12.3%;13.2%;14.1%;15%>,9,<0.6%;1.2%;1.8%;2.4%;3%;3.6%;4.2%;4.8%;5.4%;6%;6.9%;7.8%;8.7%;9.6%;10.5%;11.4%;12.3%;13.2%;14.1%;15%>,10,<0.6%;1.2%;1.8%;2.4%;3%;3.6%;4.2%;4.8%;5.4%;6%;6.9%;7.8%;8.7%;9.6%;10.5%;11.4%;12.3%;13.2%;14.1%;15%>,,,#C0x5B545B##F40#All heroes increase basic attributes #F50##C0x5C9970#%s,#C0x5B545B##F40#Toàn bộ anh hùng tăng thuộc tính cơ bản #F50##C0x5C9970#%s,#C0x5B545B##F40#All heroes increase basic attributes #F50##C0x5C9970#%s,#C0x5B545B##F40#ฮีโร่ทั้งหมดเพิ่มค่าพื้นฐาน #F50##C0x5C9970#%s,#C0x5B545B##F40#Semua pahlawan meningkatkan atribut dasar #F50##C0x5C9970#%s,#C0x5B545B##F40#Lahat ng bayani tumataas ang pangunahing katangian #F50##C0x5C9970#%s,#C0x5B545B##F40#Semua wira meningkatkan atribut asas #F50##C0x5C9970#%s
50,,,,93,<500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500>,,,,,,,,,,,,,#C0x5B545B##F40#+3 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 kích hoạt: Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 การเปิดใช้งาน: ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 aktivasi: Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 activation: Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 pengaktifan: Semua wira %s meningkat #F50##C0x5C9970#%s
51,,,,28,<500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500>,,,,,,,,,,,,,#C0x5B545B##F40#+6 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 kích hoạt: Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 การเปิดใช้งาน: ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 aktivasi: Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 activation: Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 pengaktifan: Semua wira %s meningkat #F50##C0x5C9970#%s
52,,,,25,<500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500>,,,,,,,,,,,,,#C0x5B545B##F40#+9 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 kích hoạt: Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 การเปิดใช้งาน: ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 aktivasi: Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 activation: Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 pengaktifan: Semua wira %s meningkat #F50##C0x5C9970#%s
53,,,,16,<500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500>,,,,,,,,,,,,,#C0x5B545B##F40#+12 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 kích hoạt: Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 การเปิดใช้งาน: ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 aktivasi: Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 activation: Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 pengaktifan: Semua wira %s meningkat #F50##C0x5C9970#%s
54,,,,23,<500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500>,,,,,,,,,,,,,#C0x5B545B##F40#+15 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 kích hoạt: Toàn bộ anh hùng %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 activation: All heroes %s increase #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 การเปิดใช้งาน: ฮีโร่ทั้งหมด %s เพิ่มขึ้น #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 aktivasi: Semua pahlawan %s meningkat #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 activation: Lahat ng bayani %s tumaas #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 pengaktifan: Semua wira %s meningkat #F50##C0x5C9970#%s
55,2,,61511,,,,,,,,,,,,,,,%s,%s,%s,%s,%s,%s,%s
