VariableName,zawakeID,awakeSeqID,level,costItemMap,exp,attrAddType,natureType,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,extraScene,extraAttrs,skillID,viceHeldItem,activeReq
571207,471,2,7,{50471=8;gold=330000;501=1;59001=8},60,,,1,974,7,194,8,194,9,135,10,135,,,,,
571208,471,2,8,{50471=8;gold=360000;501=1;59001=8},60,,,1,983,7,195,8,195,9,137,10,137,,,79001,,{effort=7;zawakeStage=108;equipAwakeSum=2;equipStarSum=6}
571301,471,3,1,{59001=6;50471=6;gold=230000},70,,,1,1002,7,199,8,199,9,139,10,139,,,,,
571302,471,3,2,{59001=6;50471=6;gold=270000},70,,,1,1012,7,201,8,201,9,141,10,141,,,,,
571303,471,3,3,{59001=7;50471=7;gold=320000},70,,,1,1022,7,203,8,203,9,142,10,142,,,,,
571304,471,3,4,{59001=7;50471=7;gold=360000},70,,,1,1032,7,205,8,205,9,143,10,143,<2;12>,{25=500;24=500},,,
571305,471,3,5,{59001=8;50471=8;gold=410000},70,,,1,1042,7,207,8,207,9,145,10,145,,,,,
571306,471,3,6,{50471=8;gold=450000;501=1;59001=8},70,,,1,1052,7,209,8,209,9,146,10,146,,,,,
571307,471,3,7,{50471=9;gold=500000;501=1;59001=9},70,,,1,1062,7,211,8,211,9,148,10,148,,,,,
571308,471,3,8,{50471=9;gold=540000;59001=9;501=1;221=1},70,,,1,1072,7,213,8,213,9,149,10,149,,,79002,,{star=9;goodFeel=150;advance=14;zawakeStage=208}
571401,471,4,1,{59001=8;50471=8;gold=350000},80,,,1,1086,7,216,8,216,9,151,10,151,,,,,
571402,471,4,2,{59001=8;50471=8;gold=410000},80,,,1,1096,7,218,8,218,9,152,10,152,,,,,
571403,471,4,3,{59001=9;50471=9;gold=480000},80,,,1,1107,7,220,8,220,9,154,10,154,,,,,
571404,471,4,4,{59001=9;50471=9;gold=540000},80,,,1,1118,7,222,8,222,9,155,10,155,<0>,{14=300;16=300},,,
571405,471,4,5,{59001=10;50471=10;gold=620000},80,,,1,1129,7,224,8,224,9,157,10,157,,,,,
571406,471,4,6,{50471=10;gold=680000;501=1;59001=10},80,,,1,1140,7,227,8,227,9,158,10,158,<0>,{91=300},,,
571407,471,4,7,{50471=11;gold=750000;501=1;59001=11},80,,,1,1151,7,229,8,229,9,160,10,160,,,,,
571408,471,4,8,{231=1;50471=11;gold=810000;59001=11;501=1},80,,,1,1161,7,231,8,231,9,161,10,161,,,79004,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=8}
571501,471,5,1,{59001=9;50471=9;gold=530000},100,,,1,1169,7,232,8,232,9,162,10,162,,,,,
571502,471,5,2,{59001=9;50471=9;gold=620000},100,,,1,1181,7,235,8,235,9,164,10,164,,,,,
571503,471,5,3,{59001=10;50471=10;gold=720000},100,,,1,1192,7,237,8,237,9,166,10,166,,,,,
571504,471,5,4,{59001=10;50471=10;gold=810000},100,,,1,1204,7,239,8,239,9,167,10,167,<6;10>,{14=500;16=500},,,
571505,471,5,5,{502=1;50471=11;gold=930000;59001=11;501=1},100,,,1,1216,7,242,8,242,9,169,10,169,,,,,
571506,471,5,6,{502=1;50471=11;gold=1020000;59001=11;501=1},100,,,1,1227,7,244,8,244,9,171,10,171,,,,,
571507,471,5,7,{502=1;50471=12;gold=1130000;59001=12;501=1},100,,,1,1239,7,246,8,246,9,172,10,172,,,,,
571508,471,5,8,{502=1;50471=12;gold=1220000;201=1;59001=12;501=1},100,,,1,1251,7,249,8,249,9,174,10,174,<0>,{22=300;23=300},,,
571601,471,6,1,{59001=10;50471=10;gold=800000},125,,,1,1253,7,249,8,249,9,174,10,174,,,,,
571602,471,6,2,{59001=10;50471=10;gold=930000},125,,,1,1265,7,251,8,251,9,176,10,176,,,,,
571603,471,6,3,{502=1;50471=11;gold=1080000;59001=11;501=1},125,,,1,1278,7,254,8,254,9,177,10,177,,,,,
571604,471,6,4,{502=1;50471=11;gold=1220000;59001=11;501=1},125,,,1,1290,7,256,8,256,9,179,10,179,<13>,{22=800;23=800},,,
571605,471,6,5,{502=1;50471=12;gold=1400000;59001=12;501=1},125,,,1,1303,7,259,8,259,9,181,10,181,,,,,
571606,471,6,6,{502=1;50471=12;gold=1530000;59001=12;501=1},125,,,1,1315,7,261,8,261,9,183,10,183,<0>,{13=3%},,,
571607,471,6,7,{502=2;50471=13;gold=1700000;201=1;59001=13;501=2},125,,,1,1328,7,264,8,264,9,184,10,184,,,,,
571608,471,6,8,{502=2;50471=13;gold=1830000;59001=13;2152=1;501=2},125,,,1,1340,7,266,8,266,9,186,10,186,,,79003,,{effort=11;zawakeStage=508;equipAwakeSum=4;equipStarSum=10}
571701,471,7,1,{59001=20;gold=1200000},110,,,1,1336,7,266,8,266,9,186,10,186,,,,,
571702,471,7,2,{59001=20;gold=1400000},110,,,1,1349,7,268,8,268,9,187,10,187,,,,,
571703,471,7,3,{59001=22;gold=1620000},110,,,1,1363,7,271,8,271,9,189,10,189,,,,,
571704,471,7,4,{59001=22;gold=1830000},110,,,1,1376,7,274,8,274,9,191,10,191,<0>,{25=300;24=300},,,
571705,471,7,5,{502=1;gold=2100000;59001=23;501=1},110,,,1,1389,7,276,8,276,9,193,10,193,,,,,
571706,471,7,6,{502=1;gold=2300000;59001=23;501=1},110,,,1,1403,7,279,8,279,9,195,10,195,,,,,
571707,471,7,7,{502=1;gold=2550000;59001=25;501=1},110,,,1,1416,7,282,8,282,9,197,10,197,,,,,
571708,471,7,8,{502=1;gold=2750000;59001=25;501=1;211=1},110,,,1,1430,7,284,8,284,9,199,10,199,<0>,{22=500;23=500},,,
571801,471,8,1,{59001=21;gold=1800000},135,,,1,1420,7,282,8,282,9,197,10,197,,,,,
571802,471,8,2,{59001=21;gold=2100000},135,,,1,1434,7,285,8,285,9,199,10,199,,,,,
571803,471,8,3,{502=1;gold=2430000;59001=23;501=1},135,,,1,1448,7,288,8,288,9,201,10,201,,,,,
571804,471,8,4,{502=1;gold=2750000;59001=23;501=1},135,,,1,1462,7,291,8,291,9,203,10,203,<0>,{97=300;96=300},,,
571805,471,8,5,{502=1;gold=3150000;59001=24;501=1},135,,,1,1476,7,293,8,293,9,205,10,205,,,,,
571806,471,8,6,{502=1;gold=3450000;59001=24;501=1},135,,,1,1490,7,296,8,296,9,207,10,207,,,,,
571807,471,8,7,{502=2;gold=3830000;59001=26;501=2;221=1},135,,,1,1505,7,299,8,299,9,209,10,209,,,,,
571808,471,8,8,{502=2;59001=26;gold=4130000;501=2;2152=1;19=60},135,,,1,1519,7,302,8,302,9,211,10,211,<0>,{1=8%;7=8%;8=8%;9=8%;10=8%;13=8%},,,{effort=11;zawakeStage=708;nvalueSum=160;equipStarSum=12}
581101,481,1,1,{59001=3;50481=3;gold=100000},50,,,1,835,7,166,8,166,9,116,10,116,,,,,
581102,481,1,2,{59001=3;50481=3;gold=120000},50,,,1,843,7,168,8,168,9,117,10,117,,,,,
581103,481,1,3,{59001=4;50481=4;gold=140000},50,,,1,852,7,169,8,169,9,118,10,118,,,,,
581104,481,1,4,{59001=4;50481=4;gold=160000},50,,,1,860,7,171,8,171,9,119,10,119,<0>,{1=3%},,,
581105,481,1,5,{59001=5;50481=5;gold=180000},50,,,1,868,7,173,8,173,9,121,10,121,,,,,
581106,481,1,6,{59001=5;50481=5;gold=200000},50,,,1,877,7,174,8,174,9,122,10,122,,,,,
581107,481,1,7,{59001=6;50481=6;gold=220000},50,,,1,885,7,176,8,176,9,123,10,123,,,,,
581108,481,1,8,{gold=240000;59001=6;501=1;50481=6},50,,,1,893,7,178,8,178,9,124,10,124,<0>,{25=300;24=300},,,
581201,481,2,1,{59001=5;50481=5;gold=150000},60,,,1,919,7,183,8,183,9,128,10,128,,,,,
581202,481,2,2,{59001=5;50481=5;gold=180000},60,,,1,928,7,184,8,184,9,129,10,129,,,,,
581203,481,2,3,{59001=6;50481=6;gold=210000},60,,,1,937,7,186,8,186,9,130,10,130,,,,,
581204,481,2,4,{59001=6;50481=6;gold=240000},60,,,1,946,7,188,8,188,9,131,10,131,<0>,{7=3%;8=3%},,,
581205,481,2,5,{59001=7;50481=7;gold=270000},60,,,1,955,7,190,8,190,9,133,10,133,,,,,
581206,481,2,6,{59001=7;50481=7;gold=300000},60,,,1,964,7,192,8,192,9,134,10,134,,,,,
581207,481,2,7,{gold=330000;59001=8;501=1;50481=8},60,,,1,974,7,194,8,194,9,135,10,135,,,,,
581208,481,2,8,{gold=360000;59001=8;501=1;50481=8},60,,,1,983,7,195,8,195,9,137,10,137,,,79001,,{effort=7;zawakeStage=108;equipAwakeSum=2;equipStarSum=6}
581301,481,3,1,{59001=6;50481=6;gold=230000},70,,,1,1002,7,199,8,199,9,139,10,139,,,,,
581302,481,3,2,{59001=6;50481=6;gold=270000},70,,,1,1012,7,201,8,201,9,141,10,141,,,,,
581303,481,3,3,{59001=7;50481=7;gold=320000},70,,,1,1022,7,203,8,203,9,142,10,142,,,,,
581304,481,3,4,{59001=7;50481=7;gold=360000},70,,,1,1032,7,205,8,205,9,143,10,143,<2;12>,{25=500;24=500},,,
581305,481,3,5,{59001=8;50481=8;gold=410000},70,,,1,1042,7,207,8,207,9,145,10,145,,,,,
581306,481,3,6,{gold=450000;59001=8;501=1;50481=8},70,,,1,1052,7,209,8,209,9,146,10,146,,,,,
581307,481,3,7,{gold=500000;59001=9;501=1;50481=9},70,,,1,1062,7,211,8,211,9,148,10,148,,,,,
581308,481,3,8,{501=1;gold=540000;222=1;59001=9;50481=9},70,,,1,1072,7,213,8,213,9,149,10,149,,,79002,,{star=9;goodFeel=150;advance=14;zawakeStage=208}
581401,481,4,1,{59001=8;50481=8;gold=350000},80,,,1,1086,7,216,8,216,9,151,10,151,,,,,
581402,481,4,2,{59001=8;50481=8;gold=410000},80,,,1,1096,7,218,8,218,9,152,10,152,,,,,
581403,481,4,3,{59001=9;50481=9;gold=480000},80,,,1,1107,7,220,8,220,9,154,10,154,,,,,
581404,481,4,4,{59001=9;50481=9;gold=540000},80,,,1,1118,7,222,8,222,9,155,10,155,<0>,{14=300;16=300},,,
581405,481,4,5,{59001=10;50481=10;gold=620000},80,,,1,1129,7,224,8,224,9,157,10,157,,,,,
581406,481,4,6,{gold=680000;59001=10;501=1;50481=10},80,,,1,1140,7,227,8,227,9,158,10,158,<0>,{91=300},,,
581407,481,4,7,{gold=750000;59001=11;501=1;50481=11},80,,,1,1151,7,229,8,229,9,160,10,160,,,,,
581408,481,4,8,{gold=810000;501=1;59001=11;50481=11;232=1},80,,,1,1161,7,231,8,231,9,161,10,161,,,79004,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=8}
581501,481,5,1,{59001=9;50481=9;gold=530000},100,,,1,1169,7,232,8,232,9,162,10,162,,,,,
581502,481,5,2,{59001=9;50481=9;gold=620000},100,,,1,1181,7,235,8,235,9,164,10,164,,,,,
581503,481,5,3,{59001=10;50481=10;gold=720000},100,,,1,1192,7,237,8,237,9,166,10,166,,,,,
581504,481,5,4,{59001=10;50481=10;gold=810000},100,,,1,1204,7,239,8,239,9,167,10,167,<6;10>,{14=500;16=500},,,
581505,481,5,5,{502=1;gold=930000;501=1;59001=11;50481=11},100,,,1,1216,7,242,8,242,9,169,10,169,,,,,
581506,481,5,6,{502=1;gold=1020000;501=1;59001=11;50481=11},100,,,1,1227,7,244,8,244,9,171,10,171,,,,,
581507,481,5,7,{502=1;gold=1130000;501=1;59001=12;50481=12},100,,,1,1239,7,246,8,246,9,172,10,172,,,,,
581508,481,5,8,{502=1;202=1;gold=1220000;501=1;59001=12;50481=12},100,,,1,1251,7,249,8,249,9,174,10,174,<0>,{22=300;23=300},,,
581601,481,6,1,{59001=10;50481=10;gold=800000},125,,,1,1253,7,249,8,249,9,174,10,174,,,,,
581602,481,6,2,{59001=10;50481=10;gold=930000},125,,,1,1265,7,251,8,251,9,176,10,176,,,,,
581603,481,6,3,{502=1;gold=1080000;501=1;59001=11;50481=11},125,,,1,1278,7,254,8,254,9,177,10,177,,,,,
581604,481,6,4,{502=1;gold=1220000;501=1;59001=11;50481=11},125,,,1,1290,7,256,8,256,9,179,10,179,<13>,{22=800;23=800},,,
581605,481,6,5,{502=1;gold=1400000;501=1;59001=12;50481=12},125,,,1,1303,7,259,8,259,9,181,10,181,,,,,
581606,481,6,6,{502=1;gold=1530000;501=1;59001=12;50481=12},125,,,1,1315,7,261,8,261,9,183,10,183,<0>,{13=3%},,,
581607,481,6,7,{502=2;202=1;gold=1700000;501=2;59001=13;50481=13},125,,,1,1328,7,264,8,264,9,184,10,184,,,,,
581608,481,6,8,{502=2;59001=13;gold=1830000;501=2;2152=1;50481=13},125,,,1,1340,7,266,8,266,9,186,10,186,,,79003,,{effort=11;zawakeStage=508;equipAwakeSum=4;equipStarSum=10}
581701,481,7,1,{59001=20;gold=1200000},110,,,1,1336,7,266,8,266,9,186,10,186,,,,,
581702,481,7,2,{59001=20;gold=1400000},110,,,1,1349,7,268,8,268,9,187,10,187,,,,,
581703,481,7,3,{59001=22;gold=1620000},110,,,1,1363,7,271,8,271,9,189,10,189,,,,,
581704,481,7,4,{59001=22;gold=1830000},110,,,1,1376,7,274,8,274,9,191,10,191,<0>,{25=300;24=300},,,
581705,481,7,5,{502=1;gold=2100000;59001=23;501=1},110,,,1,1389,7,276,8,276,9,193,10,193,,,,,
581706,481,7,6,{502=1;gold=2300000;59001=23;501=1},110,,,1,1403,7,279,8,279,9,195,10,195,,,,,
581707,481,7,7,{502=1;gold=2550000;59001=25;501=1},110,,,1,1416,7,282,8,282,9,197,10,197,,,,,
581708,481,7,8,{502=1;212=1;gold=2750000;59001=25;501=1},110,,,1,1430,7,284,8,284,9,199,10,199,<0>,{22=500;23=500},,,
581801,481,8,1,{59001=21;gold=1800000},135,,,1,1420,7,282,8,282,9,197,10,197,,,,,
581802,481,8,2,{59001=21;gold=2100000},135,,,1,1434,7,285,8,285,9,199,10,199,,,,,
581803,481,8,3,{502=1;gold=2430000;59001=23;501=1},135,,,1,1448,7,288,8,288,9,201,10,201,,,,,
581804,481,8,4,{502=1;gold=2750000;59001=23;501=1},135,,,1,1462,7,291,8,291,9,203,10,203,<0>,{97=300;96=300},,,
581805,481,8,5,{502=1;gold=3150000;59001=24;501=1},135,,,1,1476,7,293,8,293,9,205,10,205,,,,,
581806,481,8,6,{502=1;gold=3450000;59001=24;501=1},135,,,1,1490,7,296,8,296,9,207,10,207,,,,,
581807,481,8,7,{502=2;gold=3830000;59001=26;222=1;501=2},135,,,1,1505,7,299,8,299,9,209,10,209,,,,,
581808,481,8,8,{502=2;59001=26;gold=4130000;501=2;2152=1;19=60},135,,,1,1519,7,302,8,302,9,211,10,211,<0>,{1=8%;7=8%;8=8%;9=8%;10=8%;13=8%},,,{effort=11;zawakeStage=708;nvalueSum=160;equipStarSum=12}
591101,491,1,1,{59002=4;50491=4;gold=150000},75,,,1,974,7,194,8,194,9,135,10,135,,,,,
591102,491,1,2,{59002=4;50491=4;gold=180000},75,,,1,984,7,196,8,196,9,136,10,136,,,,,
591103,491,1,3,{59002=5;50491=5;gold=210000},75,,,1,993,7,198,8,198,9,138,10,138,,,,,
591104,491,1,4,{59002=5;50491=5;gold=240000},75,,,1,1003,7,200,8,200,9,139,10,139,<0>,{1=3%},,,
591105,491,1,5,{59002=6;50491=6;gold=270000},75,,,1,1013,7,202,8,202,9,140,10,140,,,,,
591106,491,1,6,{59002=6;50491=6;gold=300000},75,,,1,1023,7,204,8,204,9,142,10,142,,,,,
591107,491,1,7,{50491=7;gold=330000;501=1;59002=7},75,,,1,1032,7,206,8,206,9,143,10,143,,,,,
591108,491,1,8,{50491=7;gold=360000;501=1;59002=7},75,,,1,1042,7,208,8,208,9,144,10,144,<0>,{25=300;24=300},,,
591201,491,2,1,{59002=6;50491=6;gold=230000},90,,,1,1071,7,213,8,213,9,149,10,149,,,,,
591202,491,2,2,{59002=6;50491=6;gold=270000},90,,,1,1082,7,216,8,216,9,150,10,150,,,,,
591203,491,2,3,{59002=7;50491=7;gold=320000},90,,,1,1093,7,218,8,218,9,151,10,151,,,,,
591204,491,2,4,{59002=7;50491=7;gold=360000},90,,,1,1104,7,220,8,220,9,153,10,153,<0>,{7=3%;8=3%},,,
591205,491,2,5,{50491=8;gold=410000;501=1;59002=8},90,,,1,1114,7,222,8,222,9,154,10,154,,,,,
591206,491,2,6,{50491=8;gold=450000;501=1;59002=8},90,,,1,1125,7,224,8,224,9,156,10,156,,,,,
591207,491,2,7,{50491=9;gold=500000;501=1;59002=9},90,,,1,1136,7,226,8,226,9,157,10,157,,,,,
591208,491,2,8,{50491=9;gold=540000;501=1;59002=9},90,,,1,1146,7,228,8,228,9,159,10,159,,,79001,,{effort=7;zawakeStage=108;equipAwakeSum=2;equipStarSum=6}
591301,491,3,1,{59002=7;50491=7;gold=350000},105,,,1,1169,7,233,8,233,9,162,10,162,,,,,
591302,491,3,2,{59002=7;50491=7;gold=410000},105,,,1,1180,7,235,8,235,9,164,10,164,,,,,
591303,491,3,3,{50491=8;gold=480000;501=1;59002=8},105,,,1,1192,7,237,8,237,9,165,10,165,,,,,
591304,491,3,4,{50491=8;gold=540000;501=1;59002=8},105,,,1,1204,7,240,8,240,9,167,10,167,<2;12>,{25=500;24=500},,,
591305,491,3,5,{50491=9;gold=620000;501=1;59002=9},105,,,1,1216,7,242,8,242,9,168,10,168,,,,,
591306,491,3,6,{50491=9;gold=680000;501=1;59002=9},105,,,1,1227,7,244,8,244,9,170,10,170,,,,,
591307,491,3,7,{50491=10;gold=750000;501=1;59002=10},105,,,1,1239,7,247,8,247,9,172,10,172,,,,,
591308,491,3,8,{220=1;50491=10;gold=810000;501=1;59002=10},105,,,1,1251,7,249,8,249,9,173,10,173,,,79002,,{star=9;goodFeel=160;advance=15;zawakeStage=208}
591401,491,4,1,{59002=9;50491=9;gold=530000},120,,,1,1266,7,252,8,252,9,176,10,176,,,,,
591402,491,4,2,{59002=9;50491=9;gold=620000},120,,,1,1279,7,255,8,255,9,177,10,177,,,,,
591403,491,4,3,{50491=10;gold=720000;501=1;59002=10},120,,,1,1292,7,257,8,257,9,179,10,179,,,,,
591404,491,4,4,{50491=10;gold=810000;501=1;59002=10},120,,,1,1304,7,260,8,260,9,181,10,181,<0>,{14=300;16=300},,,
591405,491,4,5,{50491=11;gold=930000;501=2;59002=11},120,,,1,1317,7,262,8,262,9,183,10,183,,,,,
591406,491,4,6,{50491=11;gold=1020000;501=2;59002=11},120,,,1,1330,7,265,8,265,9,184,10,184,<0>,{91=300},,,
591407,491,4,7,{50491=12;230=1;501=2;gold=1130000;59002=12},120,,,1,1342,7,267,8,267,9,186,10,186,,,,,
591408,491,4,8,{50491=12;gold=1220000;2152=1;501=2;59002=12},120,,,1,1355,7,270,8,270,9,188,10,188,,,79004,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=9}
591501,491,5,1,{502=2;50491=10;gold=800000;59002=10},150,,,1,1364,7,272,8,272,9,189,10,189,,,,,
591502,491,5,2,{502=2;50491=10;gold=930000;59002=10},150,,,1,1377,7,274,8,274,9,191,10,191,,,,,
591503,491,5,3,{502=2;50491=11;gold=1080000;501=1;59002=11},150,,,1,1391,7,277,8,277,9,193,10,193,,,,,
591504,491,5,4,{502=2;50491=11;gold=1220000;501=2;59002=11},150,,,1,1405,7,280,8,280,9,195,10,195,<6;10>,{14=500;16=500},,,
591505,491,5,5,{502=2;50491=12;gold=1400000;501=2;59002=12},150,,,1,1418,7,282,8,282,9,197,10,197,,,,,
591506,491,5,6,{502=3;50491=12;gold=1530000;501=2;59002=12},150,,,1,1432,7,285,8,285,9,198,10,198,,,,,
591507,491,5,7,{502=3;50491=13;gold=1700000;501=2;59002=13},150,,,1,1445,7,288,8,288,9,200,10,200,,,,,
591508,491,5,8,{200=1;gold=1830000;210=1;50491=13;59002=13},150,,,1,1459,7,291,8,291,9,202,10,202,<0>,{22=300;23=300},,,
591601,491,6,1,{502=2;50491=11;gold=1200000;59002=11},188,,,1,1461,7,291,8,291,9,203,10,203,,,,,
591602,491,6,2,{502=2;50491=11;gold=1400000;59002=11},188,,,1,1476,7,294,8,294,9,205,10,205,,,,,
591603,491,6,3,{502=3;50491=12;gold=1620000;501=2;59002=12},188,,,1,1490,7,297,8,297,9,207,10,207,,,,,
591604,491,6,4,{502=3;50491=12;gold=1830000;501=2;59002=12},188,,,1,1505,7,300,8,300,9,209,10,209,<13>,{22=800;23=800},,,
591605,491,6,5,{502=3;50491=13;gold=2100000;501=3;59002=13},188,,,1,1519,7,303,8,303,9,211,10,211,,,,,
591606,491,6,6,{502=3;50491=13;gold=2300000;501=3;59002=13},188,,,1,1534,7,306,8,306,9,213,10,213,<0>,{13=3%},,,
591607,491,6,7,{502=4;50491=14;gold=2550000;2152=1;501=3;59002=14},188,,,1,1549,7,308,8,308,9,215,10,215,,,,,
591608,491,6,8,{502=4;50491=14;gold=2750000;2152=1;501=3;59002=14},188,,,1,1563,7,311,8,311,9,217,10,217,,,79003,,{effort=11;zawakeStage=508;equipAwakeSum=4;equipStarSum=12}
591701,491,7,1,{502=2;59002=22;gold=1800000},165,,,1,1558,7,310,8,310,9,216,10,216,,,,,
591702,491,7,2,{502=2;59002=22;gold=2100000},165,,,1,1574,7,314,8,314,9,218,10,218,,,,,
591703,491,7,3,{502=2;gold=2430000;501=1;59002=23},165,,,1,1590,7,317,8,317,9,220,10,220,,,,,
591704,491,7,4,{502=2;gold=2750000;501=2;59002=23},165,,,1,1605,7,320,8,320,9,222,10,222,<0>,{25=300;24=300},,,
591705,491,7,5,{502=2;gold=3150000;501=2;59002=25},165,,,1,1621,7,323,8,323,9,225,10,225,,,,,
591706,491,7,6,{502=3;gold=3450000;501=2;59002=25},165,,,1,1636,7,326,8,326,9,227,10,227,,,,,
591707,491,7,7,{502=3;gold=3830000;501=2;59002=27},165,,,1,1652,7,329,8,329,9,229,10,229,,,,,
591708,491,7,8,{220=1;gold=4130000;230=1;59002=27},165,,,1,1667,7,332,8,332,9,231,10,231,<0>,{22=500;23=500},,,
591801,491,8,1,{502=2;59002=23;gold=2700000},203,,,1,1656,7,330,8,330,9,230,10,230,,,,,
591802,491,8,2,{502=2;59002=23;gold=3150000},203,,,1,1672,7,333,8,333,9,232,10,232,,,,,
591803,491,8,3,{502=3;gold=3650000;501=2;59002=24},203,,,1,1689,7,336,8,336,9,234,10,234,,,,,
591804,491,8,4,{502=3;gold=4130000;501=2;59002=24},203,,,1,1705,7,340,8,340,9,236,10,236,<0>,{97=300;96=300},,,
591805,491,8,5,{502=3;gold=4730000;501=3;59002=26},203,,,1,1722,7,343,8,343,9,239,10,239,,,,,
591806,491,8,6,{502=3;gold=5180000;501=3;59002=26},203,,,1,1739,7,346,8,346,9,241,10,241,,,,,
591807,491,8,7,{502=4;gold=5750000;2152=1;501=3;59002=28},203,,,1,1755,7,350,8,350,9,243,10,243,,,,,
591808,491,8,8,{502=4;19=100;501=3;2152=1;gold=6200000;59002=28},203,,,1,1772,7,353,8,353,9,246,10,246,<0>,{1=8%;7=8%;8=8%;9=8%;10=8%;13=8%},,,{effort=11;zawakeStage=708;nvalueSum=160;equipStarSum=15}
601101,501,1,1,{59002=4;50501=4;gold=150000},75,,,1,974,7,194,8,194,9,135,10,135,,,,,
601102,501,1,2,{59002=4;50501=4;gold=180000},75,,,1,984,7,196,8,196,9,136,10,136,,,,,
601103,501,1,3,{59002=5;50501=5;gold=210000},75,,,1,993,7,198,8,198,9,138,10,138,,,,,
601104,501,1,4,{59002=5;50501=5;gold=240000},75,,,1,1003,7,200,8,200,9,139,10,139,<0>,{1=3%},,,
601105,501,1,5,{59002=6;50501=6;gold=270000},75,,,1,1013,7,202,8,202,9,140,10,140,,,,,
601106,501,1,6,{59002=6;50501=6;gold=300000},75,,,1,1023,7,204,8,204,9,142,10,142,,,,,
601107,501,1,7,{gold=330000;501=1;50501=7;59002=7},75,,,1,1032,7,206,8,206,9,143,10,143,,,,,
601108,501,1,8,{gold=360000;501=1;50501=7;59002=7},75,,,1,1042,7,208,8,208,9,144,10,144,<0>,{25=300;24=300},,,
601201,501,2,1,{59002=6;50501=6;gold=230000},90,,,1,1071,7,213,8,213,9,149,10,149,,,,,
601202,501,2,2,{59002=6;50501=6;gold=270000},90,,,1,1082,7,216,8,216,9,150,10,150,,,,,
601203,501,2,3,{59002=7;50501=7;gold=320000},90,,,1,1093,7,218,8,218,9,151,10,151,,,,,
601204,501,2,4,{59002=7;50501=7;gold=360000},90,,,1,1104,7,220,8,220,9,153,10,153,<0>,{7=3%;8=3%},,,
601205,501,2,5,{gold=410000;501=1;50501=8;59002=8},90,,,1,1114,7,222,8,222,9,154,10,154,,,,,
601206,501,2,6,{gold=450000;501=1;50501=8;59002=8},90,,,1,1125,7,224,8,224,9,156,10,156,,,,,
601207,501,2,7,{gold=500000;501=1;50501=9;59002=9},90,,,1,1136,7,226,8,226,9,157,10,157,,,,,
601208,501,2,8,{gold=540000;501=1;50501=9;59002=9},90,,,1,1146,7,228,8,228,9,159,10,159,,,79001,,{effort=7;zawakeStage=108;equipAwakeSum=2;equipStarSum=6}
601301,501,3,1,{59002=7;50501=7;gold=350000},105,,,1,1169,7,233,8,233,9,162,10,162,,,,,
601302,501,3,2,{59002=7;50501=7;gold=410000},105,,,1,1180,7,235,8,235,9,164,10,164,,,,,
601303,501,3,3,{gold=480000;501=1;50501=8;59002=8},105,,,1,1192,7,237,8,237,9,165,10,165,,,,,
601304,501,3,4,{gold=540000;501=1;50501=8;59002=8},105,,,1,1204,7,240,8,240,9,167,10,167,<2;12>,{25=500;24=500},,,
601305,501,3,5,{gold=620000;501=1;50501=9;59002=9},105,,,1,1216,7,242,8,242,9,168,10,168,,,,,
601306,501,3,6,{gold=680000;501=1;50501=9;59002=9},105,,,1,1227,7,244,8,244,9,170,10,170,,,,,
601307,501,3,7,{gold=750000;501=1;50501=10;59002=10},105,,,1,1239,7,247,8,247,9,172,10,172,,,,,
601308,501,3,8,{gold=810000;59002=10;501=1;50501=10;221=1},105,,,1,1251,7,249,8,249,9,173,10,173,,,79002,,{star=9;goodFeel=160;advance=15;zawakeStage=208}
601401,501,4,1,{59002=9;50501=9;gold=530000},120,,,1,1266,7,252,8,252,9,176,10,176,,,,,
601402,501,4,2,{59002=9;50501=9;gold=620000},120,,,1,1279,7,255,8,255,9,177,10,177,,,,,
601403,501,4,3,{gold=720000;501=1;50501=10;59002=10},120,,,1,1292,7,257,8,257,9,179,10,179,,,,,
601404,501,4,4,{gold=810000;501=1;50501=10;59002=10},120,,,1,1304,7,260,8,260,9,181,10,181,<0>,{14=300;16=300},,,
601405,501,4,5,{gold=930000;501=2;50501=11;59002=11},120,,,1,1317,7,262,8,262,9,183,10,183,,,,,
601406,501,4,6,{gold=1020000;501=2;50501=11;59002=11},120,,,1,1330,7,265,8,265,9,184,10,184,<0>,{91=300},,,
601407,501,4,7,{231=1;gold=1130000;501=2;50501=12;59002=12},120,,,1,1342,7,267,8,267,9,186,10,186,,,,,
601408,501,4,8,{gold=1220000;501=2;2152=1;50501=12;59002=12},120,,,1,1355,7,270,8,270,9,188,10,188,,,79004,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=9}
601501,501,5,1,{502=2;gold=800000;50501=10;59002=10},150,,,1,1364,7,272,8,272,9,189,10,189,,,,,
601502,501,5,2,{502=2;gold=930000;50501=10;59002=10},150,,,1,1377,7,274,8,274,9,191,10,191,,,,,
601503,501,5,3,{502=2;gold=1080000;501=1;50501=11;59002=11},150,,,1,1391,7,277,8,277,9,193,10,193,,,,,
