VariableName,gateID,_beizhu,itemMap,count,probability,itemCount
498,21605,,{5021=12.7778;5023=20.5556;5020=12.7778;5022=20.5556;5024=20.5556;5019=12.7778},5,36,
499,21701,,{5023=12.7778;5025=20.5556;5027=20.5556;5022=12.7778;5024=12.7778;5026=20.5556},5,36,
500,21702,,{5023=12.7778;5025=20.5556;5027=20.5556;5022=12.7778;5024=12.7778;5026=20.5556},5,36,
501,21703,,{5023=12.7778;5025=20.5556;5027=20.5556;5022=12.7778;5024=12.7778;5026=20.5556},5,36,
502,21704,,{5023=12.7778;5025=20.5556;5027=20.5556;5022=12.7778;5024=12.7778;5026=20.5556},5,36,
503,21705,,{5023=12.7778;5025=20.5556;5027=20.5556;5022=12.7778;5024=12.7778;5026=20.5556},5,36,
504,21801,,{5023=12.7778;5025=20.5556;5027=20.5556;5022=12.7778;5024=12.7778;5026=20.5556},5,36,
505,21802,,{5023=12.7778;5025=20.5556;5027=20.5556;5022=12.7778;5024=12.7778;5026=20.5556},5,36,
506,21803,,{5023=12.7778;5025=20.5556;5027=20.5556;5022=12.7778;5024=12.7778;5026=20.5556},5,36,
507,21804,,{5023=12.7778;5025=20.5556;5027=20.5556;5022=12.7778;5024=12.7778;5026=20.5556},5,36,
508,21805,,{5023=12.7778;5025=20.5556;5027=20.5556;5022=12.7778;5024=12.7778;5026=20.5556},5,36,
509,21901,,{5028=20.5556;5030=20.5556;5025=12.7778;5027=12.7778;5029=20.5556;5026=12.7778},5,36,
510,21902,,{5028=20.5556;5030=20.5556;5025=12.7778;5027=12.7778;5029=20.5556;5026=12.7778},5,36,
511,21903,,{5028=20.5556;5030=20.5556;5025=12.7778;5027=12.7778;5029=20.5556;5026=12.7778},5,36,
512,21904,,{5028=20.5556;5030=20.5556;5025=12.7778;5027=12.7778;5029=20.5556;5026=12.7778},5,36,
513,21905,,{5028=20.5556;5030=20.5556;5025=12.7778;5027=12.7778;5029=20.5556;5026=12.7778},5,36,
514,22001,,{5028=20.5556;5030=20.5556;5025=12.7778;5027=12.7778;5029=20.5556;5026=12.7778},5,36,
515,22002,,{5028=20.5556;5030=20.5556;5025=12.7778;5027=12.7778;5029=20.5556;5026=12.7778},5,36,
516,22003,,{5028=20.5556;5030=20.5556;5025=12.7778;5027=12.7778;5029=20.5556;5026=12.7778},5,36,
517,22004,,{5028=20.5556;5030=20.5556;5025=12.7778;5027=12.7778;5029=20.5556;5026=12.7778},5,36,
518,22005,,{5028=20.5556;5030=20.5556;5025=12.7778;5027=12.7778;5029=20.5556;5026=12.7778},5,36,
519,22101,,{5028=12.7778;5030=12.7778;5032=20.5556;5029=12.7778;5031=20.5556;5033=20.5556},5,36,
520,22102,,{5028=12.7778;5030=12.7778;5032=20.5556;5029=12.7778;5031=20.5556;5033=20.5556},5,36,
521,22103,,{5028=12.7778;5030=12.7778;5032=20.5556;5029=12.7778;5031=20.5556;5033=20.5556},5,36,
522,22104,,{5028=12.7778;5030=12.7778;5032=20.5556;5029=12.7778;5031=20.5556;5033=20.5556},5,36,
523,22105,,{5028=12.7778;5030=12.7778;5032=20.5556;5029=12.7778;5031=20.5556;5033=20.5556},5,36,
524,22201,,{5035=20.5556;5032=12.7778;5034=20.5556;5036=20.5556;5031=12.7778;5033=12.7778},5,36,
525,22202,,{5035=20.5556;5032=12.7778;5034=20.5556;5036=20.5556;5031=12.7778;5033=12.7778},5,36,
526,22203,,{5035=20.5556;5032=12.7778;5034=20.5556;5036=20.5556;5031=12.7778;5033=12.7778},5,36,
527,22204,,{5035=20.5556;5032=12.7778;5034=20.5556;5036=20.5556;5031=12.7778;5033=12.7778},5,36,
528,22205,,{5035=20.5556;5032=12.7778;5034=20.5556;5036=20.5556;5031=12.7778;5033=12.7778},5,36,
529,22301,,{5035=12.7778;5037=20.5556;5039=20.5556;5034=12.7778;5036=12.7778;5038=20.5556},5,36,
530,22302,,{5035=12.7778;5037=20.5556;5039=20.5556;5034=12.7778;5036=12.7778;5038=20.5556},5,36,
531,22303,,{5035=12.7778;5037=20.5556;5039=20.5556;5034=12.7778;5036=12.7778;5038=20.5556},5,36,
532,22304,,{5035=12.7778;5037=20.5556;5039=20.5556;5034=12.7778;5036=12.7778;5038=20.5556},5,36,
533,22305,,{5035=12.7778;5037=20.5556;5039=20.5556;5034=12.7778;5036=12.7778;5038=20.5556},5,36,
534,22401,,{5042=20.5556;5037=12.7778;5039=12.7778;5041=20.5556;5038=12.7778;5040=20.5556},5,36,
535,22402,,{5042=20.5556;5037=12.7778;5039=12.7778;5041=20.5556;5038=12.7778;5040=20.5556},5,36,
536,22403,,{5042=20.5556;5037=12.7778;5039=12.7778;5041=20.5556;5038=12.7778;5040=20.5556},5,36,
537,22404,,{5042=20.5556;5037=12.7778;5039=12.7778;5041=20.5556;5038=12.7778;5040=20.5556},5,36,
538,22405,,{5042=20.5556;5037=12.7778;5039=12.7778;5041=20.5556;5038=12.7778;5040=20.5556},5,36,
539,22501,,{5042=12.7778;5044=20.5556;5041=12.7778;5043=20.5556;5045=20.5556;5040=12.7778},5,36,
540,22502,,{5042=12.7778;5044=20.5556;5041=12.7778;5043=20.5556;5045=20.5556;5040=12.7778},5,36,
541,22503,,{5042=12.7778;5044=20.5556;5041=12.7778;5043=20.5556;5045=20.5556;5040=12.7778},5,36,
542,22504,,{5042=12.7778;5044=20.5556;5041=12.7778;5043=20.5556;5045=20.5556;5040=12.7778},5,36,
543,22505,,{5042=12.7778;5044=20.5556;5041=12.7778;5043=20.5556;5045=20.5556;5040=12.7778},5,36,
544,22601,,{5044=20.5556;5046=12.7778;5041=12.7778;5043=20.5556;5045=20.5556;5040=12.7778},5,36,
545,22602,,{5044=20.5556;5046=12.7778;5041=12.7778;5043=20.5556;5045=20.5556;5040=12.7778},5,36,
546,22603,,{5044=20.5556;5046=12.7778;5041=12.7778;5043=20.5556;5045=20.5556;5040=12.7778},5,36,
547,22604,,{5044=20.5556;5046=12.7778;5041=12.7778;5043=20.5556;5045=20.5556;5040=12.7778},5,36,
548,22605,,{5044=20.5556;5046=12.7778;5041=12.7778;5043=20.5556;5045=20.5556;5040=12.7778},5,36,
549,30101,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
550,30102,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
551,30201,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
552,30202,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
553,30301,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
554,30302,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
555,30401,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
556,30402,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
557,30501,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
558,30502,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
559,30601,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
560,30602,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
561,30603,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
562,30701,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
563,30702,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
564,30703,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
565,30801,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
566,30802,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
567,30803,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
568,30901,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
569,30902,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
570,30903,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
571,31001,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
572,31002,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
573,31003,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
574,31101,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
575,31102,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
576,31103,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
577,31104,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
578,31201,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
579,31202,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
580,31203,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
581,31204,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
582,31301,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
583,31302,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
584,31303,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
585,31304,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
586,31401,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
587,31402,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
588,31403,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
589,31404,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
590,31501,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
591,31502,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
592,31503,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
593,31504,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
594,31601,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
595,31602,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
596,31603,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
597,31604,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
598,31701,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
599,31702,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
600,31703,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
601,31704,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
602,31801,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
603,31802,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
604,31803,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
605,31804,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
606,31901,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
607,31902,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
608,31903,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
609,31904,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
610,32001,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
611,32002,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
612,32003,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
613,32004,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
614,32101,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
615,32102,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
616,32103,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
617,32104,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
618,32201,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
619,32202,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
620,32203,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
621,32204,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
622,32301,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
623,32302,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
624,32303,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
625,32304,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
626,32401,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
627,32402,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
628,32403,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
629,32404,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
630,32501,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
631,32502,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
632,32503,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
633,32504,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
634,32601,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
635,32602,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
636,32603,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
637,32604,,{11=30.1887;13=1.8868;510=30.1887;12=7.5472;512=3.7736;511=15.0943;5000=11.3208},5,53,
2001,10101,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2002,10102,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2003,10103,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2004,10104,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2005,10105,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2006,10201,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2007,10202,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2008,10203,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2009,10204,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2010,10205,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2011,10206,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2012,10301,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2013,10302,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2014,10303,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2015,10304,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2016,10305,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2017,10306,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2018,10307,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2019,10308,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2020,10401,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2021,10402,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2022,10403,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2023,10404,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2024,10405,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2025,10406,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2026,10407,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2027,10408,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2028,10501,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2029,10502,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2030,10503,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2031,10504,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2032,10505,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2033,10506,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2034,10507,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2035,10508,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2036,10509,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2037,10510,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2038,10601,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2039,10602,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2040,10603,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2041,10604,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2042,10605,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2043,10606,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2044,10607,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2045,10608,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2046,10609,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2047,10610,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2048,10701,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2049,10702,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2050,10703,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2051,10704,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2052,10705,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2053,10706,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2054,10707,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2055,10708,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2056,10709,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2057,10710,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2058,10801,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2059,10802,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2060,10803,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2061,10804,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2062,10805,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2063,10806,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2064,10807,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2065,10808,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2066,10809,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2067,10810,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2068,10901,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2069,10902,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2070,10903,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2071,10904,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2072,10905,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2073,10906,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2074,10907,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2075,10908,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2076,10909,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2077,10910,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2078,11001,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2079,11002,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2080,11003,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2081,11004,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2082,11005,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2083,11006,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2084,11007,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2085,11008,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2086,11009,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2087,11010,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1.5,
2088,11101,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1,
2089,11102,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1,
2090,11103,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1,
2091,11104,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1,
2092,11105,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1,
2093,11106,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1,
2094,11107,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1,
2095,11108,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1,
2096,11109,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1,
2097,11110,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1,
2098,11201,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1,
2099,11202,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1,
2100,11203,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1,
2101,11204,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1,
2102,11205,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1,
2103,11206,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1,
2104,11207,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1,
2105,11208,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1,
2106,11209,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1,
2107,11210,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,1,
2108,20101,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2109,20102,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2110,20103,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2111,20201,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2112,20202,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2113,20203,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2114,20301,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2115,20302,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2116,20303,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2117,20304,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2118,20401,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2119,20402,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2120,20403,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2121,20404,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2122,20501,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2123,20502,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2124,20503,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2125,20504,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
2126,20505,,{30101=100;30102=100;30103=100;30104=100;30105=100;30106=100},,2,
