VariableName,drawType,_comment,drawTriggerType,drawTriggerTimes,weightStart,weightEnd,effectLimit,startCount,probInit,probStep,probLimit,probMiniTimes,probEffectInterval,lotteryType1,lotteryWeight1,lotteryType2,lotteryWeight2,lotteryType3,lotteryWeight3,lotteryType4,lotteryWeight4,lotteryType5,lotteryWeight5,lotteryType6,lotteryWeight6,lotteryType7,lotteryWeight7,lotteryType8,lotteryWeight8,lotteryType9,lotteryWeight9,lotteryType10,lotteryWeight10
11902,limit_up_gem_rmb1_2572,,1,40,0.02,0.08,1,40,,,,,,{8304=1},100,,,,,,,,,,,,,,,,,,
11903,limit_up_gem_rmb1_2572,,1,20,0.015,0.025,,20,,,,,,{8304=1},100,,,,,,,,,,,,,,,,,,
11904,limit_up_gem_rmb1_2572,,1,10,0.06,0.14,1,10,,,,,,{8304=1},100,,,,,,,,,,,,,,,,,,
11905,limit_up_gem_rmb1_2572,,3,1,,,1,,,,,,,{8303=1},100,,,,,,,,,,,,,,,,,,
11906,limit_up_gem_rmb1_2572,,0,2,,,,,,,,,,{8301=1},57,{8302=1},22,{8303=1},8,{8017=1},13,,,,,,,,,,,,
12001,limit_up_gem_rmb10_2572,,1,11,0.054,0.113,,10,,,,,,{8301=5;8302=2;8017=2;8305=1},100,{8301=4;8302=3;8017=2;8305=1},100,{8301=5;8302=3;8017=1;8305=1},100,{8303=1;8302=2;8301=4;8017=2;8305=1},50,{8303=1;8302=3;8301=4;8017=1;8305=1},50,{8303=1;8302=3;8301=3;8017=2;8305=1},50,,,,,,,,
12002,limit_up_gem_rmb10_2572,,1,6,0.05,0.45,1,6,,,,,,{8301=5;8302=2;8017=2;8305=1},100,{8301=4;8302=3;8017=2;8305=1},100,{8301=5;8302=3;8017=1;8305=1},100,,,,,,,,,,,,,,
12003,limit_up_gem_rmb10_2572,,1,1,0.3,0.4,1,1,,,,,,{8301=5;8302=2;8017=2;8305=1},100,{8301=4;8302=3;8017=2;8305=1},100,{8301=5;8302=3;8017=1;8305=1},100,,,,,,,,,,,,,,
12004,limit_up_gem_rmb10_2572,,1,1,0.05,0.45,,1,,,,,,{8301=5;8302=2;8017=2;8304=1},100,{8301=4;8302=3;8017=2;8304=1},100,{8301=5;8302=3;8017=1;8304=1},100,{8303=1;8302=2;8301=4;8017=2;8304=1},50,{8303=1;8302=3;8301=4;8017=1;8304=1},50,{8303=1;8302=3;8301=3;8017=2;8304=1},50,,,,,,,,
12005,limit_up_gem_rmb10_2572,,3,1,,,1,,,,,,,{8301=5;8302=2;8017=2;8304=1},100,{8301=4;8302=3;8017=2;8304=1},100,{8301=5;8302=3;8017=1;8304=1},100,,,,,,,,,,,,,,
12006,limit_up_gem_rmb10_2572,,0,2,,,,,,,,,,{8301=5;8302=2;8017=2;8303=1},100,{8301=6;8302=1;8017=2;8303=1},50,{8301=5;8302=3;8017=1;8303=1},50,{8301=4;8302=4;8017=1;8303=1},50,{8301=4;8302=2;8017=2;8303=2},100,{8301=5;8302=1;8017=2;8303=2},50,{8301=4;8302=3;8017=1;8303=2},50,{8301=5;8302=2;8017=1;8303=2},50,,,,
12101,limit_up_gem_rmb1_2672,,1,60,0.0045,0.0102,,60,,,,,,{8105=1},100,,,,,,,,,,,,,,,,,,
12102,limit_up_gem_rmb1_2672,,1,40,0.02,0.08,1,40,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
12103,limit_up_gem_rmb1_2672,,1,20,0.015,0.025,,20,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
12104,limit_up_gem_rmb1_2672,,1,10,0.06,0.14,1,10,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
12105,limit_up_gem_rmb1_2672,,3,1,,,1,,,,,,,{8103=1},100,,,,,,,,,,,,,,,,,,
12106,limit_up_gem_rmb1_2672,,0,2,,,,,,,,,,{8101=1},57,{8102=1},22,{8103=1},8,{8017=1},13,,,,,,,,,,,,
12201,limit_up_gem_rmb10_2672,,1,11,0.054,0.113,,10,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,{8103=1;8102=2;8105=1;8017=2;8101=4},50,{8103=1;8102=3;8105=1;8017=1;8101=4},50,{8103=1;8102=3;8105=1;8017=2;8101=3},50,,,,,,,,
12202,limit_up_gem_rmb10_2672,,1,6,0.05,0.45,1,6,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,,,,,,,,,,,,,,
12203,limit_up_gem_rmb10_2672,,1,1,0.3,0.4,1,1,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,,,,,,,,,,,,,,
12204,limit_up_gem_rmb10_2672,,1,1,0.05,0.45,,1,,,,,,{8102=2;8104=1;8017=2;8101=5},100,{8102=3;8104=1;8017=2;8101=4},100,{8102=3;8104=1;8017=1;8101=5},100,{8103=1;8102=2;8104=1;8017=2;8101=4},50,{8103=1;8102=3;8104=1;8017=1;8101=4},50,{8103=1;8102=3;8104=1;8017=2;8101=3},50,,,,,,,,
12205,limit_up_gem_rmb10_2672,,3,1,,,1,,,,,,,{8102=2;8104=1;8017=2;8101=5},100,{8102=3;8104=1;8017=2;8101=4},100,{8102=3;8104=1;8017=1;8101=5},100,,,,,,,,,,,,,,
12206,limit_up_gem_rmb10_2672,,0,2,,,,,,,,,,{8102=2;8101=5;8017=2;8103=1},100,{8102=1;8101=6;8017=2;8103=1},50,{8102=3;8101=5;8017=1;8103=1},50,{8102=4;8101=4;8017=1;8103=1},50,{8102=2;8101=4;8017=2;8103=2},100,{8102=1;8101=5;8017=2;8103=2},50,{8102=3;8101=4;8017=1;8103=2},50,{8102=2;8101=5;8017=1;8103=2},50,,,,
12301,limit_up_gem_rmb1_2752,,1,60,0.0045,0.0102,,60,,,,,,{8205=1},100,,,,,,,,,,,,,,,,,,
12302,limit_up_gem_rmb1_2752,,1,40,0.02,0.08,1,40,,,,,,{8204=1},100,,,,,,,,,,,,,,,,,,
12303,limit_up_gem_rmb1_2752,,1,20,0.015,0.025,,20,,,,,,{8204=1},100,,,,,,,,,,,,,,,,,,
12304,limit_up_gem_rmb1_2752,,1,10,0.06,0.14,1,10,,,,,,{8204=1},100,,,,,,,,,,,,,,,,,,
12305,limit_up_gem_rmb1_2752,,3,1,,,1,,,,,,,{8203=1},100,,,,,,,,,,,,,,,,,,
12306,limit_up_gem_rmb1_2752,,0,2,,,,,,,,,,{8201=1},57,{8202=1},22,{8203=1},8,{8017=1},13,,,,,,,,,,,,
12401,limit_up_gem_rmb10_2752,,1,11,0.054,0.113,,10,,,,,,{8201=5;8205=1;8017=2;8202=2},100,{8201=4;8205=1;8017=2;8202=3},100,{8201=5;8205=1;8017=1;8202=3},100,{8203=1;8205=1;8201=4;8017=2;8202=2},50,{8203=1;8205=1;8201=4;8017=1;8202=3},50,{8203=1;8205=1;8201=3;8017=2;8202=3},50,,,,,,,,
12402,limit_up_gem_rmb10_2752,,1,6,0.05,0.45,1,6,,,,,,{8201=5;8205=1;8017=2;8202=2},100,{8201=4;8205=1;8017=2;8202=3},100,{8201=5;8205=1;8017=1;8202=3},100,,,,,,,,,,,,,,
12403,limit_up_gem_rmb10_2752,,1,1,0.3,0.4,1,1,,,,,,{8201=5;8205=1;8017=2;8202=2},100,{8201=4;8205=1;8017=2;8202=3},100,{8201=5;8205=1;8017=1;8202=3},100,,,,,,,,,,,,,,
12404,limit_up_gem_rmb10_2752,,1,1,0.05,0.45,,1,,,,,,{8201=5;8204=1;8017=2;8202=2},100,{8201=4;8204=1;8017=2;8202=3},100,{8201=5;8204=1;8017=1;8202=3},100,{8203=1;8204=1;8201=4;8017=2;8202=2},50,{8203=1;8204=1;8201=4;8017=1;8202=3},50,{8203=1;8204=1;8201=3;8017=2;8202=3},50,,,,,,,,
12405,limit_up_gem_rmb10_2752,,3,1,,,1,,,,,,,{8201=5;8204=1;8017=2;8202=2},100,{8201=4;8204=1;8017=2;8202=3},100,{8201=5;8204=1;8017=1;8202=3},100,,,,,,,,,,,,,,
12406,limit_up_gem_rmb10_2752,,0,2,,,,,,,,,,{8201=5;8202=2;8017=2;8203=1},100,{8201=6;8202=1;8017=2;8203=1},50,{8201=5;8202=3;8017=1;8203=1},50,{8201=4;8202=4;8017=1;8203=1},50,{8201=4;8202=2;8017=2;8203=2},100,{8201=5;8202=1;8017=2;8203=2},50,{8201=4;8202=3;8017=1;8203=2},50,{8201=5;8202=2;8017=1;8203=2},50,,,,
12501,limit_up_gem_rmb1_2852,,1,60,0.0045,0.0102,,60,,,,,,{8305=1},100,,,,,,,,,,,,,,,,,,
12502,limit_up_gem_rmb1_2852,,1,40,0.02,0.08,1,40,,,,,,{8304=1},100,,,,,,,,,,,,,,,,,,
12503,limit_up_gem_rmb1_2852,,1,20,0.015,0.025,,20,,,,,,{8304=1},100,,,,,,,,,,,,,,,,,,
12504,limit_up_gem_rmb1_2852,,1,10,0.06,0.14,1,10,,,,,,{8304=1},100,,,,,,,,,,,,,,,,,,
12505,limit_up_gem_rmb1_2852,,3,1,,,1,,,,,,,{8303=1},100,,,,,,,,,,,,,,,,,,
12506,limit_up_gem_rmb1_2852,,0,2,,,,,,,,,,{8301=1},57,{8302=1},22,{8303=1},8,{8017=1},13,,,,,,,,,,,,
12601,limit_up_gem_rmb10_2852,,1,11,0.054,0.113,,10,,,,,,{8301=5;8302=2;8017=2;8305=1},100,{8301=4;8302=3;8017=2;8305=1},100,{8301=5;8302=3;8017=1;8305=1},100,{8303=1;8302=2;8301=4;8017=2;8305=1},50,{8303=1;8302=3;8301=4;8017=1;8305=1},50,{8303=1;8302=3;8301=3;8017=2;8305=1},50,,,,,,,,
12602,limit_up_gem_rmb10_2852,,1,6,0.05,0.45,1,6,,,,,,{8301=5;8302=2;8017=2;8305=1},100,{8301=4;8302=3;8017=2;8305=1},100,{8301=5;8302=3;8017=1;8305=1},100,,,,,,,,,,,,,,
12603,limit_up_gem_rmb10_2852,,1,1,0.3,0.4,1,1,,,,,,{8301=5;8302=2;8017=2;8305=1},100,{8301=4;8302=3;8017=2;8305=1},100,{8301=5;8302=3;8017=1;8305=1},100,,,,,,,,,,,,,,
12604,limit_up_gem_rmb10_2852,,1,1,0.05,0.45,,1,,,,,,{8301=5;8302=2;8017=2;8304=1},100,{8301=4;8302=3;8017=2;8304=1},100,{8301=5;8302=3;8017=1;8304=1},100,{8303=1;8302=2;8301=4;8017=2;8304=1},50,{8303=1;8302=3;8301=4;8017=1;8304=1},50,{8303=1;8302=3;8301=3;8017=2;8304=1},50,,,,,,,,
12605,limit_up_gem_rmb10_2852,,3,1,,,1,,,,,,,{8301=5;8302=2;8017=2;8304=1},100,{8301=4;8302=3;8017=2;8304=1},100,{8301=5;8302=3;8017=1;8304=1},100,,,,,,,,,,,,,,
12606,limit_up_gem_rmb10_2852,,0,2,,,,,,,,,,{8301=5;8302=2;8017=2;8303=1},100,{8301=6;8302=1;8017=2;8303=1},50,{8301=5;8302=3;8017=1;8303=1},50,{8301=4;8302=4;8017=1;8303=1},50,{8301=4;8302=2;8017=2;8303=2},100,{8301=5;8302=1;8017=2;8303=2},50,{8301=4;8302=3;8017=1;8303=2},50,{8301=5;8302=2;8017=1;8303=2},50,,,,
12701,limit_up_gem_rmb1_2942,,1,60,0.0045,0.0102,,60,,,,,,{8105=1},100,,,,,,,,,,,,,,,,,,
12702,limit_up_gem_rmb1_2942,,1,40,0.02,0.08,1,40,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
12703,limit_up_gem_rmb1_2942,,1,20,0.015,0.025,,20,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
12704,limit_up_gem_rmb1_2942,,1,10,0.06,0.14,1,10,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
12705,limit_up_gem_rmb1_2942,,3,1,,,1,,,,,,,{8103=1},100,,,,,,,,,,,,,,,,,,
12706,limit_up_gem_rmb1_2942,,0,2,,,,,,,,,,{8101=1},57,{8102=1},22,{8103=1},8,{8017=1},13,,,,,,,,,,,,
12801,limit_up_gem_rmb10_2942,,1,11,0.054,0.113,,10,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,{8103=1;8102=2;8105=1;8017=2;8101=4},50,{8103=1;8102=3;8105=1;8017=1;8101=4},50,{8103=1;8102=3;8105=1;8017=2;8101=3},50,,,,,,,,
12802,limit_up_gem_rmb10_2942,,1,6,0.05,0.45,1,6,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,,,,,,,,,,,,,,
12803,limit_up_gem_rmb10_2942,,1,1,0.3,0.4,1,1,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,,,,,,,,,,,,,,
12804,limit_up_gem_rmb10_2942,,1,1,0.05,0.45,,1,,,,,,{8102=2;8104=1;8017=2;8101=5},100,{8102=3;8104=1;8017=2;8101=4},100,{8102=3;8104=1;8017=1;8101=5},100,{8103=1;8102=2;8104=1;8017=2;8101=4},50,{8103=1;8102=3;8104=1;8017=1;8101=4},50,{8103=1;8102=3;8104=1;8017=2;8101=3},50,,,,,,,,
12805,limit_up_gem_rmb10_2942,,3,1,,,1,,,,,,,{8102=2;8104=1;8017=2;8101=5},100,{8102=3;8104=1;8017=2;8101=4},100,{8102=3;8104=1;8017=1;8101=5},100,,,,,,,,,,,,,,
12806,limit_up_gem_rmb10_2942,,0,2,,,,,,,,,,{8102=2;8101=5;8017=2;8103=1},100,{8102=1;8101=6;8017=2;8103=1},50,{8102=3;8101=5;8017=1;8103=1},50,{8102=4;8101=4;8017=1;8103=1},50,{8102=2;8101=4;8017=2;8103=2},100,{8102=1;8101=5;8017=2;8103=2},50,{8102=3;8101=4;8017=1;8103=2},50,{8102=2;8101=5;8017=1;8103=2},50,,,,
12901,limit_up_gem_rmb1_3022,,1,60,0.0045,0.0102,,60,,,,,,{8205=1},100,,,,,,,,,,,,,,,,,,
12902,limit_up_gem_rmb1_3022,,1,40,0.02,0.08,1,40,,,,,,{8204=1},100,,,,,,,,,,,,,,,,,,
12903,limit_up_gem_rmb1_3022,,1,20,0.015,0.025,,20,,,,,,{8204=1},100,,,,,,,,,,,,,,,,,,
12904,limit_up_gem_rmb1_3022,,1,10,0.06,0.14,1,10,,,,,,{8204=1},100,,,,,,,,,,,,,,,,,,
12905,limit_up_gem_rmb1_3022,,3,1,,,1,,,,,,,{8203=1},100,,,,,,,,,,,,,,,,,,
12906,limit_up_gem_rmb1_3022,,0,2,,,,,,,,,,{8201=1},57,{8202=1},22,{8203=1},8,{8017=1},13,,,,,,,,,,,,
13001,limit_up_gem_rmb10_3022,,1,11,0.054,0.113,,10,,,,,,{8201=5;8205=1;8017=2;8202=2},100,{8201=4;8205=1;8017=2;8202=3},100,{8201=5;8205=1;8017=1;8202=3},100,{8203=1;8205=1;8201=4;8017=2;8202=2},50,{8203=1;8205=1;8201=4;8017=1;8202=3},50,{8203=1;8205=1;8201=3;8017=2;8202=3},50,,,,,,,,
13002,limit_up_gem_rmb10_3022,,1,6,0.05,0.45,1,6,,,,,,{8201=5;8205=1;8017=2;8202=2},100,{8201=4;8205=1;8017=2;8202=3},100,{8201=5;8205=1;8017=1;8202=3},100,,,,,,,,,,,,,,
13003,limit_up_gem_rmb10_3022,,1,1,0.3,0.4,1,1,,,,,,{8201=5;8205=1;8017=2;8202=2},100,{8201=4;8205=1;8017=2;8202=3},100,{8201=5;8205=1;8017=1;8202=3},100,,,,,,,,,,,,,,
13004,limit_up_gem_rmb10_3022,,1,1,0.05,0.45,,1,,,,,,{8201=5;8204=1;8017=2;8202=2},100,{8201=4;8204=1;8017=2;8202=3},100,{8201=5;8204=1;8017=1;8202=3},100,{8203=1;8204=1;8201=4;8017=2;8202=2},50,{8203=1;8204=1;8201=4;8017=1;8202=3},50,{8203=1;8204=1;8201=3;8017=2;8202=3},50,,,,,,,,
13005,limit_up_gem_rmb10_3022,,3,1,,,1,,,,,,,{8201=5;8204=1;8017=2;8202=2},100,{8201=4;8204=1;8017=2;8202=3},100,{8201=5;8204=1;8017=1;8202=3},100,,,,,,,,,,,,,,
13006,limit_up_gem_rmb10_3022,,0,2,,,,,,,,,,{8201=5;8202=2;8017=2;8203=1},100,{8201=6;8202=1;8017=2;8203=1},50,{8201=5;8202=3;8017=1;8203=1},50,{8201=4;8202=4;8017=1;8203=1},50,{8201=4;8202=2;8017=2;8203=2},100,{8201=5;8202=1;8017=2;8203=2},50,{8201=4;8202=3;8017=1;8203=2},50,{8201=5;8202=2;8017=1;8203=2},50,,,,
13101,limit_up_gem_rmb1_3112,,1,60,0.0045,0.0102,,60,,,,,,{8305=1},100,,,,,,,,,,,,,,,,,,
13102,limit_up_gem_rmb1_3112,,1,40,0.02,0.08,1,40,,,,,,{8304=1},100,,,,,,,,,,,,,,,,,,
13103,limit_up_gem_rmb1_3112,,1,20,0.015,0.025,,20,,,,,,{8304=1},100,,,,,,,,,,,,,,,,,,
13104,limit_up_gem_rmb1_3112,,1,10,0.06,0.14,1,10,,,,,,{8304=1},100,,,,,,,,,,,,,,,,,,
13105,limit_up_gem_rmb1_3112,,3,1,,,1,,,,,,,{8303=1},100,,,,,,,,,,,,,,,,,,
13106,limit_up_gem_rmb1_3112,,0,2,,,,,,,,,,{8301=1},57,{8302=1},22,{8303=1},8,{8017=1},13,,,,,,,,,,,,
13201,limit_up_gem_rmb10_3112,,1,11,0.054,0.113,,10,,,,,,{8301=5;8302=2;8017=2;8305=1},100,{8301=4;8302=3;8017=2;8305=1},100,{8301=5;8302=3;8017=1;8305=1},100,{8303=1;8302=2;8301=4;8017=2;8305=1},50,{8303=1;8302=3;8301=4;8017=1;8305=1},50,{8303=1;8302=3;8301=3;8017=2;8305=1},50,,,,,,,,
13202,limit_up_gem_rmb10_3112,,1,6,0.05,0.45,1,6,,,,,,{8301=5;8302=2;8017=2;8305=1},100,{8301=4;8302=3;8017=2;8305=1},100,{8301=5;8302=3;8017=1;8305=1},100,,,,,,,,,,,,,,
13203,limit_up_gem_rmb10_3112,,1,1,0.3,0.4,1,1,,,,,,{8301=5;8302=2;8017=2;8305=1},100,{8301=4;8302=3;8017=2;8305=1},100,{8301=5;8302=3;8017=1;8305=1},100,,,,,,,,,,,,,,
13204,limit_up_gem_rmb10_3112,,1,1,0.05,0.45,,1,,,,,,{8301=5;8302=2;8017=2;8304=1},100,{8301=4;8302=3;8017=2;8304=1},100,{8301=5;8302=3;8017=1;8304=1},100,{8303=1;8302=2;8301=4;8017=2;8304=1},50,{8303=1;8302=3;8301=4;8017=1;8304=1},50,{8303=1;8302=3;8301=3;8017=2;8304=1},50,,,,,,,,
13205,limit_up_gem_rmb10_3112,,3,1,,,1,,,,,,,{8301=5;8302=2;8017=2;8304=1},100,{8301=4;8302=3;8017=2;8304=1},100,{8301=5;8302=3;8017=1;8304=1},100,,,,,,,,,,,,,,
13206,limit_up_gem_rmb10_3112,,0,2,,,,,,,,,,{8301=5;8302=2;8017=2;8303=1},100,{8301=6;8302=1;8017=2;8303=1},50,{8301=5;8302=3;8017=1;8303=1},50,{8301=4;8302=4;8017=1;8303=1},50,{8301=4;8302=2;8017=2;8303=2},100,{8301=5;8302=1;8017=2;8303=2},50,{8301=4;8302=3;8017=1;8303=2},50,{8301=5;8302=2;8017=1;8303=2},50,,,,
13301,limit_up_gem_rmb1_3192,,1,60,0.0045,0.0102,,60,,,,,,{8105=1},100,,,,,,,,,,,,,,,,,,
13302,limit_up_gem_rmb1_3192,,1,40,0.02,0.08,1,40,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
13303,limit_up_gem_rmb1_3192,,1,20,0.015,0.025,,20,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
13304,limit_up_gem_rmb1_3192,,1,10,0.06,0.14,1,10,,,,,,{8104=1},100,,,,,,,,,,,,,,,,,,
13305,limit_up_gem_rmb1_3192,,3,1,,,1,,,,,,,{8103=1},100,,,,,,,,,,,,,,,,,,
13306,limit_up_gem_rmb1_3192,,0,2,,,,,,,,,,{8101=1},57,{8102=1},22,{8103=1},8,{8017=1},13,,,,,,,,,,,,
13401,limit_up_gem_rmb10_3192,,1,11,0.054,0.113,,10,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,{8103=1;8102=2;8105=1;8017=2;8101=4},50,{8103=1;8102=3;8105=1;8017=1;8101=4},50,{8103=1;8102=3;8105=1;8017=2;8101=3},50,,,,,,,,
13402,limit_up_gem_rmb10_3192,,1,6,0.05,0.45,1,6,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,,,,,,,,,,,,,,
13403,limit_up_gem_rmb10_3192,,1,1,0.3,0.4,1,1,,,,,,{8102=2;8105=1;8017=2;8101=5},100,{8102=3;8105=1;8017=2;8101=4},100,{8102=3;8105=1;8017=1;8101=5},100,,,,,,,,,,,,,,
13404,limit_up_gem_rmb10_3192,,1,1,0.05,0.45,,1,,,,,,{8102=2;8104=1;8017=2;8101=5},100,{8102=3;8104=1;8017=2;8101=4},100,{8102=3;8104=1;8017=1;8101=5},100,{8103=1;8102=2;8104=1;8017=2;8101=4},50,{8103=1;8102=3;8104=1;8017=1;8101=4},50,{8103=1;8102=3;8104=1;8017=2;8101=3},50,,,,,,,,
13405,limit_up_gem_rmb10_3192,,3,1,,,1,,,,,,,{8102=2;8104=1;8017=2;8101=5},100,{8102=3;8104=1;8017=2;8101=4},100,{8102=3;8104=1;8017=1;8101=5},100,,,,,,,,,,,,,,
13406,limit_up_gem_rmb10_3192,,0,2,,,,,,,,,,{8102=2;8101=5;8017=2;8103=1},100,{8102=1;8101=6;8017=2;8103=1},50,{8102=3;8101=5;8017=1;8103=1},50,{8102=4;8101=4;8017=1;8103=1},50,{8102=2;8101=4;8017=2;8103=2},100,{8102=1;8101=5;8017=2;8103=2},50,{8102=3;8101=4;8017=1;8103=2},50,{8102=2;8101=5;8017=1;8103=2},50,,,,
13501,limit_up_gem_rmb1_20045,,1,60,0.0045,0.0102,,60,,,,,,{8205=1},100,,,,,,,,,,,,,,,,,,
13502,limit_up_gem_rmb1_20045,,1,40,0.02,0.08,1,40,,,,,,{8204=1},100,,,,,,,,,,,,,,,,,,
13503,limit_up_gem_rmb1_20045,,1,20,0.015,0.025,,20,,,,,,{8204=1},100,,,,,,,,,,,,,,,,,,
13504,limit_up_gem_rmb1_20045,,1,10,0.06,0.14,1,10,,,,,,{8204=1},100,,,,,,,,,,,,,,,,,,
13505,limit_up_gem_rmb1_20045,,3,1,,,1,,,,,,,{8203=1},100,,,,,,,,,,,,,,,,,,
13506,limit_up_gem_rmb1_20045,,0,2,,,,,,,,,,{8201=1},57,{8202=1},22,{8203=1},8,{8017=1},13,,,,,,,,,,,,
13601,limit_up_gem_rmb10_20045,,1,11,0.054,0.113,,10,,,,,,{8201=5;8205=1;8017=2;8202=2},100,{8201=4;8205=1;8017=2;8202=3},100,{8201=5;8205=1;8017=1;8202=3},100,{8203=1;8205=1;8201=4;8017=2;8202=2},50,{8203=1;8205=1;8201=4;8017=1;8202=3},50,{8203=1;8205=1;8201=3;8017=2;8202=3},50,,,,,,,,
13602,limit_up_gem_rmb10_20045,,1,6,0.05,0.45,1,6,,,,,,{8201=5;8205=1;8017=2;8202=2},100,{8201=4;8205=1;8017=2;8202=3},100,{8201=5;8205=1;8017=1;8202=3},100,,,,,,,,,,,,,,
13603,limit_up_gem_rmb10_20045,,1,1,0.3,0.4,1,1,,,,,,{8201=5;8205=1;8017=2;8202=2},100,{8201=4;8205=1;8017=2;8202=3},100,{8201=5;8205=1;8017=1;8202=3},100,,,,,,,,,,,,,,
13604,limit_up_gem_rmb10_20045,,1,1,0.05,0.45,,1,,,,,,{8201=5;8204=1;8017=2;8202=2},100,{8201=4;8204=1;8017=2;8202=3},100,{8201=5;8204=1;8017=1;8202=3},100,{8203=1;8204=1;8201=4;8017=2;8202=2},50,{8203=1;8204=1;8201=4;8017=1;8202=3},50,{8203=1;8204=1;8201=3;8017=2;8202=3},50,,,,,,,,
13605,limit_up_gem_rmb10_20045,,3,1,,,1,,,,,,,{8201=5;8204=1;8017=2;8202=2},100,{8201=4;8204=1;8017=2;8202=3},100,{8201=5;8204=1;8017=1;8202=3},100,,,,,,,,,,,,,,
13606,limit_up_gem_rmb10_20045,,0,2,,,,,,,,,,{8201=5;8202=2;8017=2;8203=1},100,{8201=6;8202=1;8017=2;8203=1},50,{8201=5;8202=3;8017=1;8203=1},50,{8201=4;8202=4;8017=1;8203=1},50,{8201=4;8202=2;8017=2;8203=2},100,{8201=5;8202=1;8017=2;8203=2},50,{8201=4;8202=3;8017=1;8203=2},50,{8201=5;8202=2;8017=1;8203=2},50,,,,
13701,limit_up_gem_rmb1_20080,,1,60,0.0045,0.0102,,60,,,,,,{8305=1},100,,,,,,,,,,,,,,,,,,
13702,limit_up_gem_rmb1_20080,,1,40,0.02,0.08,1,40,,,,,,{8304=1},100,,,,,,,,,,,,,,,,,,
13703,limit_up_gem_rmb1_20080,,1,20,0.015,0.025,,20,,,,,,{8304=1},100,,,,,,,,,,,,,,,,,,
13704,limit_up_gem_rmb1_20080,,1,10,0.06,0.14,1,10,,,,,,{8304=1},100,,,,,,,,,,,,,,,,,,
13705,limit_up_gem_rmb1_20080,,3,1,,,1,,,,,,,{8303=1},100,,,,,,,,,,,,,,,,,,
13706,limit_up_gem_rmb1_20080,,0,2,,,,,,,,,,{8301=1},57,{8302=1},22,{8303=1},8,{8017=1},13,,,,,,,,,,,,
13801,limit_up_gem_rmb10_20080,,1,11,0.054,0.113,,10,,,,,,{8301=5;8302=2;8017=2;8305=1},100,{8301=4;8302=3;8017=2;8305=1},100,{8301=5;8302=3;8017=1;8305=1},100,{8303=1;8302=2;8301=4;8017=2;8305=1},50,{8303=1;8302=3;8301=4;8017=1;8305=1},50,{8303=1;8302=3;8301=3;8017=2;8305=1},50,,,,,,,,
13802,limit_up_gem_rmb10_20080,,1,6,0.05,0.45,1,6,,,,,,{8301=5;8302=2;8017=2;8305=1},100,{8301=4;8302=3;8017=2;8305=1},100,{8301=5;8302=3;8017=1;8305=1},100,,,,,,,,,,,,,,
13803,limit_up_gem_rmb10_20080,,1,1,0.3,0.4,1,1,,,,,,{8301=5;8302=2;8017=2;8305=1},100,{8301=4;8302=3;8017=2;8305=1},100,{8301=5;8302=3;8017=1;8305=1},100,,,,,,,,,,,,,,
13804,limit_up_gem_rmb10_20080,,1,1,0.05,0.45,,1,,,,,,{8301=5;8302=2;8017=2;8304=1},100,{8301=4;8302=3;8017=2;8304=1},100,{8301=5;8302=3;8017=1;8304=1},100,{8303=1;8302=2;8301=4;8017=2;8304=1},50,{8303=1;8302=3;8301=4;8017=1;8304=1},50,{8303=1;8302=3;8301=3;8017=2;8304=1},50,,,,,,,,
13805,limit_up_gem_rmb10_20080,,3,1,,,1,,,,,,,{8301=5;8302=2;8017=2;8304=1},100,{8301=4;8302=3;8017=2;8304=1},100,{8301=5;8302=3;8017=1;8304=1},100,,,,,,,,,,,,,,
