VariableName,type,desc,desc_cn,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma,icon,title_cn,title,title_vn,title_en,title_th,title_in,title_ph,title_ma,targetType,targetArg,targetArg2,targetDisplay,levelReq,vipReq,vipReq_tw,vipReq_en,vipReq_kr,languages,sortWeight,group,rankInGroup,point,awardArgs,goToPanel
Defaults,0,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",1,,,"""""",1,0,0,0,0,<cn;tw;en;vn;th;kr;in;ma;ph>,0,0,0,0,{},
任务ID,任务类型,任务描述,任务描述,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma,任务图标,任务标题,任务标题,title_vn,title_en,title_th,title_in,title_ph,title_ma,任务目标类型,任务目标参数,任务目标参数2,任务目标显示参数,等级限制,vip限制,vip限制,vip限制,vip限制,语言区域,顺序,任务组,任务组排序,活跃度点数,奖励物品表,前往类型枚举:5位数关卡ID-关卡10000为主线不限关10100为主线第一章20000为困难不限关  gainWay获得途径   shop商店activity活动界面roleLogo头像界面figure个人形象界面gainGold点金界面recharge充值界面gainStamina购买体力friend好友界面cardBag背包界面strengthen还有培养界面handbook图鉴界面任意英文-数字表示其页签
1050,,Commander has reached level 51,,Chỉ huy đã đạt cấp độ 51,Commander has reached level 51,ผู้บัญชาการถึงเลเวล 51 แล้ว,Komandan telah mencapai level 51,Umabot na sa antas 51 ang Commander,Komander telah mencapai tahap 51,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,51,,51,,,,,,,3,1000,51,,{rmb=25;gold=7500},10000
1051,,Commander has reached level 52,,Chỉ huy đã đạt cấp độ 52,Commander has reached level 52,ผู้บัญชาการถึงเลเวล 52 แล้ว,Komandan telah mencapai level 52,Umabot na sa antas 52 ang Commander,Komander telah mencapai tahap 52,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,52,,52,,,,,,,4,1000,52,,{rmb=25;gold=7500},10000
1052,,Commander has reached level 53,,Chỉ huy đã đạt cấp độ 53,Commander has reached level 53,ผู้บัญชาการถึงเลเวล 53 แล้ว,Komandan telah mencapai level 53,Umabot na sa antas 53 ang Commander,Komander telah mencapai tahap 53,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,53,,53,,,,,,,5,1000,53,,{rmb=25;gold=7500},10000
1053,,Commander has reached level 54,,Chỉ huy đã đạt cấp độ 54,Commander has reached level 54,ผู้บัญชาการถึงเลเวล 54 แล้ว,Komandan telah mencapai level 54,Umabot na sa antas 54 ang Commander,Komander telah mencapai tahap 54,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,54,,54,,,,,,,6,1000,54,,{rmb=25;gold=7500},10000
1054,,Commander has reached level 55,,Chỉ huy đã đạt cấp độ 55,Commander has reached level 55,ผู้บัญชาการถึงเลเวล 55 แล้ว,Komandan telah mencapai level 55,Umabot na sa antas 55 ang Commander,Komander telah mencapai tahap 55,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,55,,55,,,,,,,7,1000,55,,{rmb=25;gold=7500},10000
1055,,Commander has reached level 56,,Chỉ huy đã đạt cấp độ 56,Commander has reached level 56,ผู้บัญชาการถึงเลเวล 56 แล้ว,Komandan telah mencapai level 56,Umabot na sa antas 56 ang Commander,Komander telah mencapai tahap 56,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,56,,56,,,,,,,8,1000,56,,{rmb=25;gold=7500},10000
1056,,Commander has reached level 57,,Chỉ huy đã đạt cấp độ 57,Commander has reached level 57,ผู้บัญชาการถึงเลเวล 57 แล้ว,Komandan telah mencapai level 57,Umabot na sa antas 57 ang Commander,Komander telah mencapai tahap 57,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,57,,57,,,,,,,9,1000,57,,{rmb=25;gold=7500},10000
1057,,Commander has reached level 58,,Chỉ huy đã đạt cấp độ 58,Commander has reached level 58,ผู้บัญชาการถึงเลเวล 58 แล้ว,Komandan telah mencapai level 58,Umabot na sa antas 58 ang Commander,Komander telah mencapai tahap 58,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,58,,58,,,,,,,10,1000,58,,{rmb=25;gold=7500},10000
1058,,Commander has reached level 59,,Chỉ huy đã đạt cấp độ 59,Commander has reached level 59,ผู้บัญชาการถึงเลเวล 59 แล้ว,Komandan telah mencapai level 59,Umabot na sa antas 59 ang Commander,Komander telah mencapai tahap 59,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,59,,59,,,,,,,11,1000,59,,{rmb=25;gold=7500},10000
1059,,Commander has reached level 60,,Chỉ huy đã đạt cấp độ 60,Commander has reached level 60,ผู้บัญชาการถึงเลเวล 60 แล้ว,Komandan telah mencapai level 60,Umabot na sa antas 60 ang Commander,Komander telah mencapai tahap 60,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,60,,60,,,,,,,12,1000,60,,{rmb=30;gold=10000},10000
1060,,Commander has reached level 61,,Chỉ huy đã đạt cấp độ 61,Commander has reached level 61,ผู้บัญชาการถึงเลเวล 61 แล้ว,Komandan telah mencapai level 61,Umabot na sa antas 61 ang Commander,Komander telah mencapai tahap 61,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,61,,61,,,,,,,13,1000,61,,{rmb=30;gold=10000},10000
1061,,Commander has reached level 62,,Chỉ huy đã đạt cấp độ 62,Commander has reached level 62,ผู้บัญชาการถึงเลเวล 62 แล้ว,Komandan telah mencapai level 62,Umabot na sa antas 62 ang Commander,Komander telah mencapai tahap 62,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,62,,62,,,,,,,,1000,62,,{rmb=30;gold=10000},10000
1062,,Commander has reached level 63,,Chỉ huy đã đạt cấp độ 63,Commander has reached level 63,ผู้บัญชาการถึงเลเวล 63 แล้ว,Komandan telah mencapai level 63,Umabot na sa antas 63 ang Commander,Komander telah mencapai tahap 63,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,63,,63,,,,,,,1,1000,63,,{rmb=30;gold=10000},10000
1063,,Commander has reached level 64,,Chỉ huy đã đạt cấp độ 64,Commander has reached level 64,ผู้บัญชาการถึงเลเวล 64 แล้ว,Komandan telah mencapai level 64,Umabot na sa antas 64 ang Commander,Komander telah mencapai tahap 64,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,64,,64,,,,,,,1,1000,64,,{rmb=30;gold=10000},10000
1064,,Commander has reached level 65,,Chỉ huy đã đạt cấp độ 65,Commander has reached level 65,ผู้บัญชาการถึงเลเวล 65 แล้ว,Komandan telah mencapai level 65,Umabot na sa antas 65 ang Commander,Komander telah mencapai tahap 65,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,65,,65,,,,,,,4,1000,65,,{rmb=30;gold=10000},10000
1065,,Commander has reached level 66,,Chỉ huy đã đạt cấp độ 66,Commander has reached level 66,ผู้บัญชาการถึงเลเวล 66 แล้ว,Komandan telah mencapai level 66,Umabot na sa antas 66 ang Commander,Komander telah mencapai tahap 66,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,66,,66,,,,,,,3,1000,66,,{rmb=30;gold=10000},10000
1066,,Commander has reached level 67,,Chỉ huy đã đạt cấp độ 67,Commander has reached level 67,ผู้บัญชาการถึงเลเวล 67 แล้ว,Komandan telah mencapai level 67,Umabot na sa antas 67 ang Commander,Komander telah mencapai tahap 67,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,67,,67,,,,,,,3,1000,67,,{rmb=30;gold=10000},10000
1067,,Commander has reached level 68,,Chỉ huy đã đạt cấp độ 68,Commander has reached level 68,ผู้บัญชาการถึงเลเวล 68 แล้ว,Komandan telah mencapai level 68,Umabot na sa antas 68 ang Commander,Komander telah mencapai tahap 68,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,68,,68,,,,,,,3,1000,68,,{rmb=30;gold=10000},10000
1068,,Commander has reached level 69,,Chỉ huy đã đạt cấp độ 69,Commander has reached level 69,ผู้บัญชาการถึงเลเวล 69 แล้ว,Komandan telah mencapai level 69,Umabot na sa antas 69 ang Commander,Komander telah mencapai tahap 69,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,69,,69,,,,,,,2,1000,69,,{rmb=30;gold=10000},10000
1069,,Commander has reached level 70,,Chỉ huy đã đạt cấp độ 70,Commander has reached level 70,ผู้บัญชาการถึงเลเวล 70 แล้ว,Komandan telah mencapai level 70,Umabot na sa antas 70 ang Commander,Komander telah mencapai tahap 70,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,70,,70,,,,,,,2,1000,70,,{rmb=30;gold=10000},10000
1070,,Commander has reached level 71,,Chỉ huy đã đạt cấp độ 71,Commander has reached level 71,ผู้บัญชาการถึงเลเวล 71 แล้ว,Komandan telah mencapai level 71,Umabot na sa antas 71 ang Commander,Komander telah mencapai tahap 71,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,71,,71,,,,,,,2,1000,71,,{rmb=30;gold=10000},10000
1071,,Commander has reached level 72,,Chỉ huy đã đạt cấp độ 72,Commander has reached level 72,ผู้บัญชาการถึงเลเวล 72 แล้ว,Komandan telah mencapai level 72,Umabot na sa antas 72 ang Commander,Komander telah mencapai tahap 72,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,72,,72,,,,,,,2,1000,72,,{rmb=30;gold=10000},10000
1072,,Commander has reached level 73,,Chỉ huy đã đạt cấp độ 73,Commander has reached level 73,ผู้บัญชาการถึงเลเวล 73 แล้ว,Komandan telah mencapai level 73,Umabot na sa antas 73 ang Commander,Komander telah mencapai tahap 73,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,73,,73,,,,,,,3,1000,73,,{rmb=30;gold=10000},10000
1073,,Commander has reached level 74,,Chỉ huy đã đạt cấp độ 74,Commander has reached level 74,ผู้บัญชาการถึงเลเวล 74 แล้ว,Komandan telah mencapai level 74,Umabot na sa antas 74 ang Commander,Komander telah mencapai tahap 74,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,74,,74,,,,,,,4,1000,74,,{rmb=30;gold=10000},10000
1074,,Commander has reached level 75,,Chỉ huy đã đạt cấp độ 75,Commander has reached level 75,ผู้บัญชาการถึงเลเวล 75 แล้ว,Komandan telah mencapai level 75,Umabot na sa antas 75 ang Commander,Komander telah mencapai tahap 75,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,75,,75,,,,,,,5,1000,75,,{rmb=30;gold=10000},10000
1075,,Commander has reached level 76,,Chỉ huy đã đạt cấp độ 76,Commander has reached level 76,ผู้บัญชาการถึงเลเวล 76 แล้ว,Komandan telah mencapai level 76,Umabot na sa antas 76 ang Commander,Komander telah mencapai tahap 76,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,76,,76,,,,,,,6,1000,76,,{rmb=30;gold=10000},10000
1076,,Commander has reached level 77,,Chỉ huy đã đạt cấp độ 77,Commander has reached level 77,ผู้บัญชาการถึงเลเวล 77 แล้ว,Komandan telah mencapai level 77,Umabot na sa antas 77 ang Commander,Komander telah mencapai tahap 77,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,77,,77,,,,,,,7,1000,77,,{rmb=30;gold=10000},10000
1077,,Commander has reached level 78,,Chỉ huy đã đạt cấp độ 78,Commander has reached level 78,ผู้บัญชาการถึงเลเวล 78 แล้ว,Komandan telah mencapai level 78,Umabot na sa antas 78 ang Commander,Komander telah mencapai tahap 78,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,78,,78,,,,,,,8,1000,78,,{rmb=30;gold=10000},10000
1078,,Commander has reached level 79,,Chỉ huy đã đạt cấp độ 79,Commander has reached level 79,ผู้บัญชาการถึงเลเวล 79 แล้ว,Komandan telah mencapai level 79,Umabot na sa antas 79 ang Commander,Komander telah mencapai tahap 79,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,79,,79,,,,,,,9,1000,79,,{rmb=30;gold=10000},10000
1079,,Commander has reached level 80,,Chỉ huy đã đạt cấp độ 80,Commander has reached level 80,ผู้บัญชาการถึงเลเวล 80 แล้ว,Komandan telah mencapai level 80,Umabot na sa antas 80 ang Commander,Komander telah mencapai tahap 80,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,80,,80,,,,,,,10,1000,80,,{rmb=30;gold=10000},10000
1080,,Commander has reached level 81,,Chỉ huy đã đạt cấp độ 81,Commander has reached level 81,ผู้บัญชาการถึงเลเวล 81 แล้ว,Komandan telah mencapai level 81,Umabot na sa antas 81 ang Commander,Komander telah mencapai tahap 81,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,81,,81,,,,,,,11,1000,81,,{rmb=30;gold=10000},10000
1081,,Commander has reached level 82,,Chỉ huy đã đạt cấp độ 82,Commander has reached level 82,ผู้บัญชาการถึงเลเวล 82 แล้ว,Komandan telah mencapai level 82,Umabot na sa antas 82 ang Commander,Komander telah mencapai tahap 82,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,82,,82,,,,,,,12,1000,82,,{rmb=30;gold=10000},10000
1082,,Commander has reached level 83,,Chỉ huy đã đạt cấp độ 83,Commander has reached level 83,ผู้บัญชาการถึงเลเวล 83 แล้ว,Komandan telah mencapai level 83,Umabot na sa antas 83 ang Commander,Komander telah mencapai tahap 83,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,83,,83,,,,,,,13,1000,83,,{rmb=30;gold=10000},10000
1083,,Commander has reached level 84,,Chỉ huy đã đạt cấp độ 84,Commander has reached level 84,ผู้บัญชาการถึงเลเวล 84 แล้ว,Komandan telah mencapai level 84,Umabot na sa antas 84 ang Commander,Komander telah mencapai tahap 84,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,84,,84,,,,,,,14,1000,84,,{rmb=30;gold=10000},10000
1084,,Commander has reached level 85,,Chỉ huy đã đạt cấp độ 85,Commander has reached level 85,ผู้บัญชาการถึงเลเวล 85 แล้ว,Komandan telah mencapai level 85,Umabot na sa antas 85 ang Commander,Komander telah mencapai tahap 85,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,85,,85,,,,,,,15,1000,85,,{rmb=30;gold=10000},10000
1085,,Commander has reached level 86,,Chỉ huy đã đạt cấp độ 86,Commander has reached level 86,ผู้บัญชาการถึงเลเวล 86 แล้ว,Komandan telah mencapai level 86,Umabot na sa antas 86 ang Commander,Komander telah mencapai tahap 86,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,86,,86,,,,,,,16,1000,86,,{rmb=30;gold=10000},10000
1086,,Commander has reached level 87,,Chỉ huy đã đạt cấp độ 87,Commander has reached level 87,ผู้บัญชาการถึงเลเวล 87 แล้ว,Komandan telah mencapai level 87,Umabot na sa antas 87 ang Commander,Komander telah mencapai tahap 87,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,87,,87,,,,,,,17,1000,87,,{rmb=30;gold=10000},10000
1087,,Commander has reached level 88,,Chỉ huy đã đạt cấp độ 88,Commander has reached level 88,ผู้บัญชาการถึงเลเวล 88 แล้ว,Komandan telah mencapai level 88,Umabot na sa antas 88 ang Commander,Komander telah mencapai tahap 88,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,88,,88,,,,,,,18,1000,88,,{rmb=30;gold=10000},10000
1088,,Commander has reached level 89,,Chỉ huy đã đạt cấp độ 89,Commander has reached level 89,ผู้บัญชาการถึงเลเวล 89 แล้ว,Komandan telah mencapai level 89,Umabot na sa antas 89 ang Commander,Komander telah mencapai tahap 89,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,89,,89,,,,,,,19,1000,89,,{rmb=30;gold=10000},10000
1089,,Commander has reached level 90,,Chỉ huy đã đạt cấp độ 90,Commander has reached level 90,ผู้บัญชาการถึงเลเวล 90 แล้ว,Komandan telah mencapai level 90,Umabot na sa antas 90 ang Commander,Komander telah mencapai tahap 90,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,90,,90,,,,,,,20,1000,90,,{rmb=30;gold=10000},10000
1090,,Commander has reached level 91,,Chỉ huy đã đạt cấp độ 91,Commander has reached level 91,ผู้บัญชาการถึงเลเวล 91 แล้ว,Komandan telah mencapai level 91,Umabot na sa antas 91 ang Commander,Komander telah mencapai tahap 91,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,91,,91,,,,,,,,1000,91,,{rmb=30;gold=10000},10000
1091,,Commander has reached level 92,,Chỉ huy đã đạt cấp độ 92,Commander has reached level 92,ผู้บัญชาการถึงเลเวล 92 แล้ว,Komandan telah mencapai level 92,Umabot na sa antas 92 ang Commander,Komander telah mencapai tahap 92,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,92,,92,,,,,,,1,1000,92,,{rmb=30;gold=10000},10000
1092,,Commander has reached level 93,,Chỉ huy đã đạt cấp độ 93,Commander has reached level 93,ผู้บัญชาการถึงเลเวล 93 แล้ว,Komandan telah mencapai level 93,Umabot na sa antas 93 ang Commander,Komander telah mencapai tahap 93,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,93,,93,,,,,,,2,1000,93,,{rmb=30;gold=10000},10000
1093,,Commander has reached level 94,,Chỉ huy đã đạt cấp độ 94,Commander has reached level 94,ผู้บัญชาการถึงเลเวล 94 แล้ว,Komandan telah mencapai level 94,Umabot na sa antas 94 ang Commander,Komander telah mencapai tahap 94,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,94,,94,,,,,,,3,1000,94,,{rmb=30;gold=10000},10000
1094,,Commander has reached level 95,,Chỉ huy đã đạt cấp độ 95,Commander has reached level 95,ผู้บัญชาการถึงเลเวล 95 แล้ว,Komandan telah mencapai level 95,Umabot na sa antas 95 ang Commander,Komander telah mencapai tahap 95,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,95,,95,,,,,,,4,1000,95,,{rmb=30;gold=10000},10000
1095,,Commander has reached level 96,,Chỉ huy đã đạt cấp độ 96,Commander has reached level 96,ผู้บัญชาการถึงเลเวล 96 แล้ว,Komandan telah mencapai level 96,Umabot na sa antas 96 ang Commander,Komander telah mencapai tahap 96,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,96,,96,,,,,,,5,1000,96,,{rmb=30;gold=10000},10000
1096,,Commander has reached level 97,,Chỉ huy đã đạt cấp độ 97,Commander has reached level 97,ผู้บัญชาการถึงเลเวล 97 แล้ว,Komandan telah mencapai level 97,Umabot na sa antas 97 ang Commander,Komander telah mencapai tahap 97,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,97,,97,,,,,,,6,1000,97,,{rmb=30;gold=10000},10000
1097,,Commander has reached level 98,,Chỉ huy đã đạt cấp độ 98,Commander has reached level 98,ผู้บัญชาการถึงเลเวล 98 แล้ว,Komandan telah mencapai level 98,Umabot na sa antas 98 ang Commander,Komander telah mencapai tahap 98,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,98,,98,,,,,,,7,1000,98,,{rmb=30;gold=10000},10000
1098,,Commander has reached level 99,,Chỉ huy đã đạt cấp độ 99,Commander has reached level 99,ผู้บัญชาการถึงเลเวล 99 แล้ว,Komandan telah mencapai level 99,Umabot na sa antas 99 ang Commander,Komander telah mencapai tahap 99,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,99,,99,,,,,,,8,1000,99,,{rmb=30;gold=10000},10000
1099,,Commander has reached level 100,,Chỉ huy đã đạt cấp độ 100,Commander has reached level 100,ผู้บัญชาการถึงเลเวล 100 แล้ว,Komandan telah mencapai level 100,Umabot na sa antas 100 ang Commander,Komander telah mencapai tahap 100,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,100,,100,,,,,,,9,1000,100,,{rmb=30;gold=10000},10000
1100,,Commander has reached level 101,,Chỉ huy đã đạt cấp độ 101,Commander has reached level 101,ผู้บัญชาการถึงเลเวล 101 แล้ว,Komandan telah mencapai level 101,Umabot na sa antas 101 ang Commander,Komander telah mencapai tahap 101,city/task/icon_actionup.png,,Growth Rewards,Thưởng Tăng Trưởng,Growth Rewards,รางวัลการเติบโต,Hadiah Pertumbuhan,Gantimpala sa Paglago,Ganjaran Pertumbuhan,,101,,101,,,,,,,10,1000,101,,{rmb=30;gold=10000},10000
1101,,"Completed Chapter 1, Normal Stage 3",,"Thông qua chương 1, cấp độ bình thường 3","Completed Chapter 1, Normal Stage 3",ผ่านบทที่ 1 ด่านปกติ 3,"Menyelesaikan Bab 1, Tahap Normal 3","Natapos ang Kabanata 1, Normal na Antas 3","Telah menyelesaikan Bab 1, Peringkat Biasa 3",city/task/icon_action.png,,Brave Battle,Chiến đấu dũng cảm,Brave Battle,การต่อสู้อย่างกล้าหาญ,Pertarungan Pemberani,Matapang na Labanan,Pertempuran Berani,2,10103,,1,,,,,,,12,1100,1,,{11=5;gold=2000},10103
