VariableName,typeID,star,attrTarget,attrNatureType,attrNum,effectDesc_cn,effectDesc_tw,effectDesc,effectDesc_my,effectDesc_in,effectDesc_th,effectDesc_en,effectDesc_ph
55024,551,24,,,{15=2000;21=3000},,,,,,,,
57002,571,2,,,{7=120;8=120},,,,,,,,
57003,571,3,,,{24=300},,,,,,,,
57004,571,4,,,{7=8%;8=8%},,,,,,,,
57005,571,5,,,{1=8%},,,,,,,,
57006,571,6,,,{10=8%;9=8%},,,,,,,,
57007,571,7,,,{16=500},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
57008,571,8,,,{1=15%},,,,,,,,
57009,571,9,,,{7=15%;8=15%},,,,,,,,
57010,571,10,,,{16=1000},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
57011,571,11,,,{22=1500},,,,,,,,
57012,571,12,,,{23=1500},,,,,,,,
57013,571,13,,,{10=20%;9=20%},,,,,,,,
57014,571,14,,,{28=10%;12=15%},,,,,,,,
57015,571,15,,,{14=1500;25=1000},,,,,,,,
57016,571,16,,,{17=1500;19=1000},,,,,,,,
57017,571,17,,,{14=1000;21=1500},,,,,,,,
57018,571,18,,,{1=20%;30=2000},,,,,,,,
57019,571,19,,,{7=20%;8=20%},,,,,,,,
57020,571,20,,,{10=30%;9=30%},,,,,,,,
57021,571,21,,,{28=1500;12=2000},,,,,,,,
57022,571,22,,,{14=1000;25=2000},,,,,,,,
57023,571,23,,,{17=2000;19=2000},,,,,,,,
57024,571,24,,,{15=2000;21=3000},,,,,,,,
59002,591,2,,,{7=80;8=80},,,,,,,,
59003,591,3,,,{24=200},,,,,,,,
59004,591,4,,,{7=6%;8=6%},,,,,,,,
59005,591,5,,,{1=6%},,,,,,,,
59006,591,6,,,{7=6%;8=6%},,,,,,,,
59007,591,7,,,{24=400},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
59008,591,8,,,{1=12%},,,,,,,,
59009,591,9,,,{7=12%;8=12%},,,,,,,,
59010,591,10,,,{24=800},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
59011,591,11,,,{22=1200},,,,,,,,
59012,591,12,,,{23=1200},,,,,,,,
59013,591,13,,,{10=20%;9=20%},,,,,,,,
59014,591,14,,,{28=10%;12=15%},,,,,,,,
59015,591,15,,,{14=1500;25=1000},,,,,,,,
59016,591,16,,,{17=1500;19=1000},,,,,,,,
59017,591,17,,,{14=1000;21=1500},,,,,,,,
59018,591,18,,,{1=20%;30=2000},,,,,,,,
59019,591,19,,,{7=20%;8=20%},,,,,,,,
59020,591,20,,,{10=30%;9=30%},,,,,,,,
59021,591,21,,,{28=1500;12=2000},,,,,,,,
59022,591,22,,,{14=1000;25=2000},,,,,,,,
59023,591,23,,,{17=2000;19=2000},,,,,,,,
59024,591,24,,,{15=2000;21=3000},,,,,,,,
60002,601,2,,,{7=80;8=80},,,,,,,,
60003,601,3,,,{24=200},,,,,,,,
60004,601,4,,,{7=6%;8=6%},,,,,,,,
60005,601,5,,,{1=6%},,,,,,,,
60006,601,6,,,{7=6%;8=6%},,,,,,,,
60007,601,7,,,{14=400},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
60008,601,8,,,{1=12%},,,,,,,,
60009,601,9,,,{7=12%;8=12%},,,,,,,,
60010,601,10,,,{14=800},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
60011,601,11,,,{22=1200},,,,,,,,
60012,601,12,,,{23=1200},,,,,,,,
60013,601,13,,,{10=20%;9=20%},,,,,,,,
60014,601,14,,,{28=10%;12=15%},,,,,,,,
60015,601,15,,,{14=1500;25=1000},,,,,,,,
60016,601,16,,,{17=1500;19=1000},,,,,,,,
60017,601,17,,,{14=1000;21=1500},,,,,,,,
60018,601,18,,,{1=20%;30=2000},,,,,,,,
60019,601,19,,,{7=20%;8=20%},,,,,,,,
60020,601,20,,,{10=30%;9=30%},,,,,,,,
60021,601,21,,,{28=1500;12=2000},,,,,,,,
60022,601,22,,,{14=1000;25=2000},,,,,,,,
60023,601,23,,,{17=2000;19=2000},,,,,,,,
60024,601,24,,,{15=2000;21=3000},,,,,,,,
61002,611,2,,,{7=80;8=80},,,,,,,,
61003,611,3,,,{24=200},,,,,,,,
61004,611,4,,,{7=6%;8=6%},,,,,,,,
61005,611,5,,,{1=6%},,,,,,,,
61006,611,6,,,{7=6%;8=6%},,,,,,,,
61007,611,7,,,{24=400},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
61008,611,8,,,{1=12%},,,,,,,,
61009,611,9,,,{7=12%;8=12%},,,,,,,,
61010,611,10,,,{24=800},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
61011,611,11,,,{22=1200},,,,,,,,
61012,611,12,,,{23=1200},,,,,,,,
61013,611,13,,,{10=20%;9=20%},,,,,,,,
61014,611,14,,,{28=10%;12=15%},,,,,,,,
61015,611,15,,,{14=1500;25=1000},,,,,,,,
61016,611,16,,,{17=1500;19=1000},,,,,,,,
61017,611,17,,,{14=1000;21=1500},,,,,,,,
61018,611,18,,,{1=20%;30=2000},,,,,,,,
61019,611,19,,,{7=20%;8=20%},,,,,,,,
61020,611,20,,,{10=30%;9=30%},,,,,,,,
61021,611,21,,,{28=1500;12=2000},,,,,,,,
61022,611,22,,,{14=1000;25=2000},,,,,,,,
61023,611,23,,,{17=2000;19=2000},,,,,,,,
61024,611,24,,,{15=2000;21=3000},,,,,,,,
63002,631,2,,,{7=80;8=80},,,,,,,,
63003,631,3,,,{24=200},,,,,,,,
63004,631,4,,,{7=6%;8=6%},,,,,,,,
63005,631,5,,,{1=6%},,,,,,,,
63006,631,6,,,{7=6%;8=6%},,,,,,,,
63007,631,7,,,{15=600},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
63008,631,8,,,{1=12%},,,,,,,,
63009,631,9,,,{7=12%;8=12%},,,,,,,,
63010,631,10,,,{15=1200},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
63011,631,11,,,{22=1200},,,,,,,,
63012,631,12,,,{23=1200},,,,,,,,
63013,631,13,,,{10=20%;9=20%},,,,,,,,
63014,631,14,,,{28=10%;12=15%},,,,,,,,
63015,631,15,,,{14=1500;25=1000},,,,,,,,
63016,631,16,,,{17=1500;19=1000},,,,,,,,
63017,631,17,,,{14=1000;21=1500},,,,,,,,
63018,631,18,,,{1=20%;30=2000},,,,,,,,
63019,631,19,,,{7=20%;8=20%},,,,,,,,
63020,631,20,,,{10=30%;9=30%},,,,,,,,
63021,631,21,,,{28=1500;12=2000},,,,,,,,
63022,631,22,,,{14=1000;25=2000},,,,,,,,
63023,631,23,,,{17=2000;19=2000},,,,,,,,
63024,631,24,,,{15=2000;21=3000},,,,,,,,
64002,641,2,,,{10=80;9=80},,,,,,,,
64003,641,3,,,{25=200},,,,,,,,
64004,641,4,,,{10=6%;9=6%},,,,,,,,
64005,641,5,,,{1=6%},,,,,,,,
64006,641,6,,,{10=6%;9=6%},,,,,,,,
64007,641,7,,,{25=400},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
64008,641,8,,,{1=12%},,,,,,,,
64009,641,9,,,{10=12%;9=12%},,,,,,,,
64010,641,10,,,{25=800},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
64011,641,11,,,{22=1200},,,,,,,,
64012,641,12,,,{23=1200},,,,,,,,
64013,641,13,,,{10=20%;9=20%},,,,,,,,
64014,641,14,,,{28=10%;12=15%},,,,,,,,
64015,641,15,,,{14=1500;25=1000},,,,,,,,
64016,641,16,,,{17=1500;19=1000},,,,,,,,
64017,641,17,,,{14=1000;21=1500},,,,,,,,
64018,641,18,,,{1=20%;30=2000},,,,,,,,
64019,641,19,,,{7=20%;8=20%},,,,,,,,
64020,641,20,,,{10=30%;9=30%},,,,,,,,
64021,641,21,,,{28=1500;12=2000},,,,,,,,
64022,641,22,,,{14=1000;25=2000},,,,,,,,
64023,641,23,,,{17=2000;19=2000},,,,,,,,
64024,641,24,,,{15=2000;21=3000},,,,,,,,
69002,691,2,,,{10=80;9=80},,,,,,,,
69003,691,3,,,{25=200},,,,,,,,
69004,691,4,,,{10=5%;9=5%},,,,,,,,
69005,691,5,,,{1=5%},,,,,,,,
69006,691,6,,,{10=5%;9=5%},,,,,,,,
69007,691,7,,,{11=300},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
69008,691,8,,,{1=10%},,,,,,,,
69009,691,9,,,{10=10%;9=10%},,,,,,,,
69010,691,10,,,{11=600},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
69011,691,11,,,{22=1000},,,,,,,,
69012,691,12,,,{23=1000},,,,,,,,
69013,691,13,,,{10=20%;9=20%},,,,,,,,
69014,691,14,,,{28=10%;12=15%},,,,,,,,
69015,691,15,,,{14=1500;25=1000},,,,,,,,
69016,691,16,,,{17=1500;19=1000},,,,,,,,
69017,691,17,,,{14=1000;21=1500},,,,,,,,
69018,691,18,,,{1=20%;30=2000},,,,,,,,
69019,691,19,,,{7=20%;8=20%},,,,,,,,
69020,691,20,,,{10=30%;9=30%},,,,,,,,
69021,691,21,,,{28=1500;12=2000},,,,,,,,
69022,691,22,,,{14=1000;25=2000},,,,,,,,
69023,691,23,,,{17=2000;19=2000},,,,,,,,
69024,691,24,,,{15=2000;21=3000},,,,,,,,
70002,701,2,,,{7=120;8=120},,,,,,,,
70003,701,3,,,{24=300},,,,,,,,
70004,701,4,,,{7=8%;8=8%},,,,,,,,
70005,701,5,,,{1=8%},,,,,,,,
70006,701,6,,,{10=8%;9=8%},,,,,,,,
70007,701,7,,,{16=500},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
70008,701,8,,,{1=15%},,,,,,,,
70009,701,9,,,{7=15%;8=15%},,,,,,,,
70010,701,10,,,{16=1000},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
70011,701,11,,,{22=1500},,,,,,,,
70012,701,12,,,{23=1500},,,,,,,,
70013,701,13,,,{10=20%;9=20%},,,,,,,,
70014,701,14,,,{28=10%;12=15%},,,,,,,,
70015,701,15,,,{14=1500;25=1000},,,,,,,,
70016,701,16,,,{17=1500;19=1000},,,,,,,,
70017,701,17,,,{14=1000;21=1500},,,,,,,,
70018,701,18,,,{1=20%;30=2000},,,,,,,,
70019,701,19,,,{7=20%;8=20%},,,,,,,,
70020,701,20,,,{10=30%;9=30%},,,,,,,,
70021,701,21,,,{28=1500;12=2000},,,,,,,,
70022,701,22,,,{14=1000;25=2000},,,,,,,,
70023,701,23,,,{17=2000;19=2000},,,,,,,,
70024,701,24,,,{15=2000;21=3000},,,,,,,,
71002,711,2,,,{10=80;9=80},,,,,,,,
71003,711,3,,,{25=200},,,,,,,,
71004,711,4,,,{10=6%;9=6%},,,,,,,,
71005,711,5,,,{1=6%},,,,,,,,
71006,711,6,,,{10=6%;9=6%},,,,,,,,
71007,711,7,,,{27=400},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
71008,711,8,,,{1=12%},,,,,,,,
71009,711,9,,,{10=12%;9=12%},,,,,,,,
71010,711,10,,,{27=800},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
71011,711,11,,,{22=1200},,,,,,,,
71012,711,12,,,{23=1200},,,,,,,,
71013,711,13,,,{10=20%;9=20%},,,,,,,,
71014,711,14,,,{28=10%;12=15%},,,,,,,,
71015,711,15,,,{14=1500;25=1000},,,,,,,,
71016,711,16,,,{17=1500;19=1000},,,,,,,,
71017,711,17,,,{14=1000;21=1500},,,,,,,,
71018,711,18,,,{1=20%;30=2000},,,,,,,,
71019,711,19,,,{7=20%;8=20%},,,,,,,,
71020,711,20,,,{10=30%;9=30%},,,,,,,,
71021,711,21,,,{28=1500;12=2000},,,,,,,,
71022,711,22,,,{14=1000;25=2000},,,,,,,,
71023,711,23,,,{17=2000;19=2000},,,,,,,,
71024,711,24,,,{15=2000;21=3000},,,,,,,,
72002,721,2,,,{7=120;8=120},,,,,,,,
72003,721,3,,,{24=300},,,,,,,,
72004,721,4,,,{7=8%;8=8%},,,,,,,,
72005,721,5,,,{1=8%},,,,,,,,
72006,721,6,,,{7=8%;8=8%},,,,,,,,
72007,721,7,,,{24=500},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
72008,721,8,,,{1=15%},,,,,,,,
72009,721,9,,,{7=15%;8=15%},,,,,,,,
72010,721,10,,,{24=1000},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
72011,721,11,,,{22=1500},,,,,,,,
72012,721,12,,,{23=1500},,,,,,,,
72013,721,13,,,{10=20%;9=20%},,,,,,,,
72014,721,14,,,{28=10%;12=15%},,,,,,,,
72015,721,15,,,{14=1500;25=1000},,,,,,,,
72016,721,16,,,{17=1500;19=1000},,,,,,,,
72017,721,17,,,{14=1000;21=1500},,,,,,,,
72018,721,18,,,{1=20%;30=2000},,,,,,,,
72019,721,19,,,{7=20%;8=20%},,,,,,,,
72020,721,20,,,{10=30%;9=30%},,,,,,,,
72021,721,21,,,{28=1500;12=2000},,,,,,,,
72022,721,22,,,{14=1000;25=2000},,,,,,,,
72023,721,23,,,{17=2000;19=2000},,,,,,,,
72024,721,24,,,{15=2000;21=3000},,,,,,,,
73002,731,2,,,{7=80;8=80},,,,,,,,
73003,731,3,,,{24=200},,,,,,,,
73004,731,4,,,{7=6%;8=6%},,,,,,,,
73005,731,5,,,{1=6%},,,,,,,,
73006,731,6,,,{7=6%;8=6%},,,,,,,,
73007,731,7,,,{5=400},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
73008,731,8,,,{1=12%},,,,,,,,
73009,731,9,,,{7=12%;8=12%},,,,,,,,
73010,731,10,,,{5=800},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
73011,731,11,,,{22=1200},,,,,,,,
73012,731,12,,,{23=1200},,,,,,,,
73013,731,13,,,{10=20%;9=20%},,,,,,,,
73014,731,14,,,{28=10%;12=15%},,,,,,,,
73015,731,15,,,{14=1500;25=1000},,,,,,,,
73016,731,16,,,{17=1500;19=1000},,,,,,,,
73017,731,17,,,{14=1000;21=1500},,,,,,,,
73018,731,18,,,{1=20%;30=2000},,,,,,,,
73019,731,19,,,{7=20%;8=20%},,,,,,,,
73020,731,20,,,{10=30%;9=30%},,,,,,,,
73021,731,21,,,{28=1500;12=2000},,,,,,,,
73022,731,22,,,{14=1000;25=2000},,,,,,,,
73023,731,23,,,{17=2000;19=2000},,,,,,,,
73024,731,24,,,{15=2000;21=3000},,,,,,,,
74002,741,2,,,{7=80;8=80},,,,,,,,
74003,741,3,,,{24=200},,,,,,,,
74004,741,4,,,{7=6%;8=6%},,,,,,,,
74005,741,5,,,{1=6%},,,,,,,,
74006,741,6,,,{7=6%;8=6%},,,,,,,,
74007,741,7,,,{14=400},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
74008,741,8,,,{1=12%},,,,,,,,
74009,741,9,,,{7=12%;8=12%},,,,,,,,
74010,741,10,,,{14=800},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
74011,741,11,,,{22=1200},,,,,,,,
74012,741,12,,,{23=1200},,,,,,,,
74013,741,13,,,{10=20%;9=20%},,,,,,,,
74014,741,14,,,{28=10%;12=15%},,,,,,,,
74015,741,15,,,{14=1500;25=1000},,,,,,,,
74016,741,16,,,{17=1500;19=1000},,,,,,,,
74017,741,17,,,{14=1000;21=1500},,,,,,,,
74018,741,18,,,{1=20%;30=2000},,,,,,,,
74019,741,19,,,{7=20%;8=20%},,,,,,,,
74020,741,20,,,{10=30%;9=30%},,,,,,,,
74021,741,21,,,{28=1500;12=2000},,,,,,,,
74022,741,22,,,{14=1000;25=2000},,,,,,,,
74023,741,23,,,{17=2000;19=2000},,,,,,,,
74024,741,24,,,{15=2000;21=3000},,,,,,,,
75002,751,2,,,{7=80;8=80},,,,,,,,
75003,751,3,,,{24=200},,,,,,,,
75004,751,4,,,{7=6%;8=6%},,,,,,,,
75005,751,5,,,{1=6%},,,,,,,,
75006,751,6,,,{7=6%;8=6%},,,,,,,,
75007,751,7,,,{11=400},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
75008,751,8,,,{1=12%},,,,,,,,
75009,751,9,,,{7=12%;8=12%},,,,,,,,
75010,751,10,,,{11=800},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
75011,751,11,,,{22=1200},,,,,,,,
75012,751,12,,,{23=1200},,,,,,,,
75013,751,13,,,{10=20%;9=20%},,,,,,,,
75014,751,14,,,{28=10%;12=15%},,,,,,,,
75015,751,15,,,{14=1500;25=1000},,,,,,,,
75016,751,16,,,{17=1500;19=1000},,,,,,,,
75017,751,17,,,{14=1000;21=1500},,,,,,,,
75018,751,18,,,{1=20%;30=2000},,,,,,,,
75019,751,19,,,{7=20%;8=20%},,,,,,,,
75020,751,20,,,{10=30%;9=30%},,,,,,,,
75021,751,21,,,{28=1500;12=2000},,,,,,,,
75022,751,22,,,{14=1000;25=2000},,,,,,,,
75023,751,23,,,{17=2000;19=2000},,,,,,,,
75024,751,24,,,{15=2000;21=3000},,,,,,,,
76002,761,2,,,{7=120;8=120},,,,,,,,
76003,761,3,,,{24=300},,,,,,,,
76004,761,4,,,{7=8%;8=8%},,,,,,,,
76005,761,5,,,{1=8%},,,,,,,,
76006,761,6,,,{7=8%;8=8%},,,,,,,,
76007,761,7,,,{14=500},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
76008,761,8,,,{1=15%},,,,,,,,
76009,761,9,,,{7=15%;8=15%},,,,,,,,
76010,761,10,,,{14=1000},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
76011,761,11,,,{22=1500},,,,,,,,
76012,761,12,,,{23=1500},,,,,,,,
76013,761,13,,,{10=20%;9=20%},,,,,,,,
76014,761,14,,,{28=10%;12=15%},,,,,,,,
76015,761,15,,,{14=1500;25=1000},,,,,,,,
76016,761,16,,,{17=1500;19=1000},,,,,,,,
76017,761,17,,,{14=1000;21=1500},,,,,,,,
76018,761,18,,,{1=20%;30=2000},,,,,,,,
76019,761,19,,,{7=20%;8=20%},,,,,,,,
76020,761,20,,,{10=30%;9=30%},,,,,,,,
76021,761,21,,,{28=1500;12=2000},,,,,,,,
76022,761,22,,,{14=1000;25=2000},,,,,,,,
76023,761,23,,,{17=2000;19=2000},,,,,,,,
76024,761,24,,,{15=2000;21=3000},,,,,,,,
77002,771,2,,,{10=120;9=120},,,,,,,,
77003,771,3,,,{25=300},,,,,,,,
77004,771,4,,,{10=8%;9=8%},,,,,,,,
77005,771,5,,,{1=8%},,,,,,,,
77006,771,6,,,{10=8%;9=8%},,,,,,,,
77007,771,7,,,{17=500},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
77008,771,8,,,{1=15%},,,,,,,,
77009,771,9,,,{10=15%;9=15%},,,,,,,,
77010,771,10,,,{17=1000},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
77011,771,11,,,{22=1500},,,,,,,,
77012,771,12,,,{23=1500},,,,,,,,
77013,771,13,,,{10=20%;9=20%},,,,,,,,
77014,771,14,,,{28=10%;12=15%},,,,,,,,
77015,771,15,,,{14=1500;25=1000},,,,,,,,
77016,771,16,,,{17=1500;19=1000},,,,,,,,
77017,771,17,,,{14=1000;21=1500},,,,,,,,
77018,771,18,,,{1=20%;30=2000},,,,,,,,
