VariableName,gateID,_beizhu,itemID,itemCount,weightMin,weightMax,firstWeight
1151,12509,,5048,,0.7,0.9,0.5
1152,12510,,,,0.7,0.9,0.5
1153,12510,,5048,,0.7,0.9,0.5
1186,20101,,,,0.7,1.2,0.5
1187,20101,,100,,0.5,0.8,0.5
1188,20101,,502,,0.26,0.65,0.5
1191,20102,,,,0.7,1.2,0.5
1192,20102,,100,,0.5,0.8,0.5
1193,20102,,502,,0.26,0.65,0.5
1196,20103,,,,0.7,1.2,0.5
1197,20103,,100,,0.5,0.8,0.5
1198,20103,,502,,0.26,0.65,0.5
1201,20201,,,,0.7,1.2,0.5
1202,20201,,100,,0.5,0.8,0.5
1203,20201,,502,,0.26,0.65,0.5
1206,20202,,,,0.7,1.2,0.5
1207,20202,,100,,0.5,0.8,0.5
1208,20202,,502,,0.26,0.65,0.5
1211,20203,,,,0.7,1.2,0.5
1212,20203,,502,,0.5,0.8,0.5
1213,20203,,502,,0.26,0.65,0.5
1221,20301,,,,0.7,1.2,0.5
1222,20301,,100,,0.5,0.8,0.5
1223,20301,,502,,0.26,0.65,0.5
1226,20302,,,,0.7,1.2,0.5
1227,20302,,100,,0.5,0.8,0.5
1228,20302,,502,,0.26,0.65,0.5
1231,20303,,,,0.7,1.2,0.5
1232,20303,,100,,0.5,0.8,0.5
1233,20303,,502,,0.26,0.65,0.5
1236,20304,,,,0.7,1.2,0.5
1237,20304,,100,,0.5,0.8,0.5
1238,20304,,502,,0.26,0.65,0.5
1241,20401,,,,0.7,1.2,0.5
1242,20401,,100,,0.5,0.8,0.5
1243,20401,,502,,0.26,0.65,0.5
1246,20402,,,,0.7,1.2,0.5
1247,20402,,100,,0.5,0.8,0.5
1248,20402,,502,,0.26,0.65,0.5
1251,20403,,,,0.7,1.2,0.5
1252,20403,,100,,0.5,0.8,0.5
1253,20403,,502,,0.26,0.65,0.5
1256,20404,,,,0.7,1.2,0.5
1257,20404,,100,,0.5,0.8,0.5
1258,20404,,502,,0.26,0.65,0.5
1261,20501,,,,0.7,1.2,0.5
1262,20501,,502,,0.5,0.8,0.5
1263,20501,,502,,0.26,0.65,0.5
1266,20502,,,,0.7,1.2,0.5
1267,20502,,100,,0.5,0.8,0.5
1268,20502,,502,,0.26,0.65,0.5
1271,20503,,,,0.7,1.2,0.5
1272,20503,,100,,0.5,0.8,0.5
1273,20503,,502,,0.26,0.65,0.5
1276,20504,,,,0.7,1.2,0.5
1277,20504,,100,,0.5,0.8,0.5
1278,20504,,502,,0.26,0.65,0.5
1281,20505,,,,0.7,1.2,0.5
1282,20505,,100,,0.5,0.8,0.5
1283,20505,,502,,0.26,0.65,0.5
1286,20601,,,,0.7,1.2,0.5
1287,20601,,100,,0.5,0.8,0.5
1288,20601,,502,,0.26,0.65,0.5
1291,20602,,,,0.7,1.2,0.5
1292,20602,,100,,0.5,0.8,0.5
1293,20602,,502,,0.26,0.65,0.5
1296,20603,,,,0.7,1.2,0.5
1297,20603,,100,,0.5,0.8,0.5
1298,20603,,502,,0.26,0.65,0.5
1301,20604,,,,0.7,1.2,0.5
1302,20604,,100,,0.5,0.8,0.5
1303,20604,,502,,0.26,0.65,0.5
1306,20605,,,,0.7,1.2,0.5
1307,20605,,502,,0.5,0.8,0.5
1308,20605,,502,,0.26,0.65,0.5
1311,20701,,,,0.7,1.2,0.5
1312,20701,,100,,0.5,0.8,0.5
1313,20701,,502,,0.26,0.65,0.5
1316,20702,,,,0.7,1.2,0.5
1317,20702,,100,,0.5,0.8,0.5
1318,20702,,502,,0.26,0.65,0.5
1321,20703,,,,0.7,1.2,0.5
1322,20703,,100,,0.5,0.8,0.5
1323,20703,,502,,0.26,0.65,0.5
1326,20704,,,,0.7,1.2,0.5
1327,20704,,100,,0.5,0.8,0.5
1328,20704,,502,,0.26,0.65,0.5
1331,20705,,,,0.7,1.2,0.5
1332,20705,,100,,0.5,0.8,0.5
1333,20705,,502,,0.26,0.65,0.5
1336,20801,,,,0.7,1.2,0.5
1337,20801,,100,,0.5,0.8,0.5
1338,20801,,502,,0.26,0.65,0.5
1341,20802,,,,0.7,1.2,0.5
1342,20802,,100,,0.5,0.8,0.5
1343,20802,,502,,0.26,0.65,0.5
1346,20803,,,,0.7,1.2,0.5
1347,20803,,100,,0.5,0.8,0.5
1348,20803,,502,,0.26,0.65,0.5
1351,20804,,,,0.7,1.2,0.5
1352,20804,,502,,0.5,0.8,0.5
1353,20804,,502,,0.26,0.65,0.5
1356,20805,,,,0.7,1.2,0.5
1357,20805,,100,,0.5,0.8,0.5
1358,20805,,502,,0.26,0.65,0.5
1361,20901,,,,0.7,1.2,0.5
1362,20901,,100,,0.5,0.8,0.5
1363,20901,,502,,0.26,0.65,0.5
1366,20902,,,,0.7,1.2,0.5
1367,20902,,100,,0.5,0.8,0.5
1368,20902,,502,,0.26,0.65,0.5
1371,20903,,,,0.7,1.2,0.5
1372,20903,,100,,0.5,0.8,0.5
1373,20903,,502,,0.26,0.65,0.5
1376,20904,,,,0.7,1.2,0.5
1377,20904,,100,,0.5,0.8,0.5
1378,20904,,502,,0.26,0.65,0.5
1381,20905,,,,0.7,1.2,0.5
1382,20905,,100,,0.5,0.8,0.5
1383,20905,,502,,0.26,0.65,0.5
1386,21001,,,,0.7,1.2,0.5
1387,21001,,100,,0.5,0.8,0.5
1388,21001,,502,,0.26,0.65,0.5
1391,21002,,,,0.7,1.2,0.5
1392,21002,,100,,0.5,0.8,0.5
1393,21002,,502,,0.26,0.65,0.5
1396,21003,,,,0.7,1.2,0.5
1397,21003,,502,,0.5,0.8,0.5
1398,21003,,502,,0.26,0.65,0.5
1401,21004,,,,0.7,1.2,0.5
1402,21004,,100,,0.5,0.8,0.5
1403,21004,,502,,0.26,0.65,0.5
1406,21005,,,,0.7,1.2,0.5
1407,21005,,100,,0.5,0.8,0.5
1408,21005,,502,,0.26,0.65,0.5
1411,21101,,,,0.7,1.2,0.5
1412,21101,,100,,0.5,0.8,0.5
1413,21101,,502,,0.26,0.65,0.5
1416,21102,,,,0.7,1.2,0.5
1417,21102,,100,,0.5,0.8,0.5
1418,21102,,502,,0.26,0.65,0.5
1421,21103,,,,0.7,1.2,0.5
1422,21103,,100,,0.5,0.8,0.5
1423,21103,,502,,0.26,0.65,0.5
1426,21104,,,,0.7,1.2,0.5
1427,21104,,100,,0.5,0.8,0.5
1428,21104,,502,,0.26,0.65,0.5
1431,21105,,,,0.7,1.2,0.5
1432,21105,,100,,0.5,0.8,0.5
1433,21105,,502,,0.26,0.65,0.5
1436,21201,,,,0.7,1.2,0.5
1437,21201,,100,,0.5,0.8,0.5
1438,21201,,502,,0.26,0.65,0.5
1441,21202,,,,0.7,1.2,0.5
1442,21202,,502,,0.5,0.8,0.5
1443,21202,,502,,0.26,0.65,0.5
1446,21203,,,,0.7,1.2,0.5
1447,21203,,100,,0.5,0.8,0.5
1448,21203,,502,,0.26,0.65,0.5
1451,21204,,,,0.7,1.2,0.5
1452,21204,,100,,0.5,0.8,0.5
1453,21204,,502,,0.26,0.65,0.5
1456,21205,,,,0.7,1.2,0.5
1457,21205,,100,,0.5,0.8,0.5
1458,21205,,502,,0.26,0.65,0.5
1461,21301,,,,0.7,1.2,0.5
1462,21301,,100,,0.5,0.8,0.5
1463,21301,,502,,0.26,0.65,0.5
1466,21302,,,,0.7,1.2,0.5
1467,21302,,100,,0.5,0.8,0.5
1468,21302,,502,,0.26,0.65,0.5
1471,21303,,,,0.7,1.2,0.5
1472,21303,,100,,0.5,0.8,0.5
1473,21303,,502,,0.26,0.65,0.5
1476,21304,,,,0.7,1.2,0.5
1477,21304,,100,,0.5,0.8,0.5
1478,21304,,502,,0.26,0.65,0.5
1481,21305,,,,0.7,1.2,0.5
1482,21305,,100,,0.5,0.8,0.5
1483,21305,,502,,0.26,0.65,0.5
1486,21401,,,,0.7,1.2,0.5
1487,21401,,502,,0.5,0.8,0.5
1488,21401,,502,,0.26,0.65,0.5
1491,21402,,,,0.7,1.2,0.5
1492,21402,,100,,0.5,0.8,0.5
1493,21402,,502,,0.26,0.65,0.5
1496,21403,,,,0.7,1.2,0.5
1497,21403,,100,,0.5,0.8,0.5
1498,21403,,502,,0.26,0.65,0.5
1501,21404,,,,0.7,1.2,0.5
1502,21404,,100,,0.5,0.8,0.5
1503,21404,,502,,0.26,0.65,0.5
1506,21405,,,,0.7,1.2,0.5
1507,21405,,100,,0.5,0.8,0.5
1508,21405,,502,,0.26,0.65,0.5
1511,21501,,,,0.7,1.2,0.5
1512,21501,,100,,0.5,0.8,0.5
1513,21501,,502,,0.26,0.65,0.5
1516,21502,,,,0.7,1.2,0.5
1517,21502,,100,,0.5,0.8,0.5
1518,21502,,502,,0.26,0.65,0.5
1521,21503,,,,0.7,1.2,0.5
1522,21503,,100,,0.5,0.8,0.5
1523,21503,,502,,0.26,0.65,0.5
1526,21504,,,,0.7,1.2,0.5
1527,21504,,100,,0.5,0.8,0.5
1528,21504,,502,,0.26,0.65,0.5
1531,21505,,,,0.7,1.2,0.5
1532,21505,,502,,0.5,0.8,0.5
1533,21505,,502,,0.22,0.52,0.5
1536,21601,,,,0.7,1.2,0.5
1537,21601,,100,,0.5,0.8,0.5
1538,21601,,502,,0.26,0.65,0.5
1541,21602,,,,0.7,1.2,0.5
1542,21602,,100,,0.5,0.8,0.5
1543,21602,,502,,0.26,0.65,0.5
1546,21603,,,,0.7,1.2,0.5
1547,21603,,100,,0.5,0.8,0.5
1548,21603,,502,,0.26,0.65,0.5
1551,21604,,,,0.7,1.2,0.5
1552,21604,,100,,0.5,0.8,0.5
1553,21604,,502,,0.26,0.65,0.5
1556,21605,,,,0.7,1.2,0.5
1557,21605,,100,,0.5,0.8,0.5
1558,21605,,502,,0.26,0.65,0.5
1561,21701,,,,0.7,1.2,0.5
1562,21701,,100,,0.5,0.8,0.5
1563,21701,,502,,0.26,0.65,0.5
1566,21702,,,,0.7,1.2,0.5
1567,21702,,100,,0.5,0.8,0.5
1568,21702,,502,,0.26,0.65,0.5
1571,21703,,,,0.7,1.2,0.5
1572,21703,,100,,0.5,0.8,0.5
1573,21703,,502,,0.26,0.65,0.5
1576,21704,,,,0.7,1.2,0.5
1577,21704,,502,,0.5,0.8,0.5
1578,21704,,502,,0.26,0.65,0.5
1581,21705,,,,0.7,1.2,0.5
1582,21705,,100,,0.5,0.8,0.5
1583,21705,,502,,0.26,0.65,0.5
1586,21801,,,,0.7,1.2,0.5
1587,21801,,100,,0.5,0.8,0.5
1588,21801,,502,,0.26,0.65,0.5
1591,21802,,,,0.7,1.2,0.5
1592,21802,,100,,0.5,0.8,0.5
1593,21802,,502,,0.26,0.65,0.5
1596,21803,,,,0.7,1.2,0.5
1597,21803,,100,,0.5,0.8,0.5
1598,21803,,502,,0.26,0.65,0.5
1601,21804,,,,0.7,1.2,0.5
1602,21804,,100,,0.5,0.8,0.5
1603,21804,,502,,0.26,0.65,0.5
1606,21805,,,,0.7,1.2,0.5
1607,21805,,100,,0.5,0.8,0.5
1608,21805,,502,,0.26,0.65,0.5
1611,21901,,,,0.7,1.2,0.5
1612,21901,,100,,0.5,0.8,0.5
1613,21901,,502,,0.26,0.65,0.5
1616,21902,,,,0.7,1.2,0.5
1617,21902,,100,,0.5,0.8,0.5
1618,21902,,502,,0.26,0.65,0.5
1621,21903,,,,0.7,1.2,0.5
1622,21903,,502,,0.5,0.8,0.5
1623,21903,,502,,0.26,0.65,0.5
1626,21904,,,,0.7,1.2,0.5
1627,21904,,100,,0.5,0.8,0.5
1628,21904,,502,,0.26,0.65,0.5
1631,21905,,,,0.7,1.2,0.5
1632,21905,,100,,0.5,0.8,0.5
1633,21905,,502,,0.26,0.65,0.5
1636,22001,,,,0.7,1.2,0.5
1637,22001,,100,,0.5,0.8,0.5
1638,22001,,502,,0.26,0.65,0.5
1641,22002,,,,0.7,1.2,0.5
1642,22002,,100,,0.5,0.8,0.5
1643,22002,,502,,0.26,0.65,0.5
1646,22003,,,,0.7,1.2,0.5
1647,22003,,100,,0.5,0.8,0.5
1648,22003,,502,,0.26,0.65,0.5
1651,22004,,,,0.7,1.2,0.5
1652,22004,,100,,0.5,0.8,0.5
1653,22004,,502,,0.26,0.65,0.5
1656,22005,,,,0.7,1.2,0.5
1657,22005,,100,,0.5,0.8,0.5
1658,22005,,502,,0.26,0.65,0.5
1661,22101,,,,0.7,1.2,0.5
1662,22101,,100,,0.5,0.8,0.5
1663,22101,,502,,0.26,0.65,0.5
1666,22102,,,,0.7,1.2,0.5
1667,22102,,502,,0.5,0.8,0.5
1668,22102,,502,,0.26,0.65,0.5
1671,22103,,,,0.7,1.2,0.5
1672,22103,,100,,0.5,0.8,0.5
1673,22103,,502,,0.26,0.65,0.5
1676,22104,,,,0.7,1.2,0.5
1677,22104,,100,,0.5,0.8,0.5
1678,22104,,502,,0.26,0.65,0.5
1681,22105,,,,0.7,1.2,0.5
1682,22105,,100,,0.5,0.8,0.5
1683,22105,,502,,0.26,0.65,0.5
1686,22201,,,,0.7,1.2,0.5
1687,22201,,100,,0.5,0.8,0.5
1688,22201,,502,,0.26,0.65,0.5
1691,22202,,,,0.7,1.2,0.5
1692,22202,,100,,0.5,0.8,0.5
1693,22202,,502,,0.26,0.65,0.5
1696,22203,,,,0.7,1.2,0.5
1697,22203,,100,,0.5,0.8,0.5
1698,22203,,502,,0.26,0.65,0.5
1701,22204,,,,0.7,1.2,0.5
1702,22204,,100,,0.5,0.8,0.5
1703,22204,,502,,0.26,0.65,0.5
1706,22205,,,,0.7,1.2,0.5
1707,22205,,100,,0.5,0.8,0.5
1708,22205,,502,,0.26,0.65,0.5
1711,22301,,,,0.7,1.2,0.5
1712,22301,,502,,0.5,0.8,0.5
1713,22301,,502,,0.26,0.65,0.5
1716,22302,,,,0.7,1.2,0.5
1717,22302,,100,,0.5,0.8,0.5
1718,22302,,502,,0.26,0.65,0.5
1721,22303,,,,0.7,1.2,0.5
1722,22303,,100,,0.5,0.8,0.5
1723,22303,,502,,0.26,0.65,0.5
1726,22304,,,,0.7,1.2,0.5
1727,22304,,100,,0.5,0.8,0.5
1728,22304,,502,,0.26,0.65,0.5
1731,22305,,,,0.7,1.2,0.5
1732,22305,,100,,0.5,0.8,0.5
1733,22305,,502,,0.26,0.65,0.5
1736,22401,,,,0.7,1.2,0.5
1737,22401,,100,,0.5,0.8,0.5
1738,22401,,502,,0.26,0.65,0.5
1741,22402,,,,0.7,1.2,0.5
1742,22402,,100,,0.5,0.8,0.5
1743,22402,,502,,0.26,0.65,0.5
1746,22403,,,,0.7,1.2,0.5
1747,22403,,100,,0.5,0.8,0.5
1748,22403,,502,,0.26,0.65,0.5
1751,22404,,,,0.7,1.2,0.5
1752,22404,,100,,0.5,0.8,0.5
1753,22404,,502,,0.26,0.65,0.5
1756,22405,,,,0.7,1.2,0.5
1757,22405,,502,,0.5,0.8,0.5
1758,22405,,502,,0.26,0.65,0.5
1761,22501,,,,0.7,1.2,0.5
1763,22501,,100,,0.26,0.65,0.5
1766,22502,,502,,0.7,1.2,0.5
1768,22502,,,,0.26,0.65,0.5
1771,22503,,100,,0.7,1.2,0.5
1773,22503,,502,,0.26,0.65,0.5
1776,22504,,,,0.7,1.2,0.5
1778,22504,,100,,0.26,0.65,0.5
1781,22505,,502,,0.7,1.2,0.5
1782,12601,,,,0.7,0.9,0.5
1783,12601,,5049,,0.7,0.9,0.5
1784,12601,,5030,,0.1,0.3,0.5
1785,12602,,,,0.7,0.9,0.5
1786,12602,,5049,,0.7,0.9,0.5
1787,12602,,5030,,0.1,0.3,0.5
1788,12603,,,,0.7,0.9,0.5
1789,12603,,5049,,0.7,0.9,0.5
1790,12603,,5030,,0.1,0.3,0.5
1791,12604,,,,0.7,0.9,0.5
1792,12604,,5049,,0.7,0.9,0.5
1793,12604,,5030,,0.1,0.3,0.5
1794,12605,,,,0.7,0.9,0.5
1795,12605,,5050,,0.7,0.9,0.5
1796,12605,,5028,,0.1,0.3,0.5
1797,12606,,,,0.7,0.9,0.5
1798,12606,,5050,,0.7,0.9,0.5
1799,12606,,5028,,0.1,0.3,0.5
1800,12607,,,,0.7,0.9,0.5
1801,12607,,5050,,0.7,0.9,0.5
1802,12607,,5028,,0.1,0.3,0.5
1803,12608,,,,0.7,0.9,0.5
1804,12608,,5051,,0.7,0.9,0.5
1805,12608,,5029,,0.1,0.3,0.5
1806,12609,,,,0.7,0.9,0.5
1807,12609,,5051,,0.7,0.9,0.5
1808,12609,,5029,,0.1,0.3,0.5
1809,12610,,,,0.7,0.9,0.5
1810,12610,,5051,,0.7,0.9,0.5
1811,12610,,5029,,0.1,0.3,0.5
1812,22601,,,,0.7,1.2,0.5
1813,22601,,100,,0.5,0.8,0.5
1814,22601,,5028,,0.26,0.65,0.5
1815,22602,,,,0.7,1.2,0.5
1816,22602,,100,,0.5,0.8,0.5
1817,22602,,5028,,0.26,0.65,0.5
1818,22603,,,,0.7,1.2,0.5
1819,22603,,100,,0.5,0.8,0.5
1820,22603,,5029,,0.26,0.65,0.5
1821,22604,,,,0.7,1.2,0.5
1822,22604,,100,,0.5,0.8,0.5
1823,22604,,5029,,0.26,0.65,0.5
1824,22605,,,,0.7,1.2,0.5
1825,22605,,100,,0.5,0.8,0.5
1826,22605,,5030,,0.26,0.65,0.5
6001,10101,,,,0.3,0.5,
6002,10101,,5001,,0.2,0.5,
6006,10102,,,,0.3,0.5,
6007,10102,,5002,,0.2,0.5,
6011,10103,,,,0.3,0.5,
6012,10103,,5003,,0.2,0.5,
6016,10104,,,,0.3,0.5,
6017,10104,,5001,,0.2,0.5,
6021,10105,,,,0.3,0.5,
6022,10105,,5002,,0.2,0.5,
6026,10201,,,,0.3,0.5,
6027,10201,,5001,,0.2,0.5,
6031,10202,,,,0.3,0.5,
6032,10202,,5001,,0.2,0.5,
6036,10203,,,,0.3,0.5,
6037,10203,,5002,,0.2,0.5,
6041,10204,,,,0.3,0.5,
6042,10204,,5002,,0.2,0.5,
6046,10205,,,,0.3,0.5,
6047,10205,,5003,,0.2,0.5,
6051,10206,,,,0.3,0.5,
6052,10206,,5003,,0.2,0.5,
6056,10301,,,,0.3,0.5,
6057,10301,,5001,,0.2,0.5,
6061,10302,,,,0.3,0.5,
6062,10302,,5001,,0.2,0.5,
6066,10303,,,,0.3,0.5,
6067,10303,,5001,,0.2,0.5,
6071,10304,,,,0.3,0.5,
6072,10304,,5002,,0.2,0.5,
6076,10305,,,,0.3,0.5,
6077,10305,,5002,,0.2,0.5,
6081,10306,,,,0.3,0.5,
6082,10306,,5002,,0.2,0.5,
6086,10307,,,,0.3,0.5,
6087,10307,,5003,,0.2,0.5,
6091,10308,,,,0.3,0.5,
6092,10308,,5003,,0.2,0.5,
6096,10401,,,,0.3,0.5,
6097,10401,,5004,,0.2,0.5,
6101,10402,,,,0.3,0.5,
6102,10402,,5004,,0.2,0.5,
6106,10403,,,,0.3,0.5,
6107,10403,,5004,,0.2,0.5,
6108,10403,,5002,,,,
6109,10403,,5003,,,,
6111,10404,,,,0.3,0.5,
6112,10404,,5005,,0.2,0.5,
6113,10404,,5002,,,,
6114,10404,,5003,,,,
6116,10405,,,,0.3,0.5,
6117,10405,,5005,,0.2,0.5,
6118,10405,,5003,,,,
6119,10405,,5001,,,,
6121,10406,,,,0.3,0.5,
6122,10406,,5005,,0.2,0.5,
6123,10406,,5003,,,,
6124,10406,,5001,,,,
6126,10407,,,,0.3,0.5,
6127,10407,,5006,,0.2,0.5,
6128,10407,,5001,,,,
6129,10407,,5002,,,,
6131,10408,,,,0.3,0.5,
6132,10408,,5006,,0.2,0.5,
6133,10408,,5001,,,,
6134,10408,,5002,,,,
6136,10501,,,,0.3,0.5,
6137,10501,,5004,,0.2,0.5,
6141,10502,,,,0.3,0.5,
6142,10502,,5004,,0.2,0.5,
6146,10503,,,,0.3,0.5,
6147,10503,,5004,,0.2,0.5,
6151,10504,,,,0.3,0.5,
6152,10504,,5004,,0.2,0.5,
6156,10505,,,,0.3,0.5,
6157,10505,,5005,,0.2,0.5,
6161,10506,,,,0.3,0.5,
6162,10506,,5005,,0.2,0.5,
6166,10507,,,,0.3,0.5,
6167,10507,,5005,,0.2,0.5,
6171,10508,,,,0.3,0.5,
6172,10508,,5006,,0.2,0.5,
6176,10509,,,,0.3,0.5,
6177,10509,,5006,,0.2,0.5,
6181,10510,,,,0.3,0.5,
6182,10510,,5006,,0.2,0.5,
6186,10601,,,,0.3,0.5,
6187,10601,,5007,,0.2,0.5,
6188,10601,,5005,,,,
6189,10601,,5006,,,,
6191,10602,,,,0.3,0.5,
6192,10602,,5007,,0.2,0.5,
6193,10602,,5005,,,,
6194,10602,,5006,,,,
6196,10603,,,,0.3,0.5,
6197,10603,,5007,,0.2,0.5,
6198,10603,,5005,,,,
6199,10603,,5006,,,,
6201,10604,,,,0.3,0.5,
6202,10604,,5007,,0.2,0.5,
6203,10604,,5005,,,,
6204,10604,,5006,,,,
6206,10605,,,,0.3,0.5,
6207,10605,,5008,,0.2,0.5,
6208,10605,,5006,,,,
6209,10605,,5004,,,,
6211,10606,,,,0.3,0.5,
6212,10606,,5008,,0.2,0.5,
6213,10606,,5006,,,,
6214,10606,,5004,,,,
6216,10607,,,,0.3,0.5,
6217,10607,,5008,,0.2,0.5,
6218,10607,,5006,,,,
6219,10607,,5004,,,,
6221,10608,,,,0.3,0.5,
6222,10608,,5009,,0.2,0.5,
6223,10608,,5004,,,,
6224,10608,,5005,,,,
6226,10609,,,,0.3,0.5,
6227,10609,,5009,,0.2,0.5,
6228,10609,,5004,,,,
6229,10609,,5005,,,,
6231,10610,,,,0.3,0.5,
6232,10610,,5009,,0.2,0.5,
6233,10610,,5004,,,,
6234,10610,,5005,,,,
6236,10701,,,,0.3,0.5,
6237,10701,,5007,,0.2,0.5,
6238,10701,,5005,,,,
6241,10702,,,,0.3,0.5,
6242,10702,,5007,,0.2,0.5,
6243,10702,,5005,,,,
6246,10703,,,,0.3,0.5,
6247,10703,,5007,,0.2,0.5,
6248,10703,,5005,,,,
6251,10704,,,,0.3,0.5,
6252,10704,,5007,,0.2,0.5,
6253,10704,,5005,,,,
6256,10705,,,,0.3,0.5,
6257,10705,,5008,,0.2,0.5,
6258,10705,,5006,,,,
6261,10706,,,,0.3,0.5,
6262,10706,,5008,,0.2,0.5,
6263,10706,,5006,,,,
6266,10707,,,,0.3,0.5,
6267,10707,,5008,,0.2,0.5,
6268,10707,,5006,,,,
6271,10708,,,,0.3,0.5,
6272,10708,,5009,,0.2,0.5,
6273,10708,,5004,,,,
6276,10709,,,,0.3,0.5,
6277,10709,,5009,,0.2,0.5,
6278,10709,,5004,,,,
6281,10710,,,,0.3,0.5,
6282,10710,,5009,,0.2,0.5,
6283,10710,,5004,,,,
6286,10801,,,,0.3,0.5,
6287,10801,,5010,,0.2,0.5,
6288,10801,,5008,,,,
6289,10801,,5003,,,,
6291,10802,,,,0.3,0.5,
6292,10802,,5010,,0.2,0.5,
6293,10802,,5008,,,,
6294,10802,,5003,,,,
6296,10803,,,,0.3,0.5,
6297,10803,,5010,,0.2,0.5,
6298,10803,,5008,,,,
6299,10803,,5003,,,,
6301,10804,,,,0.3,0.5,
6302,10804,,5010,,0.2,0.5,
6303,10804,,5008,,,,
6304,10804,,5003,,,,
6306,10805,,,,0.3,0.5,
6307,10805,,5011,,0.2,0.5,
6308,10805,,5009,,,,
6309,10805,,5001,,,,
6311,10806,,,,0.3,0.5,
6312,10806,,5011,,0.2,0.5,
6313,10806,,5009,,,,
6314,10806,,5001,,,,
6316,10807,,,,0.3,0.5,
6317,10807,,5011,,0.2,0.5,
6318,10807,,5009,,,,
6319,10807,,5001,,,,
6321,10808,,,,0.3,0.5,
6322,10808,,5012,,0.2,0.5,
6323,10808,,5007,,,,
6324,10808,,5002,,,,
6326,10809,,,,0.3,0.5,
6327,10809,,5012,,0.2,0.5,
6328,10809,,5007,,,,
6329,10809,,5002,,,,
6331,10810,,,,0.3,0.5,
6332,10810,,5012,,0.2,0.5,
6333,10810,,5007,,,,
6334,10810,,5002,,,,
6336,10901,,,,0.3,0.5,
6337,10901,,5010,,0.2,0.5,
6338,10901,,5008,,,,
6341,10902,,,,0.3,0.5,
6342,10902,,5010,,0.2,0.5,
6343,10902,,5008,,,,
6346,10903,,,,0.3,0.5,
6347,10903,,5010,,0.2,0.5,
6348,10903,,5008,,,,
6351,10904,,,,0.3,0.5,
6352,10904,,5010,,0.2,0.5,
6353,10904,,5008,,,,
6356,10905,,,,0.3,0.5,
6357,10905,,5011,,0.2,0.5,
6358,10905,,5009,,,,
6361,10906,,,,0.3,0.5,
6362,10906,,5011,,0.2,0.5,
6363,10906,,5009,,,,
6366,10907,,,,0.3,0.5,
6367,10907,,5011,,0.2,0.5,
6368,10907,,5009,,,,
6371,10908,,,,0.3,0.5,
6372,10908,,5012,,0.2,0.5,
6373,10908,,5007,,,,
6376,10909,,,,0.3,0.5,
6377,10909,,5012,,0.2,0.5,
6378,10909,,5007,,,,
6381,10910,,,,0.3,0.5,
6382,10910,,5012,,0.2,0.5,
6383,10910,,5007,,,,
6386,11001,,,,0.3,0.5,
6387,11001,,5013,,0.2,0.5,
6388,11001,,5011,,,,
6389,11001,,5006,,,,
6391,11002,,,,0.3,0.5,
6392,11002,,5013,,0.2,0.5,
6393,11002,,5011,,,,
6394,11002,,5006,,,,
6396,11003,,,,0.3,0.5,
6397,11003,,5013,,0.2,0.5,
6398,11003,,5011,,,,
6399,11003,,5006,,,,
6401,11004,,,,0.3,0.5,
6402,11004,,5013,,0.2,0.5,
6403,11004,,5011,,,,
6404,11004,,5006,,,,
6406,11005,,,,0.3,0.5,
6407,11005,,5014,,0.2,0.5,
6408,11005,,5012,,,,
6409,11005,,5004,,,,
6411,11006,,,,0.3,0.5,
6412,11006,,5014,,0.2,0.5,
6413,11006,,5012,,,,
6414,11006,,5004,,,,
6416,11007,,,,0.3,0.5,
6417,11007,,5014,,0.2,0.5,
6418,11007,,5012,,,,
6419,11007,,5004,,,,
6421,11008,,,,0.3,0.5,
6422,11008,,5015,,0.2,0.5,
6423,11008,,5010,,,,
6424,11008,,5005,,,,
6426,11009,,,,0.3,0.5,
6427,11009,,5015,,0.2,0.5,
6428,11009,,5010,,,,
6429,11009,,5005,,,,
6431,11010,,,,0.3,0.5,
6432,11010,,5015,,0.2,0.5,
6433,11010,,5010,,,,
6434,11010,,5005,,,,
6436,11101,,,,0.3,0.5,
6437,11101,,5013,,0.2,0.5,
6438,11101,,5011,,,,
6441,11102,,,,0.3,0.5,
6442,11102,,5013,,0.2,0.5,
6443,11102,,5011,,,,
6446,11103,,,,0.3,0.5,
6447,11103,,5013,,0.2,0.5,
6448,11103,,5011,,,,
6451,11104,,,,0.3,0.5,
6452,11104,,5013,,0.2,0.5,
6453,11104,,5011,,,,
6456,11105,,,,0.3,0.5,
6457,11105,,5014,,0.2,0.5,
6458,11105,,5012,,,,
6461,11106,,,,0.3,0.5,
6462,11106,,5014,,0.2,0.5,
6463,11106,,5012,,,,
6466,11107,,,,0.3,0.5,
6467,11107,,5014,,0.2,0.5,
6468,11107,,5012,,,,
6471,11108,,,,0.3,0.5,
6472,11108,,5015,,0.2,0.5,
6473,11108,,5010,,,,
6476,11109,,,,0.3,0.5,
6477,11109,,5015,,0.2,0.5,
6478,11109,,5010,,,,
6481,11110,,,,0.3,0.5,
6482,11110,,5015,,0.2,0.5,
6483,11110,,5010,,,,
6486,11201,,,,0.3,0.5,
6487,11201,,5016,,0.2,0.5,
6488,11201,,5008,,,,
6491,11202,,,,0.3,0.5,
6492,11202,,5016,,0.2,0.5,
6493,11202,,5008,,,,
6496,11203,,,,0.3,0.5,
6497,11203,,5016,,0.2,0.5,
6498,11203,,5008,,,,
6501,11204,,,,0.3,0.5,
