7714,Demon God's Power  ,Sức Mạnh Ma Thần,Kekuatan Dewa Iblis  ,Kekuatan Dewa Iblis  ,Lakas ng Diyos ng Demonyo  ,Demon God's Power  ,พลังแห่งจอมมาร  ,,,,,,<3673;2493;1231;2023>,,,{22=1000}
7911,Firepower Control  ,Kiểm Soát Hỏa Lực,Kawalan Kuasa Api  ,Kontrol Kekuatan Api  ,Kontrol ng Apoy  ,Firepower Control  ,ควบคุมพลังไฟ  ,,,,,,<44;1612;3293>,,,{7=12%;8=12%}
7912,Vanguard Enforcer  ,Tiên Phong Thi Hành,Perintis Tindakan  ,Pelaksana Depan  ,Tagapagpatupad  ,Vanguard Enforcer  ,แนวหน้าแห่งภารกิจ  ,,,,,,<1293;1903;2593>,,,{1=12%}
7913,High-Energy Tech  ,Công Nghệ Cao Năng,Teknologi Tenaga Tinggi  ,Teknologi Tingkat Tinggi  ,Teknolohiyang Advanced  ,High-Energy Tech  ,เทคโนโลยีพลังงานสูง  ,,,,,,<3683;712;3472>,,,{7=12%;8=12%}
8611,Goddess Alliance  ,Liên Minh Nữ Thần,Perikatan Dewi  ,Aliansi Dewi  ,Alyansa ng mga Diyosa  ,Goddess Alliance  ,พันธมิตรเทพี  ,,,,,,<3161;1893>,,,{7=15%;8=15%}
8612,The Teacher’s Compassionate Soul  ,Tâm Hồn Nhân Ái Của Người Thầy,Hati Penyayang Guru  ,Hati Penuh Kasih Seorang Guru  ,Pusong Mapagkalinga ng Guro  ,The Teacher’s Compassionate Soul  ,จิตใจเมตตาของครู  ,,,,,,<3353;1241;1772;3181>,,,{1=15%}
8613,Gentle Soul  ,Tâm Hồn Dịu Dàng,Jiwa Lembut  ,Jiwa Lembut  ,Kaluluwang Banayad  ,Gentle Soul  ,จิตใจอ่อนโยน  ,,,,,,<1941;1951;3181;3003>,,,{7=15%;8=15%}
8614,Demon God Race  ,Chủng Tộc Ma Thần,Kaum Dewa Iblis  ,Ras Dewa Iblis  ,Lahi ng Diyos ng Demonyo  ,Demon God Race  ,เผ่าจอมมาร  ,,,,,,<3673;393;3251;2023>,,,{14=500}
8811,Lightning Family  ,Gia Đình Sấm Sét,Keluarga Kilat  ,Keluarga Petir  ,Pamilyang Kidlat  ,Lightning Family  ,ครอบครัวสายฟ้า  ,,,,,,<333;593;731>,,,{7=15%;8=15%}
8812,Professional Assassin  ,Sát Thủ Chuyên Nghiệp,Pembunuh Profesional  ,Pembunuh Profesional  ,Propesyonal na Mamamaslang  ,Professional Assassin  ,นักฆ่ามืออาชีพ  ,,,,,,<572;1841;1293>,,,{1=15%}
8813,Teenage Journey  ,Hành Trình Thiếu Niên,Perjalanan Remaja  ,Perjalanan Remaja  ,Paglalakbay ng Kabataan  ,Teenage Journey  ,การผจญภัยของวัยรุ่น  ,,,,,,<631;2033;2013>,,,{7=15%;8=15%}
9711,Interesting Magic  ,Phép Thuật Thú Vị,Sihir Menarik  ,Sihir Menarik  ,Kamangha-manghang Mahika  ,Interesting Magic  ,เวทมนตร์สุดสนุก  ,,,,,,<3143;771;721>,,,{7=15%;8=15%}
9712,Time Control  ,Kiểm Soát Thời Gian,Kawalan Masa  ,Kontrol Waktu  ,Kontrol ng Oras  ,Time Control  ,ควบคุมเวลา  ,,,,,,<1393;263;3683>,,,{1=15%}
9713,Heroic Appearance  ,Dáng Vẻ Anh Hùng,Rupa Wira  ,Penampilan Pahlawan  ,Anyo ng Bayani  ,Heroic Appearance  ,รูปลักษณ์ฮีโร่  ,,,,,,<1313;572;3152;712>,,,{7=15%;8=15%}
9714,Witch Alliance  ,Liên Minh Phù Thủy,Perikatan Penyihir  ,Aliansi Penyihir  ,Alyansa ng mga Mangkukulam  ,Witch Alliance  ,พันธมิตรพ่อมด  ,,,,,,<3143;2401;771;1393>,,,{22=500}
9731,Interesting Magic  ,Phép Thuật Thú Vị,Sihir Menarik  ,Sihir Menarik  ,Kamangha-manghang Mahika  ,Interesting Magic  ,เวทมนตร์สุดสนุก  ,,,,,,<3143;771;721>,,,{7=20%;8=20%}
9732,Time Control  ,Kiểm Soát Thời Gian,Kawalan Masa  ,Kontrol Waktu  ,Kontrol ng Oras  ,Time Control  ,ควบคุมเวลา  ,,,,,,<1393;263;3683>,,,{1=20%}
9733,Heroic Appearance  ,Dáng Vẻ Anh Hùng,Rupa Wira  ,Penampilan Pahlawan  ,Anyo ng Bayani  ,Heroic Appearance  ,รูปลักษณ์ฮีโร่  ,,,,,,<1313;572;3152;712>,,,{7=20%;8=20%}
9734,Witch Alliance  ,Liên Minh Phù Thủy,Perikatan Penyihir  ,Aliansi Penyihir  ,Alyansa ng mga Mangkukulam  ,Witch Alliance  ,พันธมิตรพ่อมด  ,,,,,,<3143;2401;771;1393>,,,{22=1000}
10311,Toxin Control  ,Kiểm Soát Độc Tố,Kawalan Racun  ,Kontrol Racun  ,Kontrol ng Lason  ,Toxin Control  ,ควบคุมพิษ  ,,,,,,<1503;163;82>,,,{7=15%;8=15%}
10312,Darkness Control  ,Kiểm Soát Bóng Tối,Kawalan Kegelapan  ,Kontrol Kegelapan  ,Kontrol ng Kadiliman  ,Darkness Control  ,ควบคุมความมืด  ,,,,,,<1393;3021;3251>,,,{1=15%}
10313,Gaming Machine Alliance  ,Liên Minh Máy Chơi Game,Perikatan Permainan  ,Aliansi Konsol Game  ,Alyansa ng Gaming Console  ,Gaming Machine Alliance  ,พันธมิตรเกมเมอร์  ,,,,,,<263;1303;273>,,,{7=15%;8=15%}
10314,Justice and Evil  ,Chính Nghĩa Và Bất Chính,Keadilan dan Kejahatan  ,Keadilan dan Kejahatan  ,Katarungan at Kasamaan  ,Justice and Evil  ,ความยุติธรรมกับความชั่วร้าย  ,,,,,,<3673;393;3251;1841>,,,{23=500}
10711,Samurai Soul  ,Linh Hồn Samurai,Roh Samurai  ,Jiwa Samurai  ,Kaluluwang Samurai  ,Samurai Soul  ,วิญญาณซามูไร  ,,,,,,<3353;1423;3152;3663>,,,{7=15%;8=15%}
10712,Unmatched Fast Sword  ,Kiếm Nhanh Vô Song,Pedang Pantas Tiada Tanding  ,Pedang Cepat Tak Tertandingi  ,Mabilis na Espadang Walang Kapantay  ,Unmatched Fast Sword  ,ดาบเร็วไร้เทียมทาน  ,,,,,,<3303;572;1841;631>,,,{1=15%}
10713,Combat Expert  ,Chuyên Gia Chiến Đấu,Pakar Pertempuran  ,Ahli Pertarungan  ,Eksperto sa Labanan  ,Combat Expert  ,ผู้เชี่ยวชาญการต่อสู้  ,,,,,,<1893;2233;3171;2023>,,,{7=15%;8=15%}
10714,Unlimited Potential  ,Tiềm Năng Vô Hạn,Potensi Tanpa Had  ,Potensi Tak Terbatas  ,Walang Hanggang Potensyal  ,Unlimited Potential  ,ศักยภาพไร้ขีดจำกัด  ,,,,,,<1423;1231;593;741>,,,{14=500}
10811,Ice Control  ,Kiểm Soát Băng,Kawalan Ais  ,Kontrol Es  ,Kontrol ng Yelo  ,Ice Control  ,ควบคุมน้ำแข็ง  ,,,,,,<3021;721>,,,{7=15%;8=15%}
10812,Violence Group  ,Nhóm Bạo Lực,Kumpulan Ganas  ,Kelompok Brutal  ,Grupo ng Bayolente  ,Violence Group  ,กลุ่มรุนแรง  ,,,,,,<1813;603;1612>,,,{1=15%}
10813,Girl Group  ,Nhóm Cô Gái,Kumpulan Gadis  ,Kelompok Gadis  ,Grupo ng mga Babae  ,Girl Group  ,กลุ่มสาวๆ  ,,,,,,<3152;163;503>,,,{7=15%;8=15%}
11731,Iron Will  ,Ý Chí Thép,Semangat Besi  ,Tekad Baja  ,Bakalyadong Lakas ng Loob  ,Iron Will  ,จิตใจแข็งแกร่ง  ,,,,,,<7001;1313;1911;631>,,,{7=20%;8=20%}
11732,Demon Slayer  ,Tiêu Diệt Ác Quỷ,Musnahkan Iblis  ,Membasmi Iblis  ,Puksain ang Demonyo  ,Demon Slayer  ,กำจัดปีศาจ  ,,,,,,<2401;1893;3161;1772>,,,{1=20%}
11733,Ultimate Fist  ,Quyền Đạo Tối Thượng,Tumbukan Tertinggi  ,Kekuatan Tertinggi  ,Pinakamataas na Lakas ng Kamao  ,Ultimate Fist  ,หมัดสูงสุด  ,,,,,,<1423;1303;242;1911>,,,{7=20%;8=20%}
11734,Divine Body  ,Thân Thể Thần Ma,Tubuh Dewa Iblis  ,Tubuh Dewa Iblis  ,Katawang Diyos-Demonyo  ,Divine Body  ,ร่างเทพมาร  ,,,,,,<3021;1941;3251;3673>,,,{14=1000}
12211,Superhero  ,Siêu Anh Hùng,Adiwira  ,Pahlawan Super  ,Super Hero  ,Superhero  ,ซูเปอร์ฮีโร่  ,,,,,,<1931;1903;53>,,,{7=15%;8=15%}
12212,Lightning Conqueror  ,Đánh Bại Sấm Sét,Mengalahkan Kilat  ,Mengalahkan Petir  ,Talunin ang Kidlat  ,Lightning Conqueror  ,พิชิตสายฟ้า  ,,,,,,<593;333;731;883>,,,{1=15%}
12213,Berserker Warrior  ,Chiến Binh Cuồng Bạo,Pahlawan Ganas  ,Prajurit Ganas  ,Mandirigmang Mabagsik  ,Berserker Warrior  ,นักรบคลั่ง  ,,,,,,<2023;1303;1911;242>,,,{7=15%;8=15%}
12214,Demon God Race  ,Chủng Tộc Ma Thần,Kaum Dewa Iblis  ,Ras Dewa Iblis  ,Lahi ng Diyos-Demonyo  ,Demon God Race  ,เผ่าจอมมาร  ,,,,,,<3673;393;3251;2023>,,,{23=500}
12311,Sword Mastery  ,Đỉnh Cao Kiếm,Puncak Pedang  ,Puncak Pedang  ,Rurok ng Espada  ,Sword Mastery  ,สุดยอดดาบ  ,,,,,,<3303;701;1841;611>,,,{7=20%;8=20%}
12312,God’s Responsibility  ,Trách Nhiệm Của Thần,Tanggungjawab Dewa  ,Tanggung Jawab Dewa  ,Tungkulin ng Diyos  ,God’s Responsibility  ,ความรับผิดชอบของเทพ  ,,,,,,<1893;263;393;863>,,,{1=20%}
12313,Iron Forged a Thousand Times  ,Sắt Được Rèn Từ Ngàn Lần,Besi Ditempa Seribu Kali  ,Besi Ditempa Ribuan Kali  ,Bakal na Pinanday ng Libong Ulit  ,Iron Forged a Thousand Times  ,เหล็กที่ผ่านการหลอมพันครั้ง  ,,,,,,<2233;1423;3171;1911>,,,{7=20%;8=20%}
12314,Demon God's Power  ,Sức Mạnh Ma Thần,Kekuatan Dewa Iblis  ,Kekuatan Dewa Iblis  ,Lakas ng Diyos-Demonyo  ,Demon God's Power  ,พลังแห่งจอมมาร  ,,,,,,<3673;2493;3251;2023>,,,{23=1000}
12411,Magic Control  ,Kiểm Soát Ma Lực,Kawalan Ajaib  ,Kontrol Kekuatan Magis  ,Kontrol ng Mahika  ,Magic Control  ,ควบคุมพลังเวท  ,,,,,,<3143;1381;593;603>,,,{7=20%;8=20%}
12412,Infinite Blessings  ,Phúc Lành Vô Hạn,Berkat Tanpa Had  ,Berkat Tanpa Batas  ,Walang Hanggang Biyaya  ,Infinite Blessings  ,พรอันไม่มีที่สิ้นสุด  ,,,,,,<3181;3161;863>,,,{1=20%}
12413,Beloved Idol  ,Thần Tượng Được Yêu Thích,Idola Disayangi  ,Idola Favorit  ,Paboritong Idolo  ,Beloved Idol  ,ไอดอลขวัญใจ  ,,,,,,<2493;7001;641;593>,,,{7=20%;8=20%}
12414,Girl Group  ,Nhóm Cô Gái,Kumpulan Gadis  ,Kelompok Gadis  ,Grupo ng mga Babae  ,Girl Group  ,กลุ่มสาวๆ  ,,,,,,<3303;2401;3152;503>,,,{23=1000}
12511,Dominant Body  ,Thân Thể Bá Chủ,Tubuh Penguasa  ,Tubuh Penguasa  ,Katawan ng Kataas-taasang Pinuno,Dominant Body  ,ร่างจักรพรรดิ  ,,,,,,<263;3663;1303;1911>,,,{7=15%;8=15%}
12512,Unmatched Fury  ,Cuồng Bạo Vô Song,Amukan Tiada Tanding  ,Ganas Tak Tertandingi  ,Walang Kapantay na Galit  ,Unmatched Fury  ,คลั่งสุดไร้เทียมทาน  ,,,,,,<3673;1423;3592;2023>,,,{1=15%}
12513,Hero Alliance  ,Liên Minh Anh Hùng,Perikatan Wira  ,Aliansi Pahlawan  ,Samahan ng mga Bayani  ,Hero Alliance  ,พันธมิตรฮีโร่  ,,,,,,<2493;1313>,,,{7=15%;8=15%}
12514,Demonic Seed  ,Hạt Giống Ma Thần,Benih Dewa Iblis  ,Benih Dewa Iblis  ,Binhi ng Diyos-Demonyo  ,Demonic Seed  ,เมล็ดพันธุ์จอมมาร  ,,,,,,<3673;1893;3251;3161>,,,{23=500}
12911,Death’s Chosen One  ,Người Được Chọn Của Tử Thần,Yang Terpilih Oleh Maut  ,Yang Terpilih oleh Dewa Kematian  ,Napiling Isa ng Diyos ng Kamatayan  ,Death’s Chosen One  ,ผู้ถูกเลือกโดยยมทูต  ,,,,,,<1231;393;1813>,,,{7=15%;8=15%}
12912,Professional Assassin  ,Sát Thủ Chuyên Nghiệp,Pembunuh Profesional  ,Pembunuh Profesional  ,Propesyonal na Mamamaslang  ,Professional Assassin  ,นักฆ่ามืออาชีพ  ,,,,,,<572;1841;883>,,,{1=15%}
12913,Never Backs Down  ,Không Chịu Thua Đấu,Tidak Mahu Kalah  ,Tak Pernah Menyerah  ,Hindi Marunong Sumuko  ,Never Backs Down  ,ไม่ยอมแพ้  ,,,,,,<1423;3171;1911>,,,{7=15%;8=15%}
13011,Power of Fire  ,Sức Mạnh Lửa,Kekuatan Api  ,Kekuatan Api  ,Lakas ng Apoy  ,Power of Fire  ,พลังแห่งไฟ  ,,,,,,<3143;1393;3152;603>,,,{7=15%;8=15%}
13012,Never Backs Down  ,Không Chịu Thua Đấu,Tidak Mahu Kalah  ,Tak Pernah Menyerah  ,Hindi Marunong Sumuko  ,Never Backs Down  ,ไม่ยอมแพ้  ,,,,,,<3673;2233;3171>,,,{1=15%}
13013,Ultimate Fist  ,Quyền Đạo Tối Thượng,Tumbukan Tertinggi  ,Kekuatan Tertinggi  ,Pinakamataas na Lakas ng Kamao  ,Ultimate Fist  ,อำนาจสูงสุด  ,,,,,,<1423;3663;1911>,,,{7=15%;8=15%}
13014,Dominant Body  ,Thân Thể Bá Chủ,Tubuh Penguasa  ,Tubuh Penguasa  ,Katawan ng Kataas-taasang Pinuno,Dominant Body  ,ร่างจักรพรรดิ  ,,,,,,<7001;1253;2023>,,,{14=500}
13111,Sword Mastery  ,Đỉnh Cao Kiếm,Puncak Pedang  ,Puncak Pedang  ,Rurok ng Espada  ,Sword Mastery  ,ยอดดาบสูงสุด  ,,,,,,<572;701;1841;1071>,,,{7=20%;8=20%}
13112,Hero Alliance  ,Liên Minh Anh Hùng,Perikatan Wira  ,Aliansi Pahlawan  ,Samahan ng mga Bayani  ,Hero Alliance  ,พันธมิตรฮีโร่  ,,,,,,<2493;1253>,,,{1=20%}
13113,Demonic Seed  ,Hạt Giống Ma Thần,Benih Dewa Iblis  ,Benih Dewa Iblis  ,Binhi ng Diyos-Demonyo  ,Demonic Seed  ,เมล็ดพันธุ์จอมมาร  ,,,,,,<3673;1893;3251;3161>,,,{7=20%;8=20%}
13114,Inborn Innocence  ,Ngây Ngô Bẩm Sinh,Naif Sejak Lahir  ,Lugu Sejak Lahir  ,Inosente Mula sa Kapanganakan  ,Inborn Innocence  ,ไร้เดียงสาโดยกำเนิด  ,,,,,,<771;641;503>,,,{23=1000}
13811,Transcendent Will  ,Ý Chí Siêu Phàm,Semangat Luar Biasa  ,Tekad Supernatural  ,Di-mabilang na Lakas ng Loob  ,Transcendent Will  ,จิตใจเหนือมนุษย์  ,,,,,,<2493;1231;3171;631>,,,{7=15%;8=15%}
13812,Girl Alliance  ,Liên Minh Cô Gái,Perikatan Gadis  ,Aliansi Gadis  ,Samahan ng mga Babae  ,Girl Alliance  ,พันธมิตรสาวๆ  ,,,,,,<3303;2401;721;641>,,,{1=15%}
13813,Eternal Sword Path  ,Đường Kiếm Vĩnh Cửu,Jalan Pedang Abadi  ,Pedang Abadi  ,Walang Hanggang Espada  ,Eternal Sword Path  ,ถนนดาบนิรันดร์  ,,,,,,<1313;1231;611;1071>,,,{7=15%;8=15%}
13814,Sparkling Magic  ,Phép Thuật Lấp Lánh,Sihir Berkilauan  ,Sihir Berkilauan  ,Kumikinang na Mahika  ,Sparkling Magic  ,เวทมนตร์เปล่งประกาย  ,,,,,,<1393;771;972;503>,,,{22=500}
13911,Sparkling Magic  ,Phép Thuật Lấp Lánh,Sihir Berkilauan  ,Sihir Berkilauan  ,Kumikinang na Mahika  ,Sparkling Magic  ,เวทมนตร์เปล่งประกาย  ,,,,,,<3143;263;972;593>,,,{7=20%;8=20%}
13912,Magical Girl  ,Cô Gái Phép Thuật,Gadis Sihir  ,Gadis Penyihir  ,Batang Babaeng May Mahika  ,Magical Girl  ,สาวพ่อมด  ,,,,,,<2401;771;503>,,,{1=20%}
13913,Darkness Control  ,Kiểm Soát Bóng Tối,Kawalan Kegelapan  ,Kontrol Kegelapan  ,Kontrol ng Kadiliman  ,Darkness Control  ,ควบคุมความมืด  ,,,,,,<393;3021;3251>,,,{7=20%;8=20%}
13914,Fire Control  ,Kiểm Soát Lửa,Kawalan Api  ,Kontrol Api  ,Kontrol ng Apoy  ,Fire Control  ,ควบคุมไฟ  ,,,,,,<3143;1303;3152;242>,,,{22=1000}
13961,Sparkling Magic  ,Phép Thuật Lấp Lánh,Sihir Berkilauan  ,Sihir Berkilauan  ,Kumikinang na Mahika  ,Sparkling Magic  ,เวทมนตร์เปล่งประกาย  ,,,,,,<3143;263;972;593>,,,{7=25%;8=25%}
13962,Magical Girl  ,Cô Gái Phép Thuật,Gadis Sihir  ,Gadis Penyihir  ,Batang Babaeng May Mahika  ,Magical Girl  ,สาวพ่อมด  ,,,,,,<2401;771;503>,,,{1=25%}
13963,Darkness Control  ,Kiểm Soát Bóng Tối,Kawalan Kegelapan  ,Kontrol Kegelapan  ,Kontrol ng Kadiliman  ,Darkness Control  ,ควบคุมความมืด  ,,,,,,<393;3021;3251>,,,{7=25%;8=25%}
13964,Fire Control  ,Kiểm Soát Lửa,Kawalan Api  ,Kontrol Api  ,Kontrol ng Apoy  ,Fire Control  ,ควบคุมไฟ  ,,,,,,<3143;1303;3152;242>,,,{22=1000}
14211,One Punch Man  ,Người Đấm Một Cú,Penumbuk Satu Pukulan  ,Orang yang Memukul Sekali  ,Taong May Isang Suntok  ,One Punch Man  ,นักชกหนึ่งหมัด  ,,,,,,<2233;3663;3171;242>,,,{7=20%;8=20%}
14212,Ordinary Human Body  ,Thân Thể Người Thường,Tubuh Biasa  ,Tubuh Manusia Biasa  ,Katawang Pangkaraniwang Tao  ,Ordinary Human Body  ,ร่างกายมนุษย์ธรรมดา  ,,,,,,<3353;721;3152;631>,,,{1=20%}
14213,Battle Instinct  ,Bản Năng Chiến Đấu,Naluri Bertarung  ,Naluri Bertarung  ,Instinct sa Pakikipaglaban  ,Battle Instinct  ,สัญชาตญาณนักสู้  ,,,,,,<1313;572;3003;741>,,,{7=20%;8=20%}
14214,Breaking Authority  ,Uy Quyền Bức Phá,Kuasa Meledak  ,Kekuatan Meledak  ,Puwersang Malakas  ,Breaking Authority  ,อำนาจทำลายล้าง  ,,,,,,<3673;3021;701;1813>,,,{14=1000}
15011,Iron Will  ,Ý Chí Thép,Semangat Besi  ,Tekad Baja  ,Bakalyadong Lakas ng Loob  ,Iron Will  ,จิตใจแข็งแกร่ง  ,,,,,,<7001;1313;1911;631>,,,{7=20%;8=20%}
15012,Protective Armor  ,Giáp Cứng Bảo Vệ,Perisai Keras Pelindung  ,Perisai Baja  ,Kalasag na Bakal  ,Protective Armor  ,เกราะป้องกันแข็งแกร่ง  ,,,,,,<3021;1313;2723;863>,,,{1=20%}
15013,Brutal Action  ,Hành Động Tàn Bạo,Tindakan Kejam  ,Tindakan Brutal  ,Brutal na Pagkilos  ,Brutal Action  ,การกระทำโหดร้าย  ,,,,,,<3673;2493;263;1841>,,,{7=20%;8=20%}
15014,Naive Group  ,Nhóm Ngây Ngô,Kumpulan Naif  ,Kelompok Polos  ,Grupo ng Inosente  ,Naive Group  ,กลุ่มไร้เดียงสา  ,,,,,,<771;641;503>,,,{23=1000}
16111,Firepower Control  ,Kiểm Soát Hỏa Lực,Kawalan Kuasa Api  ,Kontrol Kekuatan Api  ,Kontrol ng Apoy  ,Firepower Control  ,ควบคุมพลังไฟ  ,,,,,,<44;793;3293>,,,{7=15%;8=15%}
16112,Magical Moment  ,Thời Khắc Huyền Ảo,Detik Ajaib  ,Momen Ajaib  ,Sandaling Mahimala  ,Magical Moment  ,ช่วงเวลาลึกลับ  ,,,,,,<771;3283;731>,,,{1=15%}
16113,Girl Group  ,Nhóm Cô Gái,Kumpulan Gadis  ,Kelompok Gadis  ,Grupo ng mga Babae  ,Girl Group  ,กลุ่มสาวๆ  ,,,,,,<572;3152;503>,,,{7=15%;8=15%}
17711,Supreme Saintess  ,Thánh Nữ Tối Cao,Perawan Agung  ,Gadis Suci Tertinggi  ,Pinakamataas na Banal na Babae  ,Supreme Saintess  ,เทพธิดาสูงสุด  ,,,,,,<1941;1313;1241>,,,{7=15%;8=15%}
17712,Infinite Blessings  ,Phúc Lành Vô Hạn,Berkat Tanpa Had  ,Berkat Tanpa Batas  ,Walang Hanggang Biyaya  ,Infinite Blessings  ,พรอันไม่มีที่สิ้นสุด  ,,,,,,<1241;3161;863>,,,{1=15%}
17713,The Teacher’s Compassionate Soul  ,Tâm Hồn Nhân Ái Của Người Thầy,Hati Penyayang Guru  ,Hati Penuh Kasih Seorang Guru  ,Mapagkalingang Puso ng Guro  ,The Teacher’s Compassionate Soul  ,จิตใจเมตตาของครู  ,,,,,,<3353;1241;641;3161>,,,{7=15%;8=15%}
17714,Unmatched Queen  ,Nữ Hoàng Vô Song,Ratu Tiada Tanding  ,Ratu Tak Tertandingi  ,Walang Kapantay na Reyna  ,Unmatched Queen  ,ราชินีไร้เทียมทาน  ,,,,,,<3353;3161;863;712>,,,{23=500}
18111,Demonic Sensing  ,Cảm Ứng Ma,Deria Ajaib  ,Indra Iblis  ,Pakiramdam ng Demonyo  ,Demonic Sensing  ,สัมผัสวิญญาณ  ,,,,,,<3021;393;1231>,,,{7=15%;8=15%}
18112,Alternate Dimension  ,Không Gian Dị Thế,Dimensi Dunia Asing  ,Ruang Dunia Asing  ,Ibang Dimensyong Mundo  ,Alternate Dimension  ,มิติแปลกประหลาด  ,,,,,,<2493;1393;393;972>,,,{1=15%}
18113,Darkness Control  ,Kiểm Soát Bóng Tối,Kawalan Kegelapan  ,Kontrol Kegelapan  ,Kontrol ng Kadiliman  ,Darkness Control  ,ควบคุมความมืด  ,,,,,,<1393;3021;3251;1303>,,,{7=15%;8=15%}
18114,Supreme Mage  ,Pháp Sư Tối Cao,Ahli Sihir Tertinggi  ,Penyihir Tertinggi  ,Pinakamataas na Mangkukulam  ,Supreme Mage  ,จอมเวทสูงสุด  ,,,,,,<771;1381;593>,,,{22=500}
18411,Disaster Warning  ,Cảnh Báo Tai Họa,Amaran Bencana  ,Peringatan Bencana  ,Babala ng Sakuna  ,Disaster Warning  ,เตือนภัยภัยพิบัติ  ,,,,,,<263;3663;1253>,,,{7=15%;8=15%}
18412,Sword Control  ,Kiểm Soát Kiếm,Kawalan Pedang  ,Kontrol Pedang  ,Kontrol ng Espada  ,Sword Control  ,ควบคุมดาบ  ,,,,,,<3303;572;1071;611>,,,{1=15%}
18413,Justice and Evil  ,Chính Nghĩa Và Bất Chính,Keadilan dan Kejahatan  ,Keadilan dan Kejahatan  ,Katarungan at Kasamaan  ,Justice and Evil  ,ความยุติธรรมกับความชั่วร้าย  ,,,,,,<3673;393;3251;1032>,,,{7=15%;8=15%}
18414,Alien Bloodline  ,Dòng Máu Dị Tộc,Darah Asing  ,Darah Ras Asing  ,Dugong Banyaga  ,Alien Bloodline  ,สายเลือดต่างเผ่าพันธุ์  ,,,,,,<2073;163;641>,,,{23=500}
18911,Angel Alliance  ,Liên Minh Thiên Thần,Perikatan Malaikat  ,Aliansi Malaikat  ,Samahan ng mga Anghel  ,Angel Alliance  ,พันธมิตรเทวา  ,,,,,,<3161;1951;1941>,,,{7=20%;8=20%}
18912,Gentle Wife  ,Người Vợ Hiền Mẫu,Isteri dan Ibu Penyayang  ,Istri yang Lembut dan Baik  ,Mapagkalingang Asawa  ,Gentle Wife  ,ภรรยาผู้เป็นแม่ที่ดี  ,,,,,,<3303;712;721;641>,,,{1=20%}
18913,Near-God Power  ,Sức Mạnh Cận Thần,Kekuatan Separa Tuhan  ,Kekuatan Semi-Dewa  ,Lakas ng Semi-Diyos  ,Near-God Power  ,พลังผู้พิทักษ์  ,,,,,,<2493;771;2023;1253>,,,{7=20%;8=20%}
18914,Divine Body  ,Thân Thể Thần Ma,Tubuh Dewa Iblis  ,Tubuh Dewa Iblis  ,Katawan ng Diyos-Demonyo  ,Divine Body  ,ร่างเทพมาร  ,,,,,,<3021;1941;3251;863>,,,{14=1000}
19011,Iron-Boned Skeleton  ,Xương Sắt Thép,Tulang Besi Keluli  ,Tulang Besi Baja  ,Butong Bakal at Asero  ,Iron-Boned Skeleton  ,กระดูกเหล็กกล้า  ,,,,,,<7001;3592;712;1931>,,,{7=15%;8=15%}
19012,Superhero  ,Siêu Anh Hùng,Adiwira  ,Pahlawan Super  ,Super Hero  ,Superhero  ,ซูเปอร์ฮีโร่  ,,,,,,<1931;1221;53>,,,{1=15%}
19013,Enhanced Physique  ,Tăng Cường Thể Chất,Peningkatan Fizikal  ,Peningkatan Fisik  ,Pinahusay na Katawan  ,Enhanced Physique  ,เสริมสร้างร่างกาย  ,,,,,,<3663;2023;1911>,,,{7=15%;8=15%}
19014,Vanguard Enforcer  ,Tiên Phong Thi Hành,Perintis Tindakan  ,Pelaksana Terdepan  ,Nangungunang Tagapagpatupad  ,Vanguard Enforcer  ,แนวหน้าภารกิจ  ,,,,,,<1231;1293;2593;793>,,,{23=500}
19111,Ultimate Fist  ,Quyền Đạo Tối Thượng,Tumbukan Tertinggi  ,Kekuatan Tertinggi  ,Pinakamataas na Lakas  ,Ultimate Fist  ,อำนาจสูงสุด  ,,,,,,<1423;3663;1303>,,,{7=15%;8=15%}
19112,Unyielding Will  ,Ý Chí Kiên Cường,Semangat Teguh  ,Tekad Kuat  ,Matatag na Diwa  ,Unyielding Will  ,จิตใจเข้มแข็ง  ,,,,,,<3353;1313;2023;611>,,,{1=15%}
19113,Breaking Authority  ,Uy Quyền Bức Phá,Kuasa Meledak  ,Kekuatan Meledak  ,Sumasabog na Kapangyarihan  ,Breaking Authority  ,อำนาจทำลายล้าง  ,,,,,,<3673;3021;701;1813>,,,{7=15%;8=15%}
19114,Iron-Boned Skeleton  ,Xương Sắt Thép,Tulang Besi Keluli  ,Tulang Besi Baja  ,Butong Bakal at Asero  ,Iron-Boned Skeleton  ,กระดูกเหล็กกล้า  ,,,,,,<7001;3592;712;1931>,,,{14=500}
19311,Iron-Boned Skeleton  ,Xương Sắt Thép,Tulang Besi Keluli  ,Tulang Besi Baja  ,Butong Bakal at Asero  ,Iron-Boned Skeleton  ,กระดูกเหล็กกล้า  ,,,,,,<7001;3592;712;1903>,,,{7=15%;8=15%}
19312,Superhero  ,Siêu Anh Hùng,Adiwira  ,Pahlawan Super  ,Super Hero  ,Superhero  ,ซูเปอร์ฮีโร่  ,,,,,,<1903;1221;53>,,,{1=15%}
19313,Eternal Protector  ,Bảo Vệ Vĩnh Cửu,Perlindungan Abadi  ,Perlindungan Abadi  ,Walang Hanggang Proteksyon  ,Eternal Protector  ,ปกป้องนิรันดร์  ,,,,,,<741;863;3161;1772>,,,{7=15%;8=15%}
