VariableName,scene_id,_name,round,monsters,bossMark,showInfo,posAdjust,bossLifeCount,rebornSeq,hpC,speedC,damageC,specialDamageC,defenceC,specialDefenceC,bkCsv,storys,winStories,failStories,storyNames,storyNames_vn,storyNames_tw,storyNames_en,weatherTypeId
673,12408,,1,<0;53511;53432;50692;52073;50044>,,,,,,3,,3,3,3,3,stage/fb/putongfuben/naruto_fb_14_8.csv,,,,,,,,
674,12408,,2,<52633;50082;0;52593;0;52843>,,,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_14_8.csv,,,,,,,,
675,12408,,3,<61082;61772;62023;62242;63152;73353>,<0;0;0;0;1;0>,TRUE,,,,3,,3,3,3,3,stage/fb/putongfuben/naruto_fb_14_8.csv,,,,,,,,
676,12409,,1,<52593;50044;50053;50013;0;50402>,,,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_14_9.csv,,,,,,,,
677,12409,,2,<52612;60883;50082;50273;0;52612>,,,,,,3,,3,3,3,3,stage/fb/putongfuben/naruto_fb_14_9.csv,,,,,,,,
678,12409,,3,<60242;60632;60611;60883;61032;70771>,<0;0;0;0;1;0>,TRUE,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_14_9.csv,,,,,,,,
679,12410,,1,<53293;50044;0;53293;50082;50493>,,,,,,3,,3,3,3,3,stage/fb/putongfuben/naruto_fb_14_10.csv,,,,,,,,
680,12410,,2,<50692;50013;50044;50793;0;53772>,,,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_14_10.csv,,,,,,,,
681,12410,,3,<71253;71303;71813;72242;73161;73353>,<0;0;0;0;1;0>,TRUE,,,,4,,4,4,4,4,stage/fb/putongfuben/naruto_fb_14_10.csv,,,,,,,,
682,12501,,1,<52963;52073;53283;50493;0;53342>,,,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_15_1.csv,,,,,,,,
683,12501,,2,<52073;50273;53283;53432;50692;53342>,,,,,,3,,3,3,3,3,stage/fb/putongfuben/naruto_fb_15_1.csv,,,,,,,,
684,12501,,3,<70242;70503;70712;70863;70741;73171>,<0;0;0;0;1;0>,TRUE,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_15_1.csv,,,,,,,,
685,12502,,1,<50082;50013;0;52633;53683;53511>,,,,,,3,,3,3,3,3,stage/fb/putongfuben/naruto_fb_15_2.csv,,,,,,,,
686,12502,,2,<53342;52633;50493;50692;50044;52073>,,,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_15_2.csv,,,,,,,,
687,12502,,3,<70883;70972;71071;71394;72033;72401>,<0;0;0;0;1;0>,TRUE,,,,3,,3,3,3,3,stage/fb/putongfuben/naruto_fb_15_2.csv,,,,,,,,
688,12503,,1,<53472;53342;52843;53283;0;52633>,,,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_15_3.csv,,,,,,,,
689,12503,,2,<53683;53283;50402;53342;53293;52633>,,,,,,3,,3,3,3,3,stage/fb/putongfuben/naruto_fb_15_3.csv,,,,,,,,
690,12503,,3,<72242;73543;73592;73663;73161;71893>,<0;0;0;0;1;0>,TRUE,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_15_3.csv,,,,,,,,
691,12504,,1,<53511;50402;50044;52843;50044;50053>,,,,,,3,,3,3,3,3,stage/fb/putongfuben/naruto_fb_15_4.csv,,,,,,,,
692,12504,,2,<50273;50273;53432;53432;0;50082>,,,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_15_4.csv,,,,,,,,
693,12504,,3,<71303;70503;70163;70641;71293;71313>,<0;0;0;0;1;0>,TRUE,,,,3,,3,3,3,3,stage/fb/putongfuben/naruto_fb_15_4.csv,,,,,,,,
694,12505,,1,<50082;50692;53683;53472;0;50493>,,,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_15_5.csv,,,,,,,,
695,12505,,2,<53342;50013;53472;52683;52683;53283>,,,,,,3,,3,3,3,3,stage/fb/putongfuben/naruto_fb_15_5.csv,,,,,,,,
696,12505,,3,<73251;73161;72242;73003;71931;73021>,<0;0;0;0;1;0>,TRUE,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_15_5.csv,,,,,,,,
697,12506,,1,<52013;52683;0;50053;53432;53293>,,,,,,3,,3,3,3,3,stage/fb/putongfuben/naruto_fb_15_6.csv,,,,,,,,
698,12506,,2,<53683;53472;50493;50273;50044;53293>,,,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_15_6.csv,,,,,,,,
699,12506,,3,<73663;73543;71931;71612;71394;73143>,<0;0;0;0;1;0>,TRUE,,,,3,,3,3,3,3,stage/fb/putongfuben/naruto_fb_15_6.csv,,,,,,,,
700,12507,,1,<50273;50082;50013;50013;0;50013>,,,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_15_7.csv,,,,,,,,
701,12507,,2,<50273;50044;50793;50053;53472;50402>,,,,,,3,,3,3,3,3,stage/fb/putongfuben/naruto_fb_15_7.csv,,,,,,,,
702,12507,,3,<70863;70883;70972;71071;71082;71241>,<0;0;0;0;1;0>,TRUE,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_15_7.csv,,,,,,,,
703,12508,,1,<0;52843;50013;50692;50044;52593>,,,,,,3,,3,3,3,3,stage/fb/putongfuben/naruto_fb_15_8.csv,,,,,,,,
704,12508,,2,<53772;52013;0;50493;70333;53283>,,,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_15_8.csv,,,,,,,,
705,12508,,3,<71951;71221;71293;71394;71841;71941>,<0;0;0;0;1;0>,TRUE,,,,3,,3,3,3,3,stage/fb/putongfuben/naruto_fb_15_8.csv,,,,,,,,
706,12509,,1,<53293;50013;53342;53342;0;50793>,,,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_15_9.csv,,,,,,,,
707,12509,,2,<53472;61082;50273;52013;52593;50013>,,,,,,3,,3,3,3,3,stage/fb/putongfuben/naruto_fb_15_9.csv,,,,,,,,
708,12509,,3,<71931;71911;72723;73152;73251;72401>,<0;0;0;0;1;0>,TRUE,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_15_9.csv,,,,,,,,
709,12510,,1,<50402;53772;0;50402;50273;50044>,,,,,,3,,3,3,3,3,stage/fb/putongfuben/naruto_fb_15_10.csv,,,,,,,,
710,12510,,2,<50402;53772;0;50402;50053;53432>,,,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_15_10.csv,,,,,,,,
711,12510,,3,<72233;72242;72723;73543;73663;73171>,<0;0;0;0;1;0>,TRUE,,,,4,,4,4,4,4,stage/fb/putongfuben/naruto_fb_15_10.csv,,,,,,,,
712,12601,,1,<52633;52013;53683;53432;0;53293>,,,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_16_1.csv,,,,,,,,
713,12601,,2,<50493;50402;52593;50044;0;50493>,,,,,,3,,3,3,3,3,stage/fb/putongfuben/naruto_fb_16_1.csv,,,,,,,,
714,12601,,3,<71221;71841;71813;71612;72242;71503>,<0;0;0;0;1;0>,TRUE,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_16_1.csv,,,,,,,,
715,12602,,1,<53472;50793;0;53432;53293;50273>,,,,,,3,,3,3,3,3,stage/fb/putongfuben/naruto_fb_16_2.csv,,,,,,,,
716,12602,,2,<53293;53432;52843;52963;0;52633>,,,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_16_2.csv,,,,,,,,
717,12602,,3,<71253;73251;72401;71903;71841;71893>,<0;0;0;0;1;0>,TRUE,,,,3,,3,3,3,3,stage/fb/putongfuben/naruto_fb_16_2.csv,,,,,,,,
718,12603,,1,<50402;50053;53472;53283;0;0>,,,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_16_3.csv,,,,,,,,
719,12603,,2,<53511;50793;52633;53342;0;50082>,,,,,,3,,3,3,3,3,stage/fb/putongfuben/naruto_fb_16_3.csv,,,,,,,,
720,12603,,3,<70863;70741;70641;70593;70242;70263>,<0;0;0;0;1;0>,TRUE,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_16_3.csv,,,,,,,,
721,12604,,1,<53683;50082;50793;50053;53283;52683>,,,,,,3,,3,3,3,3,stage/fb/putongfuben/naruto_fb_16_4.csv,,,,,,,,
722,12604,,2,<53772;53283;53772;52013;0;53772>,,,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_16_4.csv,,,,,,,,
723,12604,,3,<73663;73161;72242;72023;72242;71423>,<0;0;0;0;1;0>,TRUE,,,,3,,3,3,3,3,stage/fb/putongfuben/naruto_fb_16_4.csv,,,,,,,,
724,12605,,1,<52612;53683;52963;52683;0;0>,,,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_16_5.csv,,,,,,,,
725,12605,,2,<52683;52593;53772;53283;50493;0>,,,,,,3,,3,3,3,3,stage/fb/putongfuben/naruto_fb_16_5.csv,,,,,,,,
726,12605,,3,<71931;71903;70503;70333;70242;71231>,<0;0;0;0;1;0>,TRUE,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_16_5.csv,,,,,,,,
727,12606,,1,<50692;52612;0;52073;50273;52963>,,,,,,3,,3,3,3,3,stage/fb/putongfuben/naruto_fb_16_6.csv,,,,,,,,
728,12606,,2,<50402;53283;52612;52593;0;53432>,,,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_16_6.csv,,,,,,,,
729,12606,,3,<70731;70741;70603;70611;71612;70721>,<0;0;0;0;1;0>,TRUE,,,,3,,3,3,3,3,stage/fb/putongfuben/naruto_fb_16_6.csv,,,,,,,,
730,12607,,1,<52683;52612;50692;50273;0;53432>,,,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_16_7.csv,,,,,,,,
731,12607,,2,<52963;52073;50013;50273;52073;50044>,,,,,,3,,3,3,3,3,stage/fb/putongfuben/naruto_fb_16_7.csv,,,,,,,,
732,12607,,3,<71303;71394;71813;71911;73003;73021>,<0;0;0;0;1;0>,TRUE,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_16_7.csv,,,,,,,,
733,12608,,1,<0;53511;53432;50692;52073;50044>,,,,,,3,,3,3,3,3,stage/fb/putongfuben/naruto_fb_16_8.csv,,,,,,,,
734,12608,,2,<52633;50082;0;52593;0;52843>,,,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_16_8.csv,,,,,,,,
735,12608,,3,<72023;72033;72242;73161;73543;77001>,<0;0;0;0;1;0>,TRUE,,,,3,,3,3,3,3,stage/fb/putongfuben/naruto_fb_16_8.csv,,,,,,,,
736,12609,,1,<52593;50044;50053;50013;0;50402>,,,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_16_9.csv,,,,,,,,
737,12609,,2,<52612;60883;50082;50273;0;52612>,,,,,,3,,3,3,3,3,stage/fb/putongfuben/naruto_fb_16_9.csv,,,,,,,,
738,12609,,3,<73663;72023;71612;71303;71253;71241>,<0;0;0;0;1;0>,TRUE,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_16_9.csv,,,,,,,,
739,12610,,1,<53293;50044;0;53293;50082;50493>,,,,,,3,,3,3,3,3,stage/fb/putongfuben/naruto_fb_16_10.csv,,,,,,,,
740,12610,,2,<50692;50013;50044;50793;0;53772>,,,,,,2,,2,2,2,2,stage/fb/putongfuben/naruto_fb_16_10.csv,,,,,,,,
741,12610,,3,<71313;70503;71394;71841;72033;72493>,<0;0;0;0;1;0>,TRUE,,,,4,,4,4,4,4,stage/fb/putongfuben/naruto_fb_16_10.csv,,,,,,,,
1000,1000,,1,<0;0;0;0;100013;0>,<0;0;0;0;1;0>,,,40,,3,3,3,3,3,3,stage/ghfb.csv,,,,,,,,
1001,1001,,1,<0;0;0;0;103293;0>,<0;0;0;0;1;0>,,,42,,3,3,3,3,3,3,stage/ghfb.csv,,,,,,,,
1002,1002,,1,<0;0;0;0;100402;0>,<0;0;0;0;1;0>,,,44,,3,3,3,3,3,3,stage/ghfb.csv,,,,,,,,
1003,1003,,1,<0;0;0;0;100493;0>,<0;0;0;0;1;0>,,,46,,3,3,3,3,3,3,stage/ghfb.csv,,,,,,,,
1004,1004,,1,<0;0;0;0;100593;0>,<0;0;0;0;1;0>,,,48,,3,3,3,3,3,3,stage/ghfb.csv,,,,,,,,
1005,1005,,1,<0;0;0;0;101221;0>,<0;0;0;0;1;0>,,,50,,3,3,3,3,3,3,stage/ghfb.csv,,,,,,,,
1006,1006,,1,<0;0;0;0;101931;0>,<0;0;0;0;1;0>,,,52,,3,3,3,3,3,3,stage/ghfb.csv,,,,,,,,
1007,1007,,1,<0;0;0;0;101903;0>,<0;0;0;0;1;0>,,,54,,3,3,3,3,3,3,stage/ghfb.csv,,,,,,,,
1008,1008,,1,<0;0;0;0;100632;0>,<0;0;0;0;1;0>,,,56,,3,3,3,3,3,3,stage/ghfb.csv,,,,,,,,
1009,1009,,1,<0;0;0;0;100741;0>,<0;0;0;0;1;0>,,,58,,3,3,3,3,3,3,stage/ghfb.csv,,,,,,,,
1010,1010,,1,<0;0;0;0;100731;0>,<0;0;0;0;1;0>,,,60,,3,3,3,3,3,3,stage/ghfb.csv,,,,,,,,
1011,1011,,1,<0;0;0;0;100333;0>,<0;0;0;0;1;0>,,,62,,5,5,5,5,5,5,stage/ghfb.csv,,,,,,,,
1012,1012,,1,<0;0;0;0;101293;0>,<0;0;0;0;1;0>,,,64,,5,5,5,5,5,5,stage/ghfb.csv,,,,,,,,
1013,1013,,1,<0;0;0;0;100603;0>,<0;0;0;0;1;0>,,,66,,5,5,5,5,5,5,stage/ghfb.csv,,,,,,,,
1014,1014,,1,<0;0;0;0;100883;0>,<0;0;0;0;1;0>,,,68,,5,5,5,5,5,5,stage/ghfb.csv,,,,,,,,
1015,1015,,1,<0;0;0;0;101071;0>,<0;0;0;0;1;0>,,,70,,5,5,5,5,5,5,stage/ghfb.csv,,,,,,,,
1016,1016,,1,<0;0;0;0;101082;0>,<0;0;0;0;1;0>,,,72,,5,5,5,5,5,5,stage/ghfb.csv,,,,,,,,
1017,1017,,1,<0;0;0;0;101253;0>,<0;0;0;0;1;0>,,,74,,5,5,5,5,5,5,stage/ghfb.csv,,,,,,,,
1018,1018,,1,<0;0;0;0;101911;0>,<0;0;0;0;1;0>,,,76,,5,5,5,5,5,5,stage/ghfb.csv,,,,,,,,
1019,1019,,1,<0;0;0;0;103003;0>,<0;0;0;0;1;0>,,,78,,5,5,5,5,5,5,stage/ghfb.csv,,,,,,,,
1020,1020,,1,<0;0;0;0;102242;0>,<0;0;0;0;1;0>,,,80,,5,5,5,5,5,5,stage/ghfb.csv,,,,,,,,
1021,1021,,1,<0;0;0;0;100731;0>,<0;0;0;0;1;0>,,,82,,5,5,5,5,5,5,stage/ghfb.csv,,,,,,,,
1022,1022,,1,<0;0;0;0;100632;0>,<0;0;0;0;1;0>,,,84,,5,5,5,5,5,5,stage/ghfb.csv,,,,,,,,
1023,1023,,1,<0;0;0;0;101293;0>,<0;0;0;0;1;0>,,,86,,5,5,5,5,5,5,stage/ghfb.csv,,,,,,,,
1024,1024,,1,<0;0;0;0;101071;0>,<0;0;0;0;1;0>,,,88,,5,5,5,5,5,5,stage/ghfb.csv,,,,,,,,
1025,1025,,1,<0;0;0;0;101253;0>,<0;0;0;0;1;0>,,,90,,5,5,5,5,5,5,stage/ghfb.csv,,,,,,,,
1026,1026,,1,<0;0;0;0;101911;0>,<0;0;0;0;1;0>,,,92,,5,5,5,5,5,5,stage/ghfb.csv,,,,,,,,
1027,1027,,1,<0;0;0;0;102242;0>,<0;0;0;0;1;0>,,,94,,5,5,5,5,5,5,stage/ghfb.csv,,,,,,,,
1028,1028,,1,<0;0;0;0;100771;0>,<0;0;0;0;1;0>,,,96,,5,5,5,5,5,5,stage/ghfb.csv,,,,,,,,
1029,1029,,1,<0;0;0;0;101231;0>,<0;0;0;0;1;0>,,,98,,5,5,5,5,5,5,stage/ghfb.csv,,,,,,,,
1030,1030,,1,<0;0;0;0;100572;0>,<0;0;0;0;1;0>,,,100,,5,5,5,5,5,5,stage/ghfb.csv,,,,,,,,
1031,1031,,1,<0;0;0;0;100263;0>,<0;0;0;0;1;0>,,,102,,5,5,5,5,5,5,stage/ghfb.csv,,,,,,,,
1032,1032,,1,<0;0;0;0;103303;0>,<0;0;0;0;1;0>,,,104,,5,5,5,5,5,5,stage/ghfb.csv,,,,,,,,
1033,1033,,1,<0;0;0;0;100393;0>,<0;0;0;0;1;0>,,,106,,5,5,5,5,5,5,stage/ghfb.csv,,,,,,,,
1034,1034,,1,<0;0;0;0;100721;0>,<0;0;0;0;1;0>,,,108,,5,5,5,5,5,5,stage/ghfb.csv,,,,,,,,
1035,1035,,1,<0;0;0;0;101423;0>,<0;0;0;0;1;0>,,,110,,5,5,5,5,5,5,stage/ghfb.csv,,,,,,,,
1036,1036,,1,<0;0;0;0;101231;0>,<0;0;0;0;1;0>,,,112,,5,5,5,5,5,5,stage/ghfb.csv,,,,,,,,
1037,1037,,1,<0;0;0;0;101241;0>,<0;0;0;0;1;0>,,,114,,5,5,5,5,5,5,stage/ghfb.csv,,,,,,,,
1038,1038,,1,<0;0;0;0;100771;0>,<0;0;0;0;1;0>,,,116,,5,5,5,5,5,5,stage/ghfb.csv,,,,,,,,
1039,1039,,1,<0;0;0;0;100572;0>,<0;0;0;0;1;0>,,,118,,5,5,5,5,5,5,stage/ghfb.csv,,,,,,,,
10001,20101,,1,<52633;50273;50793;52073;50692;53683>,,,,,,,,,,,,stage/ghfb.csv,,,,,,,,
10002,20101,,2,<53342;60883;50273;62723;70741;61911>,<0;0;0;0;1;0>,TRUE,,,,,,,,,,stage/ghfb.csv,,,,,,,,
10003,20102,,1,<52612;52963;53683;50273;53283;53293>,,,,,,1.2,,1.2,1.2,1.2,1.2,stage/ghfb.csv,,,,,,,,
10004,20102,,2,<63181;0;61841;63181;70641;61931>,<0;0;0;0;1;0>,TRUE,,,,1.2,,1.2,1.2,1.2,1.2,stage/ghfb.csv,,,,,,,,
10005,20103,,1,<53683;53683;50273;52843;70393;52612>,,,,,,1.5,,1.5,1.5,1.5,1.5,stage/ghfb.csv,,,,,,,,
10006,20103,,2,<60333;0;63161;60242;73673;61772>,<0;0;0;0;1;0>,TRUE,,,,1.5,,1.5,1.5,1.5,1.5,stage/ghfb.csv,,,,,,,,
10007,20201,,1,<50044;52963;52683;52683;53511;53772>,,,,,,2,1.2,2,2,2,2,stage/ghfb.csv,,,,,,,,
10008,20201,,2,<62023;63181;61612;0;73161;0>,<0;0;0;0;1;0>,TRUE,,,,3,1.2,3,3,3,3,stage/ghfb.csv,,,,,,,,
10009,20202,,1,<52683;50793;53511;52683;53772;50082>,,,,,,2,1.2,2,2,2,2,stage/ghfb.csv,,,,,,,,
10010,20202,,2,<52593;62023;52683;61253;70641;60972>,<0;0;0;0;1;0>,TRUE,,,,3,1.2,3,3,3,3,stage/ghfb.csv,,,,,,,,
10011,20203,,1,<50082;52593;50493;53772;53432;50493>,,,,,,2,1.2,2,2,2,2,stage/ghfb.csv,,,,,,,,
10012,20203,,2,<62242;0;61772;61772;81893;61082>,<0;0;0;0;1;0>,TRUE,,,,3,1.2,3,3,3,3,stage/ghfb.csv,,,,,,,,
10013,20301,,1,<52683;52013;53683;53511;50692;50082>,,,,,,2,1.2,2,2,2,2,stage/ghfb.csv,,,,,,,,
10014,20301,,2,<60731;0;60632;60333;70503;60242>,<0;0;0;0;1;0>,TRUE,,,,3,1.2,3,3,3,3,stage/ghfb.csv,,,,,,,,
10015,20302,,1,<52633;50044;50552;53283;50493;53472>,,,,,,2,1.2,2,2,2,2,stage/ghfb.csv,,,,,,,,
10016,20302,,2,<61903;62023;61931;0;71303;0>,<0;0;0;0;1;0>,TRUE,,,,3,1.2,3,3,3,3,stage/ghfb.csv,,,,,,,,
10017,20303,,1,<53283;53511;50402;50493;52963;50013>,,,,,,2,1.2,2,2,2,2,stage/ghfb.csv,,,,,,,,
10018,20303,,2,<50082;63152;53293;63003;73353;61903>,<0;0;0;0;1;0>,TRUE,,,,3,1.2,3,3,3,3,stage/ghfb.csv,,,,,,,,
10019,20304,,1,<50082;50692;52843;50793;52612;53472>,,,,,,2,1.2,2,2,2,2,stage/ghfb.csv,,,,,,,,
10020,20304,,2,<61293;0;60731;63663;83143;63181>,<0;0;0;0;1;0>,TRUE,,,,3,1.2,3,3,3,3,stage/ghfb.csv,,,,,,,,
10021,20401,,1,<52843;53283;50692;52013;52593;52073>,,,,,,2,1.2,2,2,2,2,stage/ghfb.csv,,,,,,,,
10022,20401,,2,<61071;0;63592;60593;72493;60603>,<0;0;0;0;1;0>,TRUE,,,,3,1.2,3,3,3,3,stage/ghfb.csv,,,,,,,,
10023,20402,,1,<53432;50402;50793;52843;52683;52073>,,,,,,2,1.2,2,2,2,2,stage/ghfb.csv,,,,,,,,
10024,20402,,2,<0;60242;0;0;71951;0>,<0;0;0;0;1;0>,TRUE,,,,3,1.2,3,3,3,3,stage/ghfb.csv,,,,,,,,
10025,20403,,1,<50552;50053;50053;52633;53293;50082>,,,,,,2,1.2,2,2,2,2,stage/ghfb.csv,,,,,,,,
10026,20403,,2,<50793;63663;52683;61071;73251;60972>,<0;0;0;0;1;0>,TRUE,,,,2,1.2,2,2,2,2,stage/ghfb.csv,,,,,,,,
10027,20404,,1,<50273;50552;52013;52073;53511;53342>,,,,,,2,1.2,2,2,2,2,stage/ghfb.csv,,,,,,,,
10028,20404,,2,<63251;0;61903;61082;80263;60603>,<0;0;0;0;1;0>,TRUE,,,,3,1.2,3,3,3,3,stage/ghfb.csv,,,,,,,,
10029,20501,,1,<53472;53683;50013;50273;53683;50013>,,,,,,2,1.2,2,2,2,2,stage/ghfb.csv,,,,,,,,
10030,20501,,2,<60603;0;60242;61071;73003;60632>,<0;0;0;0;1;0>,TRUE,,,,3,1.2,3,3,3,3,stage/ghfb.csv,,,,,,,,
10031,20502,,1,<52633;50082;53772;52843;50082;50013>,,,,,,2,1.2,2,2,2,2,stage/fb/kunnanfuben/naruto_knfb_1_1.csv,,,,,,,,
10032,20502,,2,<62723;62723;61394;0;70741;0>,<0;0;0;0;1;0>,TRUE,,,,3,1.2,3,3,3,3,stage/fb/kunnanfuben/naruto_knfb_1_1.csv,,,,,,,,
10033,20503,,1,<52013;50044;50692;52593;52612;50082>,,,,,,2,1.2,2,2,2,2,stage/fb/kunnanfuben/naruto_knfb_1_2.csv,,,,,,,,
10034,20503,,2,<52593;62242;53432;60883;80721;60593>,<0;0;0;0;1;0>,TRUE,,,,3,1.2,3,3,3,3,stage/fb/kunnanfuben/naruto_knfb_1_2.csv,,,,,,,,
10035,20504,,1,<52612;53283;53772;53772;53472;53511>,,,,,,2,1.2,2,2,2,2,stage/fb/kunnanfuben/naruto_knfb_1_3.csv,,,,,,,,
10036,20504,,2,<53772;0;60641;60741;71503;60503>,<0;0;0;0;1;0>,TRUE,,,,3,1.2,3,3,3,3,stage/fb/kunnanfuben/naruto_knfb_1_3.csv,,,,,,,,
10037,20505,,1,<53293;50402;53683;52683;52073;53511>,,,,,,2,1.2,2,2,2,2,stage/fb/kunnanfuben/naruto_knfb_2_1.csv,,,,,,,,
10038,20505,,2,<61813;0;81241;61903;81503;63161>,<0;0;0;0;1;0>,TRUE,,,,3,1.2,3,3,3,3,stage/fb/kunnanfuben/naruto_knfb_2_1.csv,,,,,,,,
10039,20601,,1,<52843;53472;50692;53772;52633;50493>,,,,,,2,1.2,2,2,2,2,stage/fb/kunnanfuben/naruto_knfb_2_2.csv,,,,,,,,
10040,20601,,2,<60163;61903;60972;0;72723;0>,<0;0;0;0;1;0>,TRUE,,,,3,1.2,3,3,3,3,stage/fb/kunnanfuben/naruto_knfb_2_2.csv,,,,,,,,
10041,20602,,1,<50044;53283;50273;53432;50273;53342>,,,,,,2,1.2,2,2,2,2,stage/fb/kunnanfuben/naruto_knfb_2_3.csv,,,,,,,,
10042,20602,,2,<52013;60611;53511;60603;71071;60593>,<0;0;0;0;1;0>,TRUE,,,,3,1.2,3,3,3,3,stage/fb/kunnanfuben/naruto_knfb_2_3.csv,,,,,,,,
10043,20603,,1,<50044;52963;52843;53472;50082;53293>,,,,,,2,1.2,2,2,2,2,stage/fb/kunnanfuben/naruto_knfb_3_1.csv,,,,,,,,
10044,20603,,2,<63663;0;63592;63251;83143;63161>,<0;0;0;0;1;0>,TRUE,,,,3,1.2,3,3,3,3,stage/fb/kunnanfuben/naruto_knfb_3_1.csv,,,,,,,,
10045,20604,,1,<53772;50552;52013;52612;50793;52683>,,,,,,2,1.2,2,2,2,2,stage/fb/kunnanfuben/naruto_knfb_3_2.csv,,,,,,,,
10046,20604,,2,<60242;0;63543;61071;73181;60163>,<0;0;0;0;1;0>,TRUE,,,,3,1.2,3,3,3,3,stage/fb/kunnanfuben/naruto_knfb_3_2.csv,,,,,,,,
10047,20605,,1,<50793;52843;50493;53683;50493;50402>,,,,,,2,1.2,2,2,2,2,stage/fb/kunnanfuben/naruto_knfb_3_3.csv,,,,,,,,
10048,20605,,2,<60242;61303;60163;0;81951;0>,<0;0;0;0;1;0>,TRUE,,,,2,1.2,2,2,2,2,stage/fb/kunnanfuben/naruto_knfb_3_3.csv,,,,,,,,
10049,20701,,1,<50082;50273;50493;52612;53472;52073>,,,,,,2,1.2,2,2,2,2,stage/fb/kunnanfuben/naruto_knfb_3_4.csv,,,,,,,,
10050,20701,,2,<53342;61071;50082;60163;71911;60503>,<0;0;0;0;1;0>,TRUE,,,,3,1.2,3,3,3,3,stage/fb/kunnanfuben/naruto_knfb_3_4.csv,,,,,,,,
10051,20702,,1,<52683;53283;50044;52843;53511;53293>,,,,,,2,1.2,2,2,2,2,stage/fb/kunnanfuben/naruto_knfb_4_1.csv,,,,,,,,
10052,20702,,2,<60611;0;63152;61772;82493;61293>,<0;0;0;0;1;0>,TRUE,,,,2,1.2,2,2,2,2,stage/fb/kunnanfuben/naruto_knfb_4_1.csv,,,,,,,,
10053,20703,,1,<52612;52683;53472;52013;52843;52593>,,,,,,2,1.2,2,2,2,2,stage/fb/kunnanfuben/naruto_knfb_4_2.csv,,,,,,,,
10054,20703,,2,<63543;0;60163;60883;83353;60603>,<0;0;0;0;1;0>,TRUE,,,,2,1.2,2,2,2,2,stage/fb/kunnanfuben/naruto_knfb_4_2.csv,,,,,,,,
10055,20704,,1,<50552;60163;52073;50692;53283;53342>,,,,,,2,1.2,2,2,2,2,stage/fb/kunnanfuben/naruto_knfb_4_3.csv,,,,,,,,
10056,20704,,2,<60593;60712;81893;0;81393;0>,<0;0;0;0;1;0>,TRUE,,,,2,1.2,2,2,2,2,stage/fb/kunnanfuben/naruto_knfb_4_3.csv,,,,,,,,
10057,20705,,1,<50273;50273;52073;50044;53683;50013>,,,,,,2,1.2,2,2,2,2,stage/fb/kunnanfuben/naruto_knfb_4_4.csv,,,,,,,,
10058,20705,,2,<53432;60503;50053;63543;81231;63181>,<0;0;0;0;1;0>,TRUE,,,,3,1.2,3,3,3,3,stage/fb/kunnanfuben/naruto_knfb_4_4.csv,,,,,,,,
10059,20801,,1,<53472;53472;50013;52073;52683;52843>,,,,,,2,1.2,2,2,2,2,stage/fb/kunnanfuben/naruto_knfb_5_1.csv,,,,,,,,
10060,20801,,2,<61911;0;61772;61813;73171;61303>,<0;0;0;0;1;0>,TRUE,,,,2,1.2,2,2,2,2,stage/fb/kunnanfuben/naruto_knfb_5_1.csv,,,,,,,,
10061,20802,,1,<50793;50053;50402;52683;50053;53472>,,,,,,2,1.2,2,2,2,2,stage/fb/kunnanfuben/naruto_knfb_5_2.csv,,,,,,,,
