VariableName,markID,_beizhu1,_beizhu2,_beizhu3,_beizhu4,star,attrType1,attrValue1,attrType2,attrValue2
726,972,,,,,6,9,0.70%,,
727,972,,,,,7,9,1.00%,,
728,972,,,,,8,9,1.30%,,
729,972,,,,,9,9,1.75%,,
730,972,,,,,10,9,2.20%,,
731,972,,,,,11,9,2.65%,,
732,972,,,,,12,9,3.25%,,
733,972,,,,,13,9,3.55%,,
734,972,,,,,14,9,3.84%,,
735,972,,,,,15,9,4.14%,,
736,972,,,,,16,9,4.43%,,
737,972,,,,,17,9,4.73%,,
738,972,,,,,18,9,5.02%,,
739,972,,,,,19,9,5.32%,,
740,972,,,,,20,9,5.61%,,
741,972,,,,,21,9,5.91%,,
742,972,,,,,22,9,6.20%,,
743,972,,,,,23,9,6.50%,,
744,972,,,,,24,9,6.80%,,
745,1032,,,,,1,9,0.00%,,
746,1032,,,,,2,9,0.00%,,
747,1032,,,,,3,9,0.10%,,
748,1032,,,,,4,9,0.25%,,
749,1032,,,,,5,9,0.40%,,
750,1032,,,,,6,9,0.70%,,
751,1032,,,,,7,9,1.00%,,
752,1032,,,,,8,9,1.30%,,
753,1032,,,,,9,9,1.75%,,
754,1032,,,,,10,9,2.20%,,
755,1032,,,,,11,9,2.65%,,
756,1032,,,,,12,9,3.25%,,
757,1032,,,,,13,9,3.55%,,
758,1032,,,,,14,9,3.84%,,
759,1032,,,,,15,9,4.14%,,
760,1032,,,,,16,9,4.43%,,
761,1032,,,,,17,9,4.73%,,
762,1032,,,,,18,9,5.02%,,
763,1032,,,,,19,9,5.32%,,
764,1032,,,,,20,9,5.61%,,
765,1032,,,,,21,9,5.91%,,
766,1032,,,,,22,9,6.20%,,
767,1032,,,,,23,9,6.50%,,
768,1032,,,,,24,9,6.80%,,
769,1071,,,,,1,13,0.00%,,
770,1071,,,,,2,13,0.00%,,
771,1071,,,,,3,13,0.10%,,
772,1071,,,,,4,13,0.25%,,
773,1071,,,,,5,13,0.40%,,
774,1071,,,,,6,13,0.70%,,
775,1071,,,,,7,13,1.00%,,
776,1071,,,,,8,13,1.30%,,
777,1071,,,,,9,13,1.75%,,
778,1071,,,,,10,13,2.20%,,
779,1071,,,,,11,13,2.65%,,
780,1071,,,,,12,13,3.25%,,
781,1071,,,,,13,13,3.55%,,
782,1071,,,,,14,13,3.84%,,
783,1071,,,,,15,13,4.14%,,
784,1071,,,,,16,13,4.43%,,
785,1071,,,,,17,13,4.73%,,
786,1071,,,,,18,13,5.02%,,
787,1071,,,,,19,13,5.32%,,
788,1071,,,,,20,13,5.61%,,
789,1071,,,,,21,13,5.91%,,
790,1071,,,,,22,13,6.20%,,
791,1071,,,,,23,13,6.50%,,
792,1071,,,,,24,13,6.80%,,
793,1082,,,,,1,8,0.00%,,
794,1082,,,,,2,8,0.00%,,
795,1082,,,,,3,8,0.10%,,
796,1082,,,,,4,8,0.25%,,
797,1082,,,,,5,8,0.40%,,
798,1082,,,,,6,8,0.70%,,
799,1082,,,,,7,8,1.00%,,
800,1082,,,,,8,8,1.30%,,
801,1082,,,,,9,8,1.75%,,
802,1082,,,,,10,8,2.20%,,
803,1082,,,,,11,8,2.65%,,
804,1082,,,,,12,8,3.25%,,
805,1082,,,,,13,8,3.55%,,
806,1082,,,,,14,8,3.84%,,
807,1082,,,,,15,8,4.14%,,
808,1082,,,,,16,8,4.43%,,
809,1082,,,,,17,8,4.73%,,
810,1082,,,,,18,8,5.02%,,
811,1082,,,,,19,8,5.32%,,
812,1082,,,,,20,8,5.61%,,
813,1082,,,,,21,8,5.91%,,
814,1082,,,,,22,8,6.20%,,
815,1082,,,,,23,8,6.50%,,
816,1082,,,,,24,8,6.80%,,
817,1173,,,,,1,7,0.00%,,
818,1173,,,,,2,7,0.00%,,
819,1173,,,,,3,7,0.00%,,
820,1173,,,,,4,7,0.16%,,
821,1173,,,,,5,7,0.48%,,
822,1173,,,,,6,7,0.80%,,
823,1173,,,,,7,7,1.44%,,
824,1173,,,,,8,7,2.08%,,
825,1173,,,,,9,7,2.72%,,
826,1173,,,,,10,7,3.68%,,
827,1173,,,,,11,7,4.64%,,
828,1173,,,,,12,7,5.60%,,
829,1173,,,,,13,7,6.11%,,
830,1173,,,,,14,7,6.62%,,
831,1173,,,,,15,7,7.13%,,
832,1173,,,,,16,7,7.64%,,
833,1173,,,,,17,7,8.15%,,
834,1173,,,,,18,7,8.65%,,
835,1173,,,,,19,7,9.16%,,
836,1173,,,,,20,7,9.67%,,
837,1173,,,,,21,7,10.18%,,
838,1173,,,,,22,7,10.69%,,
839,1173,,,,,23,7,11.20%,,
840,1173,,,,,24,7,11.71%,,
841,1221,,,,,1,9,0.00%,,
842,1221,,,,,2,9,0.00%,,
843,1221,,,,,3,9,0.10%,,
844,1221,,,,,4,9,0.25%,,
845,1221,,,,,5,9,0.40%,,
846,1221,,,,,6,9,0.70%,,
847,1221,,,,,7,9,1.00%,,
848,1221,,,,,8,9,1.30%,,
849,1221,,,,,9,9,1.75%,,
850,1221,,,,,10,9,2.20%,,
851,1221,,,,,11,9,2.65%,,
852,1221,,,,,12,9,3.25%,,
853,1221,,,,,13,9,3.55%,,
854,1221,,,,,14,9,3.84%,,
855,1221,,,,,15,9,4.14%,,
856,1221,,,,,16,9,4.43%,,
857,1221,,,,,17,9,4.73%,,
858,1221,,,,,18,9,5.02%,,
859,1221,,,,,19,9,5.32%,,
860,1221,,,,,20,9,5.61%,,
861,1221,,,,,21,9,5.91%,,
862,1221,,,,,22,9,6.20%,,
863,1221,,,,,23,9,6.50%,,
864,1221,,,,,24,9,6.80%,,
865,1231,,,,,1,8,0.00%,,
866,1231,,,,,2,8,0.00%,,
867,1231,,,,,3,8,0.00%,,
868,1231,,,,,4,8,0.16%,,
869,1231,,,,,5,8,0.48%,,
870,1231,,,,,6,8,0.80%,,
871,1231,,,,,7,8,1.44%,,
872,1231,,,,,8,8,2.08%,,
873,1231,,,,,9,8,2.72%,,
874,1231,,,,,10,8,3.68%,,
875,1231,,,,,11,8,4.64%,,
876,1231,,,,,12,8,5.60%,,
877,1231,,,,,13,8,6.11%,,
878,1231,,,,,14,8,6.62%,,
879,1231,,,,,15,8,7.13%,,
880,1231,,,,,16,8,7.64%,,
881,1231,,,,,17,8,8.15%,,
882,1231,,,,,18,8,8.65%,,
883,1231,,,,,19,8,9.16%,,
884,1231,,,,,20,8,9.67%,,
885,1231,,,,,21,8,10.18%,,
886,1231,,,,,22,8,10.69%,,
887,1231,,,,,23,8,11.20%,,
888,1231,,,,,24,8,11.71%,,
889,1241,,,,,1,1,0.00%,,
890,1241,,,,,2,1,0.00%,,
891,1241,,,,,3,1,0.00%,,
892,1241,,,,,4,1,0.16%,,
893,1241,,,,,5,1,0.48%,,
894,1241,,,,,6,1,0.80%,,
895,1241,,,,,7,1,1.44%,,
896,1241,,,,,8,1,2.08%,,
897,1241,,,,,9,1,2.72%,,
898,1241,,,,,10,1,3.68%,,
899,1241,,,,,11,1,4.64%,,
900,1241,,,,,12,1,5.60%,,
901,1241,,,,,13,1,6.11%,,
902,1241,,,,,14,1,6.62%,,
903,1241,,,,,15,1,7.13%,,
904,1241,,,,,16,1,7.64%,,
905,1241,,,,,17,1,8.15%,,
906,1241,,,,,18,1,8.65%,,
907,1241,,,,,19,1,9.16%,,
908,1241,,,,,20,1,9.67%,,
909,1241,,,,,21,1,10.18%,,
910,1241,,,,,22,1,10.69%,,
911,1241,,,,,23,1,11.20%,,
912,1241,,,,,24,1,11.71%,,
913,1253,,,,,1,10,0.00%,,
914,1253,,,,,2,10,0.00%,,
915,1253,,,,,3,10,0.10%,,
916,1253,,,,,4,10,0.25%,,
917,1253,,,,,5,10,0.40%,,
918,1253,,,,,6,10,0.70%,,
919,1253,,,,,7,10,1.00%,,
920,1253,,,,,8,10,1.30%,,
921,1253,,,,,9,10,1.75%,,
922,1253,,,,,10,10,2.20%,,
923,1253,,,,,11,10,2.65%,,
924,1253,,,,,12,10,3.25%,,
925,1253,,,,,13,10,3.55%,,
926,1253,,,,,14,10,3.84%,,
927,1253,,,,,15,10,4.14%,,
928,1253,,,,,16,10,4.43%,,
929,1253,,,,,17,10,4.73%,,
930,1253,,,,,18,10,5.02%,,
931,1253,,,,,19,10,5.32%,,
932,1253,,,,,20,10,5.61%,,
933,1253,,,,,21,10,5.91%,,
934,1253,,,,,22,10,6.20%,,
935,1253,,,,,23,10,6.50%,,
936,1253,,,,,24,10,6.80%,,
937,1293,,,,,1,8,0.00%,,
938,1293,,,,,2,8,0.00%,,
939,1293,,,,,3,8,0.10%,,
940,1293,,,,,4,8,0.25%,,
941,1293,,,,,5,8,0.40%,,
942,1293,,,,,6,8,0.70%,,
943,1293,,,,,7,8,1.00%,,
944,1293,,,,,8,8,1.30%,,
945,1293,,,,,9,8,1.75%,,
946,1293,,,,,10,8,2.20%,,
947,1293,,,,,11,8,2.65%,,
948,1293,,,,,12,8,3.25%,,
949,1293,,,,,13,8,3.55%,,
950,1293,,,,,14,8,3.84%,,
951,1293,,,,,15,8,4.14%,,
952,1293,,,,,16,8,4.43%,,
953,1293,,,,,17,8,4.73%,,
954,1293,,,,,18,8,5.02%,,
955,1293,,,,,19,8,5.32%,,
956,1293,,,,,20,8,5.61%,,
957,1293,,,,,21,8,5.91%,,
958,1293,,,,,22,8,6.20%,,
959,1293,,,,,23,8,6.50%,,
960,1293,,,,,24,8,6.80%,,
961,1303,,,,,1,9,0.00%,,
962,1303,,,,,2,9,0.00%,,
963,1303,,,,,3,9,0.10%,,
964,1303,,,,,4,9,0.25%,,
965,1303,,,,,5,9,0.40%,,
966,1303,,,,,6,9,0.70%,,
967,1303,,,,,7,9,1.00%,,
968,1303,,,,,8,9,1.30%,,
969,1303,,,,,9,9,1.75%,,
970,1303,,,,,10,9,2.20%,,
971,1303,,,,,11,9,2.65%,,
972,1303,,,,,12,9,3.25%,,
973,1303,,,,,13,9,3.55%,,
974,1303,,,,,14,9,3.84%,,
975,1303,,,,,15,9,4.14%,,
976,1303,,,,,16,9,4.43%,,
977,1303,,,,,17,9,4.73%,,
978,1303,,,,,18,9,5.02%,,
979,1303,,,,,19,9,5.32%,,
980,1303,,,,,20,9,5.61%,,
981,1303,,,,,21,9,5.91%,,
982,1303,,,,,22,9,6.20%,,
983,1303,,,,,23,9,6.50%,,
984,1303,,,,,24,9,6.80%,,
985,1313,,,,,1,7,0.00%,,
986,1313,,,,,2,7,0.00%,,
987,1313,,,,,3,7,0.00%,,
988,1313,,,,,4,7,0.16%,,
989,1313,,,,,5,7,0.48%,,
990,1313,,,,,6,7,0.80%,,
991,1313,,,,,7,7,1.44%,,
992,1313,,,,,8,7,2.08%,,
993,1313,,,,,9,7,2.72%,,
994,1313,,,,,10,7,3.68%,,
995,1313,,,,,11,7,4.64%,,
996,1313,,,,,12,7,5.60%,,
997,1313,,,,,13,7,6.11%,,
998,1313,,,,,14,7,6.62%,,
999,1313,,,,,15,7,7.13%,,
1000,1313,,,,,16,7,7.64%,,
1001,1313,,,,,17,7,8.15%,,
1002,1313,,,,,18,7,8.65%,,
1003,1313,,,,,19,7,9.16%,,
1004,1313,,,,,20,7,9.67%,,
1005,1313,,,,,21,7,10.18%,,
1006,1313,,,,,22,7,10.69%,,
1007,1313,,,,,23,7,11.20%,,
1008,1313,,,,,24,7,11.71%,,
1009,1381,,,,,1,7,0.00%,,
1010,1381,,,,,2,7,0.00%,,
1011,1381,,,,,3,7,0.10%,,
1012,1381,,,,,4,7,0.25%,,
1013,1381,,,,,5,7,0.40%,,
1014,1381,,,,,6,7,0.70%,,
1015,1381,,,,,7,7,1.00%,,
1016,1381,,,,,8,7,1.30%,,
1017,1381,,,,,9,7,1.75%,,
1018,1381,,,,,10,7,2.20%,,
1019,1381,,,,,11,7,2.65%,,
1020,1381,,,,,12,7,3.25%,,
1021,1381,,,,,13,7,3.55%,,
1022,1381,,,,,14,7,3.84%,,
1023,1381,,,,,15,7,4.14%,,
1024,1381,,,,,16,7,4.43%,,
1025,1381,,,,,17,7,4.73%,,
1026,1381,,,,,18,7,5.02%,,
1027,1381,,,,,19,7,5.32%,,
1028,1381,,,,,20,7,5.61%,,
1029,1381,,,,,21,7,5.91%,,
1030,1381,,,,,22,7,6.20%,,
1031,1381,,,,,23,7,6.50%,,
1032,1381,,,,,24,7,6.80%,,
1033,1393,,,,,1,1,0.00%,,
1034,1393,,,,,2,1,0.00%,,
1035,1393,,,,,3,1,0.00%,,
1036,1393,,,,,4,1,0.16%,,
1037,1393,,,,,5,1,0.48%,,
1038,1393,,,,,6,1,0.80%,,
1039,1393,,,,,7,1,1.44%,,
1040,1393,,,,,8,1,2.08%,,
1041,1393,,,,,9,1,2.72%,,
1042,1393,,,,,10,1,3.68%,,
1043,1393,,,,,11,1,4.64%,,
1044,1393,,,,,12,1,5.60%,,
1045,1393,,,,,13,1,6.11%,,
1046,1393,,,,,14,1,6.62%,,
1047,1393,,,,,15,1,7.13%,,
1048,1393,,,,,16,1,7.64%,,
1049,1393,,,,,17,1,8.15%,,
1050,1393,,,,,18,1,8.65%,,
1051,1393,,,,,19,1,9.16%,,
1052,1393,,,,,20,1,9.67%,,
1053,1393,,,,,21,1,10.18%,,
1054,1393,,,,,22,1,10.69%,,
1055,1393,,,,,23,1,11.20%,,
1056,1393,,,,,24,1,11.71%,,
1057,1423,,,,,1,9,0.00%,,
1058,1423,,,,,2,9,0.00%,,
1059,1423,,,,,3,9,0.00%,,
1060,1423,,,,,4,9,0.16%,,
1061,1423,,,,,5,9,0.48%,,
1062,1423,,,,,6,9,0.80%,,
1063,1423,,,,,7,9,1.44%,,
1064,1423,,,,,8,9,2.08%,,
1065,1423,,,,,9,9,2.72%,,
1066,1423,,,,,10,9,3.68%,,
1067,1423,,,,,11,9,4.64%,,
1068,1423,,,,,12,9,5.60%,,
1069,1423,,,,,13,9,6.11%,,
1070,1423,,,,,14,9,6.62%,,
1071,1423,,,,,15,9,7.13%,,
1072,1423,,,,,16,9,7.64%,,
1073,1423,,,,,17,9,8.15%,,
1074,1423,,,,,18,9,8.65%,,
1075,1423,,,,,19,9,9.16%,,
1076,1423,,,,,20,9,9.67%,,
1077,1423,,,,,21,9,10.18%,,
1078,1423,,,,,22,9,10.69%,,
1079,1423,,,,,23,9,11.20%,,
1080,1423,,,,,24,9,11.71%,,
1081,1503,,,,,1,1,0.00%,,
1082,1503,,,,,2,1,0.00%,,
1083,1503,,,,,3,1,0.00%,,
1084,1503,,,,,4,1,0.16%,,
1085,1503,,,,,5,1,0.48%,,
1086,1503,,,,,6,1,0.80%,,
1087,1503,,,,,7,1,1.44%,,
1088,1503,,,,,8,1,2.08%,,
1089,1503,,,,,9,1,2.72%,,
1090,1503,,,,,10,1,3.68%,,
1091,1503,,,,,11,1,4.64%,,
1092,1503,,,,,12,1,5.60%,,
1093,1503,,,,,13,1,6.11%,,
1094,1503,,,,,14,1,6.62%,,
1095,1503,,,,,15,1,7.13%,,
1096,1503,,,,,16,1,7.64%,,
1097,1503,,,,,17,1,8.15%,,
1098,1503,,,,,18,1,8.65%,,
1099,1503,,,,,19,1,9.16%,,
1100,1503,,,,,20,1,9.67%,,
1101,1503,,,,,21,1,10.18%,,
1102,1503,,,,,22,1,10.69%,,
1103,1503,,,,,23,1,11.20%,,
1104,1503,,,,,24,1,11.71%,,
1105,1612,,,,,1,8,0.00%,,
1106,1612,,,,,2,8,0.00%,,
1107,1612,,,,,3,8,0.10%,,
1108,1612,,,,,4,8,0.25%,,
1109,1612,,,,,5,8,0.40%,,
1110,1612,,,,,6,8,0.70%,,
1111,1612,,,,,7,8,1.00%,,
1112,1612,,,,,8,8,1.30%,,
1113,1612,,,,,9,8,1.75%,,
1114,1612,,,,,10,8,2.20%,,
1115,1612,,,,,11,8,2.65%,,
1116,1612,,,,,12,8,3.25%,,
1117,1612,,,,,13,8,3.55%,,
1118,1612,,,,,14,8,3.84%,,
1119,1612,,,,,15,8,4.14%,,
1120,1612,,,,,16,8,4.43%,,
1121,1612,,,,,17,8,4.73%,,
1122,1612,,,,,18,8,5.02%,,
1123,1612,,,,,19,8,5.32%,,
1124,1612,,,,,20,8,5.61%,,
1125,1612,,,,,21,8,5.91%,,
1126,1612,,,,,22,8,6.20%,,
1127,1612,,,,,23,8,6.50%,,
1128,1612,,,,,24,8,6.80%,,
1129,1772,,,,,1,13,0.00%,,
1130,1772,,,,,2,13,0.00%,,
1131,1772,,,,,3,13,0.10%,,
1132,1772,,,,,4,13,0.25%,,
1133,1772,,,,,5,13,0.40%,,
1134,1772,,,,,6,13,0.70%,,
1135,1772,,,,,7,13,1.00%,,
1136,1772,,,,,8,13,1.30%,,
1137,1772,,,,,9,13,1.75%,,
1138,1772,,,,,10,13,2.20%,,
1139,1772,,,,,11,13,2.65%,,
1140,1772,,,,,12,13,3.25%,,
1141,1772,,,,,13,13,3.55%,,
1142,1772,,,,,14,13,3.84%,,
1143,1772,,,,,15,13,4.14%,,
1144,1772,,,,,16,13,4.43%,,
1145,1772,,,,,17,13,4.73%,,
1146,1772,,,,,18,13,5.02%,,
1147,1772,,,,,19,13,5.32%,,
1148,1772,,,,,20,13,5.61%,,
1149,1772,,,,,21,13,5.91%,,
1150,1772,,,,,22,13,6.20%,,
1151,1772,,,,,23,13,6.50%,,
1152,1772,,,,,24,13,6.80%,,
1153,1813,,,,,1,10,0.00%,,
1154,1813,,,,,2,10,0.00%,,
1155,1813,,,,,3,10,0.10%,,
1156,1813,,,,,4,10,0.25%,,
1157,1813,,,,,5,10,0.40%,,
1158,1813,,,,,6,10,0.70%,,
1159,1813,,,,,7,10,1.00%,,
1160,1813,,,,,8,10,1.30%,,
1161,1813,,,,,9,10,1.75%,,
1162,1813,,,,,10,10,2.20%,,
1163,1813,,,,,11,10,2.65%,,
1164,1813,,,,,12,10,3.25%,,
1165,1813,,,,,13,10,3.55%,,
1166,1813,,,,,14,10,3.84%,,
1167,1813,,,,,15,10,4.14%,,
1168,1813,,,,,16,10,4.43%,,
1169,1813,,,,,17,10,4.73%,,
1170,1813,,,,,18,10,5.02%,,
1171,1813,,,,,19,10,5.32%,,
1172,1813,,,,,20,10,5.61%,,
1173,1813,,,,,21,10,5.91%,,
1174,1813,,,,,22,10,6.20%,,
1175,1813,,,,,23,10,6.50%,,
1176,1813,,,,,24,10,6.80%,,
1177,1841,,,,,1,8,0.00%,,
1178,1841,,,,,2,8,0.00%,,
1179,1841,,,,,3,8,0.10%,,
1180,1841,,,,,4,8,0.25%,,
1181,1841,,,,,5,8,0.40%,,
1182,1841,,,,,6,8,0.70%,,
1183,1841,,,,,7,8,1.00%,,
1184,1841,,,,,8,8,1.30%,,
1185,1841,,,,,9,8,1.75%,,
1186,1841,,,,,10,8,2.20%,,
1187,1841,,,,,11,8,2.65%,,
1188,1841,,,,,12,8,3.25%,,
1189,1841,,,,,13,8,3.55%,,
1190,1841,,,,,14,8,3.84%,,
1191,1841,,,,,15,8,4.14%,,
1192,1841,,,,,16,8,4.43%,,
1193,1841,,,,,17,8,4.73%,,
1194,1841,,,,,18,8,5.02%,,
1195,1841,,,,,19,8,5.32%,,
1196,1841,,,,,20,8,5.61%,,
1197,1841,,,,,21,8,5.91%,,
1198,1841,,,,,22,8,6.20%,,
1199,1841,,,,,23,8,6.50%,,
1200,1841,,,,,24,8,6.80%,,
1201,1893,,,,,1,10,0.00%,,
1202,1893,,,,,2,10,0.00%,,
1203,1893,,,,,3,10,0.00%,,
1204,1893,,,,,4,10,0.16%,,
1205,1893,,,,,5,10,0.48%,,
1206,1893,,,,,6,10,0.80%,,
1207,1893,,,,,7,10,1.44%,,
1208,1893,,,,,8,10,2.08%,,
1209,1893,,,,,9,10,2.72%,,
1210,1893,,,,,10,10,3.68%,,
1211,1893,,,,,11,10,4.64%,,
1212,1893,,,,,12,10,5.60%,,
1213,1893,,,,,13,10,6.11%,,
1214,1893,,,,,14,10,6.62%,,
1215,1893,,,,,15,10,7.13%,,
1216,1893,,,,,16,10,7.64%,,
1217,1893,,,,,17,10,8.15%,,
1218,1893,,,,,18,10,8.65%,,
1219,1893,,,,,19,10,9.16%,,
1220,1893,,,,,20,10,9.67%,,
1221,1893,,,,,21,10,10.18%,,
1222,1893,,,,,22,10,10.69%,,
1223,1893,,,,,23,10,11.20%,,
1224,1893,,,,,24,10,11.71%,,
1225,1903,,,,,1,7,0.00%,,
1226,1903,,,,,2,7,0.00%,,
1227,1903,,,,,3,7,0.10%,,
1228,1903,,,,,4,7,0.25%,,
1229,1903,,,,,5,7,0.40%,,
1230,1903,,,,,6,7,0.70%,,
1231,1903,,,,,7,7,1.00%,,
1232,1903,,,,,8,7,1.30%,,
1233,1903,,,,,9,7,1.75%,,
1234,1903,,,,,10,7,2.20%,,
1235,1903,,,,,11,7,2.65%,,
1236,1903,,,,,12,7,3.25%,,
1237,1903,,,,,13,7,3.55%,,
1238,1903,,,,,14,7,3.84%,,
1239,1903,,,,,15,7,4.14%,,
1240,1903,,,,,16,7,4.43%,,
1241,1903,,,,,17,7,4.73%,,
1242,1903,,,,,18,7,5.02%,,
1243,1903,,,,,19,7,5.32%,,
1244,1903,,,,,20,7,5.61%,,
1245,1903,,,,,21,7,5.91%,,
1246,1903,,,,,22,7,6.20%,,
1247,1903,,,,,23,7,6.50%,,
1248,1903,,,,,24,7,6.80%,,
1249,1911,,,,,1,8,0.00%,,
1250,1911,,,,,2,8,0.00%,,
1251,1911,,,,,3,8,0.10%,,
1252,1911,,,,,4,8,0.25%,,
1253,1911,,,,,5,8,0.40%,,
1254,1911,,,,,6,8,0.70%,,
1255,1911,,,,,7,8,1.00%,,
1256,1911,,,,,8,8,1.30%,,
1257,1911,,,,,9,8,1.75%,,
1258,1911,,,,,10,8,2.20%,,
1259,1911,,,,,11,8,2.65%,,
1260,1911,,,,,12,8,3.25%,,
1261,1911,,,,,13,8,3.55%,,
1262,1911,,,,,14,8,3.84%,,
1263,1911,,,,,15,8,4.14%,,
1264,1911,,,,,16,8,4.43%,,
1265,1911,,,,,17,8,4.73%,,
1266,1911,,,,,18,8,5.02%,,
1267,1911,,,,,19,8,5.32%,,
1268,1911,,,,,20,8,5.61%,,
1269,1911,,,,,21,8,5.91%,,
1270,1911,,,,,22,8,6.20%,,
1271,1911,,,,,23,8,6.50%,,
1272,1911,,,,,24,8,6.80%,,
1273,1931,,,,,1,8,0.00%,,
1274,1931,,,,,2,8,0.00%,,
1275,1931,,,,,3,8,0.10%,,
1276,1931,,,,,4,8,0.25%,,
1277,1931,,,,,5,8,0.40%,,
1278,1931,,,,,6,8,0.70%,,
1279,1931,,,,,7,8,1.00%,,
1280,1931,,,,,8,8,1.30%,,
1281,1931,,,,,9,8,1.75%,,
1282,1931,,,,,10,8,2.20%,,
1283,1931,,,,,11,8,2.65%,,
1284,1931,,,,,12,8,3.25%,,
1285,1931,,,,,13,8,3.55%,,
1286,1931,,,,,14,8,3.84%,,
1287,1931,,,,,15,8,4.14%,,
1288,1931,,,,,16,8,4.43%,,
1289,1931,,,,,17,8,4.73%,,
1290,1931,,,,,18,8,5.02%,,
1291,1931,,,,,19,8,5.32%,,
1292,1931,,,,,20,8,5.61%,,
1293,1931,,,,,21,8,5.91%,,
1294,1931,,,,,22,8,6.20%,,
1295,1931,,,,,23,8,6.50%,,
1296,1931,,,,,24,8,6.80%,,
1297,1941,,,,,1,1,0.00%,,
1298,1941,,,,,2,1,0.00%,,
1299,1941,,,,,3,1,0.00%,,
1300,1941,,,,,4,1,0.16%,,
1301,1941,,,,,5,1,0.48%,,
1302,1941,,,,,6,1,0.80%,,
1303,1941,,,,,7,1,1.44%,,
1304,1941,,,,,8,1,2.08%,,
1305,1941,,,,,9,1,2.72%,,
1306,1941,,,,,10,1,3.68%,,
1307,1941,,,,,11,1,4.64%,,
1308,1941,,,,,12,1,5.60%,,
1309,1941,,,,,13,1,6.11%,,
1310,1941,,,,,14,1,6.62%,,
1311,1941,,,,,15,1,7.13%,,
1312,1941,,,,,16,1,7.64%,,
1313,1941,,,,,17,1,8.15%,,
1314,1941,,,,,18,1,8.65%,,
1315,1941,,,,,19,1,9.16%,,
1316,1941,,,,,20,1,9.67%,,
1317,1941,,,,,21,1,10.18%,,
1318,1941,,,,,22,1,10.69%,,
1319,1941,,,,,23,1,11.20%,,
1320,1941,,,,,24,1,11.71%,,
1321,1951,,,,,1,8,0.00%,,
1322,1951,,,,,2,8,0.00%,,
1323,1951,,,,,3,8,0.00%,,
1324,1951,,,,,4,8,0.16%,,
1325,1951,,,,,5,8,0.48%,,
1326,1951,,,,,6,8,0.80%,,
1327,1951,,,,,7,8,1.44%,,
1328,1951,,,,,8,8,2.08%,,
1329,1951,,,,,9,8,2.72%,,
1330,1951,,,,,10,8,3.68%,,
1331,1951,,,,,11,8,4.64%,,
1332,1951,,,,,12,8,5.60%,,
1333,1951,,,,,13,8,6.11%,,
1334,1951,,,,,14,8,6.62%,,
1335,1951,,,,,15,8,7.13%,,
1336,1951,,,,,16,8,7.64%,,
1337,1951,,,,,17,8,8.15%,,
1338,1951,,,,,18,8,8.65%,,
1339,1951,,,,,19,8,9.16%,,
1340,1951,,,,,20,8,9.67%,,
1341,1951,,,,,21,8,10.18%,,
1342,1951,,,,,22,8,10.69%,,
1343,1951,,,,,23,8,11.20%,,
1344,1951,,,,,24,8,11.71%,,
1345,1961,,,,,1,7,0.00%,,
1346,1961,,,,,2,7,0.00%,,
1347,1961,,,,,3,7,0.00%,,
1348,1961,,,,,4,7,0.16%,,
1349,1961,,,,,5,7,0.48%,,
1350,1961,,,,,6,7,0.80%,,
1351,1961,,,,,7,7,1.44%,,
1352,1961,,,,,8,7,2.08%,,
1353,1961,,,,,9,7,2.72%,,
1354,1961,,,,,10,7,3.68%,,
1355,1961,,,,,11,7,4.64%,,
1356,1961,,,,,12,7,5.60%,,
1357,1961,,,,,13,7,6.11%,,
1358,1961,,,,,14,7,6.62%,,
1359,1961,,,,,15,7,7.13%,,
1360,1961,,,,,16,7,7.64%,,
1361,1961,,,,,17,7,8.15%,,
1362,1961,,,,,18,7,8.65%,,
1363,1961,,,,,19,7,9.16%,,
1364,1961,,,,,20,7,9.67%,,
1365,1961,,,,,21,7,10.18%,,
1366,1961,,,,,22,7,10.69%,,
1367,1961,,,,,23,7,11.20%,,
1368,1961,,,,,24,7,11.71%,,
1369,2013,,,,,1,9,0.00%,,
1370,2013,,,,,2,9,0.08%,,
1371,2013,,,,,3,9,0.16%,,
1372,2013,,,,,4,9,0.24%,,
1373,2013,,,,,5,9,0.40%,,
1374,2013,,,,,6,9,0.56%,,
1375,2013,,,,,7,9,0.80%,,
1376,2013,,,,,8,9,1.04%,,
1377,2013,,,,,9,9,1.36%,,
1378,2013,,,,,10,9,1.68%,,
1379,2013,,,,,11,9,2.00%,,
1380,2013,,,,,12,9,2.40%,,
1381,2013,,,,,13,9,2.62%,,
1382,2013,,,,,14,9,2.84%,,
1383,2013,,,,,15,9,3.05%,,
1384,2013,,,,,16,9,3.27%,,
1385,2013,,,,,17,9,3.49%,,
1386,2013,,,,,18,9,3.71%,,
1387,2013,,,,,19,9,3.93%,,
1388,2013,,,,,20,9,4.15%,,
1389,2013,,,,,21,9,4.36%,,
1390,2013,,,,,22,9,4.58%,,
1391,2013,,,,,23,9,4.80%,,
1392,2013,,,,,24,9,5.02%,,
1393,2023,,,,,1,8,0.00%,,
1394,2023,,,,,2,8,0.00%,,
1395,2023,,,,,3,8,0.10%,,
1396,2023,,,,,4,8,0.25%,,
1397,2023,,,,,5,8,0.40%,,
1398,2023,,,,,6,8,0.70%,,
1399,2023,,,,,7,8,1.00%,,
1400,2023,,,,,8,8,1.30%,,
1401,2023,,,,,9,8,1.75%,,
1402,2023,,,,,10,8,2.20%,,
