VariableName,_beizhu,itemWeightMap,itemCount,costMap,vipStart,vipWeight,beginDate,endDate,position,levelRange,discountDesc_cn,discountDesc_tw,discountDesc,discountDesc_vn,discountDesc_th,discountDesc_in,limitType,limitTimes,showUnable
2508,,{5011=100;5012=100;5010=100},30,{rmb=180},,150,,,15,<28;59>,,,,,,,,,
2509,,{5014=100;5015=100;5013=100},30,{rmb=210},,150,,,15,<40;69>,,,,,,,,,
2510,,{5014=100;5015=100;5013=100},60,{rmb=420},,150,,,15,<40;69>,,,,,,,,,
2511,,{5016=100;5017=100;5018=100},30,{rmb=240},,150,,,15,<50;79>,,,,,,,,,
2512,,{5016=100;5017=100;5018=100},60,{rmb=480},,150,,,15,<50;79>,,,,,,,,,
2513,,{5020=100;5019=100;5021=100},30,{rmb=270},,100,,,15,<60;84>,,,,,,,,,
2514,,{5020=100;5019=100;5021=100},60,{rmb=540},,100,,,15,<60;84>,,,,,,,,,
2515,,{5020=100;5019=100;5021=100},100,{rmb=900},,100,,,15,<60;84>,,,,,,,,,
2516,,{5022=100;5024=100;5023=100},30,{rmb=300},,100,,,15,<70;99>,,,,,,,,,
2517,,{5022=100;5024=100;5023=100},60,{rmb=600},,100,,,15,<70;99>,,,,,,,,,
2518,,{5022=100;5024=100;5023=100},100,{rmb=1000},,100,,,15,<70;99>,,,,,,,,,
2519,,{5025=100;5027=100;5026=100},30,{rmb=330},,100,,,15,<80;99>,,,,,,,,,
2520,,{5025=100;5027=100;5026=100},60,{rmb=660},,100,,,15,<80;99>,,,,,,,,,
2521,,{5025=100;5027=100;5026=100},100,{rmb=1100},,100,,,15,<80;99>,,,,,,,,,
2522,,{5029=100;5028=100;5030=100},30,{rmb=360},,100,,,15,<85;104>,,,,,,,,,
2523,,{5029=100;5028=100;5030=100},60,{rmb=720},,100,,,15,<85;104>,,,,,,,,,
2524,,{5029=100;5028=100;5030=100},100,{rmb=1200},,100,,,15,<85;104>,,,,,,,,,
2525,,{5032=100;5033=100;5031=100},30,{rmb=390},,100,,,15,<90;109>,,,,,,,,,
2526,,{5032=100;5033=100;5031=100},60,{rmb=780},,100,,,15,<90;109>,,,,,,,,,
2527,,{5032=100;5033=100;5031=100},100,{rmb=1300},,100,,,15,<90;109>,,,,,,,,,
2528,,{5036=100;5034=100;5035=100},30,{rmb=420},,100,,,15,<95;114>,,,,,,,,,
2529,,{5036=100;5034=100;5035=100},60,{rmb=840},,100,,,15,<95;114>,,,,,,,,,
2530,,{5036=100;5034=100;5035=100},100,{rmb=1400},,100,,,15,<95;114>,,,,,,,,,
2531,,{5037=100;5038=100;5039=100},30,{rmb=450},,100,,,15,<100;119>,,,,,,,,,
2532,,{5037=100;5038=100;5039=100},60,{rmb=900},,100,,,15,<100;119>,,,,,,,,,
2533,,{5037=100;5038=100;5039=100},100,{rmb=1500},,100,,,15,<100;119>,,,,,,,,,
2534,,{5042=100;5041=100;5040=100},30,{rmb=480},,100,,,15,<105;124>,,,,,,,,,
2535,,{5042=100;5041=100;5040=100},60,{rmb=960},,100,,,15,<105;124>,,,,,,,,,
2536,,{5042=100;5041=100;5040=100},100,{rmb=1600},,100,,,15,<105;124>,,,,,,,,,
2537,,{5045=100;5044=100;5043=100},30,{rmb=510},,100,,,15,<110;129>,,,,,,,,,
2538,,{5045=100;5044=100;5043=100},60,{rmb=1020},,100,,,15,<110;129>,,,,,,,,,
2539,,{5045=100;5044=100;5043=100},100,{rmb=1700},,100,,,15,<110;129>,,,,,,,,,
2540,,{5047=100;5046=100;5048=100},30,{rmb=540},,100,,,15,<115;134>,,,,,,,,,
2541,,{5047=100;5046=100;5048=100},60,{rmb=1080},,100,,,15,<115;134>,,,,,,,,,
2542,,{5047=100;5046=100;5048=100},100,{rmb=1800},,100,,,15,<115;134>,,,,,,,,,
2543,,{5050=100;5051=100;5049=100},30,{rmb=570},,100,,,15,<120;139>,,,,,,,,,
2544,,{5050=100;5051=100;5049=100},60,{rmb=1140},,100,,,15,<120;139>,,,,,,,,,
2545,,{5050=100;5051=100;5049=100},100,{rmb=1900},,100,,,15,<120;139>,,,,,,,,,
