VariableName,title_cn,title,title_vn,title_en,title_th,title_in,title_ph,title_ma,languages,showType,color,resBg,res,spineSize,type,sameId,kind,source,itemId,feature,rank,needNotice,alwaysDisplay,days,message,message_vn,message_en,message_th,message_in,needNotice_ph,needNotice_ma,message_kr,conditionDesc_cn,conditionDesc,conditionDesc_vn,conditionDesc_en,conditionDesc_th,conditionDesc_in,conditionDesc_ph,conditionDesc_ma,condition1,conditionArg1_1,conditionArg1_2,conditionDesc2,condition2,conditionArg2_1,conditionArg2_2,attrNatureType1,attrType1,attrValue1,attrNatureType2,attrType2,attrValue2,attrNatureType3,attrType3,attrValue3
44,,Wrath of the Heavenly Pine,Cơn thịnh nộ của Thiên Tùng,Wrath of the Heavenly Pine,ความเดือดดาลของสนสวรรค์,Amarah Pinus Langit,Poot ng Langit na Pine,Kemurkaan Pine Syurga,,pic,,,config/title/title_31.png,,,,,,,gym,1,,,7,#C0xFF5B545B#[Faction Honor Ruler]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is now online. Go ask for their autograph!,"#C0xFF5B545B#[Quốc Chủ Vinh Dự Thế Lực]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# đã online, mau đến xin chữ ký đi～",#C0xFF5B545B#[Faction Honor Ruler]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is now online. Go ask for their autograph!,#C0xFF5B545B#[ผู้นำเกียรติยศแห่งฝ่าย]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# ออนไลน์แล้ว รีบไปขอลายเซ็นเลย!,#C0xFF5B545B#[Penguasa Kehormatan Faksi]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# sudah online. Ayo minta tanda tangan!,#C0xFF5B545B#[Pinuno ng Karangalan ng Fraksiyon]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# ay online na. Tara na't humingi ng autograph!,#C0xFF5B545B#[Pemimpin Kehormat Puak]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# kini dalam talian. Cepat minta autograf!,,,Faction War Honor Lord (settled Sunday 21:45),Chúa Tể Vinh Dự Tranh Bá Thế Lực (Kết toán lúc 21:45 Chủ Nhật),Faction War Honor Lord (settled Sunday 21:45),จ้าวเกียรติยศสงครามฝ่าย (คำนวณเวลา 21:45 วันอาทิตย์),Penguasa Kehormatan Perang Faksi (diselesaikan Minggu pukul 21:45),Pinarangalan bilang Pinuno ng Faction War (Linggo 21:45),Tuan Kehormatan Perang Fraksi (Ahad 21:45),,,,,,,,,14,100,,,,,,
45,,Oath of the Heavenly Pine,Lời thề của Thiên Tùng,Oath of the Heavenly Pine,คำสาบานของสนสวรรค์,Sumpah Pinus Langit,Pangako ng Langit na Pine,Sumpah Pine Syurga,,pic,,,config/title/title_32.png,,,,,,,crossGym,1,,,7,#C0xFF5B545B#[Cross-server Faction Honor Ruler]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is now online. Go ask for their autograph!,"#C0xFF5B545B#[Quốc Chủ Vinh Dự Liên Server]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# đã online, mau đến xin chữ ký đi～",#C0xFF5B545B#[Cross-server Faction Honor Ruler]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is now online. Go ask for their autograph!,#C0xFF5B545B#[ผู้นำเกียรติยศข้ามเซิร์ฟ]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# ออนไลน์แล้ว รีบไปขอลายเซ็นเลย!,#C0xFF5B545B#[Penguasa Kehormatan Faksi Lintas Server]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# sudah online. Ayo minta tanda tangan!,#C0xFF5B545B#[Pinuno ng Karangalan ng Fraksiyon sa Cross-server]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# ay online na. Tara na't humingi ng autograph!,#C0xFF5B545B#[Pemimpin Kehormat Puak Merentas Server]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# kini dalam talian. Cepat minta autograf!,,,Cross-server Nation War Honor King (settled Sunday 21:45),Vua Quốc Gia Vinh Dự Tranh Bá Liên Server (Kết toán lúc 21:45 Chủ Nhật),Cross-server Nation War Honor King (settled Sunday 21:45),ราชาเกียรติยศสงครามข้ามเซิร์ฟ (คำนวณเวลา 21:45 วันอาทิตย์),Raja Kehormatan Perang Antar-Server (diselesaikan Minggu pukul 21:45),Hari ng Honor sa Cross-server War (Linggo 21:45),Raja Kehormatan Perang Antara Server (Ahad 21:45),,,,,,,,,14,100,,,,,,
65,,Who Doesn’t Know You?,Ai không biết đến ngài?,Who Doesn’t Know You?,ใครไม่รู้จักคุณ?,Siapa yang Tak Kenal Kamu?,Sino ang 'Di Nakakakilala Sayo?,Siapa Tak Kenal Kamu?,,spine,,,chenghao/chenghao_5.skel,<320;104>,,,,,,crossSupremacy1,,,,14,#C0xFF5B545B#[Supreme Champion of the Ultimate Martial Tournament]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is now online. Go ask for their autograph!,"#C0xFF5B545B#[Vô Địch Võ Đạo Hội Thiên Hạ Đệ Nhất]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# đã online, mau đến xin chữ ký đi!",#C0xFF5B545B#[Supreme Champion of the Ultimate Martial Tournament]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is now online. Go ask for their autograph!,#C0xFF5B545B#[ราชาจอมยุทธ์แห่งศึกโลก]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# ออนไลน์แล้ว รีบไปขอลายเซ็นเลย!,#C0xFF5B545B#[Juara Tertinggi Turnamen Bela Diri Dunia]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# sudah online. Ayo minta tanda tangan!,#C0xFF5B545B#[Pinakamataas na Kampeon ng Pandaigdigang Martial Arts Tournament]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# ay online na. Tara na't humingi ng autograph!,#C0xFF5B545B#[Juara Tertinggi Kejohanan Seni Mempertahankan Diri Dunia]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# kini dalam talian. Cepat minta autograf!,,,Achieved by ranking 1st in Global Martial Arts Tournament at season end,Đạt được khi kết thúc mùa giải ở vị trí số 1 trên bảng xếp hạng toàn server của Thiên Hạ Đệ Nhất Võ Đạo Hội.,Achieved by ranking 1st in Global Martial Arts Tournament at season end,ได้รับเมื่ออยู่อันดับ 1 ในศึกต่อสู้ระดับโลกเมื่อสิ้นสุดฤดูกาล,Diperoleh saat meraih peringkat 1 di Turnamen Seni Bela Diri Dunia pada akhir musim,Makukuha kapag Rank 1 sa Global Martial Tournament sa pagtatapos ng season,Diperoleh jika berada di tempat pertama dalam Kejohanan Seni Mempertahankan Diri Dunia semasa akhir musim,,,,,,,,,7,3%,,8,3%,,,
66,,Peak of Glory,Đỉnh cao vinh quang,Peak of Glory,จุดสูงสุดแห่งเกียรติยศ,Puncak Kejayaan,Rurok ng Karangalan,Kemuncak Keagungan,,spine,,,chenghao/chenghao_2.skel,<280;104>,,,,,,crossSupremacy2,,,,14,#C0xFF5B545B#[Top 10 of the Heaven Rank - Ultimate Martial Tournament]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is now online. Go ask for their autograph!,"#C0xFF5B545B#[Top 10 Bảng Thiên - Võ Đạo Hội Thiên Hạ]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# đã online, mau đến xin chữ ký đi!",#C0xFF5B545B#[Top 10 of the Heaven Rank - Ultimate Martial Tournament]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is now online. Go ask for their autograph!,#C0xFF5B545B#[10 อันดับสูงสุด ศึกโลก - สวรรค์]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# ออนไลน์แล้ว รีบไปขอลายเซ็นเลย!,#C0xFF5B545B#[Top 10 Peringkat Surga - Turnamen Dunia]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# sudah online. Ayo minta tanda tangan!,#C0xFF5B545B#[Top 10 sa Heaven Rank - Martial Tournament]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# ay online na. Tara na't humingi ng autograph!,#C0xFF5B545B#[Top 10 Peringkat Syurga - Kejohanan Dunia]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# kini dalam talian. Cepat minta autograf!,,,Achieved by ranking 2nd–10th in Global Martial Arts Tournament at season end,Nhận được khi bạn xếp hạng từ thứ 2 đến thứ 10 trong bảng xếp hạng máy chủ Giải đấu võ thuật thế giới vào cuối mùa giải.,Achieved by ranking 2nd–10th in Global Martial Arts Tournament at season end,ได้รับเมื่ออยู่อันดับ 2–10 ในศึกต่อสู้ระดับโลกเมื่อสิ้นสุดฤดูกาล,Diperoleh saat meraih peringkat 2–10 di Turnamen Dunia pada akhir musim,Makukuha kapag Rank 2–10 sa Global Martial Tournament sa pagtatapos ng season,Diperoleh jika berada di tempat ke-2 hingga ke-10 dalam Kejohanan Dunia semasa akhir musim,,,,,,,,,7,2%,,8,2%,,,
67,,Highest Point,Điểm cao nhất,Highest Point,จุดที่สูงที่สุด,Titik Tertinggi,Pinakamataas na Punto,Titik Tertinggi,,spine,,,chenghao/chenghao_3.skel,<280;104>,,,,,,crossSupremacy3,,,,14,#C0xFF5B545B#[Top 30 of the Earth Rank - Ultimate Martial Tournament]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is now online. Go ask for their autograph!,"#C0xFF5B545B#[Top 30 Bảng Địa - Võ Đạo Hội Thiên Hạ]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# đã online, mau đến xin chữ ký đi!",#C0xFF5B545B#[Top 30 of the Earth Rank - Ultimate Martial Tournament]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# is now online. Go ask for their autograph!,#C0xFF5B545B#[30 อันดับสูงสุด ศึกโลก - โลกมนุษย์]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# ออนไลน์แล้ว รีบไปขอลายเซ็นเลย!,#C0xFF5B545B#[Top 30 Peringkat Bumi - Turnamen Dunia]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# sudah online. Ayo minta tanda tangan!,#C0xFF5B545B#[Top 30 sa Earth Rank - Martial Tournament]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# ay online na. Tara na't humingi ng autograph!,#C0xFF5B545B#[Top 30 Peringkat Dunia - Kejohanan Dunia]#T{idx}-0.8##C0x5C9971##L10100##LULrole1#{name}#C0xFF5B545B# kini dalam talian. Cepat minta autograf!,,,Achieved by ranking 11th–30th in Global Martial Arts Tournament at season end,Đạt hạng 11-30 trên bảng xếp hạng toàn server của Thiên Hạ Đệ Nhất Võ Đạo Hội vào thời điểm kết thúc mùa giải.,Achieved by ranking 11th–30th in Global Martial Arts Tournament at season end,ได้รับเมื่ออยู่อันดับ 11–30 ในศึกต่อสู้ระดับโลกเมื่อสิ้นสุดฤดูกาล,Diperoleh saat meraih peringkat 11–30 di Turnamen Dunia pada akhir musim,Makukuha kapag Rank 11–30 sa Global Martial Tournament sa pagtatapos ng season,Diperoleh jika berada di tempat ke-11 hingga ke-30 dalam Kejohanan Dunia semasa akhir musim,,,,,,,,,7,1%,,8,1%,,,
104,,Labor is the Greatest Honor,Lao động là vinh quang nhất,Labor is the Greatest Honor,แรงงานคือเกียรติสูงสุด,Kerja Adalah Kehormatan Tertinggi,Ang Paggawa ang Pinakamataas na Dangal,Kerja Itu Paling Mulia,,pic,,,config/title/title_104.png,,3,,,,2403,,,,,7,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,1,500,,,,,,
106,,Affection in Dragon Boat Festival,Tình cảm trong Tết Đoan Ngọ,Affection in Dragon Boat Festival,ความรักในเทศกาลแข่งเรือมังกร,Kasih Sayang di Festival Perahu Naga,Pagmamahalan sa Dragon Boat Festival,Kasih Sayang Dalam Pesta Perahu Naga,,pic,,,config/title/title_105.png,,3,,,,2418,,,,,7,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,7,100,,8,100,,,
1002,,Pass Card S1,Thẻ thông hành S1,Pass Card S1,บัตรผ่าน S1,Kartu Lulus S1,Pass Card S1,Kad Lulus S1,,pic,,,config/title/imag_ch_S1.png,,3,,,,2402,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,7,120,,8,120,,,
1101,,Pass Card S2,Thẻ thông hành S2,Pass Card S2,บัตรผ่าน S2,Kartu Lulus S2,Pass Card S2,Kad Lulus S2,,pic,,,config/title/imag_ch_S2.png,,3,,,,2471,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,7,120,,8,120,,,
1102,,Pass Card S3,Thẻ thông hành S3,Pass Card S3,บัตรผ่าน S3,Kartu Lulus S3,Pass Card S3,Kad Lulus S3,,pic,,,config/title/imag_ch_S3.png,,3,,,,2472,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,7,120,,8,120,,,
1103,,Pass Card S4,Thẻ thông hành S4,Pass Card S4,บัตรผ่าน S4,Kartu Lulus S4,Pass Card S4,Kad Lulus S4,,pic,,,config/title/imag_ch_S4.png,,3,,,,2473,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,7,120,,8,120,,,
1104,,Pass Card S5,Thẻ thông hành S5,Pass Card S5,บัตรผ่าน S5,Kartu Lulus S5,Pass Card S5,Kad Lulus S5,,pic,,,config/title/imag_ch_S5.png,,3,,,,2474,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,7,120,,8,120,,,
1105,,Pass Card S6,Thẻ thông hành S6,Pass Card S6,บัตรผ่าน S6,Kartu Lulus S6,Pass Card S6,Kad Lulus S6,,pic,,,config/title/imag_ch_S6.png,,3,,,,2475,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,7,120,,8,120,,,
1106,,Pass Card S7,Thẻ thông hành S7,Pass Card S7,บัตรผ่าน S7,Kartu Lulus S7,Pass Card S7,Kad Lulus S7,,pic,,,config/title/imag_ch_S7.png,,3,,,,2476,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,7,120,,8,120,,,
1107,,Pass Card S8,Thẻ thông hành S8,Pass Card S8,บัตรผ่าน S8,Kartu Lulus S8,Pass Card S8,Kad Lulus S8,,pic,,,config/title/imag_ch_S8.png,,3,,,,2477,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,7,120,,8,120,,,
1108,,Pass Card S9,Thẻ thông hành S9,Pass Card S9,บัตรผ่าน S9,Kartu Lulus S9,Pass Card S9,Kad Lulus S9,,pic,,,config/title/imag_ch_S9.png,,3,,,,2478,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,7,120,,8,120,,,
2001,,Initial Dream,Giấc mơ ban đầu,Initial Dream,ความฝันแรกเริ่ม,Mimpi Awal,Unang Pangarap,Impian Permulaan,,pic,,,config/title/title_78.png,,4,,,,2501,,,,,,,,,,,,,,,Earned through the Achievement System,Đạt được thông qua hệ thống thành tích,Earned through the Achievement System,ได้รับจากระบบความสำเร็จ,Didapat melalui Sistem Prestasi,Makukuha sa pamamagitan ng Achievement System,Diperoleh melalui Sistem Pencapaian,,,,,,,,,1,1%,,,,,,
2002,,Star of the Ninja World,Ngôi sao của thế giới Ninja,Star of the Ninja World,ดาวเด่นแห่งโลกนินจา,Bintang Dunia Ninja,Bituin ng Mundo ng Ninja,Bintang Dunia Ninja,,pic,,,config/title/title_43.png,,4,,,,2502,,,,,,,,,,,,,,,Earned through the Achievement System,Đạt được thông qua hệ thống thành tích,Earned through the Achievement System,ได้รับจากระบบความสำเร็จ,Didapat melalui Sistem Prestasi,Makukuha sa pamamagitan ng Achievement System,Diperoleh melalui Sistem Pencapaian,,,,,,,,,1,1000,,,,,,
2003,,Fighting Will,Ý chí chiến đấu,Fighting Will,จิตวิญญาณแห่งการต่อสู้,Semangat Bertarung,Lakas ng Loob sa Laban,Semangat Bertarung,,pic,,,config/title/title_29.png,,4,,,,2503,,,,,,,,,,,,,,,Earned through the Achievement System,Đạt được thông qua hệ thống thành tích,Earned through the Achievement System,ได้รับจากระบบความสำเร็จ,Didapat melalui Sistem Prestasi,Makukuha sa pamamagitan ng Achievement System,Diperoleh melalui Sistem Pencapaian,,,,,,,,,9,80,,10,80,,,
2004,,Battle Hero,Anh hùng chiến đấu,Battle Hero,วีรบุรุษผู้กล้าหาญ,Pahlawan Pertempuran,Bayani ng Laban,Wira Pertempuran,,pic,,,config/title/title_30.png,,4,,,,2504,,,,,,,,,,,,,,,Earned through the Achievement System,Đạt được thông qua hệ thống thành tích,Earned through the Achievement System,ได้รับจากระบบความสำเร็จ,Didapat melalui Sistem Prestasi,Makukuha sa pamamagitan ng Achievement System,Diperoleh melalui Sistem Pencapaian,,,,,,,,,13,1%,,,,,,
2005,,Super Core Player,Người chơi siêu hạt nhân,Super Core Player,ผู้เล่นสุดยอด,Pemain Super Inti,Super Core na Manlalaro,Pemain Teras Super,,pic,,,config/title/title_65.png,,4,,,,2505,,,,,,,,,,,,,,,Earned through the Achievement System,Đạt được thông qua hệ thống thành tích,Earned through the Achievement System,ได้รับจากระบบความสำเร็จ,Didapat melalui Sistem Prestasi,Makukuha sa pamamagitan ng Achievement System,Diperoleh melalui Sistem Pencapaian,,,,,,,,,9,120,,10,120,,,
2006,,Starry Peak,Đỉnh cao của các vì sao,Starry Peak,จุดสูงสุดแห่งดวงดาว,Puncak Bintang,Rurok ng Mga Bituin,Kemuncak Bintang,,pic,,,config/title/title_83.png,,4,,,,2506,,,,,,,,,,,,,,,Earned through the Achievement System,Đạt được thông qua hệ thống thành tích,Earned through the Achievement System,ได้รับจากระบบความสำเร็จ,Didapat melalui Sistem Prestasi,Makukuha sa pamamagitan ng Achievement System,Diperoleh melalui Sistem Pencapaian,,,,,,,,,7,120,,8,120,,,
2007,,Hero of the Deep Valley,Anh hùng của thung lũng sâu,Hero of the Deep Valley,วีรบุรุษแห่งหุบเขาลึก,Pahlawan Lembah Dalam,Bayani ng Malalim na Lambak,Wira Lembah Dalam,,pic,,,config/title/title_88.png,,4,,,,2507,,,,,,,,,,,,,,,Earned through the Achievement System,Đạt được thông qua hệ thống thành tích,Earned through the Achievement System,ได้รับจากระบบความสำเร็จ,Didapat melalui Sistem Prestasi,Makukuha sa pamamagitan ng Achievement System,Diperoleh melalui Sistem Pencapaian,,,,,,,,,7,150,,8,150,,,
2008,,Legend of Bonds,Huyền thoại về mối liên kết,Legend of Bonds,ตำนานแห่งสายสัมพันธ์,Legenda Ikatan,Alamat ng Pagkaka-ugnay,Legenda Ikatan,,pic,,,config/title/title_8.png,,4,,,,2508,,,,,,,,,,,,,,,Earned through the Achievement System,Đạt được thông qua hệ thống thành tích,Earned through the Achievement System,ได้รับจากระบบความสำเร็จ,Didapat melalui Sistem Prestasi,Makukuha sa pamamagitan ng Achievement System,Diperoleh melalui Sistem Pencapaian,,,,,,,,,9,1%,,10,1%,,,
2009,,Experience Pioneer,Tiên phong trải nghiệm,Experience Pioneer,ผู้บุกเบิกประสบการณ์,Pelopor Pengalaman,Tagapanguna sa Karanasan,Perintis Pengalaman,,pic,,,config/title/title_6.png,,4,,,,2509,,,,,,,,,,,,,,,Earned through the Achievement System,Đạt được thông qua hệ thống thành tích,Earned through the Achievement System,ได้รับจากระบบความสำเร็จ,Didapat melalui Sistem Prestasi,Makukuha sa pamamagitan ng Achievement System,Diperoleh melalui Sistem Pencapaian,,,,,,,,,7,120,,8,120,,,
2010,,Messenger of Flowers,Sứ giả của hoa,Messenger of Flowers,ผู้ส่งสารแห่งดอกไม้,Utusan Bunga,Sugo ng Mga Bulaklak,Utusan Bunga,,pic,,,config/title/title_63.png,,4,,,,2510,,,,,,,,,,,,,,,Earned through the Achievement System,Đạt được thông qua hệ thống thành tích,Earned through the Achievement System,ได้รับจากระบบความสำเร็จ,Didapat melalui Sistem Prestasi,Makukuha sa pamamagitan ng Achievement System,Diperoleh melalui Sistem Pencapaian,,,,,,,,,1,1200,,13,30,,,
2011,,Miracle of the Sand,Kỳ tích của cát,Miracle of the Sand,ปาฏิหาริย์แห่งผืนทราย,Keajaiban Pasir,Himala ng Biyak na Buhangin,Keajaiban Pasir,,pic,,,config/title/title_85.png,,4,,,,2511,,,,,,,,,,,,,,,Earned through the Achievement System,Đạt được thông qua hệ thống thành tích,Earned through the Achievement System,ได้รับจากระบบความสำเร็จ,Didapat melalui Sistem Prestasi,Makukuha sa pamamagitan ng Achievement System,Diperoleh melalui Sistem Pencapaian,,,,,,,,,7,1%,,8,1%,,,
2012,,Bond,Mối liên kết,Bond,สายสัมพันธ์,Ikatan,Pagkaka-ugnay,Ikatan,,pic,,,config/title/title_96.png,,4,,,,2512,,,,,,,,,,,,,,,Earned through the Achievement System,Đạt được thông qua hệ thống thành tích,Earned through the Achievement System,ได้รับจากระบบความสำเร็จ,Didapat melalui Sistem Prestasi,Makukuha sa pamamagitan ng Achievement System,Diperoleh melalui Sistem Pencapaian,,,,,,,,,7,600,,8,600,,,
2013,,Petals in Konoha,Hoa bay trong Konoha,Petals in Konoha,กลีบดอกไม้ลอยในโคโนฮะ,Kelopak Bunga di Konoha,Lumulutang na Bulaklak sa Konoha,Bunga Berkepak di Konoha,,pic,,,config/title/title_75.png,,4,,,,2513,,,,,,,,,,,,,,,Earned through the Achievement System,Đạt được thông qua hệ thống thành tích,Earned through the Achievement System,ได้รับจากระบบความสำเร็จ,Didapat melalui Sistem Prestasi,Makukuha sa pamamagitan ng Achievement System,Diperoleh melalui Sistem Pencapaian,,,,,,,,,7,800,,8,800,,,
2014,,Melts Everything,Hòa tan mọi thứ,Melts Everything,หลอมรวมทุกสิ่ง,Melelehkan Segalanya,Natunaw ang Lahat,Leburkan Segalanya,,pic,,,config/title/title_58.png,,4,,,,2514,,,,,,,,,,,,,,,Earned through the Achievement System,Đạt được thông qua hệ thống thành tích,Earned through the Achievement System,ได้รับจากระบบความสำเร็จ,Didapat melalui Sistem Prestasi,Makukuha sa pamamagitan ng Achievement System,Diperoleh melalui Sistem Pencapaian,,,,,,,,,9,320,,10,320,,,
2015,,Lord of the Deep Valley,Chúa tể của thung lũng sâu,Lord of the Deep Valley,เจ้าแห่งหุบเขาลึก,Penguasa Lembah Dalam,Panginoon ng Lambak,Penguasa Lembah Dalam,,pic,,,config/title/title_87.png,,4,,,,2515,,,,,,,,,,,,,,,Earned through the Achievement System,Đạt được thông qua hệ thống thành tích,Earned through the Achievement System,ได้รับจากระบบความสำเร็จ,Didapat melalui Sistem Prestasi,Makukuha sa pamamagitan ng Achievement System,Diperoleh melalui Sistem Pencapaian,,,,,,,,,1,2000,,,,,,
2016,,Demon-Slaying Pioneer,Tiên phong trừ ma,Demon-Slaying Pioneer,ผู้บุกเบิกปราบปีศาจ,Pelopor Pengusir Iblis,Tagapaglinis ng Demonyo,Perintis Halau Syaitan,,pic,,,config/title/title_81.png,,4,,,,2516,,,,,,,,,,,,,,,Earned through the Achievement System,Đạt được thông qua hệ thống thành tích,Earned through the Achievement System,ได้รับจากระบบความสำเร็จ,Didapat melalui Sistem Prestasi,Makukuha sa pamamagitan ng Achievement System,Diperoleh melalui Sistem Pencapaian,,,,,,,,,7,580,,8,580,,,
2017,,Golden Hope,Hy vọng vàng,Golden Hope,ความหวังสีทอง,Harapan Emas,Gintong Pag-asa,Harapan Emas,,pic,,,config/title/title_102.png,,4,,,,2517,,,,,,,,,,,,,,,Earned through the Achievement System,Đạt được thông qua hệ thống thành tích,Earned through the Achievement System,ได้รับจากระบบความสำเร็จ,Didapat melalui Sistem Prestasi,Makukuha sa pamamagitan ng Achievement System,Diperoleh melalui Sistem Pencapaian,,,,,,,,,9,340,,10,340,,,
2023,,Aspirations of Experience,Hoài bão của trải nghiệm,Aspirations of Experience,ความมุ่งหวังแห่งประสบการณ์,Ambisi Pengalaman,Hangarin ng Karanasan,Aspirasi Pengalaman,,pic,,,config/title/title_98.png,,4,,,,2523,,,,,,,,,,,,,,,Earned through the Achievement System,Đạt được thông qua hệ thống thành tích,Earned through the Achievement System,ได้รับจากระบบความสำเร็จ,Didapat melalui Sistem Prestasi,Makukuha sa pamamagitan ng Achievement System,Diperoleh melalui Sistem Pencapaian,,,,,,,,,17,100,,,,,,
3001,,New Title-1,Danh hiệu mới-1,New Title-1,ตำแหน่งใหม่-1,Gelar Baru-1,Bagong Titulo-1,Gelaran Baharu-1,,pic,,,config/title/title_new1.png,,4,,,,11001,,,,,,,,,,,,,,,Special Reclaim Event,Sự kiện đặc biệt mua lại,Special Reclaim Event,กิจกรรมแลกซื้อพิเศษ,Event Penebusan Spesial,Espesyal na Muling Pagkuha ng Event,Acara Penebusan Istimewa,,,,,,,,,,,,,,,,
