VariableName,huodongID,_beizhu,rank,award,desc,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma
1008,1011,,100,{850=140;gold=300000;5000=20},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,World Boss Reward  
1009,1011,,300,{850=140;gold=250000;5000=18},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,World Boss Reward  
1010,1011,,600,{850=120;gold=200000;5000=16},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,World Boss Reward  
1011,1011,,1000,{850=120;gold=180000;5000=14},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,World Boss Reward  
1012,1011,,99999,{850=100;gold=160000;5000=12},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,World Boss Reward  
1101,1012,,1,{930=60;gold=800000;452=75},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,World Boss Reward  
1102,1012,,2,{930=50;gold=600000;452=60},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,World Boss Reward  
1103,1012,,3,{930=45;gold=550000;452=60},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,World Boss Reward  
1104,1012,,6,{930=40;gold=500000;452=50},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,World Boss Reward  
1105,1012,,10,{930=35;gold=450000;452=50},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,World Boss Reward  
1106,1012,,30,{930=30;gold=400000;452=40},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,World Boss Reward  
1107,1012,,60,{930=25;gold=350000;452=40},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,World Boss Reward  
1108,1012,,100,{930=20;gold=300000;452=35},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,World Boss Reward  
1109,1012,,300,{930=18;gold=250000;452=35},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,World Boss Reward  
1110,1012,,600,{930=16;gold=200000;452=30},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,World Boss Reward  
1111,1012,,1000,{930=14;gold=180000;452=30},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,World Boss Reward  
1112,1012,,99999,{930=12;gold=160000;452=25},World BOSS rewards,Phần thưởng BOSS thế giới,World BOSS rewards,รางวัลบอสโลก,Hadiah BOSS Dunia,Gantimpala ng World BOSS,World Boss Reward  
