VariableName,levelStart,levelEnd,group,res,boss,monsters,weight,backGround
Defaults,1,100,0,"""""",<>,,10,stage/ytly.csv
ID,等级下限（大于等于）,等级上限（小于）,怪物组,卡面资源,boss显示项,怪物IDs(cardsID),随机权重,背景地图
1296,,,3,config/item/icon_3ttdc3.png,<3143>,<3161;2023;1381;972;3143;863>,,
1297,,,3,config/item/icon_3ttdc3.png,<3171>,<3181;2242;1772;1032;3171;883>,,
1298,,,3,config/item/icon_3ttdc3.png,<3303>,<3251;2723;1813;1071;3303;1082>,,
1299,,,3,config/item/icon_3ttdc3.png,<3353>,<3592;3003;1841;1253;3353;1293>,,
1300,,,3,config/item/icon_3ttdc3.png,<3673>,<3663;3152;1911;1303;3673;1612>,,
1301,,,3,config/item/icon_3ttdc3.png,<7001>,<263;3161;2023;1381;7001;2033>,,
1302,,,3,config/item/icon_3ttdc3.png,<263>,<393;3181;2242;1772;263;972>,,
1303,,,3,config/item/icon_3ttdc3.png,<393>,<572;3251;2723;1813;393;1032>,,
1304,,,3,config/item/icon_3ttdc3.png,<572>,<701;3592;3003;1841;572;1071>,,
1305,,,3,config/item/icon_3ttdc3.png,<701>,<721;3663;3152;1911;701;1253>,,
1306,,,3,config/item/icon_3ttdc3.png,<721>,<771;263;3161;2023;721;1303>,,
1307,,,3,config/item/icon_3ttdc3.png,<771>,<1231;393;3181;2242;771;1381>,,
1308,,,3,config/item/icon_3ttdc3.png,<1231>,<1241;572;3251;2723;1231;1772>,,
1309,,,3,config/item/icon_3ttdc3.png,<1241>,<1313;701;3592;3003;1241;1813>,,
1310,,,3,config/item/icon_3ttdc3.png,<1313>,<1393;721;3663;3152;1313;1841>,,
1311,,,3,config/item/icon_3ttdc3.png,<1393>,<1423;771;263;3161;1393;1911>,,
1312,,,3,config/item/icon_3ttdc3.png,<1423>,<1503;1231;393;3181;1423;2023>,,
1313,,,3,config/item/icon_3ttdc3.png,<1503>,<1893;1241;572;3251;1503;2242>,,
1314,,,3,config/item/icon_3ttdc3.png,<1893>,<1941;1313;701;3592;1893;2723>,,
1315,,,3,config/item/icon_3ttdc3.png,<1941>,<1951;1393;721;3663;1941;3003>,,
1316,,,3,config/item/icon_3ttdc3.png,<1951>,<2233;1423;771;263;1951;3152>,,
1317,,,3,config/item/icon_3ttdc3.png,<2233>,<2401;1503;1231;393;2233;3161>,,
1318,,,3,config/item/icon_3ttdc3.png,<2401>,<2493;1893;1241;572;2401;3181>,,
1319,,,3,config/item/icon_3ttdc3.png,<2493>,<3021;1941;1313;701;2493;3251>,,
1320,,,3,config/item/icon_3ttdc3.png,<3021>,<3143;1951;1393;721;3021;3592>,,
1321,,,3,config/item/icon_3ttdc3.png,<3143>,<3171;2233;1423;771;3143;3663>,,
1322,,,3,config/item/icon_3ttdc3.png,<3171>,<3303;2401;1503;1231;3171;263>,,
1323,,,3,config/item/icon_3ttdc3.png,<3303>,<3353;2493;1893;1241;3303;393>,,
1324,,,3,config/item/icon_3ttdc3.png,<3353>,<3673;3021;1941;1313;3353;572>,,
1325,,,3,config/item/icon_3ttdc3.png,<3673>,<7001;3143;1951;1393;3673;701>,,
1326,,,3,config/item/icon_3ttdc3.png,<7001>,<13;3171;2233;1423;7001;721>,,
1327,,,3,config/item/icon_3ttdc3.png,<263>,<273;3303;2401;1503;263;771>,,
1328,,,3,config/item/icon_3ttdc3.png,<393>,<402;3353;2493;1893;393;1231>,,
1329,,,3,config/item/icon_3ttdc3.png,<572>,<493;3673;3021;1941;572;1241>,,
1330,,,3,config/item/icon_3ttdc3.png,<701>,<552;7001;3143;1951;701;1313>,,
1331,,,3,config/item/icon_3ttdc3.png,<721>,<793;13;3171;2233;721;1393>,,
1332,,,3,config/item/icon_3ttdc3.png,<771>,<2013;273;3303;2401;771;1423>,,
1333,,,3,config/item/icon_3ttdc3.png,<1231>,<2073;402;3353;2493;1231;1503>,,
1334,,,3,config/item/icon_3ttdc3.png,<1241>,<2593;493;3673;3021;1241;1893>,,
1335,,,3,config/item/icon_3ttdc3.png,<1313>,<2612;552;7001;3143;1313;1941>,,
1336,,,3,config/item/icon_3ttdc3.png,<1393>,<2633;793;13;3171;1393;1951>,,
1337,,,3,config/item/icon_3ttdc3.png,<1423>,<2963;2013;273;3303;1423;2233>,,
1338,,,3,config/item/icon_3ttdc3.png,<1503>,<3283;2073;402;3353;1503;2401>,,
1339,,,3,config/item/icon_3ttdc3.png,<2493>,<3293;2593;493;3673;2493;2493>,,
1340,,,3,config/item/icon_3ttdc3.png,<3021>,<3342;2612;552;7001;3021;3021>,,
1341,,,3,config/item/icon_3ttdc3.png,<3143>,<3472;2633;793;13;3143;3143>,,
1342,,,3,config/item/icon_3ttdc3.png,<3171>,<3511;2963;2013;273;3171;3171>,,
1343,,,3,config/item/icon_3ttdc3.png,<3303>,<3683;3283;2073;402;3303;3303>,,
1344,,,3,config/item/icon_3ttdc3.png,<3353>,<731;3293;2593;493;3353;3353>,,
1345,,,3,config/item/icon_3ttdc3.png,<3673>,<1221;3342;2612;552;3673;3673>,,
1346,,,3,config/item/icon_3ttdc3.png,<7001>,<1903;3472;2633;793;7001;7001>,,
1347,,,3,config/item/icon_3ttdc3.png,<263>,<1931;3511;2963;2013;263;13>,,
1348,,,3,config/item/icon_3ttdc3.png,<393>,<3543;3683;3283;2073;393;273>,,
1349,,,3,config/item/icon_3ttdc3.png,<572>,<163;731;3293;2593;572;402>,,
1350,,,3,config/item/icon_3ttdc3.png,<701>,<242;1221;3342;2612;701;493>,,
1351,,,3,config/item/icon_3ttdc3.png,<721>,<333;1903;3472;2633;721;552>,,
1352,,,3,config/item/icon_3ttdc3.png,<771>,<503;1931;3511;2963;771;793>,,
1353,,,3,config/item/icon_3ttdc3.png,<1231>,<593;3543;3683;3283;1231;2013>,,
1354,,,3,config/item/icon_3ttdc3.png,<1241>,<603;163;731;3293;1241;2073>,,
1355,,,3,config/item/icon_3ttdc3.png,<1313>,<611;242;1221;3342;1313;2593>,,
1356,,,3,config/item/icon_3ttdc3.png,<1393>,<631;333;1903;3472;1393;2612>,,
1357,,,3,config/item/icon_3ttdc3.png,<1423>,<641;503;1931;3511;1423;2633>,,
1358,,,3,config/item/icon_3ttdc3.png,<1503>,<712;593;3543;3683;1503;2963>,,
1359,,,3,config/item/icon_3ttdc3.png,<1893>,<741;603;163;731;1893;3283>,,
1360,,,3,config/item/icon_3ttdc3.png,<1941>,<863;611;242;1221;1941;3293>,,
1361,,,4,config/item/icon_4jydg1.png,<1612>,<731;1082;503;2023;1612;333>,,
1362,,,4,config/item/icon_4jydg1.png,<2033>,<1221;1293;593;2242;2033;503>,,
1363,,,4,config/item/icon_4jydg1.png,<972>,<1903;1612;603;2723;972;593>,,
1364,,,4,config/item/icon_4jydg1.png,<1032>,<1931;2033;611;3003;1032;603>,,
1365,,,4,config/item/icon_4jydg1.png,<1071>,<3543;972;631;3152;1071;611>,,
1366,,,4,config/item/icon_4jydg1.png,<1253>,<163;1032;641;3161;1253;631>,,
1367,,,4,config/item/icon_4jydg1.png,<1303>,<242;1071;712;3181;1303;641>,,
1368,,,4,config/item/icon_4jydg1.png,<1381>,<333;1253;741;3251;1381;712>,,
1369,,,4,config/item/icon_4jydg1.png,<1772>,<503;1303;863;3592;1772;741>,,
1370,,,4,config/item/icon_4jydg1.png,<1813>,<593;1381;883;3663;1813;863>,,
1371,,,4,config/item/icon_4jydg1.png,<1841>,<603;1772;1082;263;1841;883>,,
1372,,,4,config/item/icon_4jydg1.png,<1911>,<611;1813;1293;393;1911;1082>,,
1373,,,4,config/item/icon_4jydg1.png,<2023>,<631;1841;1612;572;2023;1293>,,
1374,,,4,config/item/icon_4jydg1.png,<2242>,<641;1911;2033;701;2242;1612>,,
1375,,,4,config/item/icon_4jydg1.png,<2723>,<712;2023;972;721;2723;2033>,,
1376,,,4,config/item/icon_4jydg1.png,<3003>,<741;2242;1032;771;3003;972>,,
1377,,,4,config/item/icon_4jydg1.png,<3152>,<863;2723;1071;1231;3152;1032>,,
1378,,,4,config/item/icon_4jydg1.png,<3161>,<883;3003;1253;1241;3161;1071>,,
1379,,,4,config/item/icon_4jydg1.png,<3181>,<1082;3152;1303;1313;3181;1253>,,
1380,,,4,config/item/icon_4jydg1.png,<3251>,<1293;3161;1381;1393;3251;1303>,,
1381,,,4,config/item/icon_4jydg1.png,<3592>,<1612;3181;1772;1423;3592;1381>,,
1382,,,4,config/item/icon_4jydg1.png,<3663>,<2033;3251;1813;1503;3663;1772>,,
1383,,,4,config/item/icon_4jydg1.png,<263>,<972;3592;1841;1893;263;1813>,,
1384,,,4,config/item/icon_4jydg1.png,<393>,<1032;3663;1911;1941;393;1841>,,
1385,,,4,config/item/icon_4jydg1.png,<572>,<1071;263;2023;1951;572;1911>,,
1386,,,4,config/item/icon_4jydg1.png,<701>,<1253;393;2242;2233;701;2023>,,
1387,,,4,config/item/icon_4jydg1.png,<721>,<1303;572;2723;2401;721;2242>,,
1388,,,4,config/item/icon_4jydg1.png,<771>,<1381;701;3003;2493;771;2723>,,
1389,,,4,config/item/icon_4jydg1.png,<1231>,<1772;721;3152;3021;1231;3003>,,
1390,,,4,config/item/icon_4jydg1.png,<1241>,<1813;771;3161;3143;1241;3152>,,
1391,,,4,config/item/icon_4jydg1.png,<1313>,<1841;1231;3181;3171;1313;3161>,,
1392,,,4,config/item/icon_4jydg1.png,<1393>,<1911;1241;3251;3303;1393;3181>,,
1393,,,4,config/item/icon_4jydg1.png,<1423>,<2023;1313;3592;3353;1423;3251>,,
1394,,,4,config/item/icon_4jydg1.png,<333>,<2242;1393;3663;3673;333;3592>,,
1395,,,4,config/item/icon_4jydg1.png,<503>,<2723;1423;263;7001;503;3663>,,
1396,,,4,config/item/icon_4jydg1.png,<593>,<3003;1503;393;731;593;263>,,
1397,,,4,config/item/icon_4jydg1.png,<603>,<3152;1893;572;1221;603;393>,,
1398,,,4,config/item/icon_4jydg1.png,<611>,<3161;1841;701;1903;611;572>,,
1399,,,4,config/item/icon_4jydg1.png,<631>,<3181;1911;721;1931;631;701>,,
1400,,,4,config/item/icon_4jydg1.png,<641>,<3251;2023;771;3543;641;721>,,
1401,,,4,config/item/icon_4jydg1.png,<712>,<3592;2242;1231;163;712;771>,,
1402,,,4,config/item/icon_4jydg1.png,<741>,<3663;2723;1241;242;741;1231>,,
1403,,,4,config/item/icon_4jydg1.png,<863>,<263;3003;1313;333;863;1241>,,
1404,,,4,config/item/icon_4jydg1.png,<883>,<393;3152;1393;503;883;1313>,,
1405,,,4,config/item/icon_4jydg1.png,<1082>,<572;3161;1423;593;1082;1393>,,
1406,,,4,config/item/icon_4jydg1.png,<1293>,<701;3181;1503;603;1293;1423>,,
1407,,,4,config/item/icon_4jydg1.png,<1612>,<721;3251;1893;1303;1612;1503>,,
1408,,,4,config/item/icon_4jydg1.png,<2033>,<771;3592;1941;1381;2033;1893>,,
1409,,,4,config/item/icon_4jydg1.png,<972>,<1231;3663;1951;1772;972;1941>,,
1410,,,4,config/item/icon_4jydg1.png,<1032>,<1241;263;2233;1813;1032;1951>,,
1411,,,4,config/item/icon_4jydg1.png,<1071>,<1313;393;2401;1841;1071;2233>,,
1412,,,4,config/item/icon_4jydg1.png,<1253>,<1393;572;2493;1911;1253;2401>,,
1413,,,4,config/item/icon_4jydg1.png,<1303>,<1423;701;3021;2023;1303;2493>,,
1414,,,4,config/item/icon_4jydg1.png,<1381>,<1503;721;3143;2242;1381;3021>,,
1415,,,4,config/item/icon_4jydg1.png,<1772>,<1893;771;3171;2723;1772;3143>,,
1416,,,4,config/item/icon_4jydg1.png,<1813>,<1941;1231;3303;3003;1813;3171>,,
1417,,,4,config/item/icon_4jydg1.png,<1841>,<1951;1241;3353;3152;1841;3303>,,
1418,,,4,config/item/icon_4jydg1.png,<1911>,<2233;1313;3673;3161;1911;3353>,,
1419,,,4,config/item/icon_4jydg1.png,<2023>,<2401;1393;7001;3181;2023;3673>,,
1420,,,4,config/item/icon_4jydg1.png,<2242>,<2493;1423;731;3251;2242;7001>,,
1421,,,4,config/item/icon_4jydg1.png,<2723>,<3021;1503;1221;3592;2723;731>,,
1422,,,4,config/item/icon_4jydg1.png,<3003>,<3143;1893;1903;3663;3003;1221>,,
1423,,,4,config/item/icon_4jydg1.png,<3152>,<3171;1941;1931;263;3152;1903>,,
1424,,,4,config/item/icon_4jydg1.png,<3161>,<3303;1951;3543;393;3161;1931>,,
1425,,,4,config/item/icon_4jydg1.png,<3181>,<3353;2233;163;572;3181;3543>,,
1426,,,4,config/item/icon_4jydg1.png,<3251>,<3673;2401;242;701;3251;163>,,
1427,,,4,config/item/icon_4jydg1.png,<3592>,<7001;2493;333;721;3592;242>,,
1428,,,4,config/item/icon_4jydg1.png,<3663>,<731;3021;503;771;3663;333>,,
1429,,,4,config/item/icon_4jydg1.png,<263>,<1221;3143;593;1231;263;503>,,
1430,,,4,config/item/icon_4jydg1.png,<393>,<1903;3171;603;1241;393;593>,,
1431,,,4,config/item/icon_4jydg1.png,<572>,<1931;3303;611;1313;572;603>,,
1432,,,4,config/item/icon_4jydg1.png,<701>,<3543;3353;631;1393;701;611>,,
1433,,,4,config/item/icon_4jydg1.png,<721>,<163;3673;641;1423;721;631>,,
1434,,,4,config/item/icon_4jydg1.png,<771>,<242;7001;712;1503;771;641>,,
1435,,,4,config/item/icon_4jydg1.png,<1231>,<333;731;741;1893;1231;263>,,
1436,,,4,config/item/icon_4jydg1.png,<1241>,<503;1221;863;1941;1241;393>,,
1437,,,4,config/item/icon_4jydg1.png,<1313>,<593;1903;3171;1951;1313;572>,,
1438,,,4,config/item/icon_4jydg1.png,<1393>,<603;1931;3303;2233;1393;701>,,
1439,,,4,config/item/icon_4jydg1.png,<1423>,<611;3543;3353;2401;1423;721>,,
1440,,,4,config/item/icon_4jydg1.png,<1503>,<631;163;3673;2493;1503;771>,,
1441,,,4,config/item/icon_4jydg1.png,<1893>,<641;242;7001;3021;1893;1231>,,
1442,,,4,config/item/icon_4jydg1.png,<1941>,<712;333;731;3143;1941;1241>,,
1443,,,4,config/item/icon_4jydg1.png,<1951>,<741;503;1221;3171;1951;1313>,,
1444,,,4,config/item/icon_4jydg1.png,<2233>,<863;593;1903;3303;2233;1393>,,
1445,,,4,config/item/icon_4jydg1.png,<2401>,<883;603;1931;3353;2401;1423>,,
1446,,,4,config/item/icon_4jydg1.png,<2493>,<1082;611;3543;3673;2493;1503>,,
1447,,,4,config/item/icon_4jydg1.png,<3021>,<1293;631;163;7001;3021;1893>,,
1448,,,4,config/item/icon_4jydg1.png,<3143>,<1612;641;242;731;3143;1941>,,
1449,,,4,config/item/icon_4jydg1.png,<3171>,<2033;712;333;1221;3171;1951>,,
1450,,,4,config/item/icon_4jydg1.png,<3303>,<972;741;503;1903;3303;2233>,,
1451,,,4,config/item/icon_4jydg1.png,<3353>,<1032;863;593;1931;3353;2401>,,
1452,,,4,config/item/icon_4jydg1.png,<3673>,<1071;883;603;3543;3673;2493>,,
1453,,,4,config/item/icon_4jydg1.png,<7001>,<1253;1082;611;163;7001;3021>,,
1454,,,4,config/item/icon_4jydg1.png,<731>,<1303;1293;631;242;731;3143>,,
1455,,,4,config/item/icon_4jydg1.png,<1221>,<1381;1612;641;333;1221;3171>,,
1456,,,4,config/item/icon_4jydg1.png,<1903>,<1772;2033;712;503;1903;3303>,,
1457,,,4,config/item/icon_4jydg1.png,<1931>,<1813;972;741;593;1931;3353>,,
1458,,,4,config/item/icon_4jydg1.png,<3543>,<1841;1032;863;603;3543;3673>,,
1459,,,4,config/item/icon_4jydg1.png,<163>,<1911;1071;883;611;163;7001>,,
1460,,,4,config/item/icon_4jydg1.png,<242>,<2023;1253;1082;631;242;731>,,
1461,,,4,config/item/icon_4jydg1.png,<333>,<2242;1303;1293;641;333;1221>,,
1462,,,4,config/item/icon_4jydg1.png,<503>,<2723;1381;1612;712;503;1903>,,
1463,,,4,config/item/icon_4jydg1.png,<593>,<3003;1772;2033;741;593;1931>,,
1464,,,4,config/item/icon_4jydg1.png,<603>,<3152;1813;972;863;603;3543>,,
1465,,,4,config/item/icon_4jydg1.png,<611>,<3161;1841;1032;883;611;163>,,
1466,,,4,config/item/icon_4jydg1.png,<631>,<3181;1911;1071;1082;631;242>,,
1467,,,4,config/item/icon_4jydg1.png,<641>,<3251;2023;1253;1293;641;333>,,
1468,,,4,config/item/icon_4jydg1.png,<712>,<3592;2242;1303;1612;712;503>,,
1469,,,4,config/item/icon_4jydg1.png,<741>,<3663;2723;1381;2033;741;593>,,
1470,,,4,config/item/icon_4jydg1.png,<863>,<263;3003;1772;972;863;603>,,
1471,,,4,config/item/icon_4jydg1.png,<883>,<393;3152;1813;1032;883;611>,,
1472,,,4,config/item/icon_4jydg1.png,<1082>,<572;3161;1841;1071;1082;631>,,
1473,,,4,config/item/icon_4jydg1.png,<1293>,<701;3181;1911;1253;1293;641>,,
1474,,,4,config/item/icon_4jydg1.png,<1612>,<721;3251;2023;1303;1612;712>,,
1475,,,4,config/item/icon_4jydg1.png,<2033>,<771;3592;2242;1381;2033;741>,,
1476,,,4,config/item/icon_4jydg1.png,<972>,<1231;3663;2723;1772;972;863>,,
1477,,,4,config/item/icon_4jydg1.png,<1032>,<1241;263;3003;1813;1032;883>,,
1478,,,4,config/item/icon_4jydg1.png,<1071>,<1313;393;3152;1841;1071;1082>,,
1479,,,4,config/item/icon_4jydg1.png,<1253>,<1393;572;3161;1911;1253;1293>,,
1480,,,4,config/item/icon_4jydg1.png,<1303>,<1423;701;3181;2023;1303;1612>,,
