VariableName,room,_roomType,_beizhu,icon,weight,group,name,name_vn,name_en,name_th,name_in,name_ph,name_ma,monsterType,type,desc,desc_vn,desc_tw,desc_en,desc_th,desc_in,desc_ph,desc_ma,monster,fightC,pointC,drops,buff,event,boxType,gold,coin,randomLibs,randomLibs2
99,17,,,city/adventure/random_tower/icon/img_jddr@.png,,,Simple Enemy,Đơn giản địch nhân,Simple Enemy,ศัตรูง่าย,Musuh Sederhana,Simpleng Kaaway,Musuh Mudah,,1,It seems the opponent can be easily defeated  ,Có vẻ là đối thủ có thể dễ dàng bị đánh bại,,It seems the opponent can be easily defeated  ,ดูเหมือนว่าศัตรูจะถูกเอาชนะได้ง่าย  ,Sepertinya lawan bisa dengan mudah dikalahkan  ,Mukhang madaling talunin ang kalaban  ,Nampaknya musuh boleh dikalahkan dengan mudah  ,,,,,,,,,,,
100,17,,,city/adventure/random_tower/icon/img_jddr@.png,,,Simple Enemy,Đơn giản địch nhân,Simple Enemy,ศัตรูง่าย,Musuh Sederhana,Simpleng Kaaway,Musuh Mudah,,1,It seems the opponent can be easily defeated  ,Có vẻ là đối thủ có thể dễ dàng bị đánh bại,,It seems the opponent can be easily defeated  ,ดูเหมือนว่าศัตรูจะถูกเอาชนะได้ง่าย  ,Sepertinya lawan bisa dengan mudah dikalahkan  ,Mukhang madaling talunin ang kalaban  ,Nampaknya musuh boleh dikalahkan dengan mudah  ,,,,,,,,,,,
101,17,,,city/adventure/random_tower/icon/img_ptdr@.png,,,Normal Enemy,Phổ thông địch nhân,Normal Enemy,ศัตรูปกติ,Musuh Normal,Karaniwang Kaaway,Musuh Biasa,2,1,"Some strength, but not worrying  ","Có chút sức mạnh, nhưng không đáng lo ngại",,"Some strength, but not worrying  ",มีพลังบ้าง แต่ไม่ต้องกังวล  ,"Sedikit kekuatan, tapi tidak perlu dikhawatirkan  ","May konting lakas, ngunit hindi dapat ikabahala  ","Sedikit kekuatan, tetapi tidak membimbangkan  ",2,,,,,,,,,,
102,17,,,city/adventure/random_tower/icon/img_ptdr@.png,,,Normal Enemy,Phổ thông địch nhân,Normal Enemy,ศัตรูปกติ,Musuh Normal,Karaniwang Kaaway,Musuh Biasa,2,1,"Some strength, but not worrying  ","Có chút sức mạnh, nhưng không đáng lo ngại",,"Some strength, but not worrying  ",มีพลังบ้าง แต่ไม่ต้องกังวล  ,"Sedikit kekuatan, tapi tidak perlu dikhawatirkan  ","May konting lakas, ngunit hindi dapat ikabahala  ","Sedikit kekuatan, tetapi tidak membimbangkan  ",2,,,,,,,,,,
103,17,,,city/adventure/random_tower/icon/img_kndr@.png,,,Hard Enemy,Khó khăn địch nhân,Hard Enemy,ศัตรูยาก,Musuh Sulit,Mahirap na Kaaway,Musuh Sukar,3,1,Be careful when choosing your opponent  ,Hãy cẩn thận khi chọn đối thủ,,Be careful when choosing your opponent  ,ระวังในการเลือกศัตรู  ,Hati-hati saat memilih lawan  ,Mag-ingat sa pagpili ng kalaban  ,Berhati-hati ketika memilih musuh  ,3,,,,,,,,,,
104,17,,,city/adventure/random_tower/icon/img_kndr@.png,,,Hard Enemy,Khó khăn địch nhân,Hard Enemy,ศัตรูยาก,Musuh Sulit,Mahirap na Kaaway,Musuh Sukar,3,1,Be careful when choosing your opponent  ,Hãy cẩn thận khi chọn đối thủ,,Be careful when choosing your opponent  ,ระวังในการเลือกศัตรู  ,Hati-hati saat memilih lawan  ,Mag-ingat sa pagpili ng kalaban  ,Berhati-hati ketika memilih musuh  ,3,,,,,,,,,,
105,18,,,city/adventure/random_tower/icon/icon_wz.png,,,Combat Supply,Chiến đấu tiếp tế,Combat Supply,การส่งเสบียงการต่อสู้,Pasokan Pertempuran,Suplay ng Laban,Bekalan Pertempuran,,2,,,,,,,,,,,,,<<5;100>>,,,,,,
106,18,,,city/adventure/random_tower/icon/icon_wz.png,,,Attribute Enhancement,Thuộc tính tăng thêm,Attribute Enhancement,การเสริมคุณสมบัติ,Peningkatan Atribut,Pagpapalakas ng Katangian,Peningkatan Atribut,,2,,,,,,,,,,,,,<<2;100>>,,,,,,
107,18,,,city/adventure/random_tower/icon/icon_wz.png,,,Attribute Enhancement,Thuộc tính tăng thêm,Attribute Enhancement,การเสริมคุณสมบัติ,Peningkatan Atribut,Pagpapalakas ng Katangian,Peningkatan Atribut,,2,,,,,,,,,,,,,<<2;100>>,,,,,,
108,18,,,city/adventure/random_tower/icon/icon_wz.png,,,Attribute Enhancement,Thuộc tính tăng thêm,Attribute Enhancement,การเสริมคุณสมบัติ,Peningkatan Atribut,Pagpapalakas ng Katangian,Peningkatan Atribut,,2,,,,,,,,,,,,,<<3;100>>,,,,,,
109,18,,,city/adventure/random_tower/icon/icon_wz.png,,,Attribute Enhancement,Thuộc tính tăng thêm,Attribute Enhancement,การเสริมคุณสมบัติ,Peningkatan Atribut,Pagpapalakas ng Katangian,Peningkatan Atribut,,2,,,,,,,,,,,,,<<3;100>>,,,,,,
110,18,,,city/adventure/random_tower/icon/icon_sj.png,,,Event,Sự kiện,Event,เหตุการณ์,Acara,Kaganapan,Acara,,4,"Your choice may bring luck, but it can also bring disaster  ","Lựa chọn của bạn có thể mang lại may mắn, nhưng cũng có thể mang đến tai họa",,"Your choice may bring luck, but it can also bring disaster  ",การเลือกของคุณอาจนำโชคมา แต่ก็อาจนำความหายนะมาเช่นกัน  ,"Pilihan Anda mungkin membawa keberuntungan, tapi juga bisa membawa bencana  ","Ang iyong pagpili ay maaaring magdala ng swerte, ngunit maaari rin itong magdala ng kapahamakan  ","Pilihan anda mungkin membawa nasib baik, tetapi ia juga boleh membawa malapetaka  ",,,,,,<<2;100>;<3;10>>,,,,,
111,19,,,city/adventure/random_tower/icon/img_boss@.png,,,Overlord,Bá chủ,Overlord,ผู้ปกครอง,Penguasa,Pinuno,Tuan,4,1,The force ahead is extremely difficult  ,Lực lượng cực kỳ khó khăn ở phía trước,,The force ahead is extremely difficult  ,กองกำลังข้างหน้าท้าทายอย่างมาก  ,Pasukan di depan sangat sulit  ,Napakahirap ng pwersa sa harap  ,Kekuatan di hadapan sangat sukar  ,4,0.8,0.8,,,,,,,,
112,19,,,city/adventure/random_tower/icon/img_boss@.png,,,Overlord,Bá chủ,Overlord,ผู้ปกครอง,Penguasa,Pinuno,Tuan,4,1,The most difficult force lies ahead  ,Lực lượng khó khăn nhất ở phía trước,,The most difficult force lies ahead  ,กองกำลังที่ยากที่สุดอยู่ข้างหน้า  ,Pasukan tersulit ada di depan  ,Ang pinakamahirap na pwersa ay nasa harap  ,Kekuatan yang paling sukar berada di hadapan  ,4,,,,,,,,,,
113,20,,,city/adventure/random_tower/icon_hhbx.png,,,Luxurious Treasure Chest,Xa hoa bảo rương,Luxurious Treasure Chest,หีบสมบัติหรูหรา,Petasan Harta Karun Mewah,Makulay na Dibdib ng Kayamanan,Peti Harta Karun Mewah,,3,Only after overcoming great challenges are you worthy of this reward  ,Chỉ sau khi vượt qua thử thách lớn mới xứng đáng nhận được phần thưởng này,,Only after overcoming great challenges are you worthy of this reward  ,ก็ต่อเมื่อผ่านความท้าทายครั้งใหญ่เท่านั้นถึงจะคู่ควรกับรางวัลนี้  ,Hanya setelah melewati tantangan besar Anda layak mendapatkan hadiah ini  ,Pagkatapos malampasan ang malalaking hamon ka lang karapat-dapat sa gantimpalang ito  ,Hanya selepas mengatasi cabaran besar anda layak mendapat ganjaran ini  ,,,,,,,2,60000,200,{libs=<501;503;504>},{libs=<506;505>}
114,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,22,,,city/adventure/random_tower/icon/icon_wz.png,,,Combat Enhancement,Chiến đấu tăng thêm,Combat Enhancement,การเพิ่มพูนการต่อสู้,Peningkatan Pertempuran,Pagpapalakas ng Laban,Peningkatan Pertempuran,,2,,,,,,,,,,,,,<<101;20>;<102;20>;<103;20>;<200;300>;<1000;90>>,,,,,,
116,22,,,city/adventure/random_tower/icon/icon_wz.png,,,Combat Enhancement,Chiến đấu tăng thêm,Combat Enhancement,การเพิ่มพูนการต่อสู้,Peningkatan Pertempuran,Pagpapalakas ng Laban,Peningkatan Pertempuran,,2,,,,,,,,,,,,,<<101;20>;<102;20>;<103;20>;<200;300>;<1000;90>>,,,,,,
117,22,,,city/adventure/random_tower/icon/icon_wz.png,,,Combat Enhancement,Chiến đấu tăng thêm,Combat Enhancement,การเพิ่มพูนการต่อสู้,Peningkatan Pertempuran,Pagpapalakas ng Laban,Peningkatan Pertempuran,,2,,,,,,,,,,,,,<<2221;40>;<2222;40>;<2223;100>;<2224;100>>,,,,,,
118,23,,,city/adventure/random_tower/icon/img_jddr@.png,,,Simple Enemy,Đơn giản địch nhân,Simple Enemy,ศัตรูง่าย,Musuh Sederhana,Simpleng Kaaway,Musuh Mudah,,1,It seems the opponent can be easily defeated  ,Có vẻ là đối thủ có thể dễ dàng bị đánh bại,,It seems the opponent can be easily defeated  ,ดูเหมือนคู่ต่อสู้จะถูกเอาชนะได้ง่าย  ,Tampaknya lawan bisa dengan mudah dikalahkan  ,Mukhang madaling talunin ang kalaban  ,Nampaknya lawan boleh dikalahkan dengan mudah  ,,,,,,,,,,,
119,23,,,city/adventure/random_tower/icon/img_jddr@.png,,,Simple Enemy,Đơn giản địch nhân,Simple Enemy,ศัตรูง่าย,Musuh Sederhana,Simpleng Kaaway,Musuh Mudah,,1,It seems the opponent can be easily defeated  ,Có vẻ là đối thủ có thể dễ dàng bị đánh bại,,It seems the opponent can be easily defeated  ,ดูเหมือนคู่ต่อสู้จะถูกเอาชนะได้ง่าย  ,Tampaknya lawan bisa dengan mudah dikalahkan  ,Mukhang madaling talunin ang kalaban  ,Nampaknya lawan boleh dikalahkan dengan mudah  ,,,,,,,,,,,
120,23,,,city/adventure/random_tower/icon/img_ptdr@.png,,,Normal Enemy,Phổ thông địch nhân,Normal Enemy,ศัตรูปกติ,Musuh Normal,Karaniwang Kaaway,Musuh Biasa,2,1,"They have some strength, but it’s not a concern  ","Có chút sức mạnh, nhưng không đáng lo ngại",,"They have some strength, but it’s not a concern  ",พวกเขามีพลังบ้าง แต่ไม่ต้องกังวล  ,"Mereka memiliki sedikit kekuatan, tapi tidak perlu khawatir  ","May konting lakas sila, pero hindi ito dapat ikabahala  ","Mereka mempunyai sedikit kekuatan, tetapi tidak perlu risau  ",2,,,,,,,,,,
121,23,,,city/adventure/random_tower/icon/img_ptdr@.png,,,Normal Enemy,Phổ thông địch nhân,Normal Enemy,ศัตรูปกติ,Musuh Normal,Karaniwang Kaaway,Musuh Biasa,2,1,"They have some strength, but it’s not a concern  ","Có chút sức mạnh, nhưng không đáng lo ngại",,"They have some strength, but it’s not a concern  ",พวกเขามีพลังบ้าง แต่ไม่ต้องกังวล  ,"Mereka memiliki sedikit kekuatan, tapi tidak perlu khawatir  ","May konting lakas sila, pero hindi ito dapat ikabahala  ","Mereka mempunyai sedikit kekuatan, tetapi tidak perlu risau  ",2,,,,,,,,,,
122,23,,,city/adventure/random_tower/icon/img_kndr@.png,,,Hard Enemy,Khó khăn địch nhân,Hard Enemy,ศัตรูยาก,Musuh Sulit,Mahirap na Kaaway,Musuh Sukar,3,1,Be careful when choosing your opponent  ,Hãy cẩn thận khi chọn đối thủ,,Be careful when choosing your opponent  ,ระวังในการเลือกคู่ต่อสู้  ,Berhati-hatilah saat memilih lawan  ,Mag-ingat sa pagpili ng kalaban  ,Berhati-hati ketika memilih lawan  ,3,,,,,,,,,,
123,23,,,city/adventure/random_tower/icon/img_kndr@.png,,,Hard Enemy,Khó khăn địch nhân,Hard Enemy,ศัตรูยาก,Musuh Sulit,Mahirap na Kaaway,Musuh Sukar,3,1,Be careful when choosing your opponent  ,Hãy cẩn thận khi chọn đối thủ,,Be careful when choosing your opponent  ,ระวังในการเลือกคู่ต่อสู้  ,Berhati-hatilah saat memilih lawan  ,Mag-ingat sa pagpili ng kalaban  ,Berhati-hati ketika memilih lawan  ,3,,,,,,,,,,
124,24,,,city/adventure/random_tower/icon/icon_wz.png,,,Attribute Enhancement,Thuộc tính tăng thêm,Attribute Enhancement,การเสริมคุณสมบัติ,Peningkatan Atribut,Pagpapalakas ng Katangian,Peningkatan Atribut,,2,,,,,,,,,,,,,<<1;100>>,,,,,,
125,24,,,city/adventure/random_tower/icon/icon_wz.png,,,Combat Supply,Chiến đấu tiếp tế,Combat Supply,การส่งเสบียงการต่อสู้,Pasokan Pertempuran,Suplay ng Laban,Bekalan Pertempuran,,2,,,,,,,,,,,,,<<5;100>>,,,,,,
126,24,,,city/adventure/random_tower/icon/icon_wz.png,,,Attribute Enhancement,Thuộc tính tăng thêm,Attribute Enhancement,การเสริมคุณสมบัติ,Peningkatan Atribut,Pagpapalakas ng Katangian,Peningkatan Atribut,,2,,,,,,,,,,,,,<<1;100>;<2;40>>,,,,,,
127,24,,,city/adventure/random_tower/icon/icon_wz.png,0,,Attribute Enhancement,Thuộc tính tăng thêm,Attribute Enhancement,การเสริมคุณสมบัติ,Peningkatan Atribut,Pagpapalakas ng Katangian,Peningkatan Atribut,,2,,,,,,,,,,,,,<<1;100>;<2;20>>,,,,,,
128,24,,,city/adventure/random_tower/icon/icon_sj.png,0,,Event,Sự kiện,Event,เหตุการณ์,Acara,Kaganapan,Acara,,4,No one knows what will happen  ,Không ai biết chuyện gì sẽ xảy ra,,No one knows what will happen  ,ไม่มีใครรู้ว่าจะเกิดอะไรขึ้น  ,Tidak ada yang tahu apa yang akan terjadi  ,Walang nakakaalam kung ano ang mangyayari  ,Tiada siapa yang tahu apa yang akan berlaku  ,,,,,,<<1;100>;<2;10>>,,,,,
129,24,,,city/adventure/random_tower/icon/icon_sj.png,0,,Event,Sự kiện,Event,เหตุการณ์,Acara,Kaganapan,Acara,,4,"Your choice may bring luck, but it can also bring disaster  ","Lựa chọn của bạn có thể mang lại may mắn, nhưng cũng có thể mang đến tai họa",,"Your choice may bring luck, but it can also bring disaster  ",การเลือกของคุณอาจนำโชคดีมาให้ แต่ก็อาจนำหายนะมาเช่นกัน  ,"Pilihanmu bisa membawa keberuntungan, tapi juga bisa membawa bencana  ","Ang iyong pagpili ay maaaring magdala ng suwerte, ngunit maaari rin magdala ng kapahamakan  ","Pilihan anda mungkin membawa nasib baik, tetapi juga boleh membawa malapetaka  ",,,,,,<<2;100>;<3;10>>,,,,,
130,24,,,city/adventure/random_tower/icon_bx.png,,,Treasure Chest,Bảo rương,Treasure Chest,หีบสมบัติ,Petasan Harta Karun,Dibdib ng Kayamanan,Peti Harta Karun,,3,A treasure chest accidentally discovered  ,Hòm báu tình cờ phát hiện,,A treasure chest accidentally discovered  ,พบหีบสมบัติโดยบังเอิญ  ,Petinya ditemukan secara kebetulan  ,Isang kayamanang nahukay nang hindi sinasadya  ,Petinya ditemui secara kebetulan  ,,,,,,,,14000,20,{libs=<504;504>},
131,24,,,city/adventure/random_tower/icon/img_jddr@.png,,,Simple Enemy,Đơn giản địch nhân,Simple Enemy,ศัตรูง่าย,Musuh Sederhana,Simpleng Kaaway,Musuh Mudah,,1,It seems the opponent can be easily defeated  ,Có vẻ là đối thủ có thể dễ dàng bị đánh bại,,It seems the opponent can be easily defeated  ,ดูเหมือนคู่ต่อสู้จะถูกเอาชนะได้ง่าย  ,Tampaknya lawan bisa dengan mudah dikalahkan  ,Mukhang madaling talunin ang kalaban  ,Nampaknya lawan boleh dikalahkan dengan mudah  ,,,0.6,,,,,,,,
132,24,,,city/adventure/random_tower/icon/img_ptdr@.png,,,Normal Enemy,Phổ thông địch nhân,Normal Enemy,ศัตรูปกติ,Musuh Normal,Karaniwang Kaaway,Musuh Biasa,2,1,"They have some strength, but it’s not a concern  ","Có chút sức mạnh, nhưng không đáng lo ngại",,"They have some strength, but it’s not a concern  ",พวกเขามีพลังบ้าง แต่ไม่ต้องกังวล  ,"Mereka memiliki sedikit kekuatan, tapi tidak perlu khawatir  ","May konting lakas sila, pero hindi ito dapat ikabahala  ","Mereka mempunyai sedikit kekuatan, tetapi tidak perlu risau  ",2,,0.6,,,,,,,,
133,24,,,city/adventure/random_tower/icon/img_kndr@.png,,,Hard Enemy,Khó khăn địch nhân,Hard Enemy,ศัตรูยาก,Musuh Sulit,Mahirap na Kaaway,Musuh Sukar,3,1,Be careful when choosing your opponent  ,Hãy cẩn thận khi chọn đối thủ,,Be careful when choosing your opponent  ,ระวังในการเลือกคู่ต่อสู้  ,Berhati-hatilah saat memilih lawan  ,Mag-ingat sa pagpili ng kalaban  ,Berhati-hati ketika memilih lawan  ,3,,0.6,,,,,,,,
134,25,,,city/adventure/random_tower/icon/icon_wz.png,,,Attribute Enhancement,Thuộc tính tăng thêm,Attribute Enhancement,การเสริมคุณสมบัติ,Peningkatan Atribut,Pagpapalakas ng Katangian,Peningkatan Atribut,,2,,,,,,,,,,,,,<<1;100>>,,,,,,
135,25,,,city/adventure/random_tower/icon/icon_wz.png,,,Combat Supply,Chiến đấu tiếp tế,Combat Supply,การส่งเสบียงการต่อสู้,Pasokan Pertempuran,Suplay ng Laban,Bekalan Pertempuran,,2,,,,,,,,,,,,,<<5;100>>,,,,,,
136,25,,,city/adventure/random_tower/icon/icon_wz.png,,,Attribute Enhancement,Thuộc tính tăng thêm,Attribute Enhancement,การเสริมคุณสมบัติ,Peningkatan Atribut,Pagpapalakas ng Katangian,Peningkatan Atribut,,2,,,,,,,,,,,,,<<1;100>;<2;20>>,,,,,,
137,25,,,city/adventure/random_tower/icon/icon_wz.png,,,Attribute Enhancement,Thuộc tính tăng thêm,Attribute Enhancement,การเสริมคุณสมบัติ,Peningkatan Atribut,Pagpapalakas ng Katangian,Peningkatan Atribut,,2,,,,,,,,,,,,,<<1;100>;<2;20>>,,,,,,
138,25,,,city/adventure/random_tower/icon/icon_sj.png,,,Event,Sự kiện,Event,เหตุการณ์,Acara,Kaganapan,Acara,,4,No one knows what will happen  ,Không ai biết chuyện gì sẽ xảy ra,,No one knows what will happen  ,ไม่มีใครรู้ว่าจะเกิดอะไรขึ้น  ,Tidak ada yang tahu apa yang akan terjadi  ,Walang nakakaalam kung ano ang mangyayari  ,Tiada siapa yang tahu apa yang akan berlaku  ,,,,,,<<1;100>;<2;10>>,,,,,
139,25,,,city/adventure/random_tower/icon/icon_sj.png,0,,Event,Sự kiện,Event,เหตุการณ์,Acara,Kaganapan,Acara,,4,"Your choice may bring luck, but it can also bring disaster  ","Lựa chọn của bạn có thể mang lại may mắn, nhưng cũng có thể mang đến tai họa",,"Your choice may bring luck, but it can also bring disaster  ",การเลือกของคุณอาจนำโชคดีมาให้ แต่ก็อาจนำหายนะมาเช่นกัน  ,"Pilihanmu bisa membawa keberuntungan, tapi juga bisa membawa bencana  ","Ang iyong pagpili ay maaaring magdala ng suwerte, ngunit maaari rin magdala ng kapahamakan  ","Pilihan anda mungkin membawa nasib baik, tetapi juga boleh membawa malapetaka  ",,,,,,<<2;100>;<3;10>>,,,,,
140,25,,,city/adventure/random_tower/icon_bx.png,,,Treasure Chest,Bảo rương,Treasure Chest,หีบสมบัติ,Petasan Harta Karun,Dibdib ng Kayamanan,Peti Harta Karun,,3,A treasure chest accidentally discovered  ,Hòm báu tình cờ phát hiện,,A treasure chest accidentally discovered  ,พบหีบสมบัติโดยบังเอิญ  ,Petinya ditemukan secara kebetulan  ,Isang kayamanang nahukay nang hindi sinasadya  ,Petinya ditemui secara kebetulan  ,,,,,,,,14000,20,{libs=<504;504>},
141,25,,,city/adventure/random_tower/icon/img_jddr@.png,,,Simple Enemy,Đơn giản địch nhân,Simple Enemy,ศัตรูง่าย,Musuh Sederhana,Simpleng Kaaway,Musuh Mudah,,1,It seems the opponent can be easily defeated  ,Có vẻ là đối thủ có thể dễ dàng bị đánh bại,,It seems the opponent can be easily defeated  ,ดูเหมือนคู่ต่อสู้จะถูกเอาชนะได้ง่าย  ,Tampaknya lawan bisa dengan mudah dikalahkan  ,Mukhang madaling talunin ang kalaban  ,Nampaknya lawan boleh dikalahkan dengan mudah  ,,,0.6,,,,,,,,
142,25,,,city/adventure/random_tower/icon/img_ptdr@.png,-1,,Normal Enemy,Phổ thông địch nhân,Normal Enemy,ศัตรูปกติ,Musuh Normal,Karaniwang Kaaway,Musuh Biasa,2,1,"They have some strength, but it’s not a concern  ","Có chút sức mạnh, nhưng không đáng lo ngại",,"They have some strength, but it’s not a concern  ",พวกเขามีพลังบ้าง แต่ไม่ต้องกังวล  ,"Mereka memiliki sedikit kekuatan, tapi tidak perlu khawatir  ","May konting lakas sila, pero hindi ito dapat ikabahala  ","Mereka mempunyai sedikit kekuatan, tetapi tidak perlu risau  ",2,,0.6,,,,,,,,
143,25,,,city/adventure/random_tower/icon/img_kndr@.png,,,Hard Enemy,Khó khăn địch nhân,Hard Enemy,ศัตรูยาก,Musuh Sulit,Mahirap na Kaaway,Musuh Sukar,3,1,Be careful when choosing your opponent  ,Hãy cẩn thận khi chọn đối thủ,,Be careful when choosing your opponent  ,ระวังในการเลือกคู่ต่อสู้  ,Berhati-hatilah saat memilih lawan  ,Mag-ingat sa pagpili ng kalaban  ,Berhati-hati ketika memilih lawan  ,3,,0.6,,,,,,,,
144,26,,,city/adventure/random_tower/icon/icon_wz.png,-1,,Attribute Enhancement,Thuộc tính tăng thêm,Attribute Enhancement,การเสริมคุณสมบัติ,Peningkatan Atribut,Pagpapalakas ng Katangian,Peningkatan Atribut,,2,,,,,,,,,,,,,<<1;100>>,,,,,,
145,26,,,city/adventure/random_tower/icon/icon_wz.png,-1,,Combat Supply,Chiến đấu tiếp tế,Combat Supply,การส่งเสบียงการต่อสู้,Pasokan Pertempuran,Suplay ng Laban,Bekalan Pertempuran,,2,,,,,,,,,,,,,<<5;100>>,,,,,,
146,26,,,city/adventure/random_tower/icon/icon_wz.png,,,Attribute Enhancement,Thuộc tính tăng thêm,Attribute Enhancement,การเสริมคุณสมบัติ,Peningkatan Atribut,Pagpapalakas ng Katangian,Peningkatan Atribut,,2,,,,,,,,,,,,,<<1;100>;<2;20>>,,,,,,
147,26,,,city/adventure/random_tower/icon/icon_wz.png,,,Attribute Enhancement,Thuộc tính tăng thêm,Attribute Enhancement,การเสริมคุณสมบัติ,Peningkatan Atribut,Pagpapalakas ng Katangian,Peningkatan Atribut,,2,,,,,,,,,,,,,<<1;100>;<2;20>>,,,,,,
148,26,,,city/adventure/random_tower/icon/icon_sj.png,0,,Event,Sự kiện,Event,เหตุการณ์,Acara,Kaganapan,Acara,,4,No one knows what will happen  ,Không ai biết chuyện gì sẽ xảy ra,,No one knows what will happen  ,ไม่มีใครรู้ว่าจะเกิดอะไรขึ้น  ,Tidak ada yang tahu apa yang akan terjadi  ,Walang nakakaalam kung ano ang mangyayari  ,Tiada siapa yang tahu apa yang akan berlaku  ,,,,,,<<1;100>;<2;10>>,,,,,
149,26,,,city/adventure/random_tower/icon/icon_sj.png,0,,Event,Sự kiện,Event,เหตุการณ์,Acara,Kaganapan,Acara,,4,"Your choice may bring luck, but it can also bring disaster  ","Lựa chọn của bạn có thể mang lại may mắn, nhưng cũng có thể mang đến tai họa",,"Your choice may bring luck, but it can also bring disaster  ",การเลือกของคุณอาจนำโชคดีมาให้ แต่ก็อาจนำหายนะมาเช่นกัน  ,"Pilihanmu bisa membawa keberuntungan, tapi juga bisa membawa bencana  ","Ang iyong pagpili ay maaaring magdala ng suwerte, ngunit maaari rin magdala ng kapahamakan  ","Pilihan anda mungkin membawa nasib baik, tetapi juga boleh membawa malapetaka  ",,,,,,<<2;100>;<3;10>>,,,,,
150,26,,,city/adventure/random_tower/icon_bx.png,,,Treasure Chest,Bảo rương,Treasure Chest,หีบสมบัติ,Petasan Harta Karun,Dibdib ng Kayamanan,Peti Harta Karun,,3,A treasure chest accidentally discovered  ,Hòm báu tình cờ phát hiện,,A treasure chest accidentally discovered  ,พบหีบสมบัติโดยบังเอิญ  ,Petinya ditemukan secara kebetulan  ,Isang kayamanang nahukay nang hindi sinasadya  ,Petinya ditemui secara kebetulan  ,,,,,,,,14000,20,{libs=<504;504>},
151,26,,,city/adventure/random_tower/icon/img_jddr@.png,,,Simple Enemy,Đơn giản địch nhân,Simple Enemy,ศัตรูง่าย,Musuh Sederhana,Simpleng Kaaway,Musuh Mudah,,1,It seems the opponent can be easily defeated  ,Có vẻ là đối thủ có thể dễ dàng bị đánh bại,,It seems the opponent can be easily defeated  ,ดูเหมือนคู่ต่อสู้จะถูกเอาชนะได้ง่าย  ,Tampaknya lawan bisa dengan mudah dikalahkan  ,Mukhang madaling talunin ang kalaban  ,Nampaknya lawan boleh dikalahkan dengan mudah  ,,,0.6,,,,,,,,
152,26,,,city/adventure/random_tower/icon/img_ptdr@.png,,,Normal Enemy,Phổ thông địch nhân,Normal Enemy,ศัตรูปกติ,Musuh Normal,Karaniwang Kaaway,Musuh Biasa,2,1,"They have some strength, but it’s not a concern  ","Có chút sức mạnh, nhưng không đáng lo ngại",,"They have some strength, but it’s not a concern  ",พวกเขามีพลังบ้าง แต่ไม่ต้องกังวล  ,"Mereka memiliki sedikit kekuatan, tapi tidak perlu khawatir  ","May konting lakas sila, pero hindi ito dapat ikabahala  ","Mereka mempunyai sedikit kekuatan, tetapi tidak perlu risau  ",2,,0.6,,,,,,,,
153,26,,,city/adventure/random_tower/icon/img_kndr@.png,,,Hard Enemy,Khó khăn địch nhân,Hard Enemy,ศัตรูยาก,Musuh Sulit,Mahirap na Kaaway,Musuh Sukar,3,1,Be careful when choosing your opponent  ,Hãy cẩn thận khi chọn đối thủ,,Be careful when choosing your opponent  ,ระวังในการเลือกคู่ต่อสู้  ,Berhati-hatilah saat memilih lawan  ,Mag-ingat sa pagpili ng kalaban  ,Berhati-hati ketika memilih lawan  ,3,,0.6,,,,,,,,
154,27,,,city/adventure/random_tower/icon/icon_wz.png,,,Attribute Enhancement,Thuộc tính tăng thêm,Attribute Enhancement,การเสริมคุณสมบัติ,Peningkatan Atribut,Pagpapalakas ng Katangian,Peningkatan Atribut,,2,,,,,,,,,,,,,<<1;100>>,,,,,,
155,27,,,city/adventure/random_tower/icon/icon_wz.png,,,Combat Supply,Chiến đấu tiếp tế,Combat Supply,การส่งเสบียงการต่อสู้,Pasokan Pertempuran,Suplay ng Laban,Bekalan Pertempuran,,2,,,,,,,,,,,,,<<5;100>>,,,,,,
156,27,,,city/adventure/random_tower/icon/icon_wz.png,,,Attribute Enhancement,Thuộc tính tăng thêm,Attribute Enhancement,การเสริมคุณสมบัติ,Peningkatan Atribut,Pagpapalakas ng Katangian,Peningkatan Atribut,,2,,,,,,,,,,,,,<<1;100>;<2;40>>,,,,,,
157,27,,,city/adventure/random_tower/icon/icon_wz.png,0,,Attribute Enhancement,Thuộc tính tăng thêm,Attribute Enhancement,การเสริมคุณสมบัติ,Peningkatan Atribut,Pagpapalakas ng Katangian,Peningkatan Atribut,,2,,,,,,,,,,,,,<<1;100>;<2;20>>,,,,,,
158,27,,,city/adventure/random_tower/icon/icon_sj.png,-1,,Event,Sự kiện,Event,เหตุการณ์,Acara,Kaganapan,Acara,,4,No one knows what will happen  ,Không ai biết chuyện gì sẽ xảy ra,,No one knows what will happen  ,ไม่มีใครรู้ว่าจะเกิดอะไรขึ้น  ,Tidak ada yang tahu apa yang akan terjadi  ,Walang nakakaalam kung ano ang mangyayari  ,Tiada siapa yang tahu apa yang akan berlaku  ,,,,,,<<1;100>;<2;10>>,,,,,
