VariableName,group,desc_cn,desc,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma,weight,icon,iconBg,buffColor,buffType,attrNatureType1,attrType1,attrNum1,attrType2,attrNum2,attrNatureType3,attrType3,attrNum3,supplyType,supplyTarget,supplyNum,pointType,pointValue,passiveSkill,effectTimes,skillgroup,onlyOne,limit,changeLib,belongLib,condition
54,99,,"At battle end, gain additional points = number of surviving heroes * 2  ","Khi kết thúc trận đấu, có thể nhận thêm điểm = số anh hùng còn sống * 2","At battle end, gain additional points = number of surviving heroes * 2  ",เมื่อจบการต่อสู้ รับคะแนนเพิ่ม = จำนวนฮีโร่ที่รอดชีวิต * 2  ,"Di akhir pertempuran, dapatkan poin tambahan = jumlah pahlawan yang masih hidup * 2  ","Sa pagtatapos ng laban, makakakuha ng karagdagang puntos = bilang ng mga bayani na buhay pa * 2  ","Pada akhir pertempuran, dapatkan mata tambahan = bilangan wira yang hidup * 2  ",,city/adventure/random_tower/icon_jf.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,3,,,,,,,,,,,,2,2,,,,TRUE,,,,
55,99,,"At battle end, gain additional points = current floor * 2  ","Khi kết thúc trận đấu, có thể nhận thêm điểm = tầng hiện tại * 2","At battle end, gain additional points = current floor * 2  ",เมื่อจบการต่อสู้ รับคะแนนเพิ่ม = ชั้นปัจจุบัน * 2  ,"Di akhir pertempuran, dapatkan poin tambahan = lantai saat ini * 2  ","Sa pagtatapos ng laban, makakakuha ng karagdagang puntos = kasalukuyang palapag * 2  ","Pada akhir pertempuran, dapatkan mata tambahan = tingkat sekarang * 2  ",,city/adventure/random_tower/icon_jf.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,3,,,,,,,,,,,,3,2,,,,TRUE,,,,
56,99,,Our hero's physical and magic attack +5%  ,Tấn công vật lý và phép của anh hùng của chúng tôi +5%,Our hero's physical and magic attack +5%  ,การโจมตีทางกายภาพและเวทของฮีโร่ฝ่ายเรา +5%  ,Serangan fisik dan sihir pahlawan kami +5%  ,Pag-atake ng pisikal at mahiwaga ng aming bayani +5%  ,Serangan fizikal dan magik wira kami +5%  ,1,city/adventure/random_tower/icon/icon_xingxiangskill_4.png,city/adventure/random_tower/icon/box_red.png,effect,,,8,5%,7,5%,,,,,,,,,,,,,,,,
101,21,,Our hero's physical attack +20%  ,Tấn công vật lý của anh hùng của chúng tôi +20%,Our hero's physical attack +20%  ,การโจมตีทางกายภาพของฮีโร่ฝ่ายเรา +20%  ,Serangan fisik pahlawan kami +20%  ,Pag-atake ng pisikal ng aming bayani +20%  ,Serangan fizikal wira kami +20%  ,,city/develop/talent/icon_wg.png,city/adventure/random_tower/icon/box_yellow.png,effect,,,7,20%,,,,,,,,,,,,,,TRUE,1,,,
102,21,,Our hero's magic attack +20%  ,Tấn công phép của anh hùng của chúng tôi +20%,Our hero's magic attack +20%  ,การโจมตีเวทของฮีโร่ฝ่ายเรา +20%  ,Serangan sihir pahlawan kami +20%  ,Pag-atake ng mahiwaga ng aming bayani +20%  ,Serangan magik wira kami +20%  ,,city/develop/talent/icon_tg.png,city/adventure/random_tower/icon/box_blue.png,effect,,,8,20%,,,,,,,,,,,,,,TRUE,1,,,
103,21,,Our hero's physical and magic attack +15%  ,Tấn công vật lý và phép của anh hùng của chúng tôi +15%,Our hero's physical and magic attack +15%  ,การโจมตีทางกายภาพและเวทของฮีโร่ฝ่ายเรา +15%  ,Serangan fisik dan sihir pahlawan kami +15%  ,Pag-atake ng pisikal at mahiwaga ng aming bayani +15%  ,Serangan fizikal dan magik wira kami +15%  ,,city/adventure/random_tower/icon/icon_xingxiangskill_4.png,city/adventure/random_tower/icon/box_red.png,effect,,,8,15%,7,15%,,,,,,,,,,,,,2,,,
104,21,,Our hero's damage increase +20%  ,Tăng sát thương của anh hùng của chúng tôi +20%,Our hero's damage increase +20%  ,เพิ่มความเสียหายของฮีโร่ฝ่ายเรา +20%  ,Peningkatan kerusakan pahlawan kami +20%  ,Pagtaas ng pinsala ng aming bayani +20%  ,Peningkatan kerosakan wira kami +20%  ,,city/develop/talent/icon_shjc.png,city/adventure/random_tower/icon/box_yellow.png,effect,,,22,2000,,,,,,,,,,,,,,TRUE,1,,,
105,21,,Our hero's critical rate +20%  ,Tỷ lệ chí mạng của anh hùng của chúng tôi +20%,Our hero's critical rate +20%  ,อัตราคริติคอลของฮีโร่ฝ่ายเรา +20%  ,Tingkat kritis pahlawan kami +20%  ,Tasa ng kritikal ng aming bayani +20%  ,Kadar kritikal wira kami +20%  ,,city/develop/talent/icon_bj.png,city/adventure/random_tower/icon/box_yellow.png,effect,,,14,2000,,,,,,,,,,,,,,TRUE,1,,,
106,21,,Our hero's critical damage +30%  ,Sát thương chí mạng của anh hùng của chúng tôi +30%,Our hero's critical damage +30%  ,ความเสียหายคริติคอลของฮีโร่ฝ่ายเรา +30%  ,Kerusakan kritis pahlawan kami +30%  ,Pinsalang kritikal ng aming bayani +30%  ,Kerosakan kritikal wira kami +30%  ,,city/develop/talent/icon_bjsh.png,city/adventure/random_tower/icon/box_orange.png,effect,,,15,30%,,,,,,,,,,,,,,TRUE,1,,,
121,22,,Our hero's physical defense +30%  ,Phòng thủ vật lý của anh hùng của chúng tôi +30%,Our hero's physical defense +30%  ,การป้องกันทางกายภาพของฮีโร่ฝ่ายเรา +30%  ,Pertahanan fisik pahlawan kami +30%  ,Depensa sa pisikal ng aming bayani +30%  ,Pertahanan fizikal wira kami +30%  ,,city/develop/talent/icon_wf.png,city/adventure/random_tower/icon/box_green.png,effect_lan,,,9,30%,,,,,,,,,,,,,,TRUE,1,,,
122,22,,Our hero's magic defense +30%  ,Phòng thủ phép của anh hùng của chúng tôi +30%,Our hero's magic defense +30%  ,การป้องกันเวทของฮีโร่ฝ่ายเรา +30%  ,Pertahanan sihir pahlawan kami +30%  ,Depensa sa mahiwaga ng aming bayani +30%  ,Pertahanan magik wira kami +30%  ,,city/develop/talent/icon_tf.png,city/adventure/random_tower/icon/box_purple.png,effect_lan,,,10,30%,,,,,,,,,,,,,,TRUE,1,,,
123,22,,Our hero's physical and magic defense +25%  ,Phòng thủ vật lý và phép của anh hùng của chúng tôi +25%,Our hero's physical and magic defense +25%  ,การป้องกันทางกายภาพและเวทของฮีโร่ฝ่ายเรา +25%  ,Pertahanan fisik dan sihir pahlawan kami +25%  ,Depensa sa pisikal at mahiwaga ng aming bayani +25%  ,Pertahanan fizikal dan magik wira kami +25%  ,,city/adventure/random_tower/icon/icon_xingxiangskill_5.png,city/adventure/random_tower/icon/box_blue.png,effect_lan,,,10,25%,9,25%,,,,,,,,,,,,,2,,,
124,22,,Reduce damage of our hero by 20%,Giảm sát thương của anh hùng của chúng tôi +20%,Reduce damage of our hero by 20%,ลดความเสียหายของฮีโร่ของเรา 20%,Kurangi damage pahlawan kita sebesar 20%,Bawasan ang pinsala ng aming bayani ng 20%,Kurangkan kerosakan wira kita sebanyak 20%,,city/develop/talent/icon_shjm.png,city/adventure/random_tower/icon/box_yellow.png,effect_lan,,,23,2000,,,,,,,,,,,,,,TRUE,1,,,
200,1111,,Lose 10% current HP,Mất 10% máu hiện tại,Lose 10% current HP,เสียเลือดปัจจุบัน 10%,Kehilangan 10% HP saat ini,Mawalan ng 10% kasalukuyang HP,Hilang 10% HP semasa,,,,,2,,,,,,,,,4,2,10,,,,,,,,,,
201,1111,,Lose 20% current HP,Mất 20% máu hiện tại,Lose 20% current HP,เสียเลือดปัจจุบัน 20%,Kehilangan 20% HP saat ini,Mawalan ng 20% kasalukuyang HP,Hilang 20% HP semasa,,,,,2,,,,,,,,,4,2,20,,,,,,,,,,
202,1111,,Lose 30% current HP,Mất 30% máu hiện tại,Lose 30% current HP,เสียเลือดปัจจุบัน 30%,Kehilangan 30% HP saat ini,Mawalan ng 30% kasalukuyang HP,Hilang 30% HP semasa,,,,,2,,,,,,,,,4,2,30,,,,,,,,,,
203,1111,,Reduce 200 current rage points,Giảm 200 điểm tức hiện tại,Reduce 200 current rage points,ลดพลังโกรธปัจจุบัน 200 แต้ม,Kurangi 200 poin amarah saat ini,Bawasan ng 200 kasalukuyang puntos ng galit,Kurangkan 200 mata kemarahan semasa,,,,,2,,,,,,,,,5,2,20,,,,,,,,,,
204,1111,,Reduce 500 current rage points,Giảm 500 điểm tức hiện tại,Reduce 500 current rage points,ลดพลังโกรธปัจจุบัน 500 แต้ม,Kurangi 500 poin amarah saat ini,Bawasan ng 500 kasalukuyang puntos ng galit,Kurangkan 500 mata kemarahan semasa,,,,,2,,,,,,,,,5,2,50,,,,,,,,,,
205,1111,,Reduce 1000 current rage points,Giảm 1000 điểm tức hiện tại,Reduce 1000 current rage points,ลดพลังโกรธปัจจุบัน 1000 แต้ม,Kurangi 1000 poin amarah saat ini,Bawasan ng 1000 kasalukuyang puntos ng galit,Kurangkan 1000 mata kemarahan semasa,,,,,2,,,,,,,,,5,2,100,,,,,,,,,,
206,1111,,Increase 500 current rage points,Tăng 500 điểm tức hiện tại,Increase 500 current rage points,เพิ่มพลังโกรธปัจจุบัน 500 แต้ม,Tambahkan 500 poin amarah saat ini,Dagdagan ng 500 kasalukuyang puntos ng galit,Tambah 500 mata kemarahan semasa,,,,,2,,,,,,,,,2,2,50,,,,,,,,,,
207,1111,,Our hero's speed -20%,Tốc độ của anh hùng của chúng tôi -20%,Our hero's speed -20%,ความเร็วของฮีโร่ของเราลดลง 20%,Kecepatan pahlawan kita berkurang 20%,Bilis ng aming bayani bumaba ng 20%,Kelajuan wira kita berkurangan 20%,,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,,effect_lan,,,13,-20%,,,,,,,,,,,,,,,,,,
208,1111,,Our hero's speed -40%,Tốc độ của anh hùng của chúng tôi -40%,Our hero's speed -40%,ความเร็วของฮีโร่ของเราลดลง 40%,Kecepatan pahlawan kita berkurang 40%,Bilis ng aming bayani bumaba ng 40%,Kelajuan wira kita berkurangan 40%,,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,,effect_lan,,,13,-40%,,,,,,,,,,,,,,,,,,
210,1111,,Fully restore HP of heroes in the team,Hồi phục toàn bộ máu của anh hùng trong đội,Fully restore HP of heroes in the team,ฟื้นฟูเลือดเต็มของฮีโร่ในทีม,Pulihkan seluruh HP pahlawan dalam tim,Ganap na pagalingin ang HP ng mga bayani sa koponan,Pulihkan semua HP wira dalam pasukan,,,,,2,,,,,,,,,1,2,100,,,,,,,,,,
211,1111,,Fully restore rage of heroes in the team,Hồi phục toàn bộ tức của anh hùng trong đội,Fully restore rage of heroes in the team,ฟื้นฟูพลังโกรธเต็มของฮีโร่ในทีม,Pulihkan seluruh amarah pahlawan dalam tim,Ganap na pagalingin ang galit ng mga bayani sa koponan,Pulihkan semua kemarahan wira dalam pasukan,,,,,2,,,,,,,,,2,2,100,,,,,,,,,,
212,1111,,Physical attack of our hero -5%,Tấn công vật lý của anh hùng của chúng tôi -5%,Physical attack of our hero -5%,พลังโจมตีทางกายภาพของฮีโร่ของเราลดลง 5%,Serangan fisik pahlawan kita berkurang 5%,Physical attack ng aming bayani bumaba ng 5%,Serangan fizikal wira kita berkurangan 5%,,city/adventure/random_tower/icon/icon_xingxiangskill_4.png,,effect,,,7,-5%,,,,,,,,,,,,,,,,,,
213,1111,,Magic attack of our hero -5%,Tấn công phép của anh hùng của chúng tôi -5%,Magic attack of our hero -5%,พลังโจมตีเวทมนตร์ของฮีโร่ของเราลดลง 5%,Serangan sihir pahlawan kita berkurang 5%,Magic attack ng aming bayani bumaba ng 5%,Serangan sihir wira kita berkurangan 5%,,city/adventure/random_tower/icon/icon_xingxiangskill_4.png,,effect,,,8,-5%,,,,,,,,,,,,,,,,,,
214,1111,,Restore 20% HP of heroes in the team,Hồi phục 20% máu của anh hùng trong đội,Restore 20% HP of heroes in the team,ฟื้นฟูเลือด 20% ของฮีโร่ในทีม,Pulihkan 20% HP pahlawan dalam tim,Pagalingin ang 20% HP ng mga bayani sa koponan,Pulihkan 20% HP wira dalam pasukan,,,,,2,,,,,,,,,1,2,20,,,,,,,,,,
215,1111,,Increase 200 rage points for heroes in the team,Tăng 200 điểm tức cho anh hùng trong đội,Increase 200 rage points for heroes in the team,เพิ่มพลังโกรธ 200 แต้มให้ฮีโร่ในทีม,Tambahkan 200 poin amarah untuk pahlawan dalam tim,Dagdagan ng 200 puntos ng galit para sa mga bayani sa koponan,Tambah 200 mata kemarahan untuk wira dalam pasukan,,,,,2,,,,,,,,,2,2,20,,,,,,,,,,
1001,103,,"When our hero's HP is below 40%, each attack increases damage by 10% (can stack).","Khi máu của anh hùng của chúng tôi dưới 40%, mỗi lần tấn công sẽ tăng 10% sát thương (có thể chồng chất).","When our hero's HP is below 40%, each attack increases damage by 10% (can stack).",เมื่อเลือดของฮีโร่ของเราต่ำกว่า 40% ทุกการโจมตีจะเพิ่มความเสียหาย 10% (สามารถซ้อนทับได้),"Ketika HP pahlawan kita di bawah 40%, setiap serangan meningkatkan damage sebesar 10% (dapat menumpuk).","Kapag ang HP ng aming bayani ay mas mababa sa 40%, bawat atake ay nagdaragdag ng 10% pinsala (pwedeng mag-stack).","Apabila HP wira kita di bawah 40%, setiap serangan meningkatkan kerosakan sebanyak 10% (boleh bertindih).",,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80001,,,TRUE,1,5,,
1002,200,,"Each time our hero loses 10% HP, damage increases by 8%.","Mỗi khi anh hùng của chúng tôi mất 10% máu, sát thương sẽ tăng 8%.","Each time our hero loses 10% HP, damage increases by 8%.",ทุกครั้งที่ฮีโร่ของเราเสียเลือด 10% ความเสียหายจะเพิ่มขึ้น 8%,"Setiap kali pahlawan kita kehilangan 10% HP, damage meningkat 8%.","Tuwing mawawala ang 10% HP ng aming bayani, tumataas ang pinsala ng 8%.","Setiap kali wira kita kehilangan 10% HP, kerosakan meningkat 8%.",,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_red.png,effect,4,,,,,,,,,,,,,,80002,,,TRUE,,,5,
1003,200,,"Each time damage is dealt to an enemy, add 8% true damage based on our hero's lost HP.","Mỗi lần gây sát thương cho kẻ địch, sẽ thêm 8% sát thương thật từ lượng máu đã mất của anh hùng.","Each time damage is dealt to an enemy, add 8% true damage based on our hero's lost HP.",ทุกครั้งที่ทำความเสียหายกับศัตรู จะเพิ่มความเสียหายจริง 8% จากเลือดที่เสียไปของฮีโร่ของเรา,"Setiap kali memberikan damage ke musuh, tambahkan 8% damage sejati berdasarkan HP yang hilang pahlawan kita.","Tuwing nakakasakit sa kalaban, dagdagan ng 8% totoong pinsala mula sa nawalang HP ng aming bayani.","Setiap kali memberi kerosakan kepada musuh, tambah 8% kerosakan benar berdasarkan HP yang hilang oleh wira kita.",,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80003,,,TRUE,,,5,
1004,200,,"Each time damage is dealt to an enemy, add 5% true damage based on the enemy's lost HP.","Mỗi lần gây sát thương cho kẻ địch, sẽ thêm 5% sát thương thật từ lượng máu đã mất của kẻ địch.","Each time damage is dealt to an enemy, add 5% true damage based on the enemy's lost HP.",ทุกครั้งที่ทำความเสียหายกับศัตรู จะเพิ่มความเสียหายจริง 5% จากเลือดที่เสียไปของศัตรู,"Setiap kali memberikan damage ke musuh, tambahkan 5% damage sejati berdasarkan HP yang hilang musuh.","Tuwing nakakasakit sa kalaban, dagdagan ng 5% totoong pinsala mula sa nawalang HP ng kalaban.","Setiap kali memberi kerosakan kepada musuh, tambah 5% kerosakan benar berdasarkan HP yang hilang oleh musuh.",,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80004,,,TRUE,,,2,
1005,101,,Increase own attack by 30% of current defense.,"Tăng sức tấn công của bản thân, giá trị tăng là 30% phòng thủ hiện tại.",Increase own attack by 30% of current defense.,เพิ่มพลังโจมตีของตัวเองเป็น 30% ของพลังป้องกันปัจจุบัน,Tingkatkan serangan sendiri sebesar 30% dari pertahanan saat ini.,Dagdagan ang sariling atake ng 30% ng kasalukuyang depensa.,Tingkatkan serangan sendiri sebanyak 30% daripada pertahanan semasa.,,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_red.png,effect,4,,,,,,,,,,,,,,80005,,,TRUE,1,7,,
1006,999,,"When using ultimate skill for the first time in battle, increase critical rate by 50%.","Khi sử dụng tuyệt chiêu lần đầu trong trận chiến, sẽ thêm 50% tỷ lệ chí mạng.","When using ultimate skill for the first time in battle, increase critical rate by 50%.",เมื่อใช้สกิลอัลติเมทครั้งแรกในสงคราม เพิ่มอัตราคริติคอล 50%,"Saat menggunakan skill ultimate pertama kali dalam pertarungan, tingkat kritis bertambah 50%.","Kapag ginamit ang ultimate skill sa unang pagkakataon sa laban, dagdagan ng 50% ang critical rate.","Apabila menggunakan kemahiran ultimate kali pertama dalam pertempuran, tingkatkan kadar kritikal sebanyak 50%.",,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80006,1,,TRUE,,,,
1007,200,,"Each time ultimate skill is used, damage increases by 10%, effect lasts until the end of battle.","Mỗi lần sử dụng tuyệt chiêu, sát thương sẽ tăng 10%, hiệu quả kéo dài đến khi trận chiến kết thúc.","Each time ultimate skill is used, damage increases by 10%, effect lasts until the end of battle.",ทุกครั้งที่ใช้สกิลอัลติเมท ความเสียหายจะเพิ่มขึ้น 10% มีผลจนจบการต่อสู้,"Setiap kali menggunakan skill ultimate, damage meningkat 10%, efek bertahan hingga akhir pertarungan.","Tuwing ginagamit ang ultimate skill, tumataas ang pinsala ng 10%, tumatagal hanggang matapos ang laban.","Setiap kali menggunakan kemahiran ultimate, kerosakan meningkat 10%, kesan bertahan sehingga tamat pertempuran.",,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80007,,,TRUE,,,2,
1008,200,,"Each time a basic attack or small skill is used, the next ultimate skill damage increases by 10%, this increase is lost after using ultimate skill.","Mỗi lần sử dụng đòn đánh cơ bản hoặc kỹ năng nhỏ, lần sử dụng tuyệt chiêu tiếp theo sẽ tăng 10% sát thương, khi sử dụng tuyệt chiêu, phần tăng này sẽ mất đi.","Each time a basic attack or small skill is used, the next ultimate skill damage increases by 10%, this increase is lost after using ultimate skill.",ทุกครั้งที่ใช้การโจมตีปกติหรือสกิลเล็ก สกิลอัลติเมทครั้งต่อไปจะเพิ่มความเสียหาย 10% และส่วนนี้จะหายไปเมื่อใช้สกิลอัลติเมท,"Setiap kali menggunakan serangan dasar atau skill kecil, penggunaan skill ultimate berikutnya meningkat 10% damage, peningkatan ini hilang setelah menggunakan skill ultimate.","Tuwing gumagamit ng basic attack o maliit na skill, ang susunod na ultimate skill ay tataas ng 10% pinsala, mawawala ang dagdag na ito pagkatapos gamitin ang ultimate.","Setiap kali menggunakan serangan asas atau kemahiran kecil, kemahiran ultimate seterusnya meningkat 10% kerosakan, peningkatan ini hilang selepas menggunakan kemahiran ultimate.",,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80008,,,TRUE,,,2,
1009,200,,"When our hero's HP is below 50%, receive 20% damage reduction until the end of battle.","Khi máu của anh hùng của chúng tôi dưới 50%, nhận thêm 20% giảm sát thương cho đến khi trận chiến kết thúc.","When our hero's HP is below 50%, receive 20% damage reduction until the end of battle.",เมื่อเลือดของฮีโร่ของเราต่ำกว่า 50% รับการลดความเสียหายเพิ่ม 20% จนจบการต่อสู้,"Ketika HP pahlawan kita di bawah 50%, terima pengurangan damage tambahan 20% hingga akhir pertarungan.","Kapag ang HP ng aming bayani ay mas mababa sa 50%, makatanggap ng dagdag na 20% bawas pinsala hanggang matapos ang laban.","Apabila HP wira kita di bawah 50%, terima pengurangan kerosakan tambahan 20% sehingga tamat pertempuran.",,city/adventure/random_tower/icon/icon_xingxiangskill_5.png,city/adventure/random_tower/icon/box_blue.png,effect_blue,4,,,,,,,,,,,,,,80009,,,TRUE,,,5,
1010,200,,"When our hero's HP is below 30%, increase lifesteal by 30% until the end of battle.","Khi máu của anh hùng của chúng tôi dưới 30%, tăng thêm 30% hút máu cho đến khi trận chiến kết thúc.","When our hero's HP is below 30%, increase lifesteal by 30% until the end of battle.",เมื่อเลือดของฮีโร่ของเราต่ำกว่า 30% เพิ่มการดูดเลือด 30% จนจบการต่อสู้,"Ketika HP pahlawan kita di bawah 30%, tingkatkan lifesteal sebesar 30% hingga akhir pertarungan.","Kapag ang HP ng aming bayani ay mas mababa sa 30%, dagdagan ang lifesteal ng 30% hanggang matapos ang laban.","Apabila HP wira kita di bawah 30%, tingkatkan lifesteal sebanyak 30% sehingga tamat pertempuran.",,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80010,,,TRUE,,,5,
1011,200,,"Each time damage is received, increase physical and magical defense by 15%, stacks up to 3 times, lasts 2 turns.","Mỗi lần nhận sát thương, tăng 15% phòng thủ vật lý và pháp thuật, tối đa cộng dồn 3 lần, kéo dài 2 lượt.","Each time damage is received, increase physical and magical defense by 15%, stacks up to 3 times, lasts 2 turns.",ทุกครั้งที่ได้รับความเสียหาย เพิ่มพลังป้องกันกายภาพและเวทมนตร์ 15% ซ้อนกันได้สูงสุด 3 ครั้ง มีผล 2 เทิร์น,"Setiap kali menerima damage, tingkatkan pertahanan fisik dan sihir sebesar 15%, maksimal 3 kali bertumpuk, bertahan selama 2 giliran.","Tuwing nakakatanggap ng pinsala, dagdagan ang physical at magical defense ng 15%, pwedeng mag-stack ng hanggang 3 beses, tumatagal ng 2 turn.","Setiap kali menerima kerosakan, tingkatkan pertahanan fizikal dan magik sebanyak 15%, bertindih sehingga 3 kali, bertahan 2 giliran.",,city/adventure/random_tower/icon/icon_xingxiangskill_5.png,city/adventure/random_tower/icon/box_blue.png,effect_blue,4,,,,,,,,,,,,,,80011,,,TRUE,,,7,
1012,200,,"Each time our hero's HP decreases by 10%, increase lifesteal by 5%.","Mỗi khi máu của anh hùng giảm 10%, tăng 5% hút máu.","Each time our hero's HP decreases by 10%, increase lifesteal by 5%.",ทุกครั้งที่เลือดของฮีโร่ลดลง 10% เพิ่มการดูดเลือด 5%,"Setiap kali HP pahlawan berkurang 10%, tingkatkan lifesteal sebesar 5%.","Tuwing bumababa ang HP ng aming bayani ng 10%, dagdagan ang lifesteal ng 5%.","Setiap kali HP wira berkurang 10%, tingkatkan lifesteal sebanyak 5%.",,city/adventure/random_tower/icon/icon_xingxiangskill_8.png,city/adventure/random_tower/icon/box_red.png,effect,4,,,,,,,,,,,,,,80012,,,TRUE,,,5,
1013,102,,"Convert all lifesteal components into a shield layer (shield = max HP * lifesteal rate * 1.5), shield lasts 2 turns.","Chuyển tất cả các thành phần hút máu thành lớp khiên (lớp khiên = giới hạn máu * tỷ lệ hút máu * 1.5), khiên duy trì 2 lượt.","Convert all lifesteal components into a shield layer (shield = max HP * lifesteal rate * 1.5), shield lasts 2 turns.",เปลี่ยนส่วนประกอบการดูดเลือดทั้งหมดเป็นเกราะ (เกราะ = พลังชีวิตสูงสุด * อัตราการดูดเลือด * 1.5) เกราะมีผล 2 เทิร์น,"Ubah semua komponen lifesteal menjadi lapisan perisai (perisai = HP maksimal * tingkat lifesteal * 1.5), perisai bertahan 2 giliran.","I-convert lahat ng lifesteal components sa shield layer (shield = max HP * lifesteal rate * 1.5), tumatagal ang shield ng 2 turn.","Tukar semua komponen lifesteal kepada lapisan perisai (perisai = HP maksimum * kadar lifesteal * 1.5), perisai bertahan 2 giliran.",,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80013,,,TRUE,1,9,,
1014,200,,"When having shield, immune to control effects.","Khi có khiên, miễn nhiễm hiệu ứng kiểm soát.","When having shield, immune to control effects.",เมื่อมีเกราะ ป้องกันสถานะควบคุม,"Saat memiliki perisai, kebal terhadap efek kontrol.","Kapag may shield, immune sa control effects.","Apabila mempunyai perisai, kebal terhadap kesan kawalan.",,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80014,,,TRUE,,,9,
1015,200,,"When receiving damage, 5% chance to silence the attacker for 1 turn.","Khi nhận sát thương, có 5% tỷ lệ gây im lặng đối với kẻ tấn công trong 1 lượt.","When receiving damage, 5% chance to silence the attacker for 1 turn.",เมื่อได้รับความเสียหาย มีโอกาส 5% ที่จะทำให้ศัตรูเงียบเป็นเวลา 1 เทิร์น,"Saat menerima damage, ada peluang 5% untuk membungkam penyerang selama 1 giliran.","Kapag nakakatanggap ng pinsala, may 5% chance na ma-silence ang attacker ng 1 turn.","Apabila menerima kerosakan, ada peluang 5% untuk menyenyapkan penyerang selama 1 giliran.",,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_green.png,effect_huang,4,,,,,,,,,,,,,,80015,,,TRUE,,,7,
1016,1000,,"At the start of the battle, gain 100 rage points.","Khi bắt đầu trận đấu, nhận thêm 100 điểm tức.","At the start of the battle, gain 100 rage points.",เมื่อเริ่มการต่อสู้ รับพลังโกรธ 100 แต้ม,"Saat mulai pertarungan, dapatkan 100 poin amarah.","Sa simula ng laban, tumanggap ng 100 puntos ng galit.","Pada permulaan pertempuran, dapatkan 100 mata kemarahan.",,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80016,,,TRUE,,,,
1017,1000,,"When defeating an enemy, gain 100 rage points.","Khi đánh bại kẻ địch, nhận thêm 100 điểm tức.","When defeating an enemy, gain 100 rage points.",เมื่อฆ่าศัตรู รับพลังโกรธ 100 แต้ม,"Saat mengalahkan musuh, dapatkan 100 poin amarah.","Kapag napatay ang kalaban, tumanggap ng 100 puntos ng galit.","Apabila mengalahkan musuh, dapatkan 100 mata kemarahan.",,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80017,,,TRUE,,,,
1018,1000,,"When receiving damage, gain 100 rage points.","Khi nhận sát thương, nhận thêm 100 điểm tức.","When receiving damage, gain 100 rage points.",เมื่อได้รับความเสียหาย รับพลังโกรธ 100 แต้ม,"Saat menerima damage, dapatkan 100 poin amarah.","Kapag nakatanggap ng pinsala, tumanggap ng 100 puntos ng galit.","Apabila menerima kerosakan, dapatkan 100 mata kemarahan.",,city/adventure/random_tower/icon/icon_xingxiangskill_6.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,,,,,,,,,,,,,,80018,,,TRUE,,,,
