VariableName,levelStart,levelEnd,monsters1,monsters2,rangeFixs
Defaults,1,101,,,<>
ID,基准等级下限（大于等于）,基准等级上限（小于）,怪物队伍1(cardsID),怪物队伍2(cardsID),段位
1252,1,101,<3251;3152;2023;1813;1381;1032>,<1893;1423;771;1313;721;1503>,<18;19;20;21;22>
1253,1,101,<3592;3161;2242;1841;1772;1071>,<1941;1503;1231;1393;771;1893>,<18;19;20;21;22>
1254,1,101,<3663;3181;2723;1911;1813;1253>,<1951;1893;1241;1423;1231;1941>,<18;19;20;21;22>
1255,1,101,<263;3251;3003;2023;1841;1303>,<2233;1941;1313;1503;1241;1951>,<18;19;20;21;22>
1256,1,101,<393;3592;3152;2242;1911;1381>,<2401;1951;1393;1893;1313;2233>,<18;19;20;21;22>
1257,1,101,<572;3663;3161;2723;2023;1772>,<2493;2233;1423;1941;1393;2401>,<18;19;20;21;22>
1258,1,101,<701;263;3181;3003;2242;1813>,<3021;2401;1503;1951;1423;2493>,<18;19;20;21;22>
1259,1,101,<721;393;3251;3152;2723;1841>,<3143;2493;1893;2233;1503;3021>,<18;19;20;21;22>
1260,1,101,<771;572;3592;3161;3003;1911>,<3171;3021;1941;2401;1893;3143>,<18;19;20;21;22>
1261,1,101,<1231;701;3663;3181;3152;2023>,<3303;3143;1951;2493;1941;3171>,<18;19;20;21;22>
1262,1,101,<1241;721;263;3251;3161;2242>,<3353;3171;2233;3021;1951;3303>,<18;19;20;21;22>
1263,1,101,<1313;771;393;3592;3181;2723>,<3673;3303;2401;3143;2233;3353>,<18;19;20;21;22>
1264,1,101,<1393;1231;572;3663;3251;3003>,<7001;3353;2493;3171;2401;3673>,<18;19;20;21;22>
1265,1,101,<1423;1241;701;263;3592;3152>,<44;3673;3021;3303;2493;7001>,<18;19;20;21;22>
1266,1,101,<1503;1313;721;393;3663;3161>,<53;7001;3143;3353;3021;44>,<18;19;20;21;22>
1267,1,101,<1893;1393;771;572;263;3181>,<82;44;3171;3673;3143;53>,<18;19;20;21;22>
1268,1,101,<1941;1423;1231;701;393;3251>,<692;53;3303;7001;3171;82>,<18;19;20;21;22>
1269,1,101,<1951;1503;1241;721;572;3592>,<2683;82;3353;44;3303;692>,<18;19;20;21;22>
1270,1,101,<2233;1893;1313;771;701;3663>,<2843;692;3673;53;3353;2683>,<18;19;20;21;22>
1271,1,101,<2401;1941;1393;1231;721;263>,<3432;2683;7001;82;3673;2843>,<18;19;20;21;22>
1272,1,101,<2493;1951;1423;1241;771;393>,<3772;2843;44;692;7001;3432>,<18;19;20;21;22>
1273,1,101,<3021;2233;1503;1313;1231;572>,<13;3432;53;2683;44;3772>,<18;19;20;21;22>
1274,1,101,<3143;2401;1893;1393;1241;701>,<273;3772;82;2843;53;13>,<18;19;20;21;22>
1275,1,101,<3171;2493;1941;1423;1313;721>,<402;13;692;3432;82;273>,<18;19;20;21;22>
1276,1,101,<3303;3021;1951;1503;1393;771>,<493;273;2683;3772;692;402>,<18;19;20;21;22>
1277,1,101,<3353;3143;2233;1893;1423;1231>,<552;402;2843;13;2683;493>,<18;19;20;21;22>
1278,1,101,<3673;3171;2401;1941;1503;1241>,<793;493;3432;273;2843;552>,<18;19;20;21;22>
1279,1,101,<7001;3303;2493;1951;1893;1313>,<2013;552;3772;402;3432;793>,<18;19;20;21;22>
1280,1,101,<44;3353;3021;2233;1941;1393>,<2073;793;13;493;3772;2013>,<18;19;20;21;22>
1281,1,101,<53;3673;3143;2401;1951;1423>,<2593;2013;273;552;13;2073>,<18;19;20;21;22>
1282,1,101,<82;7001;3171;2493;2233;1503>,<2612;2073;402;793;273;2593>,<18;19;20;21;22>
1283,1,101,<692;44;3303;3021;2401;1893>,<2633;2593;493;2013;402;2612>,<18;19;20;21;22>
1284,1,101,<2683;53;3353;3143;2493;1941>,<2963;2612;552;2073;493;2633>,<18;19;20;21;22>
1285,1,101,<2843;82;3673;3171;3021;1951>,<3283;2633;793;2593;552;2963>,<18;19;20;21;22>
1286,1,101,<3432;692;7001;3303;3143;2233>,<3293;2963;2013;2612;793;3283>,<18;19;20;21;22>
1287,1,101,<3772;2683;44;3353;3171;2401>,<3342;3283;2073;2633;2013;3293>,<18;19;20;21;22>
1288,1,101,<13;2843;53;3673;3303;2493>,<3472;3293;2593;2963;2073;3342>,<18;19;20;21;22>
1289,1,101,<273;3432;82;7001;3353;3021>,<3511;3342;2612;3283;2593;3472>,<18;19;20;21;22>
1290,1,101,<402;3772;692;44;3673;3143>,<3683;3472;2633;3293;2612;3511>,<18;19;20;21;22>
1291,1,101,<493;13;2683;53;7001;3171>,<731;3511;2963;3342;2633;3683>,<18;19;20;21;22>
1292,1,101,<552;273;2843;82;44;3303>,<1221;3683;3283;3472;2963;731>,<18;19;20;21;22>
1293,1,101,<793;402;3432;692;53;3353>,<1903;731;3293;3511;3283;1221>,<18;19;20;21;22>
1294,1,101,<2013;493;3772;2683;82;3673>,<1931;1221;3342;3683;3293;1903>,<18;19;20;21;22>
1295,1,101,<2073;552;13;2843;692;7001>,<3543;1903;3472;731;3342;1931>,<18;19;20;21;22>
1296,1,101,<2593;793;273;3432;2683;44>,<163;1931;3511;1221;3472;3543>,<18;19;20;21;22>
1297,1,101,<2612;2013;402;3772;2843;53>,<242;3543;3683;1903;3511;163>,<18;19;20;21;22>
1298,1,101,<2633;2073;493;13;3432;82>,<333;163;731;1931;3683;242>,<18;19;20;21;22>
1299,1,101,<2963;2593;552;273;3772;692>,<503;242;1221;3543;731;333>,<18;19;20;21;22>
1300,1,101,<3283;2612;793;402;13;2683>,<593;333;1903;163;1221;503>,<18;19;20;21;22>
1301,1,101,<3293;2633;2013;493;273;2843>,<603;503;1931;242;1903;593>,<18;19;20;21;22>
1302,1,101,<3342;2963;2073;552;402;3432>,<611;593;3543;333;1931;603>,<18;19;20;21;22>
1303,1,101,<3472;3283;2593;793;493;3772>,<631;603;163;503;3543;611>,<18;19;20;21;22>
1304,1,101,<3511;3293;2612;2013;552;13>,<641;611;242;593;163;631>,<18;19;20;21;22>
1305,1,101,<3683;3342;2633;2073;793;273>,<712;631;333;603;242;641>,<18;19;20;21;22>
1306,1,101,<731;3472;2963;2593;2013;402>,<741;641;503;611;333;712>,<18;19;20;21;22>
1307,1,101,<1221;3511;3283;2612;2073;493>,<863;712;593;631;503;741>,<18;19;20;21;22>
1308,1,101,<1903;3683;3293;2633;2593;552>,<883;741;603;641;593;863>,<18;19;20;21;22>
1309,1,101,<1931;731;3342;2963;2612;793>,<1082;863;611;712;603;883>,<18;19;20;21;22>
1310,1,101,<3543;1221;3472;3283;2633;2013>,<1293;883;631;741;611;1082>,<18;19;20;21;22>
1311,1,101,<163;1903;3511;3293;2963;2073>,<1612;1082;641;863;631;1293>,<18;19;20;21;22>
1312,1,101,<242;1931;3683;3342;3283;2593>,<2033;1293;712;883;641;1612>,<18;19;20;21;22>
1313,1,101,<333;3543;731;3472;3293;2612>,<972;1612;741;1082;712;2033>,<18;19;20;21;22>
1314,1,101,<503;163;1221;3511;3342;2633>,<1032;2033;863;1293;741;972>,<18;19;20;21;22>
1315,1,101,<593;242;1903;3683;3472;2963>,<1071;972;883;1612;863;1032>,<18;19;20;21;22>
1316,1,101,<603;333;1931;731;3511;3283>,<1253;1032;1082;2033;883;1071>,<18;19;20;21;22>
1317,1,101,<611;503;3543;1221;3683;3293>,<1303;1071;1293;972;1082;1253>,<18;19;20;21;22>
1318,1,101,<631;593;163;1903;731;3342>,<1381;1253;1612;1032;1293;1303>,<18;19;20;21;22>
1319,1,101,<641;603;242;1931;1221;3472>,<1772;1303;2033;1071;1612;1381>,<18;19;20;21;22>
1320,1,101,<712;611;333;3543;1903;3511>,<1813;1381;972;1253;2033;1772>,<18;19;20;21;22>
1321,1,101,<741;631;503;163;1931;3683>,<1841;1772;1032;1303;972;1813>,<18;19;20;21;22>
1322,1,101,<863;641;593;242;3543;731>,<1911;1813;1071;1381;1032;1841>,<18;19;20;21;22>
1323,1,101,<883;712;603;333;163;1221>,<2023;1841;1253;1772;1071;1911>,<18;19;20;21;22>
1324,1,101,<1082;741;611;503;242;1903>,<2242;1911;1303;1813;1253;2023>,<18;19;20;21;22>
1325,1,101,<1293;863;631;593;333;1931>,<2723;2023;1381;1841;1303;2242>,<18;19;20;21;22>
1326,1,101,<1612;883;641;603;503;3543>,<3003;2242;1772;1911;1381;2723>,<18;19;20;21;22>
1327,1,101,<2033;1082;712;611;593;163>,<3152;2723;1813;2023;1772;3003>,<18;19;20;21;22>
1328,1,101,<972;1293;741;631;603;242>,<3161;3003;1841;2242;1813;3152>,<18;19;20;21;22>
1329,1,101,<1032;1612;863;641;611;333>,<3181;3152;1911;2723;1841;3161>,<18;19;20;21;22>
1330,1,101,<1071;2033;883;712;631;503>,<3251;3161;2023;3003;1911;3181>,<18;19;20;21;22>
1331,1,101,<1253;972;1082;741;641;593>,<3592;3181;2242;3152;2023;3251>,<18;19;20;21;22>
1332,1,101,<1303;1032;1293;863;712;603>,<3663;3251;2723;3161;2242;3592>,<18;19;20;21;22>
1333,1,101,<1381;1071;1612;883;741;611>,<263;3592;3003;3181;2723;3663>,<18;19;20;21;22>
1334,1,101,<1772;1253;2033;1082;863;631>,<393;3663;3152;3251;3003;263>,<18;19;20;21;22>
1335,1,101,<1813;1303;972;1293;883;641>,<572;263;3161;3592;3152;393>,<18;19;20;21;22>
1336,1,101,<1841;1381;1032;1612;1082;712>,<701;393;3181;3663;3161;572>,<18;19;20;21;22>
1337,1,101,<1911;1772;1071;2033;1293;741>,<721;572;3251;263;3181;701>,<18;19;20;21;22>
1338,1,101,<2023;1813;1253;972;1612;863>,<771;701;3592;393;3251;721>,<18;19;20;21;22>
1339,1,101,<2242;1841;1303;1032;2033;883>,<1231;721;3663;572;3592;771>,<18;19;20;21;22>
1340,1,101,<2723;1911;1381;1071;972;1082>,<1241;771;263;701;3663;1231>,<18;19;20;21;22>
1341,1,101,<3003;2023;1772;1253;1032;1293>,<1313;1231;393;721;263;1241>,<18;19;20;21;22>
1342,1,101,<3152;2242;1813;1303;1071;1612>,<1393;1241;572;771;393;1313>,<18;19;20;21;22>
1343,1,101,<3161;2723;1841;1381;1253;2033>,<1423;1313;701;1231;572;1393>,<18;19;20;21;22>
1344,1,101,<3181;3003;1911;1772;1303;972>,<1503;1393;721;1241;701;1423>,<18;19;20;21;22>
1345,1,101,<3251;3152;2023;1813;1381;1032>,<1893;1423;771;1313;721;1503>,<18;19;20;21;22>
1346,1,101,<3592;3161;2242;1841;1772;1071>,<1941;1503;1231;1393;771;1893>,<18;19;20;21;22>
1347,1,101,<3663;3181;2723;1911;1813;1253>,<1951;1893;1241;1423;1231;1941>,<18;19;20;21;22>
1348,1,101,<263;3251;3003;2023;1841;1303>,<2233;1941;1313;1503;1241;1951>,<18;19;20;21;22>
1349,1,101,<393;3592;3152;2242;1911;1381>,<2401;1951;1393;1893;1313;2233>,<18;19;20;21;22>
1350,1,101,<572;3663;3161;2723;2023;1772>,<2493;2233;1423;1941;1393;2401>,<18;19;20;21;22>
1351,1,101,<701;263;3181;3003;2242;1813>,<3021;2401;1503;1951;1423;2493>,<18;19;20;21;22>
1352,1,101,<721;393;3251;3152;2723;1841>,<3143;2493;1893;2233;1503;3021>,<18;19;20;21;22>
1353,1,101,<771;572;3592;3161;3003;1911>,<3171;3021;1941;2401;1893;3143>,<18;19;20;21;22>
1354,1,101,<1231;701;3663;3181;3152;2023>,<3303;3143;1951;2493;1941;3171>,<18;19;20;21;22>
1355,1,101,<1241;721;263;3251;3161;2242>,<3353;3171;2233;3021;1951;3303>,<18;19;20;21;22>
1356,1,101,<1313;771;393;3592;3181;2723>,<3673;3303;2401;3143;2233;3353>,<18;19;20;21;22>
1357,1,101,<1393;1231;572;3663;3251;3003>,<7001;3353;2493;3171;2401;3673>,<18;19;20;21;22>
1358,1,101,<1423;1241;701;263;3592;3152>,<44;3673;3021;3303;2493;7001>,<18;19;20;21;22>
1359,1,101,<1503;1313;721;393;3663;3161>,<53;7001;3143;3353;3021;44>,<18;19;20;21;22>
1360,1,101,<1893;1393;771;572;263;3181>,<82;44;3171;3673;3143;53>,<18;19;20;21;22>
1361,1,101,<1941;1423;1231;701;393;3251>,<692;53;3303;7001;3171;82>,<18;19;20;21;22>
1362,1,101,<1951;1503;1241;721;572;3592>,<2683;82;3353;44;3303;692>,<18;19;20;21;22>
1363,1,101,<2233;1893;1313;771;701;3663>,<2843;692;3673;53;3353;2683>,<18;19;20;21;22>
1364,1,101,<2401;1941;1393;1231;721;263>,<3432;2683;7001;82;3673;2843>,<18;19;20;21;22>
1365,1,101,<2493;1951;1423;1241;771;393>,<3772;2843;44;692;7001;3432>,<18;19;20;21;22>
1366,1,101,<3021;2233;1503;1313;1231;572>,<13;3432;53;2683;44;3772>,<18;19;20;21;22>
1367,1,101,<3143;2401;1893;1393;1241;701>,<273;3772;82;2843;53;13>,<18;19;20;21;22>
1368,1,101,<3171;2493;1941;1423;1313;721>,<402;13;692;3432;82;273>,<18;19;20;21;22>
1369,1,101,<3303;3021;1951;1503;1393;771>,<493;273;2683;3772;692;402>,<18;19;20;21;22>
1370,1,101,<3353;3143;2233;1893;1423;1231>,<552;402;2843;13;2683;493>,<18;19;20;21;22>
1371,1,101,<3673;3171;2401;1941;1503;1241>,<793;493;3432;273;2843;552>,<18;19;20;21;22>
1372,1,101,<7001;3303;2493;1951;1893;1313>,<2013;552;3772;402;3432;793>,<18;19;20;21;22>
1373,1,101,<44;3353;3021;2233;1941;1393>,<2073;793;13;493;3772;2013>,<18;19;20;21;22>
1374,1,101,<53;3673;3143;2401;1951;1423>,<2593;2013;273;552;13;2073>,<18;19;20;21;22>
1375,1,101,<82;7001;3171;2493;2233;1503>,<2612;2073;402;793;273;2593>,<18;19;20;21;22>
1376,1,101,<692;44;3303;3021;2401;1893>,<2633;2593;493;2013;402;2612>,<18;19;20;21;22>
1377,1,101,<2683;53;3353;3143;2493;1941>,<2963;2612;552;2073;493;2633>,<18;19;20;21;22>
1378,1,101,<2843;82;3673;3171;3021;1951>,<3283;2633;793;2593;552;2963>,<18;19;20;21;22>
1379,1,101,<3432;692;7001;3303;3143;2233>,<3293;2963;2013;2612;793;3283>,<18;19;20;21;22>
1380,1,101,<3772;2683;44;3353;3171;2401>,<3342;3283;2073;2633;2013;3293>,<18;19;20;21;22>
1381,1,101,<13;2843;53;3673;3303;2493>,<3472;3293;2593;2963;2073;3342>,<18;19;20;21;22>
1382,1,101,<273;3432;82;7001;3353;3021>,<3511;3342;2612;3283;2593;3472>,<18;19;20;21;22>
1383,1,101,<402;3772;692;44;3673;3143>,<3683;3472;2633;3293;2612;3511>,<18;19;20;21;22>
1384,1,101,<493;13;2683;53;7001;3171>,<731;3511;2963;3342;2633;3683>,<18;19;20;21;22>
1385,1,101,<552;273;2843;82;44;3303>,<1221;3683;3283;3472;2963;731>,<18;19;20;21;22>
1386,1,101,<793;402;3432;692;53;3353>,<1903;731;3293;3511;3283;1221>,<18;19;20;21;22>
1387,1,101,<2013;493;3772;2683;82;3673>,<1931;1221;3342;3683;3293;1903>,<18;19;20;21;22>
1388,1,101,<2073;552;13;2843;692;7001>,<3543;1903;3472;731;3342;1931>,<18;19;20;21;22>
1389,1,101,<2593;793;273;3432;2683;44>,<163;1931;3511;1221;3472;3543>,<18;19;20;21;22>
1390,1,101,<2612;2013;402;3772;2843;53>,<242;3543;3683;1903;3511;163>,<18;19;20;21;22>
1391,1,101,<2633;2073;493;13;3432;82>,<333;163;731;1931;3683;242>,<18;19;20;21;22>
1392,1,101,<2963;2593;552;273;3772;692>,<503;242;1221;3543;731;333>,<18;19;20;21;22>
1393,1,101,<3283;2612;793;402;13;2683>,<593;333;1903;163;1221;503>,<18;19;20;21;22>
1394,1,101,<3293;2633;2013;493;273;2843>,<603;503;1931;242;1903;593>,<18;19;20;21;22>
1395,1,101,<3342;2963;2073;552;402;3432>,<611;593;3543;333;1931;603>,<18;19;20;21;22>
1396,1,101,<3472;3283;2593;793;493;3772>,<631;603;163;503;3543;611>,<18;19;20;21;22>
1397,1,101,<3511;3293;2612;2013;552;13>,<641;611;242;593;163;631>,<18;19;20;21;22>
1398,1,101,<3683;3342;2633;2073;793;273>,<712;631;333;603;242;641>,<18;19;20;21;22>
1399,1,101,<731;3472;2963;2593;2013;402>,<741;641;503;611;333;712>,<18;19;20;21;22>
1400,1,101,<1221;3511;3283;2612;2073;493>,<863;712;593;631;503;741>,<18;19;20;21;22>
1401,1,101,<1903;3683;3293;2633;2593;552>,<883;741;603;641;593;863>,<13;14;15;16;17>
1402,1,101,<1931;731;3342;2963;2612;793>,<1082;863;611;712;603;883>,<13;14;15;16;17>
1403,1,101,<3543;1221;3472;3283;2633;2013>,<1293;883;631;741;611;1082>,<13;14;15;16;17>
1404,1,101,<163;1903;3511;3293;2963;2073>,<1612;1082;641;863;631;1293>,<13;14;15;16;17>
1405,1,101,<242;1931;3683;3342;3283;2593>,<2033;1293;712;883;641;1612>,<13;14;15;16;17>
1406,1,101,<333;3543;731;3472;3293;2612>,<972;1612;741;1082;712;2033>,<13;14;15;16;17>
1407,1,101,<503;163;1221;3511;3342;2633>,<1032;2033;863;1293;741;972>,<13;14;15;16;17>
1408,1,101,<593;242;1903;3683;3472;2963>,<1071;972;883;1612;863;1032>,<13;14;15;16;17>
1409,1,101,<603;333;1931;731;3511;3283>,<1253;1032;1082;2033;883;1071>,<13;14;15;16;17>
1410,1,101,<611;503;3543;1221;3683;3293>,<1303;1071;1293;972;1082;1253>,<13;14;15;16;17>
1411,1,101,<631;593;163;1903;731;3342>,<1381;1253;1612;1032;1293;1303>,<13;14;15;16;17>
1412,1,101,<641;603;242;1931;1221;3472>,<1772;1303;2033;1071;1612;1381>,<13;14;15;16;17>
1413,1,101,<712;611;333;3543;1903;3511>,<1813;1381;972;1253;2033;1772>,<13;14;15;16;17>
1414,1,101,<741;631;503;163;1931;3683>,<1841;1772;1032;1303;972;1813>,<13;14;15;16;17>
1415,1,101,<863;641;593;242;3543;731>,<1911;1813;1071;1381;1032;1841>,<13;14;15;16;17>
1416,1,101,<883;712;603;333;163;1221>,<2023;1841;1253;1772;1071;1911>,<13;14;15;16;17>
1417,1,101,<1082;741;611;503;242;1903>,<2242;1911;1303;1813;1253;2023>,<13;14;15;16;17>
1418,1,101,<1293;863;631;593;333;1931>,<2723;2023;1381;1841;1303;2242>,<13;14;15;16;17>
1419,1,101,<1612;883;641;603;503;3543>,<3003;2242;1772;1911;1381;2723>,<13;14;15;16;17>
1420,1,101,<2033;1082;712;611;593;163>,<3152;2723;1813;2023;1772;3003>,<13;14;15;16;17>
1421,1,101,<972;1293;741;631;603;242>,<3161;3003;1841;2242;1813;3152>,<13;14;15;16;17>
1422,1,101,<1032;1612;863;641;611;333>,<3181;3152;1911;2723;1841;3161>,<13;14;15;16;17>
1423,1,101,<1071;2033;883;712;631;503>,<3251;3161;2023;3003;1911;3181>,<13;14;15;16;17>
1424,1,101,<1253;972;1082;741;641;593>,<3592;3181;2242;3152;2023;3251>,<13;14;15;16;17>
1425,1,101,<1303;1032;1293;863;712;603>,<3663;3251;2723;3161;2242;3592>,<13;14;15;16;17>
1426,1,101,<1381;1071;1612;883;741;611>,<263;3592;3003;3181;2723;3663>,<13;14;15;16;17>
1427,1,101,<1772;1253;2033;1082;863;631>,<393;3663;3152;3251;3003;263>,<13;14;15;16;17>
1428,1,101,<1813;1303;972;1293;883;641>,<572;263;3161;3592;3152;393>,<13;14;15;16;17>
1429,1,101,<1841;1381;1032;1612;1082;712>,<701;393;3181;3663;3161;572>,<13;14;15;16;17>
1430,1,101,<1911;1772;1071;2033;1293;741>,<721;572;3251;263;3181;701>,<13;14;15;16;17>
1431,1,101,<2023;1813;1253;972;1612;863>,<771;701;3592;393;3251;721>,<13;14;15;16;17>
1432,1,101,<2242;1841;1303;1032;2033;883>,<1231;721;3663;572;3592;771>,<13;14;15;16;17>
1433,1,101,<2723;1911;1381;1071;972;1082>,<1241;771;263;701;3663;1231>,<13;14;15;16;17>
1434,1,101,<3003;2023;1772;1253;1032;1293>,<1313;1231;393;721;263;1241>,<13;14;15;16;17>
1435,1,101,<3152;2242;1813;1303;1071;1612>,<1393;1241;572;771;393;1313>,<13;14;15;16;17>
1436,1,101,<3161;2723;1841;1381;1253;2033>,<1423;1313;701;1231;572;1393>,<13;14;15;16;17>
1437,1,101,<3181;3003;1911;1772;1303;972>,<1503;1393;721;1241;701;1423>,<13;14;15;16;17>
1438,1,101,<3251;3152;2023;1813;1381;1032>,<1893;1423;771;1313;721;1503>,<13;14;15;16;17>
1439,1,101,<3592;3161;2242;1841;1772;1071>,<1941;1503;1231;1393;771;1893>,<13;14;15;16;17>
1440,1,101,<3663;3181;2723;1911;1813;1253>,<1951;1893;1241;1423;1231;1941>,<13;14;15;16;17>
1441,1,101,<263;3251;3003;2023;1841;1303>,<2233;1941;1313;1503;1241;1951>,<13;14;15;16;17>
1442,1,101,<393;3592;3152;2242;1911;1381>,<2401;1951;1393;1893;1313;2233>,<13;14;15;16;17>
1443,1,101,<572;3663;3161;2723;2023;1772>,<2493;2233;1423;1941;1393;2401>,<13;14;15;16;17>
1444,1,101,<701;263;3181;3003;2242;1813>,<3021;2401;1503;1951;1423;2493>,<13;14;15;16;17>
1445,1,101,<721;393;3251;3152;2723;1841>,<3143;2493;1893;2233;1503;3021>,<13;14;15;16;17>
1446,1,101,<771;572;3592;3161;3003;1911>,<3171;3021;1941;2401;1893;3143>,<13;14;15;16;17>
1447,1,101,<1231;701;3663;3181;3152;2023>,<3303;3143;1951;2493;1941;3171>,<13;14;15;16;17>
1448,1,101,<1241;721;263;3251;3161;2242>,<3353;3171;2233;3021;1951;3303>,<13;14;15;16;17>
1449,1,101,<1313;771;393;3592;3181;2723>,<3673;3303;2401;3143;2233;3353>,<13;14;15;16;17>
1450,1,101,<1393;1231;572;3663;3251;3003>,<7001;3353;2493;3171;2401;3673>,<13;14;15;16;17>
1451,1,101,<1423;1241;701;263;3592;3152>,<44;3673;3021;3303;2493;7001>,<13;14;15;16;17>
1452,1,101,<1503;1313;721;393;3663;3161>,<53;7001;3143;3353;3021;44>,<13;14;15;16;17>
1453,1,101,<1893;1393;771;572;263;3181>,<82;44;3171;3673;3143;53>,<13;14;15;16;17>
1454,1,101,<1941;1423;1231;701;393;3251>,<692;53;3303;7001;3171;82>,<13;14;15;16;17>
1455,1,101,<1951;1503;1241;721;572;3592>,<2683;82;3353;44;3303;692>,<13;14;15;16;17>
1456,1,101,<2233;1893;1313;771;701;3663>,<2843;692;3673;53;3353;2683>,<13;14;15;16;17>
1457,1,101,<2401;1941;1393;1231;721;263>,<3432;2683;7001;82;3673;2843>,<13;14;15;16;17>
1458,1,101,<2493;1951;1423;1241;771;393>,<3772;2843;44;692;7001;3432>,<13;14;15;16;17>
1459,1,101,<3021;2233;1503;1313;1231;572>,<13;3432;53;2683;44;3772>,<13;14;15;16;17>
1460,1,101,<3143;2401;1893;1393;1241;701>,<273;3772;82;2843;53;13>,<13;14;15;16;17>
1461,1,101,<3171;2493;1941;1423;1313;721>,<402;13;692;3432;82;273>,<13;14;15;16;17>
1462,1,101,<3303;3021;1951;1503;1393;771>,<493;273;2683;3772;692;402>,<13;14;15;16;17>
1463,1,101,<3353;3143;2233;1893;1423;1231>,<552;402;2843;13;2683;493>,<13;14;15;16;17>
1464,1,101,<3673;3171;2401;1941;1503;1241>,<793;493;3432;273;2843;552>,<13;14;15;16;17>
1465,1,101,<7001;3303;2493;1951;1893;1313>,<2013;552;3772;402;3432;793>,<13;14;15;16;17>
1466,1,101,<44;3353;3021;2233;1941;1393>,<2073;793;13;493;3772;2013>,<13;14;15;16;17>
1467,1,101,<53;3673;3143;2401;1951;1423>,<2593;2013;273;552;13;2073>,<13;14;15;16;17>
1468,1,101,<82;7001;3171;2493;2233;1503>,<2612;2073;402;793;273;2593>,<13;14;15;16;17>
1469,1,101,<692;44;3303;3021;2401;1893>,<2633;2593;493;2013;402;2612>,<13;14;15;16;17>
1470,1,101,<2683;53;3353;3143;2493;1941>,<2963;2612;552;2073;493;2633>,<13;14;15;16;17>
1471,1,101,<2843;82;3673;3171;3021;1951>,<3283;2633;793;2593;552;2963>,<13;14;15;16;17>
1472,1,101,<3432;692;7001;3303;3143;2233>,<3293;2963;2013;2612;793;3283>,<13;14;15;16;17>
1473,1,101,<3772;2683;44;3353;3171;2401>,<3342;3283;2073;2633;2013;3293>,<13;14;15;16;17>
1474,1,101,<13;2843;53;3673;3303;2493>,<3472;3293;2593;2963;2073;3342>,<13;14;15;16;17>
1475,1,101,<273;3432;82;7001;3353;3021>,<3511;3342;2612;3283;2593;3472>,<13;14;15;16;17>
1476,1,101,<402;3772;692;44;3673;3143>,<3683;3472;2633;3293;2612;3511>,<13;14;15;16;17>
1477,1,101,<493;13;2683;53;7001;3171>,<731;3511;2963;3342;2633;3683>,<13;14;15;16;17>
1478,1,101,<552;273;2843;82;44;3303>,<1221;3683;3283;3472;2963;731>,<13;14;15;16;17>
1479,1,101,<793;402;3432;692;53;3353>,<1903;731;3293;3511;3283;1221>,<13;14;15;16;17>
1480,1,101,<2013;493;3772;2683;82;3673>,<1931;1221;3342;3683;3293;1903>,<13;14;15;16;17>
1481,1,101,<2073;552;13;2843;692;7001>,<3543;1903;3472;731;3342;1931>,<13;14;15;16;17>
1482,1,101,<2593;793;273;3432;2683;44>,<163;1931;3511;1221;3472;3543>,<13;14;15;16;17>
1483,1,101,<2612;2013;402;3772;2843;53>,<242;3543;3683;1903;3511;163>,<13;14;15;16;17>
1484,1,101,<2633;2073;493;13;3432;82>,<333;163;731;1931;3683;242>,<13;14;15;16;17>
1485,1,101,<2963;2593;552;273;3772;692>,<503;242;1221;3543;731;333>,<13;14;15;16;17>
1486,1,101,<3283;2612;793;402;13;2683>,<593;333;1903;163;1221;503>,<13;14;15;16;17>
1487,1,101,<3293;2633;2013;493;273;2843>,<603;503;1931;242;1903;593>,<13;14;15;16;17>
1488,1,101,<3342;2963;2073;552;402;3432>,<611;593;3543;333;1931;603>,<13;14;15;16;17>
1489,1,101,<3472;3283;2593;793;493;3772>,<631;603;163;503;3543;611>,<13;14;15;16;17>
1490,1,101,<3511;3293;2612;2013;552;13>,<641;611;242;593;163;631>,<13;14;15;16;17>
1491,1,101,<3683;3342;2633;2073;793;273>,<712;631;333;603;242;641>,<13;14;15;16;17>
1492,1,101,<731;3472;2963;2593;2013;402>,<741;641;503;611;333;712>,<13;14;15;16;17>
1493,1,101,<1221;3511;3283;2612;2073;493>,<863;712;593;631;503;741>,<13;14;15;16;17>
1494,1,101,<1903;3683;3293;2633;2593;552>,<883;741;603;641;593;863>,<13;14;15;16;17>
1495,1,101,<1931;731;3342;2963;2612;793>,<1082;863;611;712;603;883>,<13;14;15;16;17>
1496,1,101,<3543;1221;3472;3283;2633;2013>,<1293;883;631;741;611;1082>,<13;14;15;16;17>
1497,1,101,<163;1903;3511;3293;2963;2073>,<1612;1082;641;863;631;1293>,<13;14;15;16;17>
1498,1,101,<242;1931;3683;3342;3283;2593>,<2033;1293;712;883;641;1612>,<13;14;15;16;17>
1499,1,101,<333;3543;731;3472;3293;2612>,<972;1612;741;1082;712;2033>,<13;14;15;16;17>
1500,1,101,<503;163;1221;3511;3342;2633>,<1032;2033;863;1293;741;972>,<13;14;15;16;17>
1501,1,101,<593;242;1903;3683;3472;2963>,<1071;972;883;1612;863;1032>,<13;14;15;16;17>
1502,1,101,<603;333;1931;731;3511;3283>,<1253;1032;1082;2033;883;1071>,<13;14;15;16;17>
1503,1,101,<611;503;3543;1221;3683;3293>,<1303;1071;1293;972;1082;1253>,<13;14;15;16;17>
