VariableName,_beizhu,cardID,unitID,desc,rarity,level,star,advance,skillLevels,skills,abilities,nvalue,fetters,equipAdvance,equipStar,equipLevel,equipAwake,hp,damage,specialDamage,defence,specialDefence,speed,strikeLevel,strikeDamage,strikeResistance,blockLevel,breakBlockLevel,blockPower,damageAdd,damageSub,mainSkillAdd,mainSkillSub,controlPer,immuneControl,suckBlood,rebound,languages
2391,,2391,2391,Thẻ dự phòng,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2401,,2401,2401,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2431,,2431,2431,Thẻ dự phòng,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441,,2441,2441,Thẻ dự phòng,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442,,2442,2442,Thẻ dự phòng,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471,,2471,2471,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472,,2472,2472,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473,,2473,2473,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481,,2481,2481,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482,,2482,2482,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483,,2483,2483,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2591,,2591,2591,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,,2592,2592,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2593,,2593,2593,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2611,,2611,2611,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2612,,2612,2612,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2631,,2631,2631,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2632,,2632,2632,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2633,,2633,2633,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2681,,2681,2681,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2682,,2682,2682,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683,,2683,2683,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721,,2721,2721,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722,,2722,2722,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723,,2723,2723,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821,,2821,2821,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822,,2822,2822,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2841,,2841,2841,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2842,,2842,2842,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,,2843,2843,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2871,,2871,2871,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2872,,2872,2872,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2873,,2873,2873,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2891,,2891,2891,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2921,,2921,2921,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2922,,2922,2922,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2923,,2923,2923,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,,2924,2924,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2961,,2961,2961,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2962,,2962,2962,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2963,,2963,2963,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2991,,2991,2991,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2992,,2992,2992,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2993,,2993,2993,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3001,,3001,3001,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3002,,3002,3002,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3003,,3003,3003,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3011,,3011,3011,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3012,,3012,3012,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3021,,3021,3021,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3141,,3141,3141,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3142,,3142,3142,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3143,,3143,3143,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3151,,3151,3151,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3152,,3152,3152,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3161,,3161,3161,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3171,,3171,3171,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3181,,3181,3181,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3211,,3211,3211,Thẻ dự phòng,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3221,,3221,3221,Thẻ dự phòng,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3241,,3241,3241,Thẻ dự phòng,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3251,,3251,3251,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3261,,3261,3261,Thẻ dự phòng,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3262,,3262,3262,Thẻ dự phòng,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3281,,3281,3281,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3282,,3282,3282,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3283,,3283,3283,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3291,,3291,3291,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3292,,3292,3292,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3293,,3293,3293,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3301,,3301,3301,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3302,,3302,3302,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3303,,3303,3303,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3341,,3341,3341,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3342,,3342,3342,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3351,,3351,3351,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3352,,3352,3352,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3353,,3353,3353,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3411,,3411,3411,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3412,,3412,3412,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3413,,3413,3413,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3431,,3431,3431,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3432,,3432,3432,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3471,,3471,3471,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3472,,3472,3472,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3501,,3501,3501,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3502,,3502,3502,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3511,,3511,3511,Thẻ dự phòng,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3541,,3541,3541,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3542,,3542,3542,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3543,,3543,3543,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3561,,3561,3561,Thẻ dự phòng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3562,,3562,3562,Thẻ dự phòng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3591,,3591,3591,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3592,,3592,3592,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601,,3601,3601,Thẻ dự phòng,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3611,,3611,3611,Thẻ dự phòng,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3631,,3631,3631,Thẻ dự phòng,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3641,,3641,3641,Thẻ dự phòng,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3642,,3642,3642,Thẻ dự phòng,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3661,,3661,3661,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3662,,3662,3662,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3663,,3663,3663,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3771,,3771,3771,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3772,,3772,3772,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841,,3841,3841,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3842,,3842,3842,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3843,,3843,3843,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4131,,4131,4131,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4132,,4132,4132,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4171,,4171,4171,Thẻ dự phòng,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4172,,4172,4172,Thẻ dự phòng,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7001,,7001,7001,Thẻ dự phòng,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9001,,9001,9001,Thẻ dự phòng,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9002,,9002,9002,Thẻ dự phòng,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9003,,9003,9003,Thẻ dự phòng,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100001,,753,,Phó bản 1_Người chơi thẻ 2,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100002,,3303,,Phó bản 1_Người chơi thẻ 2,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100003,,1253,,Phó bản 1_Người chơi thẻ 3,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100004,,1303,,Phó bản 1_Người chơi thẻ 4,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100005,,1503,,Phó bản 1_Người chơi thẻ 5,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100006,,631,,Phó bản 1_Người chơi thẻ 6,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100007,,333,,Phó bản 1_Người chơi thẻ 7,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100008,,24,,Phó bản 1_Người chơi thẻ 8,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100009,,641,,Phó bản 1_Người chơi thẻ 9,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100010,,1931,,Phó bản 1_Người chơi thẻ 10,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100011,,3592,,Phó bản 1_Người chơi thẻ 11,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100012,,3543,,Phó bản 1_Người chơi thẻ 12,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100013,,3413,,Phó bản 1_Người chơi thẻ 13,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100101,,593,,Phó bản 2_Người chơi thẻ 1,3,,,,,,,,,,,,,120%,120%,120%,120%,120%,120%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100102,,1241,,Phó bản 2_Người chơi thẻ 2,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100103,,641,,Phó bản 2_Người chơi thẻ 3,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100104,,3303,,Phó bản 2_Người chơi thẻ 4,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100105,,394,,Phó bản 2_Người chơi thẻ 5,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100106,,333,,Phó bản 2_Người chơi thẻ 6,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100107,,2242,,Phó bản 2_Người chơi thẻ 7,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100108,,2401,,Phó bản 2_Người chơi thẻ 8,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100109,,2993,,Phó bản 2_Người chơi thẻ 9,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100110,,731,,Phó bản 2_Người chơi thẻ 10,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100113,,1612,,Phó bản 2_Người chơi thẻ 11,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100115,,1303,,Phó bản 2_Người chơi thẻ 12,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100118,,1313,,Phó bản 2_Người chơi thẻ 13,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100119,,552,,Phó bản 2_Người chơi thẻ 14,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100201,,761,,Phó bản 3_Người chơi thẻ 1,4,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100202,,1271,,Phó bản 3_Người chơi thẻ 2,4,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100203,,1961,,Phó bản 3_Người chơi thẻ 3,4,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100204,,3211,,Phó bản 3_Người chơi thẻ 4,4,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100205,,1971,,Phó bản 3_Người chơi thẻ 5,4,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100206,,2361,,Phó bản 3_Người chơi thẻ 6,4,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100207,,3241,,Phó bản 3_Người chơi thẻ 7,4,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100208,,3631,,Phó bản 3_Người chơi thẻ 8,4,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100209,,4172,,Phó bản 3_Người chơi thẻ 9,4,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100210,,3221,,Phó bản 3_Người chơi thẻ 10,4,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100211,,1261,,Phó bản 3_Người chơi thẻ 11,4,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100212,,1981,,Phó bản 3_Người chơi thẻ 12,4,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100301,,641,,Phó bản 4_Người chơi thẻ 1,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100302,,3353,,Phó bản 4_Người chơi thẻ 2,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100303,,2401,,Phó bản 4_Người chơi thẻ 3,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100304,,1303,,Phó bản 4_Người chơi thẻ 4,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100305,,603,,Phó bản 4_Người chơi thẻ 5,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100306,,2993,,Phó bản 4_Người chơi thẻ 6,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100307,,572,,Phó bản 4_Người chơi thẻ 7,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100308,,701,,Phó bản 4_Người chơi thẻ 8,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100309,,1813,,Phó bản 4_Người chơi thẻ 9,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100310,,753,,Phó bản 4_Người chơi thẻ 10,3,,,,<80;80;80;80;80;80;80>,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100311,,1241,,Phó bản 4_Người chơi thẻ 11,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100313,,3303,,Phó bản 4_Người chơi thẻ 12,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100316,,741,,Phó bản 4_Người chơi thẻ 13,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100318,,1253,,Phó bản 4_Người chơi thẻ 14,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100401,,1813,,Phó bản 5_Thẻ người chơi 1,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100402,,263,,Phó bản 5_Thẻ người chơi 2,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100403,,393,,Phó bản 5_Thẻ người chơi 3,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100404,,572,,Phó bản 5_Thẻ người chơi 4,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100405,,631,,Phó bản 5_Thẻ người chơi 5,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100406,,741,,Phó bản 5_Thẻ người chơi 6,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100407,,1303,,Phó bản 5_Thẻ người chơi 7,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100408,,1393,,Phó bản 5_Thẻ người chơi 8,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100409,,1423,,Phó bản 5_Thẻ người chơi 9,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100410,,3303,,Phó bản 5_Thẻ người chơi 10,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100501,,3241,,Phó bản 6_Thẻ người chơi 1,4,,,,,,,,,,,,,100%,100%,100%,100%,100%,1000%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100502,,92,,Phó bản 6_Thẻ người chơi 1,4,,,,,{924=80;926=80;921=80;922=80;923=80;40007076=80},,,,,,,,100%,100%,100%,100%,100%,1000%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100601,,2401,,Phó bản 7_Thẻ người chơi 1,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100602,,23,,Phó bản 7_Thẻ người chơi 2,3,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
