VariableName,type,targetType,targetType2,targetArg,targetArg2,yyID,point,award,isShow,sort,title_cn,title_tw,title,title_vn,title_en,title_th,title_in,title_ph,title_ma,desc_cn,desc_tw,desc,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma,jumpTo,languages
2004,2,14,14,100,,,20,{13=10;rmb=30},,4,,,Collected Over a Hundred Heroes,Thu thập hơn trăm anh hùng,Collected Over a Hundred Heroes,สะสมฮีโร่มากกว่าร้อยคน,Mengumpulkan Lebih dari Seratus Pahlawan,Nakalikom ng Mahigit Isang Daang Bayani,Mengumpulkan Lebih dari Seratus Wira,,,Activate 100 Heroes in Handbook,Kích hoạt 100 anh hùng trong sổ tay,Activate 100 Heroes in Handbook,เปิดใช้งานฮีโร่ 100 ตัวในสมุดภาพ,Aktifkan 100 Hero di Buku Panduan,I-activate ang 100 Hero sa Handbook,Aktifkan 100 Hero dalam Buku Panduan,handbook,
2005,2,14,14,150,,,30,{13=20;rmb=30},,5,,,Harvested Quite a Few Heroes,Thu hoạch được kha khá anh hùng,Harvested Quite a Few Heroes,เก็บเกี่ยวฮีโร่จำนวนมาก,Memanen Banyak Pahlawan,Nag-ani ng Maraming Bayani,Memetik Banyak Wira,,,Activate 150 Heroes in Handbook,Kích hoạt 150 anh hùng trong sổ tay,Activate 150 Heroes in Handbook,เปิดใช้งานฮีโร่ 150 ตัวในสมุดภาพ,Aktifkan 150 Hero di Buku Panduan,I-activate ang 150 Hero sa Handbook,Aktifkan 150 Hero dalam Buku Panduan,handbook,
2006,2,14,14,200,,,40,{13=20;rmb=30},,6,,,Can't Stop,Không thể dừng lại,Can't Stop,ไม่สามารถหยุดได้,Tidak Bisa Berhenti,Hindi Makahinto,Tidak Boleh Berhenti,,,Activate 200 Heroes in Handbook,Kích hoạt 200 anh hùng trong sổ tay,Activate 200 Heroes in Handbook,เปิดใช้งานฮีโร่ 200 ตัวในสมุดภาพ,Aktifkan 200 Hero di Buku Panduan,I-activate ang 200 Hero sa Handbook,Aktifkan 200 Hero dalam Buku Panduan,handbook,
2007,2,14,14,250,,,50,{rmb=50;13=20;2003=1},,7,,,Handbook 250!,Sổ tay 250!,Handbook 250!,สมุดบันทึก 250!,Buku Panduan 250!,Handbook 250!,Buku Panduan 250!,,,Activate 250 Heroes in Handbook,Kích hoạt 250 anh hùng trong sổ tay,Activate 250 Heroes in Handbook,เปิดใช้งานฮีโร่ 250 ตัวในสมุดภาพ,Aktifkan 250 Hero di Buku Panduan,I-activate ang 250 Hero sa Handbook,Aktifkan 250 Hero dalam Buku Panduan,handbook,
2008,2,14,14,300,,,50,{13=20;rmb=50},,8,,,Light up the entire handbook!,Thắp sáng toàn bộ sổ tay!,Light up the entire handbook!,จุดไฟให้สมุดบันทึกทั้งหมด!,Nyalakan seluruh buku panduan!,Pailawan ang buong handbook!,Nyalakan seluruh buku panduan!,,,Activate 300 Heroes in Handbook,Kích hoạt 300 anh hùng trong sổ tay,Activate 300 Heroes in Handbook,เปิดใช้งานฮีโร่ 300 ตัวในสมุดภาพ,Aktifkan 300 Hero di Buku Panduan,I-activate ang 300 Hero sa Handbook,Aktifkan 300 Hero dalam Buku Panduan,handbook,
2009,2,15,1501,5,1,,10,{13=10;rmb=30},,,,,Holy Light Collector,Nhà sưu tầm hệ Thánh Quang,Holy Light Collector,นักสะสมแห่งธาตุแสงศักดิ์สิทธิ์,Pengumpul Cahaya Suci,Tagakolekta ng Banal na Liwanag,Pengumpul Cahaya Suci,,,Collect 5 Light heroes,Sưu tập 5 anh hùng hệ Thánh Quang,Collect 5 Light heroes,Sะสมฮีโร่ธาตุแสง 5 ตัว,Kumpulkan 5 hero Elemen Cahaya,Kolektahin ang 5 Light na bayani,Kumpul 5 wira Elemen Cahaya,handbook,
2010,2,15,1501,10,1,,15,{13=10;rmb=30},,2,,,Holy Light Collector,Nhà sưu tầm hệ Thánh Quang,Holy Light Collector,นักสะสมแห่งธาตุแสงศักดิ์สิทธิ์,Pengumpul Cahaya Suci,Tagakolekta ng Banal na Liwanag,Pengumpul Cahaya Suci,,,Collect 10 Light heroes,Sưu tập 10 anh hùng hệ Thánh Quang,Collect 10 Light heroes,สะสมฮีโร่ธาตุแสง 10 ตัว,Kumpulkan 10 hero Elemen Cahaya,Kolektahin ang 10 Light na bayani,Kumpul 10 wira Elemen Cahaya,handbook,
2011,2,15,1501,15,1,,20,{13=10;rmb=30},,3,,,Holy Light Collector,Nhà sưu tầm hệ Thánh Quang,Holy Light Collector,นักสะสมแห่งธาตุแสงศักดิ์สิทธิ์,Pengumpul Cahaya Suci,Tagakolekta ng Banal na Liwanag,Pengumpul Cahaya Suci,,,Collect 15 Light heroes,Sưu tập 15 anh hùng hệ Thánh Quang,Collect 15 Light heroes,สะสมฮีโร่ธาตุแสง 15 ตัว,Kumpulkan 15 hero Elemen Cahaya,Kolektahin ang 15 Light na bayani,Kumpul 15 wira Elemen Cahaya,handbook,
2012,2,15,1501,20,1,,20,{13=10;rmb=30},,4,,,Holy Light Collector,Nhà sưu tầm hệ Thánh Quang,Holy Light Collector,นักสะสมแห่งธาตุแสงศักดิ์สิทธิ์,Pengumpul Cahaya Suci,Tagakolekta ng Banal na Liwanag,Pengumpul Cahaya Suci,,,Collect 20 Light heroes,Sưu tập 20 anh hùng hệ Thánh Quang,Collect 20 Light heroes,สะสมฮีโร่ธาตุแสง 20 ตัว,Kumpulkan 20 hero Elemen Cahaya,Kolektahin ang 20 Light na bayani,Kumpul 20 wira Elemen Cahaya,handbook,
2013,2,15,1501,30,1,,30,{13=10;rmb=30},,5,,,Holy Light Collector,Nhà sưu tầm hệ Thánh Quang,Holy Light Collector,นักสะสมแห่งธาตุแสงศักดิ์สิทธิ์,Pengumpul Cahaya Suci,Tagakolekta ng Banal na Liwanag,Pengumpul Cahaya Suci,,,Collect 30 Light heroes,Sưu tập 30 anh hùng hệ Thánh Quang,Collect 30 Light heroes,สะสมฮีโร่ธาตุแสง 30 ตัว,Kumpulkan 30 hero Elemen Cahaya,Kolektahin ang 30 Light na bayani,Kumpul 30 wira Elemen Cahaya,handbook,
2014,2,15,1502,5,2,,10,{13=10;rmb=30},,,,,Blazing Fire Collector,Nhà sưu tầm hệ Hỏa Diệm,Blazing Fire Collector,นักสะสมแห่งธาตุไฟลุกโชน,Pengumpul Api Membara,Tagakolekta ng Apoy na Naglalagablab,Pengumpul Api Membara,,,Collect 5 Fire heroes,Sưu tập 5 anh hùng hệ Hỏa Diệm,Collect 5 Fire heroes,สะสมฮีโร่ธาตุไฟ 5 ตัว,Kumpulkan 5 hero Elemen Api,Kolektahin ang 5 Fire na bayani,Kumpul 5 wira Elemen Api,handbook,
2015,2,15,1502,10,2,,15,{13=10;rmb=30},,2,,,Blazing Fire Collector,Nhà sưu tầm hệ Hỏa Diệm,Blazing Fire Collector,นักสะสมแห่งธาตุไฟลุกโชน,Pengumpul Api Membara,Tagakolekta ng Apoy na Naglalagablab,Pengumpul Api Membara,,,Collect 10 Fire heroes,Sưu tập 10 anh hùng hệ Hỏa Diệm,Collect 10 Fire heroes,สะสมฮีโร่ธาตุไฟ 10 ตัว,Kumpulkan 10 hero Elemen Api,Kolektahin ang 10 Fire na bayani,Kumpul 10 wira Elemen Api,handbook,
2016,2,15,1502,15,2,,20,{13=10;rmb=30},,3,,,Blazing Fire Collector,Nhà sưu tầm hệ Hỏa Diệm,Blazing Fire Collector,นักสะสมแห่งธาตุไฟลุกโชน,Pengumpul Api Membara,Tagakolekta ng Apoy na Naglalagablab,Pengumpul Api Membara,,,Collect 15 Fire heroes,Sưu tập 15 anh hùng hệ Hỏa Diệm,Collect 15 Fire heroes,สะสมฮีโร่ธาตุไฟ 15 ตัว,Kumpulkan 15 hero Elemen Api,Kolektahin ang 15 Fire na bayani,Kumpul 15 wira Elemen Api,handbook,
2017,2,15,1502,20,2,,20,{13=10;rmb=30},,4,,,Blazing Fire Collector,Nhà sưu tầm hệ Hỏa Diệm,Blazing Fire Collector,นักสะสมแห่งธาตุไฟลุกโชน,Pengumpul Api Membara,Tagakolekta ng Apoy na Naglalagablab,Pengumpul Api Membara,,,Collect 20 Fire heroes,Sưu tập 20 anh hùng hệ Hỏa Diệm,Collect 20 Fire heroes,สะสมฮีโร่ธาตุไฟ 20 ตัว,Kumpulkan 20 hero Elemen Api,Kolektahin ang 20 Fire na bayani,Kumpul 20 wira Elemen Api,handbook,
2018,2,15,1502,30,2,,30,{13=10;rmb=30},,5,,,Blazing Fire Collector,Nhà sưu tầm hệ Hỏa Diệm,Blazing Fire Collector,นักสะสมแห่งธาตุไฟลุกโชน,Pengumpul Api Membara,Tagakolekta ng Apoy na Naglalagablab,Pengumpul Api Membara,,,Collect 30 Fire heroes,Sưu tập 30 anh hùng hệ Hỏa Diệm,Collect 30 Fire heroes,สะสมฮีโร่ธาตุไฟ 30 ตัว,Kumpulkan 30 hero Elemen Api,Kolektahin ang 30 Fire na bayani,Kumpul 30 wira Elemen Api,handbook,
2019,2,15,1503,5,3,,10,{13=10;rmb=30},,,,,Mystic Water Collector,Nhà sưu tầm hệ Huyền Thủy,Mystic Water Collector,นักสะสมแห่งธาตุลึกลับ,Pengumpul Air Mistis,Tagakolekta ng Mistikal na Tubig,Pengumpul Air Mistis,,,Collect 5 Water heroes,Sưu tập 5 anh hùng hệ Huyền Thủy,Collect 5 Water heroes,สะสมฮีโร่ธาตุน้ำ 5 ตัว,Kumpulkan 5 hero Elemen Air,Kolektahin ang 5 Water na bayani,Kumpul 5 wira Elemen Air,handbook,
2020,2,15,1503,10,3,,15,{13=10;rmb=30},,2,,,Mystic Water Collector,Nhà sưu tầm hệ Huyền Thủy,Mystic Water Collector,นักสะสมแห่งธาตุลึกลับ,Pengumpul Air Mistis,Tagakolekta ng Mistikal na Tubig,Pengumpul Air Mistis,,,Collect 10 Water heroes,Sưu tập 10 anh hùng hệ Huyền Thủy,Collect 10 Water heroes,สะสมฮีโร่ธาตุน้ำ 10 ตัว,Kumpulkan 10 hero Elemen Air,Kolektahin ang 10 Water na bayani,Kumpul 10 wira Elemen Air,handbook,
2021,2,15,1503,15,3,,20,{13=10;rmb=30},,3,,,Mystic Water Collector,Nhà sưu tầm hệ Huyền Thủy,Mystic Water Collector,นักสะสมแห่งธาตุลึกลับ,Pengumpul Air Mistis,Tagakolekta ng Mistikal na Tubig,Pengumpul Air Mistis,,,Collect 15 Water heroes,Sưu tập 15 anh hùng hệ Huyền Thủy,Collect 15 Water heroes,สะสมฮีโร่ธาตุน้ำ 15 ตัว,Kumpulkan 15 hero Elemen Air,Kolektahin ang 15 Water na bayani,Kumpul 15 wira Elemen Air,handbook,
2022,2,15,1503,20,3,,20,{13=10;rmb=30},,4,,,Mystic Water Collector,Nhà sưu tầm hệ Huyền Thủy,Mystic Water Collector,นักสะสมแห่งธาตุลึกลับ,Pengumpul Air Mistis,Tagakolekta ng Mistikal na Tubig,Pengumpul Air Mistis,,,Collect 20 Water heroes,Sưu tập 20 anh hùng hệ Huyền Thủy,Collect 20 Water heroes,สะสมฮีโร่ธาตุน้ำ 20 ตัว,Kumpulkan 20 hero Elemen Air,Kolektahin ang 20 Water na bayani,Kumpul 20 wira Elemen Air,handbook,
2023,2,15,1503,30,3,,30,{13=10;rmb=30},,5,,,Mystic Water Collector,Nhà sưu tầm hệ Huyền Thủy,Mystic Water Collector,นักสะสมแห่งธาตุลึกลับ,Pengumpul Air Mistis,Tagakolekta ng Mistikal na Tubig,Pengumpul Air Mistis,,,Collect 30 Water heroes,Sưu tập 30 anh hùng hệ Huyền Thủy,Collect 30 Water heroes,สะสมฮีโร่ธาตุน้ำ 30 ตัว,Kumpulkan 30 hero Elemen Air,Kolektahin ang 30 Water na bayani,Kumpul 30 wira Elemen Air,handbook,
2024,2,15,1504,5,4,,10,{13=10;rmb=30},,,,,Plague Collector,Nhà sưu tầm hệ Tật Phong,Plague Collector,นักสะสมแห่งธาตุโรคระบาด,Pengumpul Penyakit,Tagakolekta ng Salot,Pengumpul Penyakit,,,Collect 5 Wind heroes,Sưu tập 5 anh hùng hệ Tật Phong,Collect 5 Wind heroes,สะสมฮีโร่ธาตุลม 5 ตัว,Kumpulkan 5 hero Elemen Angin,Kolektahin ang 5 Wind na bayani,Kumpul 5 wira Elemen Angin,handbook,
2025,2,15,1504,10,4,,15,{13=10;rmb=30},,2,,,Plague Collector,Nhà sưu tầm hệ Tật Phong,Plague Collector,นักสะสมแห่งธาตุโรคระบาด,Pengumpul Penyakit,Tagakolekta ng Salot,Pengumpul Penyakit,,,Collect 10 Wind heroes,Sưu tập 10 anh hùng hệ Tật Phong,Collect 10 Wind heroes,สะสมฮีโร่ธาตุลม 10 ตัว,Kumpulkan 10 hero Elemen Angin,Kolektahin ang 10 Wind na bayani,Kumpul 10 wira Elemen Angin,handbook,
2026,2,15,1504,15,4,,20,{13=10;rmb=30},,3,,,Plague Collector,Nhà sưu tầm hệ Tật Phong,Plague Collector,นักสะสมแห่งธาตุโรคระบาด,Pengumpul Penyakit,Tagakolekta ng Salot,Pengumpul Penyakit,,,Collect 15 Wind heroes,Sưu tập 15 anh hùng hệ Tật Phong,Collect 15 Wind heroes,สะสมฮีโร่ธาตุลม 15 ตัว,Kumpulkan 15 hero Elemen Angin,Kolektahin ang 15 Wind na bayani,Kumpul 15 wira Elemen Angin,handbook,
2027,2,15,1504,20,4,,20,{13=10;rmb=30},,4,,,Plague Collector,Nhà sưu tầm hệ Tật Phong,Plague Collector,นักสะสมแห่งธาตุโรคระบาด,Pengumpul Penyakit,Tagakolekta ng Salot,Pengumpul Penyakit,,,Collect 20 Wind heroes,Sưu tập 20 anh hùng hệ Tật Phong,Collect 20 Wind heroes,สะสมฮีโร่ธาตุลม 20 ตัว,Kumpulkan 20 hero Elemen Angin,Kolektahin ang 20 Wind na bayani,Kumpul 20 wira Elemen Angin,handbook,
2028,2,15,1504,30,4,,30,{13=10;rmb=30},,5,,,Plague Collector,Nhà sưu tầm hệ Tật Phong,Plague Collector,นักสะสมแห่งธาตุโรคระบาด,Pengumpul Penyakit,Tagakolekta ng Salot,Pengumpul Penyakit,,,Collect 30 Wind heroes,Sưu tập 30 anh hùng hệ Tật Phong,Collect 30 Wind heroes,สะสมฮีโร่ธาตุลม 30 ตัว,Kumpulkan 30 hero Elemen Angin,Kolektahin ang 30 Wind na bayani,Kumpul 30 wira Elemen Angin,handbook,
2029,2,15,1505,5,5,,10,{13=10;rmb=30},,,,,Thunderstorm Collector,Nhà sưu tầm hệ Lôi Đình,Thunderstorm Collector,นักสะสมแห่งธาตุฟ้าร้อง,Pengumpul Badai Petir,Tagakolekta ng Bagyong Kulog,Pengumpul Badai Petir,,,Collect 5 Thunder heroes,Sưu tập 5 anh hùng hệ Lôi Đình,Collect 5 Thunder heroes,สะสมฮีโร่ธาตุสายฟ้า 5 ตัว,Kumpulkan 5 hero Elemen Petir,Kolektahin ang 5 Thunder na bayani,Kumpul 5 wira Elemen Petir,handbook,
2030,2,15,1505,10,5,,15,{13=10;rmb=30},,2,,,Thunderstorm Collector,Nhà sưu tầm hệ Lôi Đình,Thunderstorm Collector,นักสะสมแห่งธาตุฟ้าร้อง,Pengumpul Badai Petir,Tagakolekta ng Bagyong Kulog,Pengumpul Badai Petir,,,Collect 10 Thunder heroes,Sưu tập 10 anh hùng hệ Lôi Đình,Collect 10 Thunder heroes,สะสมฮีโร่ธาตุสายฟ้า 10 ตัว,Kumpulkan 10 hero Elemen Petir,Kolektahin ang 10 Thunder na bayani,Kumpul 10 wira Elemen Petir,handbook,
2031,2,15,1505,15,5,,20,{13=10;rmb=30},,3,,,Thunderstorm Collector,Nhà sưu tầm hệ Lôi Đình,Thunderstorm Collector,นักสะสมแห่งธาตุฟ้าร้อง,Pengumpul Badai Petir,Tagakolekta ng Bagyong Kulog,Pengumpul Badai Petir,,,Collect 15 Thunder heroes,Sưu tập 15 anh hùng hệ Lôi Đình,Collect 15 Thunder heroes,สะสมฮีโร่ธาตุสายฟ้า 15 ตัว,Kumpulkan 15 hero Elemen Petir,Kolektahin ang 15 Thunder na bayani,Kumpul 15 wira Elemen Petir,handbook,
2032,2,15,1505,20,5,,20,{13=10;rmb=30},,4,,,Thunderstorm Collector,Nhà sưu tầm hệ Lôi Đình,Thunderstorm Collector,นักสะสมแห่งธาตุฟ้าร้อง,Pengumpul Badai Petir,Tagakolekta ng Bagyong Kulog,Pengumpul Badai Petir,,,Collect 20 Thunder heroes,Sưu tập 20 anh hùng hệ Lôi Đình,Collect 20 Thunder heroes,สะสมฮีโร่ธาตุสายฟ้า 20 ตัว,Kumpulkan 20 hero Elemen Petir,Kolektahin ang 20 Thunder na bayani,Kumpul 20 wira Elemen Petir,handbook,
2033,2,15,1505,30,5,,30,{13=10;rmb=30},,5,,,Thunderstorm Collector,Nhà sưu tầm hệ Lôi Đình,Thunderstorm Collector,นักสะสมแห่งธาตุฟ้าร้อง,Pengumpul Badai Petir,Tagakolekta ng Bagyong Kulog,Pengumpul Badai Petir,,,Collect 30 Thunder heroes,Sưu tập 30 anh hùng hệ Lôi Đình,Collect 30 Thunder heroes,สะสมฮีโร่ธาตุสายฟ้า 30 ตัว,Kumpulkan 30 hero Elemen Petir,Kolektahin ang 30 Thunder na bayani,Kumpul 30 wira Elemen Petir,handbook,
2034,2,15,1506,5,6,,10,{13=10;rmb=30},,,,,Frost Collector,Nhà sưu tầm hệ Băng Sương,Frost Collector,นักสะสมแห่งธาตุน้ำแข็ง,Pengumpul Es,Tagakolekta ng Yelo,Pengumpul Ais,,,Collect 5 Ice heroes,Sưu tập 5 anh hùng hệ Băng Sương,Collect 5 Ice heroes,สะสมฮีโร่ธาตุน้ำแข็ง 5 ตัว,Kumpulkan 5 hero Elemen Es,Kolektahin ang 5 Ice na bayani,Kumpul 5 wira Elemen Es,handbook,
2035,2,15,1506,10,6,,15,{13=10;rmb=30},,2,,,Frost Collector,Nhà sưu tầm hệ Băng Sương,Frost Collector,นักสะสมแห่งธาตุน้ำแข็ง,Pengumpul Es,Tagakolekta ng Yelo,Pengumpul Ais,,,Collect 10 Ice heroes,Sưu tập 10 anh hùng hệ Băng Sương,Collect 10 Ice heroes,สะสมฮีโร่ธาตุน้ำแข็ง 10 ตัว,Kumpulkan 10 hero Elemen Es,Kolektahin ang 10 Ice na bayani,Kumpul 10 wira Elemen Es,handbook,
2036,2,15,1506,15,6,,20,{13=10;rmb=30},,3,,,Frost Collector,Nhà sưu tầm hệ Băng Sương,Frost Collector,นักสะสมแห่งธาตุน้ำแข็ง,Pengumpul Es,Tagakolekta ng Yelo,Pengumpul Ais,,,Collect 15 Ice heroes,Sưu tập 15 anh hùng hệ Băng Sương,Collect 15 Ice heroes,สะสมฮีโร่ธาตุน้ำแข็ง 15 ตัว,Kumpulkan 15 hero Elemen Es,Kolektahin ang 15 Ice na bayani,Kumpul 15 wira Elemen Es,handbook,
2037,2,15,1506,20,6,,20,{13=10;rmb=30},,4,,,Frost Collector,Nhà sưu tầm hệ Băng Sương,Frost Collector,นักสะสมแห่งธาตุน้ำแข็ง,Pengumpul Es,Tagakolekta ng Yelo,Pengumpul Ais,,,Collect 20 Ice heroes,Sưu tập 20 anh hùng hệ Băng Sương,Collect 20 Ice heroes,สะสมฮีโร่ธาตุน้ำแข็ง 20 ตัว,Kumpulkan 20 hero Elemen Es,Kolektahin ang 20 Ice na bayani,Kumpul 20 wira Elemen Es,handbook,
2038,2,15,1506,30,6,,30,{13=10;rmb=30},,5,,,Frost Collector,Nhà sưu tầm hệ Băng Sương,Frost Collector,นักสะสมแห่งธาตุน้ำแข็ง,Pengumpul Es,Tagakolekta ng Yelo,Pengumpul Ais,,,Collect 30 Ice heroes,Sưu tập 30 anh hùng hệ Băng Sương,Collect 30 Ice heroes,สะสมฮีโร่ธาตุน้ำแข็ง 30 ตัว,Kumpulkan 30 hero Elemen Es,Kolektahin ang 30 Ice na bayani,Kumpul 30 wira Elemen Es,handbook,
2039,2,15,1507,5,7,,10,{13=10;rmb=30},,,,,Martial Arts Collector,Nhà sưu tầm hệ Võ Thuật,Martial Arts Collector,นักสะสมแห่งธาตุการต่อสู้,Pengumpul Seni Bela Diri,Tagakolekta ng Sining ng Pakikipaglaban,Pengumpul Seni Bela Diri,,,Collect 5 Melee heroes,Sưu tập 5 anh hùng hệ Cận Chiến,Collect 5 Melee heroes,สะสมฮีโร่ธาตุประชิด 5 ตัว,Kumpulkan 5 hero Elemen Pertarungan,Kolektahin ang 5 Melee na bayani,Kumpul 5 wira Elemen Pertarungan,handbook,
2040,2,15,1507,10,7,,15,{13=10;rmb=30},,2,,,Martial Arts Collector,Nhà sưu tầm hệ Võ Thuật,Martial Arts Collector,นักสะสมแห่งธาตุการต่อสู้,Pengumpul Seni Bela Diri,Tagakolekta ng Sining ng Pakikipaglaban,Pengumpul Seni Bela Diri,,,Collect 10 Melee heroes,Sưu tập 10 anh hùng hệ Cận Chiến,Collect 10 Melee heroes,สะสมฮีโร่ธาตุประชิด 10 ตัว,Kumpulkan 10 hero Elemen Pertarungan,Kolektahin ang 10 Melee na bayani,Kumpul 10 wira Elemen Pertarungan,handbook,
2041,2,15,1507,15,7,,20,{13=10;rmb=30},,3,,,Martial Arts Collector,Nhà sưu tầm hệ Võ Thuật,Martial Arts Collector,นักสะสมแห่งธาตุการต่อสู้,Pengumpul Seni Bela Diri,Tagakolekta ng Sining ng Pakikipaglaban,Pengumpul Seni Bela Diri,,,Collect 15 Melee heroes,Sưu tập 15 anh hùng hệ Cận Chiến,Collect 15 Melee heroes,สะสมฮีโร่ธาตุประชิด 15 ตัว,Kumpulkan 15 hero Elemen Pertarungan,Kolektahin ang 15 Melee na bayani,Kumpul 15 wira Elemen Pertarungan,handbook,
2042,2,15,1507,20,7,,20,{13=10;rmb=30},,4,,,Martial Arts Collector,Nhà sưu tầm hệ Võ Thuật,Martial Arts Collector,นักสะสมแห่งธาตุการต่อสู้,Pengumpul Seni Bela Diri,Tagakolekta ng Sining ng Pakikipaglaban,Pengumpul Seni Bela Diri,,,Collect 20 Melee heroes,Sưu tập 20 anh hùng hệ Cận Chiến,Collect 20 Melee heroes,สะสมฮีโร่ธาตุประชิด 20 ตัว,Kumpulkan 20 hero Elemen Pertarungan,Kolektahin ang 20 Melee na bayani,Kumpul 20 wira Elemen Pertarungan,handbook,
2043,2,15,1507,30,7,,30,{13=10;rmb=30},,5,,,Martial Arts Collector,Nhà sưu tầm hệ Võ Thuật,Martial Arts Collector,นักสะสมแห่งธาตุการต่อสู้,Pengumpul Seni Bela Diri,Tagakolekta ng Sining ng Pakikipaglaban,Pengumpul Seni Bela Diri,,,Collect 30 Melee heroes,Sưu tập 30 anh hùng hệ Cận Chiến,Collect 30 Melee heroes,สะสมฮีโร่ธาตุประชิด 30 ตัว,Kumpulkan 30 hero Elemen Pertarungan,Kolektahin ang 30 Melee na bayani,Kumpul 30 wira Elemen Pertarungan,handbook,
2044,2,15,1508,5,8,,10,{13=10;rmb=30},,,,,Toxic Drama Collector,Nhà sưu tầm hệ Kịch Độc,Toxic Drama Collector,นักสะสมแห่งธาตุพิษ,Pengumpul Drama Beracun,Tagakolekta ng Nakalalasong Drama,Pengumpul Drama Beracun,,,Collect 5 Poison heroes,Sưu tập 5 anh hùng hệ Kịch Độc,Collect 5 Poison heroes,สะสมฮีโร่ธาตุพิษ 5 ตัว,Kumpulkan 5 hero Elemen Racun,Kolektahin ang 5 Poison na bayani,Kumpul 5 wira Elemen Racun,handbook,
2045,2,15,1508,10,8,,15,{13=10;rmb=30},,2,,,Toxic Drama Collector,Nhà sưu tầm hệ Kịch Độc,Toxic Drama Collector,นักสะสมแห่งธาตุพิษ,Pengumpul Drama Beracun,Tagakolekta ng Nakalalasong Drama,Pengumpul Drama Beracun,,,Collect 10 Poison heroes,Sưu tập 10 anh hùng hệ Kịch Độc,Collect 10 Poison heroes,สะสมฮีโร่ธาตุพิษ 10 ตัว,Kumpulkan 10 hero Elemen Racun,Kolektahin ang 10 Poison na bayani,Kumpul 10 wira Elemen Racun,handbook,
2046,2,15,1508,15,8,,20,{13=10;rmb=30},,3,,,Toxic Drama Collector,Nhà sưu tầm hệ Kịch Độc,Toxic Drama Collector,นักสะสมแห่งธาตุพิษ,Pengumpul Drama Beracun,Tagakolekta ng Nakalalasong Drama,Pengumpul Drama Beracun,,,Collect 15 Poison heroes,Sưu tập 15 anh hùng hệ Kịch Độc,Collect 15 Poison heroes,สะสมฮีโร่ธาตุพิษ 15 ตัว,Kumpulkan 15 hero Elemen Racun,Kolektahin ang 15 Poison na bayani,Kumpul 15 wira Elemen Racun,handbook,
2047,2,15,1508,20,8,,20,{13=10;rmb=30},,4,,,Toxic Drama Collector,Nhà sưu tầm hệ Kịch Độc,Toxic Drama Collector,นักสะสมแห่งธาตุพิษ,Pengumpul Drama Beracun,Tagakolekta ng Nakalalasong Drama,Pengumpul Drama Beracun,,,Collect 20 Poison heroes,Sưu tập 20 anh hùng hệ Kịch Độc,Collect 20 Poison heroes,สะสมฮีโร่ธาตุพิษ 20 ตัว,Kumpulkan 20 hero Elemen Racun,Kolektahin ang 20 Poison na bayani,Kumpul 20 wira Elemen Racun,handbook,
2048,2,15,1508,30,8,,30,{13=10;rmb=30},,5,,,Toxic Drama Collector,Nhà sưu tầm hệ Kịch Độc,Toxic Drama Collector,นักสะสมแห่งธาตุพิษ,Pengumpul Drama Beracun,Tagakolekta ng Nakalalasong Drama,Pengumpul Drama Beracun,,,Collect 30 Poison heroes,Sưu tập 30 anh hùng hệ Kịch Độc,Collect 30 Poison heroes,สะสมฮีโร่ธาตุพิษ 30 ตัว,Kumpulkan 30 hero Elemen Racun,Kolektahin ang 30 Poison na bayani,Kumpul 30 wira Elemen Racun,handbook,
2049,2,15,1509,5,9,,10,{13=10;rmb=30},,,,,Earth Vein Collector,Nhà sưu tầm hệ Địa Mạch,Earth Vein Collector,นักสะสมแห่งธาตุดิน,Pengumpul Jalur Bumi,Tagakolekta ng Linya ng Lupa,Pengumpul Jalur Bumi,,,Collect 5 Hell heroes,Sưu tập 5 anh hùng hệ Địa Ngục,Collect 5 Hell heroes,สะสมฮีโร่ธาตุนรก 5 ตัว,Kumpulkan 5 hero Elemen Neraka,Kolektahin ang 5 Hell na bayani,Kumpul 5 wira Elemen Neraka,handbook,
2050,2,15,1509,10,9,,15,{13=10;rmb=30},,2,,,Earth Vein Collector,Nhà sưu tầm hệ Địa Mạch,Earth Vein Collector,นักสะสมแห่งธาตุดิน,Pengumpul Jalur Bumi,Tagakolekta ng Linya ng Lupa,Pengumpul Jalur Bumi,,,Collect 10 Hell heroes,Sưu tập 10 anh hùng hệ Địa Ngục,Collect 10 Hell heroes,สะสมฮีโร่ธาตุนรก 10 ตัว,Kumpulkan 10 hero Elemen Neraka,Kolektahin ang 10 Hell na bayani,Kumpul 10 wira Elemen Neraka,handbook,
2051,2,15,1509,15,9,,20,{13=10;rmb=30},,3,,,Earth Vein Collector,Nhà sưu tầm hệ Địa Mạch,Earth Vein Collector,นักสะสมแห่งธาตุดิน,Pengumpul Jalur Bumi,Tagakolekta ng Linya ng Lupa,Pengumpul Jalur Bumi,,,Collect 15 Hell heroes,Sưu tập 15 anh hùng hệ Địa Ngục,Collect 15 Hell heroes,สะสมฮีโร่ธาตุนรก 15 ตัว,Kumpulkan 15 hero Elemen Neraka,Kolektahin ang 15 Hell na bayani,Kumpul 15 wira Elemen Neraka,handbook,
