VariableName,name_cn,name_tw,name,name_vn,name_en,name_th,name_in,name_ph,name_ma,icon,quality,exclusiveCards,itemsShow,languages,stackShow,strengthMax,strengthSeqID,advanceMax,advanceSeqID,advanceLvLimit,universalItems,attrTypes,attrNumRates,viceAttrRate,strengthAttrSeq,advanceAttrSeq,effect1,effect1LevelAdvSeq,effect2,effect2LevelAdvSeq,rebirthRMB,heldItemExp,fragID,produceGate1,produceGate2,produceGate3,produceDesc_cn,produceDesc_tw,produceDesc,produceDesc_vn,produceDesc_en,produceDesc_th,produceDesc_in,produceDesc_ph,produceDesc_ma,effect,effectCardID
30316,,,Forbidden Heaven Technique  ,Thiên Đường Cấm Thuật,Forbidden Heaven Technique  ,วิชาสวรรค์ต้องห้าม  ,Teknik Terlarang Surga  ,Heavenly Forbidden Spell  ,Sihir Terlarang Syurga  ,config/item/xddj/icon_30316.png,4,,,,,80,4,9,31,<5;10;15;20;25;30;50;60;80>,<2152>,,<1.1;0.9;1;1;1;1>,,4,4,72,<0;1;2;3;4;5;6;7;8;9>,,,8,280,28016,,,,,,Can be obtained through jewelry card draw  ,Có thể nhận được thông qua rút thẻ trang sức,Can be obtained through jewelry card draw  ,สามารถรับได้จากการสุ่มบัตรเครื่องประดับ  ,Dapat diperoleh melalui undian kartu perhiasan  ,Makakakuha sa pamamagitan ng jewelry card draw  ,Boleh diperoleh melalui cabutan kad barang kemas  ,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30317,,,Moonlight Ring  ,Vòng Nguyệt Quang,Moonlight Ring  ,แหวนแสงจันทร์  ,Cincin Cahaya Bulan  ,Moonlight Ring  ,Cincin Cahaya Bulan  ,config/item/xddj/icon_30317.png,4,,,,,80,4,9,32,<5;10;15;20;25;30;50;60;80>,<2152>,,<1.1;0.9;1;1;1;1>,,4,4,73,<0;1;2;3;4;5;6;7;8;9>,,,8,280,28017,,,,,,Can be obtained through jewelry card draw  ,Có thể nhận được thông qua rút thẻ trang sức,Can be obtained through jewelry card draw  ,สามารถรับได้จากการสุ่มบัตรเครื่องประดับ  ,Dapat diperoleh melalui undian kartu perhiasan  ,Makakakuha sa pamamagitan ng jewelry card draw  ,Boleh diperoleh melalui cabutan kad barang kemas  ,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30318,,,Fire Shadow Emblem  ,Huy Hiệu Hỏa Ảnh,Fire Shadow Emblem  ,ตราเพลิงเงา  ,Lencana Bayangan Api  ,Flame Shadow Badge  ,Lencana Bayangan Api  ,config/item/xddj/icon_sanzhijie_30318.png,4,,,,,80,4,9,46,<5;10;15;20;25;30;50;60;80>,<2152>,,<1;1;1;1;1;1>,,4,4,97,<0;1;2;3;4;5;6;7;8;9>,98,<0;1;2;3;4;5;6;7;8;9>,8,280,28018,,,,,,Available in the Arena Shop,Có thể nhận được trong cửa hàng đấu trường đối kháng,Available in the Arena Shop,มีจำหน่ายในร้านค้าอารีน่า,Tersedia di Toko Arena,Available sa Arena Shop,Tersedia di Kedai Arena,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30401,,,Muramasa Cursed Blade  ,Yêu Đao Muramasa,Muramasa Cursed Blade  ,ดาบปีศาจมุรามาสะ  ,Pedang Kutukan Muramasa  ,Muramasa Demon Blade  ,Pedang Iblis Muramasa  ,config/item/xddj/icon_30401.png,5,,,,,80,5,9,33,<5;10;15;20;25;30;50;60;80>,<2153>,,<1;1;1;1;1;1>,,5,5,74,<0;1;2;3;4;5;6;7;8;9>,58,<0;1;2;3;4;5;6;7;8;9>,,520,28101,,,,,,,,,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30402,,,Spiritual Staff  ,Quyền Trượng Tâm Linh,Spiritual Staff  ,คฑาวิญญาณ  ,Tongkat Rohani  ,Spiritual Scepter  ,Tongkat Rohani  ,config/item/xddj/icon_beizhijie_30402.png,5,,,,,80,5,9,34,<5;10;15;20;25;30;50;60;80>,<2153>,,<1;1;1.2;0.8;1.2;0.8>,,5,5,78,<0;1;2;3;4;5;6;7;8;9>,77,<0;1;2;3;4;5;6;7;8;9>,,520,28102,,,,,,,,,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30403,,,Eight Trigrams Orb  ,Bát Xích Cầu Ngọc,Eight Trigrams Orb  ,ลูกแก้วแปดทิศ  ,Bola Delapan Trigram  ,Eight Trigrams Ball  ,Bola Lapan Simbol  ,config/item/xddj/icon_30403.png,5,,,,,80,5,9,35,<5;10;15;20;25;30;50;60;80>,<2153>,,<1.1;0.9;1;1;1;1>,,5,5,76,<0;1;2;3;4;5;6;7;8;9>,75,<0;1;2;3;4;5;6;7;8;9>,,520,28103,,,,,,,,,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30404,,,Psychic Scroll  ,Cuộn Thư Siêu Năng,Psychic Scroll  ,ม้วนคัมภีร์จิตพลัง  ,Gulungan Psikis  ,Psychic Scroll  ,Skrol Psikik  ,config/item/xddj/icon_30404.png,5,,,,,80,5,9,36,<5;10;15;20;25;30;50;60;80>,<2153>,,<1.2;0.8;1;1;1;1>,,5,5,80,<0;1;2;3;4;5;6;7;8;9>,79,<0;1;2;3;4;5;6;7;8;9>,,520,28104,,,,,,,,,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30405,,,Phoenix Force  ,Lực Lượng Phượng Hoàng,Phoenix Force  ,พลังนกฟีนิกซ์  ,Kekuatan Phoenix  ,Phoenix Force  ,Kuasa Phoenix  ,config/item/xddj/icon_baizhijie_30405.png,5,,,,,80,5,9,37,<5;10;15;20;25;30;50;60;80>,<2153>,,<1;1.1;1.15;0.8;1.15;0.8>,,5,5,82,<0;1;2;3;4;5;6;7;8;9>,81,<0;1;2;3;4;5;6;7;8;9>,,520,28105,,,,,,,,,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30406,,,Golden Light Spell  ,Kim Quang Thần Chú,Golden Light Spell  ,คาถาแสงทอง  ,Mantra Cahaya Emas  ,Golden Spell  ,Mantra Cahaya Emas  ,config/item/xddj/icon_yuzhijie_30406.png,5,,,,,80,5,9,38,<5;10;15;20;25;30;50;60;80>,<2153>,,<1;0.8;1;1.1;1;1.1>,,5,5,92,<0;1;2;3;4;5;6;7;8;9>,91,<0;1;2;3;4;5;6;7;8;9>,,520,28106,,,,,,,,,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30407,,,Guardian Divine Sword  ,Kiếm Thần Hộ Vệ,Guardian Divine Sword  ,ดาบเทพพิทักษ์  ,Pedang Pelindung Dewa  ,Divine Guardian Sword  ,Pedang Pelindung Dewa  ,config/item/xddj/icon_tuanzangdebengdai_30407.png,5,,,,,80,5,9,39,<5;10;15;20;25;30;50;60;80>,<2153>,,<1;1;1;1;1;1>,,5,5,86,<0;1;2;3;4;5;6;7;8;9>,85,<0;1;2;3;4;5;6;7;8;9>,,520,28107,,,,,,,,,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30408,,,Eternal Divine Spear  ,Thần Thương Vĩnh Cửu,Eternal Divine Spear  ,หอกศักดิ์สิทธิ์นิรันดร์  ,Tombak Abadi  ,Eternal Spear  ,Lembing Abadi  ,config/item/xddj/icon_chakeladao_30408.png,5,,,,,80,5,9,40,<5;10;15;20;25;30;50;60;80>,<2153>,,<1;0.8;1.1;1;1.1;1>,,5,5,88,<0;1;2;3;4;5;6;7;8;9>,87,<0;1;2;3;4;5;6;7;8;9>,,520,28108,,,,,,,,,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30409,,,Zeus’ Crown  ,Vương Miện Zeus,Zeus’ Crown  ,มงกุฎเทพซุส  ,Mahkota Zeus  ,Zeus’ Crown  ,Mahkota Zeus  ,config/item/xddj/icon_dahedehue_30409.png,5,,,,,80,5,9,41,<5;10;15;20;25;30;50;60;80>,<2153>,,<1;1;1.1;0.9;1;1>,,5,5,90,<0;1;2;3;4;5;6;7;8;9>,89,<0;1;2;3;4;5;6;7;8;9>,,520,28109,,,,,,,,,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30410,,,Angel's Tear  ,Giọt Nước Mắt Thiên Thần,Angel's Tear  ,น้ำตานางฟ้า  ,Air Mata Malaikat  ,Angel’s Tear  ,Air Mata Malaikat  ,config/item/xddj/icon_30410.png,5,,,,,80,5,9,42,<5;10;15;20;25;30;50;60;80>,<2153>,,<1.1;0.9;1;1;1;1>,,5,5,96,<0;1;2;3;4;5;6;7;8;9>,95,<0;1;2;3;4;5;6;7;8;9>,,520,28110,,,,,,,,,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30411,,,Blood Fury Axe  ,Rìu Chiến Máu Giận,Blood Fury Axe  ,ขวานโลหิตบ้า  ,Kapak Amarah Darah  ,Blood Rage Axe  ,Kapak Amarah Berdarah  ,config/item/xddj/icon_30411.png,5,<761>,,,,80,5,9,47,<5;10;15;20;25;30;50;60;80>,<2153>,,<1;1;1;1;1;1>,,5,5,99,<0;1;2;3;4;5;6;7;8;9>,100,<0;1;2;3;4;5;6;7;8;9>,,520,28111,,,,,,,,,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},<761>
30412,,,Unyielding Shield  ,Lá Chắn Bất Khuất,Unyielding Shield  ,โล่ไม่ยอมแพ้  ,Perisai Tak Terkalahkan  ,Unyielding Shield  ,Perisai Gagah  ,config/item/xddj/icon_30412.png,5,,,,,80,5,9,48,<5;10;15;20;25;30;50;60;80>,<2153>,,<1;1;1;1;0.9;1.1>,,5,5,101,<0;1;2;3;4;5;6;7;8;9>,102,<0;1;2;3;4;5;6;7;8;9>,,520,28112,,,,,,,,,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30413,,,Heart of the Ocean  ,Trái Tim Đại Dương,Heart of the Ocean  ,หัวใจแห่งมหาสมุทร  ,Hati Samudra  ,Heart of the Ocean  ,Hati Lautan  ,config/item/xddj/icon_30413.png,5,,,,,80,5,9,49,<5;10;15;20;25;30;50;60;80>,<2153>,,<1.1;0.9;1;1;1;1>,,5,5,103,<0;1;2;3;4;5;6;7;8;9>,104,<0;1;2;3;4;5;6;7;8;9>,,520,28113,,,,,,,,,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30414,,,Broken Rage Fang  ,Nanh Vỡ Cuồng Nộ,Broken Rage Fang  ,เขี้ยวคลั่งหัก  ,Taring Ganas Retak  ,Broken Fury Fang  ,Taring Pecah Marah  ,config/item/xddj/icon_kakaxidelingdang_30414.png,5,,,,,80,5,9,50,<5;10;15;20;25;30;50;60;80>,<2153>,,<1;1;1;1;1;1>,,5,5,105,<0;1;2;3;4;5;6;7;8;9>,106,<0;1;2;3;4;5;6;7;8;9>,,520,28114,,,,,,,,,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30415,,,Senbonzakura  ,Senbonzakura,Senbonzakura  ,เซนบงซากุระ  ,Senbonzakura  ,Senbonzakura  ,Senbonzakura  ,config/item/xddj/icon_30415.png,5,,,,,80,5,9,51,<5;10;15;20;25;30;50;60;80>,<2153>,,<1;1;1;1;1;1>,,5,5,107,<0;1;2;3;4;5;6;7;8;9>,108,<0;1;2;3;4;5;6;7;8;9>,,520,28115,,,,,,,,,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30416,,,Sky Piercing Arrow  ,Mũi Tên Phá Thiên,Sky Piercing Arrow  ,ลูกธนูเจาะฟ้า  ,Panah Penembus Langit  ,Sky Piercing Arrow  ,Anak Panah Langit  ,config/item/xddj/icon_30416.png,5,,,,,80,5,9,52,<5;10;15;20;25;30;50;60;80>,<2153>,,<1.1;0.9;1;1;1;1>,,5,5,109,<0;1;2;3;4;5;6;7;8;9>,110,<0;1;2;3;4;5;6;7;8;9>,,520,28116,,,,,,,,,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30417,,,Eight Trigrams Mirror  ,Bát Xích Kính,Eight Trigrams Mirror  ,กระจกแปดทิศ  ,Cermin Delapan Trigram  ,Eight Trigrams Mirror  ,Cermin Lapan Simbol  ,config/item/xddj/icon_30417.png,5,,,,,80,5,9,53,<5;10;15;20;25;30;50;60;80>,<2153>,,<1.1;0.9;1;1;1;1>,,5,5,111,<0;1;2;3;4;5;6;7;8;9>,112,<0;1;2;3;4;5;6;7;8;9>,,520,28117,,,,,,,,,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30418,,,Dusk Mask  ,Mặt Nạ Hoàng Hôn,Dusk Mask  ,หน้ากากสนธยา  ,Topeng Senja  ,Twilight Mask  ,Topeng Senja  ,config/item/xddj/icon_tonglingjuanzhou_30418.png,5,<7011>,,,,80,5,9,55,<5;10;15;20;25;30;50;60;80>,<2153>,,<1;0.9;1.05;1;1.05;1>,,5,5,115,<0;1;2;3;4;5;6;7;8;9>,116,<0;1;2;3;4;5;6;7;8;9>,,520,28118,,,,,,,,,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},<7011>
30419,,,Source of Miracles  ,Nguồn Gốc Kỳ Tích,Source of Miracles  ,ต้นกำเนิดปาฏิหาริย์  ,Asal Mukjizat  ,Source of Miracle  ,Asal Keajaiban  ,config/item/xddj/icon_sidaimudoupeng_30419.png,5,,,,,80,5,9,56,<5;10;15;20;25;30;50;60;80>,<2153>,,<1;1;1;1;1;1>,,5,5,117,<0;1;2;3;4;5;6;7;8;9>,118,<0;1;2;3;4;5;6;7;8;9>,,520,28119,,,,,,,,,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30420,,,Psychic Reactor  ,Lò Phản Ứng Siêu Năng,Psychic Reactor  ,เตาปฏิกรณ์จิตพลัง  ,Reaktor Psikis  ,Psychic Reactor  ,Reaktor Psikik  ,config/item/xddj/icon_30420.png,5,,,,,80,5,9,57,<5;10;15;20;25;30;50;60;80>,<2153>,,<1.1;0.9;1;1;1;1>,,5,5,119,<0;1;2;3;4;5;6;7;8;9>,120,<0;1;2;3;4;5;6;7;8;9>,,520,28120,,,,,,,,,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30421,,,Totsuka-no-Tsurugi Sword  ,Kiếm Totsuka-no-Tsurugi,Totsuka-no-Tsurugi Sword  ,ดาบโทสึกะ  ,Pedang Totsuka-no-Tsurugi  ,Totsuka-no-Tsurugi  ,Pedang Totsuka-no-Tsurugi  ,config/item/xddj/icon_30421.png,5,,,,,80,5,9,58,<5;10;15;20;25;30;50;60;80>,<2153>,,<1.1;0.9;1;1;1;1>,,5,5,121,<0;1;2;3;4;5;6;7;8;9>,122,<0;1;2;3;4;5;6;7;8;9>,,520,28121,,,,,,,,,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30423,,,Angel Wings  ,Đôi Cánh Thiên Thần,Angel Wings  ,ปีกนางฟ้า  ,Sayap Malaikat  ,Angel Wings  ,Sayap Malaikat  ,config/item/xddj/icon_zilaiyedehue_30423.png,5,,,,,80,5,9,60,<5;10;15;20;25;30;50;60;80>,<2153>,,<1;1.1;1.1;0.9;1.1;0.9>,,5,5,125,<0;1;2;3;4;5;6;7;8;9>,126,<0;1;2;3;4;5;6;7;8;9>,,520,28123,,,,,,,,,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30424,,,Demon Wings  ,Đôi Cánh Ác Ma,Demon Wings  ,ปีกปีศาจ  ,Sayap Iblis  ,Devil Wings  ,Sayap Iblis  ,config/item/xddj/icon_jingubang_30424.png,5,,,,,80,5,9,61,<5;10;15;20;25;30;50;60;80>,<2153>,,<1;0.8;1.1;1;1.1;1>,,5,5,127,<0;1;2;3;4;5;6;7;8;9>,128,<0;1;2;3;4;5;6;7;8;9>,,520,28124,,,,,,,,,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
30425,,,Yin-Yang Orb,Ngọc Âm Dương,Yin-Yang Orb,ลูกแก้วหยินหยาง,Yin-Yang Orb,Yin-Yang Orb,Kalung Masa  ,config/item/xddj/icon_qianshoufeijian_30425.png,5,<3601>,,,,80,5,9,62,<5;10;15;20;25;30;50;60;80>,<2153>,,<1.1;0.9;1;1;1;1>,,5,5,129,<0;1;2;3;4;5;6;7;8;9>,130,<0;1;2;3;4;5;6;7;8;9>,,520,28125,,,,,,,,,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},<3601>
30426,,,Sword of Love,Thanh kiếm tình yêu,Sword of Love,ดาบแห่งความรัก,Sword of Love,Sword of Love,Sword of Love,config/item/xddj/icon_zuozhudeduandao_30426.png,5,<4161>,,,,80,5,9,63,<5;10;15;20;25;30;50;60;80>,<2153>,,<1;1;1;1;1;1>,,5,5,131,<0;1;2;3;4;5;6;7;8;9>,132,<0;1;2;3;4;5;6;7;8;9>,,520,28126,,,,,,,,,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},<4161>
30434,,,Kairi Sword  ,Kiếm Kairi,Kairi Sword  ,ดาบไคริ  ,Pedang Kairi  ,Kairi Sword  ,Pedang Kairi  ,config/item/xddj/icon_30434.png,5,<4023>,,,,80,5,9,71,<5;10;15;20;25;30;50;60;80>,<2153>,,<1.1;0.9;1;1;1;1>,,5,5,147,<0;1;2;3;4;5;6;7;8;9>,148,<0;1;2;3;4;5;6;7;8;9>,,520,28134,,,,,,,,,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},<4023>
30437,,,Water Blossom Illusion  ,Ảo cảnh hoa nước,Water Blossom Illusion  ,ภาพลวงตาดอกไม้น้ำ  ,Ilusi Bunga Air  ,Water Blossom Illusion  ,Ilusi Bunga Air  ,config/item/xddj/icon_30437.png,5,<4024>,,,,80,5,9,74,<5;10;15;20;25;30;50;60;80>,<2153>,,<1;1;1.2;0.8;1.2;0.8>,,5,5,155,<0;1;2;3;4;5;6;7;8;9>,156,<0;1;2;3;4;5;6;7;8;9>,,520,28137,,,,,,,,,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},<4024>
30442,,,Blade of Obsession,Lưỡi kiếm của sự ám ảnh,Blade of Obsession,ใบมีดแห่งความหลงใหล,Blade of Obsession,Blade of Obsession,Blade of Obsession,config/item/xddj/icon_30442.png,5,<7051>,,,,80,5,9,79,<5;10;15;20;25;30;50;60;80>,<2153>,,<1;0.9;1.05;1;1.05;1>,,5,5,165,<0;1;2;3;4;5;6;7;8;9>,166,<0;1;2;3;4;5;6;7;8;9>,,520,28142,,,,,,,,,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},<7051>
31101,,,Oathblade of Victory,Kiếm Khế Ước Chiến Thắng,Oathblade of Victory,ดาบคำสัตย์แห่งชัยชนะ,Pedang Janji Kemenangan,Tabak ng Panata ng Tagumpay,Pedang Sumpah Kemenangan,config/item/xddj/icon_31101.png,6,,,,,80,6,9,1101,<5;10;15;20;25;30;50;60;80>,<2153>,,<1;1;1;1;1;1>,,6,6,1101,<0;1;2;3;4;5;6;7;8;9>,1102,<0;1;2;3;4;5;6;7;8;9>,,1000,31001,,,,,,,,,,,,,{drawcard=hong_effect_loop;gain=hong_effect_loop},
31301,,,Sun Pearl,Ngọc Mặt Trời,Sun Pearl,ไข่มุกสุริยะ,Mutiara Matahari,Sun Jewel,Mutiara Matahari,config/item/xddj/icon_hszy.png,4,,,,,80,4,9,45,<5;10;15;20;25;30;50;60;80>,<2152>,,<1.1;0.9;1;1;1;1>,,4,4,65,<0;1;2;3;4;5;6;7;8;9>,66,<0;1;2;3;4;5;6;7;8;9>,,280,,,,,,,,,,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
31401,,,!!!Abandoned 2,!!!Bị bỏ rơi 2,!!!Abandoned 2,!!!Abandoned 2,!!!Abandoned 2,!!!Abandoned 2,!!!Abandoned 2,config/item/icon_gmys.png,5,,FALSE,<cn>,,60,5,9,,<5;10;15;20;25;30;50;60;80>,,,<1;1;1;1;1;1>,,5,5,1,<0;1;2;3;4;5;6;7;8;9>,,,,520,,,,,,,,,,,,,,{drawcard=zi_effect_loop;gain=zi_effect_loop},
