1353,Kéo lỗ kéo,Kéo lỗ kéo,Pull Kelo Pull  ,เคโลเคลอ  ,Tarik Kelo Tarik  ,Hilahin Kelo Hilahin  ,Tarik Kelo Tarik  
1391,Kỳ Lỗ lỵ an,Kỳ Lỗ lỵ an,Kilorian  ,คิโลเรียน  ,Kilorian  ,Kilorian  ,Kilorian  
1392,Chanay đóa,Chanay đóa,Chanay Flower  ,ดอกชานาย  ,Bunga Chanay  ,Bulaklak Chanay  ,Bunga Chanay  
1393,Ngải đường lôi đóa,Ngải đường lôi đóa,Aloe Thunder Bloom  ,ดอกว่านสายฟ้า  ,Bunga Lidah Petir  ,Bulaklak Kidlat Aloe  ,Bunga Lidah Guruh  
1394,Người lười rái cá,Người lười rái cá,Lazy Otter  ,ตัวนากขี้เกียจ  ,Berang-berang Malas  ,Tamad na Otter  ,Berang-berang Malas  
1421,Qua động vượn,Qua động vượn,Tunnel Ape  ,ลิงถ้ำ  ,Monyet Terowongan  ,Unggoy ng Yungib  ,Monyet Terowong  
1422,Xin phép nghỉ vương,Xin phép nghỉ vương,Request Leave King  ,ราชาขอลา  ,Raja Cuti  ,Hari ng Leave  ,Raja Cuti  
1423,Cô Nữu Nữu,Cô Nữu Nữu,Miss Nyunyu  ,คุณหนูนิว  ,Nona Nyunyu  ,Miss Nyunyu  ,Cik Nyu-Nyu  
1441,Rống bạo đạn,Rống bạo đạn,Roaring Bomb  ,ระเบิดคำราม  ,Bom Mengaum  ,Sumisigaw na Bomba  ,Bom Mengaum  
1442,Tiếng nổ quái,Tiếng nổ quái,Boom Monster  ,สัตว์ระเบิด  ,Monster Ledakan  ,Halimaw ng Pagsabog  ,Raksasa Letupan  
1443,Nhưng có thể nhiều kéo,Nhưng có thể nhiều kéo,May Pull a Lot  ,อาจดึงได้เยอะ  ,Bisa Tarik Banyak  ,Maaring Hilahin Marami  ,Boleh Tarik Banyak  
1501,Nhưng nhiều kéo,Nhưng nhiều kéo,Many Pull  ,ดึงได้เยอะ  ,Tarik Banyak  ,Maraming Hila  ,Tarik Banyak  
1502,Sóng sĩ nhưng nhiều kéo,Sóng sĩ nhưng nhiều kéo,Wave Master Puller  ,เจ้านายแห่งการดึง  ,Penarik Gelombang  ,Master Hila ng Alon  ,Penarik Ombak  
1503,Ngốc lửa còng,Ngốc lửa còng,Fire Dummy Crab  ,ปูโง่ไฟ  ,Kepiting Api Bodoh  ,Crab Apoy Bobo  ,Ketam Api Dungu  
1611,Phun lửa còng,Phun lửa còng,Flame Spitting Crab  ,ปูพ่นไฟ  ,Kepiting Sembur Api  ,Crab Sumisinga Apoy  ,Ketam Sembur Api  
1612,Oán ảnh bé con,Oán ảnh bé con,Grudge Shadow Kid  ,เงาอาฆาตน้อย  ,Bayangan Dendam Kecil  ,Batang Anino ng Hinanakit  ,Bayangan Dendam Kecil  
1801,Nguyền rủa bé con,Nguyền rủa bé con,Little Curse  ,คำสาปน้อย  ,Kutukan Kecil  ,Maliit na Sumpa  ,Sumpahan Kecil  
1802,Đêm tuần linh,Đêm tuần linh,Spirit Night  ,คืนวิญญาณ  ,Malam Arwah  ,Gabi ng Kaluluwa  ,Malam Roh  
1811,Bàng hoàng dạ linh,Bàng hoàng dạ linh,Startled Night Spirit  ,วิญญาณค่ำตกใจ  ,Arwah Malam Terkaget  ,Nagulat na Espiritu ng Gabi  ,Roh Malam Terkejut  
1812,Đêm tối ma linh,Đêm tối ma linh,Dark Phantom Night  ,ปีศาจราตรีมืด  ,Malam Hantu Gelap  ,Maitim na Kaluluwang Gabi  ,Malam Hantu Gelap  
1813,A đột nhiên toa lỗ,A đột nhiên toa lỗ,Sudden A-Toa  ,อะโทอาปุบปับ  ,Tiba-tiba A-Toa  ,Biglang A-Toa  ,Tiba-Tiba A-Toa  
1841,Tuyết Đồng tử,Tuyết Đồng tử,Snow Child  ,เด็กหิมะ  ,Anak Salju  ,Anak ng Niyebe  ,Anak Salji  
1851,Băng quỷ hộ,Băng quỷ hộ,Ice Demon Guard  ,ผู้พิทักษ์น้ำแข็ง  ,Penjaga Iblis Es  ,Tagapagtanggol ng Yelo  ,Penjaga Ais  
1852,Tuyết yêu nữ,Tuyết yêu nữ,Snow Enchantress  ,นางหิมะ  ,Putri Salju  ,Mang-aakit ng Niyebe  ,Puteri Salji  
1853,Báo biển cầu,Báo biển cầu,Sea Leopard Ball  ,เสือลูกบอลทะเล  ,Bola Macan Laut  ,Bola ng Leopardo Dagat  ,Bola Harimau Laut  
1861,Hải Ma sư,Hải Ma sư,Ocean Mage  ,จอมเวททะเล  ,Penyihir Laut  ,Mangkukulam ng Karagatan  ,Ahli Sihir Laut  
1862,Đế răng sư tử biển,Đế răng sư tử biển,Emperor Sea Lion  ,ราชาสิงโตทะเล  ,Raja Singa Laut  ,Hari ng Leon Dagat  ,Raja Singa Laut  
1863,Bảo bối rồng,Bảo bối rồng,Dragon Treasure  ,สมบัติมังกร  ,Harta Naga  ,Kayamanan ng Dragon  ,Harta Naga  
1891,Giáp xác rồng,Giáp xác rồng,Armored Dragon  ,มังกรหุ้มเกราะ  ,Naga Berlapis Baja  ,Dragon na May Armor  ,Naga Perisai  
1892,Bạo Phi Long,Bạo Phi Long,Violent Flying Dragon  ,มังกรบินพิโรธ  ,Naga Terbang Ganas  ,Mabangis na Lumilipad Dragon  ,Naga Terbang Ganas  
1893,Sắt tạ tay,Sắt tạ tay,Iron Dumbbell  ,ดัมเบลเหล็ก  ,Dumbel Besi  ,Bakal na Dumbbell  ,Dumbel Besi  
1901,Kim loại quái,Kim loại quái,Metal Monster  ,สัตว์โลหะ  ,Monster Logam  ,Metal na Halimaw  ,Raksasa Logam  
1902,Cự kim quái,Cự kim quái,Giant Metal Beast  ,อสูรเหล็กยักษ์  ,Monster Logam Raksasa  ,Higanteng Metal na Halimaw  ,Raksasa Besi Gergasi  
1903,Lôi Cát Locke,Lôi Cát Locke,Thunder Cat Locke  ,ล็อคแมวสายฟ้า  ,Kucing Petir Locke  ,Kuryente Pusa Locke  ,Kucing Kilat Locke  
1911,Lôi Cát Ace,Lôi Cát Ace,Thunder Cat Ace  ,เอซแมวสายฟ้า  ,Kucing Petir Ace  ,Kuryente Pusa Ace  ,Kucing Kilat Ace  
1921,Régis Kỳ Lỗ,Régis Kỳ Lỗ,Regis Kilor  ,เรจิสคิโลร์  ,Regis Kilor  ,Regis Kilor  ,Regis Kilor  
1931,Latias,Latias,Latias  ,ลาเทียส  ,Latias  ,Latias  ,Latias  
1941,Kéo đế Oars,Kéo đế Oars,Oars Puller  ,คนลากพาย  ,Penarik Dayung  ,Tagahila ng Sagwan  ,Penarik Dayung  
1951,Đóng Âu thẻ,Đóng Âu thẻ,Europe Seal  ,ตรายุโรป  ,Segel Eropa  ,Tatak Europa  ,Cop Eropah  
1961,Cố kéo nhiều,Cố kéo nhiều,Forceful Pull  ,ดึงแรง  ,Tarikan Kuat  ,Hilang Lakas Hila  ,Tarik Kuat  
1971,Liệt không tòa,Liệt không tòa,Sky Burst Fortress  ,ป้อมระเบิดท้องฟ้า  ,Benteng Ledak Langit  ,Kuta ng Langit Sumabog  ,Kubu Letupan Langit  
1981,Cỏ mầm rùa,Cỏ mầm rùa,Sprout Turtle  ,เต่างอกหญ้า  ,Tunas Kura-Kura  ,Tuklaw na Pagong  ,Anak Benih Kura-Kura  
2011,Rừng cây rùa,Rừng cây rùa,Forest Turtle  ,เต่าป่า  ,Kura-Kura Hutan  ,Pagong Gubat  ,Kura-Kura Hutan  
2012,Đài đất rùa,Đài đất rùa,Earth Platform Turtle  ,เต่าดินแท่น  ,Kura-Kura Tanah Tinggi  ,Pagong ng Lupa  ,Kura-Kura Dataran Tinggi  
2013,Mèo con quái,Mèo con quái,Kitten Monster  ,สัตว์ประหลาดแมวน้อย  ,Monster Anak Kucing  ,Halimaw Kuting  ,Raksasa Anak Kucing  
2071,Siết khắc mèo,Siết khắc mèo,Scratch Cat  ,แมวข่วน  ,Kucing Cakar  ,Kamot Pusa  ,Kucing Cakar  
2072,Mèo Điện,Mèo Điện,Electric Cat  ,แมวไฟฟ้า  ,Kucing Listrik  ,Kuryente Pusa  ,Kucing Elektrik  
2073,Cá Mập Đất,Cá Mập Đất,Land Shark  ,ฉลามบก  ,Hiu Darat  ,Pating Lupa  ,Jerung Darat  
2231,Cá Mập Lưỡi Kiếm,Cá Mập Lưỡi Kiếm,Sword Blade Shark  ,ฉลามใบมีด  ,Hiu Bilah Pedang  ,Pating Talamit  ,Jerung Pedang  
2232,Cá Mập Hỏa Tiễn,Cá Mập Hỏa Tiễn,Missile Shark  ,ฉลามจรวด  ,Hiu Roket  ,Pating Misil  ,Jerung Peluru Berpandu  
2233,Linh Cẩu Nhỏ,Linh Cẩu Nhỏ,Little Hyena  ,ไฮยีน่าน้อย  ,Hiena Kecil  ,Munting Hyena  ,Hiena Kecil  
2241,Linh Cẩu Kiếm,Linh Cẩu Kiếm,Sword Hyena  ,ไฮยีน่าดาบ  ,Hiena Pedang  ,Hyena Espada  ,Hiena Pedang  
2242,Ếch Độc,Ếch Độc,Poison Frog  ,กบพิษ  ,Katak Racun  ,Palakang Lason  ,Katak Beracun  
2271,Ếch Độc Vương,Ếch Độc Vương,Poison Frog King  ,ราชากบพิษ  ,Raja Katak Racun  ,Hari ng Palakang Lason  ,Raja Katak Beracun  
2272,Cây Tuyết,Cây Tuyết,Snow Tree  ,ต้นไม้หิมะ  ,Pohon Salju  ,Punong Niyebe  ,Pokok Salji  
2301,Quái Vật Tuyết,Quái Vật Tuyết,Snow Monster  ,สัตว์ประหลาดหิมะ  ,Monster Salju  ,Halimaw ng Niyebe  ,Raksasa Salji  
2302,Siêu Quái Vật Tuyết,Siêu Quái Vật Tuyết,Super Snow Monster  ,ซูเปอร์สัตว์ประหลาดหิมะ  ,Monster Salju Super  ,Super Halimaw ng Niyebe  ,Raksasa Salji Super  
2303,Thần Thời Gian,Thần Thời Gian,Time God  ,เทพเจ้าแห่งเวลา  ,Dewa Waktu  ,Diyos ng Panahon  ,Tuhan Masa  
2351,Thần Không Gian,Thần Không Gian,Space God  ,เทพเจ้าแห่งอวกาศ  ,Dewa Ruang  ,Diyos ng Kalawakan  ,Tuhan Angkasa  
2361,Người Khổng Lồ Huyền Thoại,Người Khổng Lồ Huyền Thoại,Legendary Giant  ,ยักษ์ในตำนาน  ,Raksasa Legendaris  ,Higante ng Alamat  ,Gergasi Lagenda  
2381,Rồng Bóng Tối,Rồng Bóng Tối,Dark Dragon  ,มังกรแห่งความมืด  ,Naga Kegelapan  ,Dragon ng Kadiliman  ,Naga Kegelapan  
2391,Rồng Bóng Tối - Hình Thức Gốc,Rồng Bóng Tối - Hình Thức Gốc,Dark Dragon - Original Form  ,มังกรแห่งความมืด - ร่างต้น  ,Naga Kegelapan - Bentuk Asli  ,Dragon ng Kadiliman - Orihinal na Anyo  ,Naga Kegelapan - Bentuk Asal  
2392,Thần Ác Mộng,Thần Ác Mộng,Nightmare God  ,เทพเจ้าแห่งฝันร้าย  ,Dewa Mimpi Buruk  ,Diyos ng Bangungot  ,Tuhan Mimpi Buruk  
2431,Thần Cỏ - Dạng Đất,Thần Cỏ - Dạng Đất,Grass God - Ground Form  ,เทพหญ้า - ร่างดิน  ,Dewa Rumput - Bentuk Tanah  ,Diyos ng Damo - Anyo ng Lupa  ,Tuhan Rumput - Bentuk Tanah  
2441,Thần Cỏ - Dạng Trời,Thần Cỏ - Dạng Trời,Grass God - Sky Form  ,เทพหญ้า - ร่างท้องฟ้า  ,Dewa Rumput - Bentuk Langit  ,Diyos ng Damo - Anyo ng Langit  ,Tuhan Rumput - Bentuk Langit  
2442,Rắn Cỏ,Rắn Cỏ,Grass Snake  ,งูหญ้า  ,Ular Rumput  ,Ahas Damo  ,Ular Rumput  
2471,Rắn Lá,Rắn Lá,Leaf Snake  ,งูใบไม้  ,Ular Daun  ,Ahas Dahon  ,Ular Daun  
2472,Rắn Hoàng Gia,Rắn Hoàng Gia,Royal Snake  ,งูราชา  ,Ular Kerajaan  ,Ahas Maharlika  ,Ular Diraja  
2473,Lợn Lửa,Lợn Lửa,Fire Pig  ,หมูไฟ  ,Babi Api  ,Baboy Apoy  ,Babi Api  
2481,Lợn Lửa Chiến Binh,Lợn Lửa Chiến Binh,Fire Pig Warrior  ,นักรบหมูไฟ  ,Prajurit Babi Api  ,Mandirigmang Baboy Apoy  ,Pahlawan Babi Api  
2482,Lợn Lửa Dũng Sĩ,Lợn Lửa Dũng Sĩ,Fire Pig Hero  ,วีรบุรุษหมูไฟ  ,Pahlawan Babi Api  ,Bayani ng Baboy Apoy  ,Wira Babi Api  
2483,Đá Tròn,Đá Tròn,Round Rock  ,หินกลม  ,Batu Bulat  ,Bato Bilog  ,Batu Bulat  
2591,Đá Núi,Đá Núi,Mountain Rock  ,หินภูเขา  ,Batu Gunung  ,Bato Bundok  ,Batu Gunung  
2592,Quái Vật Đá,Quái Vật Đá,Rock Monster  ,สัตว์ประหลาดหิน  ,Monster Batu  ,Halimaw Bato  ,Raksasa Batu  
2593,Chuột Chũi Khoan,Chuột Chũi Khoan,Drill Mole  ,ตุ่นเจาะ  ,Tikus Mondok Bor  ,Mole na May Drill  ,Tikus Penggali  
2611,Chuột Chũi Rồng,Chuột Chũi Rồng,Dragon Mole  ,ตุ่นมังกร  ,Tikus Mondok Naga  ,Mole Naga  ,Tikus Naga  
2612,Thợ Nhỏ Vận Chuyển,Thợ Nhỏ Vận Chuyển,Little Transporter  ,พนักงานขนส่งน้อย  ,Pengangkut Kecil  ,Tagadala Maliit  ,Pengangkut Kecil  
2631,Chiến Binh Đất Sắt,Chiến Binh Đất Sắt,Iron Earth Warrior  ,นักรบดินเหล็ก  ,Prajurit Besi Tanah  ,Mandirigmang Lupa Bakal  ,Pahlawan Tanah Besi  
2632,Thợ Xây Lão Luyện,Thợ Xây Lão Luyện,Veteran Builder  ,ช่างก่อสร้างผู้ช่ำชอง  ,Tukang Bangunan Berpengalaman  ,Manggagawang Beterano  ,Pembina Berpengalaman  
2633,Rết Trăm Chân,Rết Trăm Chân,Centipede  ,ตะขาบ  ,Kelabang  ,Alupihan  ,Lipan  
2681,Bóng Xe,Bóng Xe,Wheel Shadow  ,เงาล้อ  ,Bayangan Roda  ,Anino ng Gulong  ,Bayang Roda  
2682,Vua Rết,Vua Rết,Centipede King  ,ราชาตะขาบ  ,Raja Kelabang  ,Hari ng Alupihan  ,Raja Lipan  
2683,Cá Sấu Đen,Cá Sấu Đen,Black Crocodile  ,จระเข้อดำ  ,Buaya Hitam  ,Buwayang Itim  ,Buaya Hitam  
2721,Cá Sấu Du Côn,Cá Sấu Du Côn,Rogue Crocodile  ,จระเข้อันธพาล  ,Buaya Nakal  ,Buwayang Pilyo  ,Buaya Nakal  
2722,Cá Sấu Lưu Manh,Cá Sấu Lưu Manh,Gangster Crocodile  ,จระเข้อันธพาลใหญ่  ,Buaya Gengster  ,Buwayang Salbahe  ,Buaya Ganas  
2723,Cáo Ảo Ảnh,Cáo Ảo Ảnh,Illusion Fox  ,จิ้งจอกมายา  ,Rubah Ilusi  ,Soro ng Ilusyon  ,Rubah Ilusi  
2821,Vua Cáo Ảo Ảnh,Vua Cáo Ảo Ảnh,Illusion Fox King  ,ราชาจิ้งจอกมายา  ,Raja Rubah Ilusi  ,Hari ng Soro ng Ilusyon  ,Raja Rubah Ilusi  
2822,Búp Bê Gothic,Búp Bê Gothic,Gothic Doll  ,ตุ๊กตาโกธิค  ,Boneka Gotik  ,Gothic na Manika  ,Anak Patung Gothic  
2841,Bé Gái Gothic,Bé Gái Gothic,Gothic Girl  ,สาวก็อตธิค  ,Gadis Gotik  ,Batang Gothic  ,Gadis Gothic  
2842,Tiểu Thư Gothic,Tiểu Thư Gothic,Gothic Lady  ,คุณหนูก็อตธิค  ,Nona Gotik  ,Binibining Gothic  ,Tuan Puteri Gothic  
2843,Băng Nhỏ,Băng Nhỏ,Mini Ice  ,น้ำแข็งน้อย  ,Es Kecil  ,Maliit na Yelo  ,Ais Kecil  
2871,Băng Đôi,Băng Đôi,Twin Ice  ,น้ำแข็งคู่  ,Es Kembar  ,Yelong Kambal  ,Ais Kembar  
2872,Băng Đôi Lớn,Băng Đôi Lớn,Big Twin Ice  ,น้ำแข็งคู่ใหญ่  ,Es Kembar Besar  ,Malaking Yelong Kambal  ,Ais Kembar Besar  
2873,Sóc Điện,Sóc Điện,Electric Squirrel  ,กระรอกไฟฟ้า  ,Tupai Listrik  ,Kuryenteng Ardilya  ,Tupai Elektrik  
2891,Bóng Bay Nhẹ - Cái,Bóng Bay Nhẹ - Cái,Light Balloon - Female  ,ลูกโป่งเบา - ตัวเมีย  ,Balon Ringan - Betina  ,Magaan na Lobo - Babae  ,Belon Ringan - Betina  
2921,Bóng Bay Nhẹ - Đực,Bóng Bay Nhẹ - Đực,Light Balloon - Male  ,ลูกโป่งเบา - ตัวผู้  ,Balon Ringan - Jantan  ,Magaan na Lobo - Lalaki  ,Belon Ringan - Jantan  
2922,Béo Mập - Cái,Béo Mập - Cái,Chubby - Female  ,ตุ้ยนุ้ย - ตัวเมีย  ,Gendut - Betina  ,Mataba - Babae  ,Gemuk - Betina  
2923,Béo Mập - Đực,Béo Mập - Đực,Chubby - Male  ,ตุ้ยนุ้ย - ตัวผู้  ,Gendut - Jantan  ,Mataba - Lalaki  ,Gemuk - Jantan  
2924,Bánh Răng,Bánh Răng,Gear  ,เฟือง  ,Roda Gigi  ,Gulong ng Ngipin  ,Gear  
2961,Nhóm Bánh Răng,Nhóm Bánh Răng,Gear Group  ,กลุ่มเฟือง  ,Kelompok Roda Gigi  ,Grupo ng Gulong  ,Kumpulan Gear  
2962,Quái Vật Bánh Răng,Quái Vật Bánh Răng,Gear Monster  ,สัตว์ประหลาดเฟือง  ,Monster Roda Gigi  ,Halimaw Gulong  ,Raksasa Gear  
2963,Linh Hồn Nến,Linh Hồn Nến,Candle Spirit  ,วิญญาณเทียน  ,Roh Lilin  ,Kaluluwa ng Kandila  ,Roh Lilin  
2991,Ma Lửa,Ma Lửa,Fire Ghost  ,ผีไฟ  ,Hantu Api  ,Multo ng Apoy  ,Hantu Api  
2992,Đèn Chùm Ma Lửa,Đèn Chùm Ma Lửa,Fire Chandelier  ,โคมไฟผีไฟ  ,Lampu Gantung Api  ,Chandelier ng Apoy  ,Candelier Api  
2993,Rồng Răng Nhỏ,Rồng Răng Nhỏ,Little Fang Dragon  ,มังกรฟันเล็ก  ,Naga Gigi Kecil  ,Maliit na Ngangang Dragon  ,Naga Gigi Kecil  
3001,Rồng Răng Rìu,Rồng Răng Rìu,Axe Fang Dragon  ,มังกรฟันขวาน  ,Naga Gigi Kapak  ,Dragon na May Palakol  ,Naga Gigi Kapak  
3002,Chiến Binh Rồng,Chiến Binh Rồng,Dragon Warrior  ,นักรบมังกร  ,Prajurit Naga  ,Mandirigmang Dragon  ,Pahlawan Naga  
3003,Rồng Răng Đôi,Rồng Răng Đôi,Twin Fang Dragon  ,มังกรฟันคู่  ,Naga Gigi Ganda  ,Dragon na May Dalawang Ngangang  ,Naga Gigi Berkembar  
3011,Gấu Lãnh Nguyên,Gấu Lãnh Nguyên,Tundra Bear  ,หมีทุนดรา  ,Beruang Tundra  ,Oso ng Tundra  ,Beruang Tundra  
3012,Hoa Tuyết Hình Học,Hoa Tuyết Hình Học,Geometric Snowflake  ,เกล็ดหิมะเรขาคณิต  ,Salju Geometris  ,Geometrikong Niyebe  ,Salji Geometri  
3021,Rồng Một Đầu,Rồng Một Đầu,One-Headed Dragon  ,มังกรหัวเดียว  ,Naga Berkepala Satu  ,Isang Ulong Dragon  ,Naga Satu Kepala  
3141,Khủng Long Hai Đầu,Khủng Long Hai Đầu,Two-Headed Dinosaur  ,ไดโนเสาร์สองหัว  ,Dinosaurus Dua Kepala  ,Dalawang Ulong Dinosaur  ,Dinosaur Dua Kepala  
3142,Rồng Ba Đầu,Rồng Ba Đầu,Three-Headed Dragon  ,มังกรสามหัว  ,Naga Tiga Kepala  ,Tatlong Ulong Dragon  ,Naga Tiga Kepala  
3143,Sâu Lửa,Sâu Lửa,Fire Worm  ,หนอนไฟ  ,Ulat Api  ,Uod ng Apoy  ,Ulat Api  
3151,Moth Lửa,Moth Lửa,Fire Moth  ,ผีเสื้อไฟ  ,Ngengat Api  ,Apoy na Gamu-gamo  ,Rama-Rama Api  
3152,Zekrom,Zekrom,Zekrom  ,Zekrom  ,Zekrom  ,Zekrom  ,Zekrom  
3221,Hạt Dẻ,Hạt Dẻ,Chestnut  ,เกาลัด  ,Biji Kastanye  ,Kastanyas  ,Biji Berangan  
3281,Hạt Dẻ Béo,Hạt Dẻ Béo,Fat Chestnut  ,เกาลัดตุ้ยนุ้ย  ,Biji Kastanye Gendut  ,Matabang Kastanyas  ,Berangan Gemuk  
3282,Brikalon,Brikalon,Brikalon  ,Brikalon  ,Brikalon  ,Brikalon  ,Brikalon  
3283,Cáo Lửa,Cáo Lửa,Fire Fox  ,สุนัขจิ้งจอกไฟ  ,Rubah Api  ,Apoy na Soro  ,Rubah Api  
3291,Cáo Lửa Đuôi Dài,Cáo Lửa Đuôi Dài,Long-Tailed Fire Fox  ,สุนัขจิ้งจอกไฟหางยาว  ,Rubah Api Ekor Panjang  ,Apoy na Soro na Mahabang Buntot  ,Rubah Api Berekor Panjang  
3292,Cáo Lửa Ma Quái,Cáo Lửa Ma Quái,Ghostly Fire Fox  ,สุนัขจิ้งจอกไฟภูต  ,Rubah Api Berhantu  ,Multong Apoy na Soro  ,Rubah Api Hantu  
3293,Ếch Bọt,Ếch Bọt,Bubble Frog  ,กบบับเบิ้ล  ,Katak Gelembung  ,Palakang Bula  ,Katak Buih  
3301,Ếch Đầu Lớn,Ếch Đầu Lớn,Big-Headed Frog  ,กบหัวโต  ,Katak Kepala Besar  ,Palakang Malaking Ulo  ,Katak Kepala Besar  
3302,Ninja Eel,Ninja Eel,Ninja Eel  ,ปลาไหลนินจา  ,Belut Ninja  ,Ninja Eel  ,Belut Ninja  
3303,Sư Tử Nhỏ,Sư Tử Nhỏ,Little Lion  ,สิงโตน้อย  ,Singa Kecil  ,Munting Leon  ,Singa Kecil  
3341,Sư Tử Lửa,Sư Tử Lửa,Fire Lion  ,สิงโตไฟ  ,Singa Api  ,Apoy na Leon  ,Singa Api  
3342,Hoa Bông,Hoa Bông,Cotton Flower  ,ดอกฝ้าย  ,Bunga Kapas  ,Bulaklak na Kotton  ,Bunga Kapas  
3351,Hoa Lá,Hoa Lá,Leaf Flower  ,ดอกไม้ใบไม้  ,Bunga Daun  ,Bulaklak ng Dahon  ,Bunga Daun  
3352,Quý Phu Nhân Hoa,Quý Phu Nhân Hoa,Lady Flower  ,คุณหญิงดอกไม้  ,Nyonya Bunga  ,Ginang na Bulaklak  ,Puan Bunga  
3353,Kiếm Độc,Kiếm Độc,Poison Sword  ,ดาบพิษ  ,Pedang Racun  ,Lason na Espada  ,Pedang Beracun  
3411,Kiếm Đôi,Kiếm Đôi,Twin Swords  ,ดาบคู่  ,Pedang Kembar  ,Espadang Kambal  ,Pedang Berkembar  
3412,Quái Vật Kiếm Cứng - Khiên,Quái Vật Kiếm Cứng - Khiên,Hard Sword Monster - Shield  ,สัตว์ประหลาดดาบแข็ง - โล่  ,Monster Pedang Keras - Perisai  ,Halimaw ng Matigas na Espada - Kalasag  ,Raksasa Pedang Keras - Perisai  
3413,Bông Bông,Bông Bông,Fluffy  ,ฟูฟู  ,Bulu Lembut  ,Malambot  ,Gebu  
3431,Cô Nàng Béo Ngọt,Cô Nàng Béo Ngọt,Sweet Fat Lady  ,สาวตุ้ยนุ้ยหวาน  ,Nona Manis Gendut  ,Matamis na Matabang Ginang  ,Wanita Manis Gemuk  
3432,Tôm Tí Hon,Tôm Tí Hon,Tiny Shrimp  ,กุ้งตัวจิ๋ว  ,Udang Kecil  ,Hipon na Maliit  ,Udang Kecil  
3471,Tôm Pháo,Tôm Pháo,Cannon Shrimp  ,กุ้งปืนใหญ่  ,Udang Meriam  ,Hipon na Kanyon  ,Udang Meriam  
3472,Rồng Tuyết,Rồng Tuyết,Snow Dragon  ,มังกรหิมะ  ,Naga Salju  ,Dragon ng Niyebe  ,Naga Salji  
3501,Rồng Tuyết Khổng Lồ,Rồng Tuyết Khổng Lồ,Giant Snow Dragon  ,มังกรหิมะยักษ์  ,Naga Salju Raksasa  ,Higanteng Dragon ng Niyebe  ,Naga Salji Gergasi  
3502,Đại Bàng Đấu Vật,Đại Bàng Đấu Vật,Wrestling Eagle  ,นกอินทรีนักมวยปล้ำ  ,Elang Gulat  ,Agilang Wrestler  ,Helang Gusti  
3511,Bảo Bảo Dính,Bảo Bảo Dính,Sticky Baby  ,ลูกเหนียว  ,Bayi Lengket  ,Malagkit na Sanggol  ,Bayi Melekit  
3541,Mỹ Nữ Dính,Mỹ Nữ Dính,Sticky Beauty  ,สาวสวยเหนียว  ,Gadis Lengket  ,Magandang Malagkit  ,Gadis Melekit  
3542,Rồng Dính Mỹ,Rồng Dính Mỹ,Sticky Dragon Beauty  ,มังกรสาวเหนียว  ,Naga Cantik Lengket  ,Magandang Dragon na Malagkit  ,Naga Melekit Jelita  
3543,Cây Cổ Thụ Nhỏ,Cây Cổ Thụ Nhỏ,Small Ancient Tree  ,ต้นไม้โบราณน้อย  ,Pohon Kuno Kecil  ,Puno ng Sinaunang Panahon  ,Pokok Purba Kecil  
3561,Quái Thụ Mục Nát,Quái Thụ Mục Nát,Rotten Tree Monster  ,สัตว์ประหลาดต้นไม้เน่า  ,Monster Pohon Busuk  ,Haliging Bulok  ,Raksasa Pokok Busuk  
3562,Tiến Hương,Tiến Hương,Incense Forward  ,ธูปมุ่งหน้า  ,Dupa Maju  ,Insenso Pasulong  ,Dupa Maju  
3631,Giải Phóng Hupa,Giải Phóng Hupa,Hupa Unleashed  ,ฮูป้าปลดปล่อย  ,Hupa Terlepas  ,Pinalaya si Hupa  ,Hupa Dilepaskan  
3642,Sao Tốt Xấu,Sao Tốt Xấu,Good Bad Star  ,ดาวดีร้าย  ,Bintang Baik Buruk  ,Mabuti Masamang Bituin  ,Bintang Baik Jahat  
3771,Sao Siêu Xấu,Sao Siêu Xấu,Super Bad Star  ,ดาวร้ายขั้นสุด  ,Bintang Sangat Buruk  ,Bituing Super Sama  ,Bintang Super Jahat  
3772,Solgaleo,Solgaleo,Solgaleo  ,โซลกาเลโอ  ,Solgaleo  ,Solgaleo  ,Solgaleo  
4023,Solgaleo,Solgaleo,Solgaleo  ,โซลกาเลโอ  ,Solgaleo  ,Solgaleo  ,Solgaleo  
