VariableName,name,_beizhu,type,activeType,desc,rarity,groupID,addAttrs,addType,skillIDs,cardIDs,unlockType,unlockTarget,unlockCount,weight,timesLimit,iconResPath,desc_en
20068,MAX·Lưỡi dao hỗn loạn,,2,,"Có 20% xác suất tiêu diệt lập tức đơn vị bị khống chế, nếu Gallade có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021068>,,1,21394,2,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png,
20069,MAX·Sức mạnh hoang dã,,2,,"Khi đang trong trạng thái ngủ, bản thân không thể bị chọn làm mục tiêu tấn công, nếu Slaking có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021069>,,1,21423,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
20070,MAX·Hố đen vực sâu,,2,,"Khi vào sân, hút 1 mục tiêu địch vào hố đen, kéo dài 1 lượt, nếu Dusknoir có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021070>,,1,21813,2,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png,
20071,MAX·Phản đòn băng giá,,2,,"Phản đòn thêm 20% sát thương nhận được cho toàn bộ địch, nếu Walrein có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021071>,,1,21863,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png,
20072,MAX·Ý chí bền bỉ,,2,,"Khi chịu hiệu ứng bất lợi hoặc bị kỹ năng chủ động tấn công, tăng công vật lý cho toàn đội phe ta",2,20001,,,<4021072>,,1,22073,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
20073,MAX·Cơn thịnh nộ của rồng,,2,,"Bản thân miễn dịch một lần sát thương chí mạng, nếu Garchomp có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021073>,,1,22233,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
20074,MAX·Thức tỉnh băng giá,,2,,"Làm cho băng giá trên địch không thể bị phá vỡ, nếu Mega Abomasnow có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021074>,,1,22303,2,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png,
20075,MAX·Thủ hộ bằng đá,,2,,"Sau khi đơn vị phe ta sử dụng tuyệt kỹ lần đầu, tăng 30% sát thương tuyệt kỹ, nếu Metagross có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021075>,,1,22593,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png,
20076,MAX·Khí chất xương cứng,,2,,"Mỗi đòn đánh gây thêm sát thương chuẩn bằng 10% máu tối đa bản thân, nếu Conkeldurr có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021076>,,1,22633,2,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png,
20077,MAX·Linh cảm côn trùng,,2,,"Có 10% xác suất tiêu diệt lập tức mục tiêu bị trúng độc, nếu Scolipede có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021077>,,1,22683,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png,
20078,MAX·Răng nanh bóng tối,,2,,"Tất cả kỹ năng của bản thân thêm 50% tỷ lệ làm mù trong 2 lượt, nếu Krookodile có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021078>,,1,22723,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
20079,MAX·Xoắn không gian,,2,,"Khi kẻ địch tấn công hàng trước phe ta, sẽ bị đưa vào Không gian xoắn, nếu Gothitelle có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021079>,,1,22843,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png,
20080,MAX·Nhân đôi băng đá vụn,,2,,"Hàng trước phe ta có khả năng phản xạ hiệu ứng bất lợi, nếu Vanilluxe có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021080>,,1,22873,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png,
20081,MAX·Sản xuất năng lượng,,2,,"Khi vào sân, tăng 200 điểm nộ cho hàng sau phe ta, nếu Klinklang có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021081>,,1,22963,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png,
20082,MAX·Tro tàn oán hận,,2,,"Khi vào sân, gây hiệu ứng lửa ma cho 2 mục tiêu ngẫu nhiên của địch, nếu Chandelure có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021082>,,1,22993,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
20083,MAX·Tấn công liên tục,,2,,"Chọn ngẫu nhiên 1 đơn vị hàng sau phe ta để thêm hiệu ứng liên kích, nếu Haxorus có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021083>,,1,23003,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
20084,MAX·Liên kết hợp lực,,2,,"Mỗi lần tấn công đều nhận thêm 1 lượt hành động, nếu Hydreigon có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021084>,,1,23143,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
20085,MAX·Bong bóng dính,,2,,"Phong tỏa nộ của mục tiêu trong 3 lượt, nếu Goodra có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021085>,,1,23543,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png,
20086,MAX·Uy nghi nữ hoàng,,2,,"Mỗi lượt lớn kết thúc thêm debuff ngẫu nhiên cho địch, nếu Tsareena có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021086>,,1,23843,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
20087,MAX·Dò âm thanh,,2,,"Tốc độ hồi nộ cực nhanh, nếu Noivern có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021087>,,1,23592,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png,
20088,MAX·UB: Gai nhọn,,2,,"Mỗi lượt giảm 10% máu mục tiêu, nếu Guzzlord có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021088>,,1,24132,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
20089,MAX·Cơn thịnh nộ băng giá,,2,,"Tuyệt kỹ gây sát thương cực cao, nếu Articuno có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021089>,,1,20721,2,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png,
20090,MAX·Sét,,2,,"Tăng lượng hồi phục, nếu Zapdos có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021090>,,1,20731,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png,
20091,MAX·Bảo hộ chim thánh,,2,,"Máu càng thấp, sát thương càng cao, nếu Moltres có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021091>,,1,20741,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
20092,MAX·Ảo ảnh,,2,,"Khi chết hồi lại nộ, nếu Mew có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021092>,,1,20771,2,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png,
20093,MAX·Tấn công liên tục,,2,,"Tăng tỷ lệ khống chế, nếu Heracross có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021093>,,1,21071,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
20094,MAX·Sức mạnh sấm sét,,2,,"Toàn thể có khiên ở lượt 2, nếu Raikou có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021094>,,1,21221,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png,
20095,MAX·Bảo hộ thần lửa,,2,,"Toàn đội phản đòn 30%, nếu Entei có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021095>,,1,21231,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png,
20096,MAX·Sức mạnh thủy triều,,2,,"Khi chết gây sát thương tự bạo, nếu Suicune có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021096>,,1,21241,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png,
20097,MAX·Phòng thủ đá,,2,,"Có xác suất rất cao biến hình, nếu Regirock có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021097>,,1,21911,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png,
20098,MAX·Thân thể băng giá,,2,,"Tàng hình 1 lượt, nếu Regice có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021098>,,1,21921,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png,
20099,MAX·Hấp thụ thép,,2,,"Toàn thể chắc chắn né tránh 1 lượt, nếu Registeel có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021099>,,1,21931,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png,
20100,MAX·Vầng sáng nguyệt thực,,2,,"Giảm 40% phòng thủ toàn bộ địch, nếu Cresselia có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021100>,,1,22401,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png,
20101,MAX·Trái tim chính nghĩa,,2,,"Phong tỏa nộ mục tiêu 3 lượt, nếu Keldeo có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021101>,,1,23251,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
20102,MAX·Tự tái sinh,,2,,"Mỗi lượt lớn kết thúc thêm debuff ngẫu nhiên cho địch, nếu Lugia có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021102>,,1,21261,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png,
20103,MAX·Bảo hộ đại dương,,2,,"Tốc độ hồi nộ cực nhanh, nếu Kyogre có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021103>,,1,21961,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png,
20104,MAX·Khởi động chậm,,2,,"Mỗi lượt giảm 10% máu mục tiêu, nếu Regigigas có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021104>,,1,22381,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
20105,MAX·Bóng ma dày đặc,,2,,"Tuyệt kỹ gây sát thương cực cao, nếu Giratina có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021105>,,1,22391,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png,
20106,MAX·Đắm chìm giấc mơ,,2,,"Tăng lượng hồi phục, nếu Darkrai có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021106>,,1,22431,2,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png,
20107,MAX·Hoa trời,,2,,"Máu càng thấp, sát thương càng cao, nếu Shaymin (Sky) có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021107>,,1,22442,2,5,,activity/brave_challenge/xz_icon/icon_yztz_jx.png,
20108,MAX·Tường lửa lam viêm,,2,,"Khi chết hồi lại nộ, nếu Reshiram có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021108>,,1,23211,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png,
20109,MAX·Điện áp giga,,2,,"Tăng tỷ lệ khống chế, nếu Zekrom có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021109>,,1,23221,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
20110,MAX·Vùng đất băng giá,,2,,"Toàn thể có khiên ở lượt 2, nếu Kyurem có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021110>,,1,23241,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png,
20111,MAX·Bùa hộ thân thần bí,,2,,"Toàn đội phản đòn 30%, nếu Diancie có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021111>,,1,23631,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png,
20112,MAX·Luân hồi trừng phạt,,2,,"Khi chết gây sát thương tự bạo, nếu Hoopa (Unbound) có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021112>,,1,23641,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
20113,MAX·Khe hở thời gian,,2,,"Có xác suất rất cao biến hình, nếu Dialga có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021113>,,1,22351,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
20114,MAX·Không gian ẩn giấu,,2,,"Tàng hình 1 lượt, nếu Palkia có mặt thì hiệu quả chắc chắn kích hoạt",2,20001,,,<4021114>,,1,22361,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
30001,Chịu đựng,,2,,"【Dành riêng cho Empoleon】Mỗi lần hành động, vĩnh viễn tăng 10% kháng chí mạng (tối đa 10 tầng)",1,11001,,,<4100021>,,1,32033,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
30002,Lá chém,,2,,【Dành riêng cho Sceptile】Sau khi hành động có 100% xác suất vào trạng thái tàng hình 1 (không thể liên tiếp kích hoạt),1,11001,,,<4100013>,,1,31293,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
30003,Phản nghịch,,2,,"【Dành riêng cho Serperior】Khi Serperior có mặt, mỗi đơn vị địch sau khi hành động có 30% xác suất bị trói trong 1 lượt",1,11001,,,<4100014>,,1,32473,1,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png,
30004,Bắn tỉa,,2,,【Dành riêng cho Decidueye】Khi tiêu diệt mục tiêu sẽ lập tức đầy nộ,1,11001,,,<4100015>,,1,33663,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
30005,Lửa mạnh,,2,,【Dành riêng cho Blaziken】Khi tiêu diệt mục tiêu sẽ nhận thêm 1 lượt hành động,1,11001,,,<4100016>,,1,31303,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
30006,Dòng nước bẩn,,2,,【Dành riêng cho Swampert】Khi tấn công sẽ gây hiệu ứng làm mù ngẫu nhiên 2 mục tiêu,1,11001,,,<4100017>,,1,31313,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png,
30007,Thuật phân thân nước,,2,,【Dành riêng cho Greninja】Khi tiêu diệt mục tiêu sẽ nhận thêm 1 lượt hành động,1,11001,,,<4100018>,,1,33303,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
30008,Tâm niệm tinh thần,,2,,【Dành riêng cho Alakazam】Khi vào sân có 100% xác suất hóa đá 1 mục tiêu ngẫu nhiên phe địch trong 2 lượt,1,11001,,,<4100001>,,1,30263,1,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png,
30009,Bọ ngựa phía sau,,2,,【Dành riêng cho Scizor】Khi tiêu diệt mục tiêu sẽ nhận 1000 điểm nộ,1,11001,,,<4100002>,,1,30572,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
30010,Điện áp cao,,2,,【Dành riêng cho Electivire】Đồng đội hàng trước (trừ bản thân) khi bị đánh hoặc tấn công sẽ cộng dồn 1 tầng tích điện cho Electivire,1,11001,,,<4100003>,,1,30593,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
30011,Giáp thép,,2,,【Dành riêng cho Aggron】Trước mỗi lượt lớn sẽ thêm Khiên Thép cho 1 đơn vị ngẫu nhiên,1,11001,,,<4100004>,,1,31503,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png,
30012,Phong ấn băng giá,,2,,【Dành riêng cho Cryogonal】Khi vào sân có 100% xác suất đóng băng 2 mục tiêu ngẫu nhiên phe địch trong 2 lượt,1,11001,,,<4100005>,,1,33021,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png,
30013,Vũ công hoa,,2,,【Dành riêng cho Florges】Khi đồng đội hành động sẽ hồi máu bằng 35% công phép của Florges,1,11001,,,<4100006>,,1,33353,1,5,,activity/brave_challenge/xz_icon/icon_yztz_jx.png,
30014,Kiếm·Khiên,,2,,【Dành riêng cho Aegislash (Shield Forme)】Dạng Khiên: toàn đội nhận 30% miễn sát thương; Dạng Kiếm: toàn đội tăng 30% sát thương,1,11001,,,<4100007>,,1,33413,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png,
30015,Trái tim chính nghĩa,,2,,【Dành riêng cho Lucario】Đồng đội dùng kỹ năng nhỏ có 50% xác suất kích hoạt thêm kỹ năng nhỏ,1,11001,,,<4100008>,,1,32242,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
30016,Long uy,,2,,【Salamence - Độc Quyền】Khi tấn công sẽ thêm 1 hiệu ứng Xé rách; cộng dồn tối đa 10 tầng,1,11001,,,<4100009>,,1,31893,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
30017,Vững như núi,,2,,【Metagross - Độc Quyền】Khi tấn công sẽ khiêu khích ngẫu nhiên 2 mục tiêu trong 1 lượt,1,11001,,,<4100010>,,1,31903,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png,
30018,Cộng hưởng côn trùng,,2,,【Volcarona - Độc Quyền】Hàng trước phe ta vĩnh viễn có hiệu ứng 【Áo Lửa Mặt Trời】,1,11001,,,<4100011>,,1,33152,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
30019,Pháo đài độc châm,,2,,【Toxapex - Độc Quyền】Khi tấn công sẽ khiêu khích ngẫu nhiên 2 mục tiêu trong 1 lượt; khi bị tấn công chủ động có 50% xác suất khiêu khích mục tiêu trong 1 lượt,1,11001,,,<4100012>,,1,33772,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png,
30020,Sơn lở đất nứt,,2,,"【Tyranitar - Độc Quyền】Sau khi dùng Tuyệt Kỹ, kết thúc 2 lượt lớn tiếp theo hồi 15% máu tối đa và 200 điểm nộ khí",1,11001,,,<4100019>,,1,31253,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png,
30021,Điện từ lực,,2,,"【Magnezone - Độc Quyền】Khi sử dụng Tuyệt Kỹ sẽ mất 10% máu hiện tại, gây thêm 1 lần sát thương Tự Bạo cho kẻ địch",1,11001,,,<4100020>,,1,30333,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png,
30022,Ẩn thân ánh sáng,,2,,"【Latias - Độc Quyền】Khi Latias có mặt, đầu mỗi lượt hồi 20% máu tối đa cho Latios",1,11001,,,<4100022>,,1,31941,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png,
30023,Ẩn thân ánh sáng,,2,,"【Latias - Độc Quyền】Khi Latias có mặt, đầu mỗi lượt hồi 20% máu tối đa cho Latios",1,11001,,,<4100022>,,1,31951,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
30024,Mewtwo (Siêu mộng),,2,,【Mewtwo - Độc Quyền】Khi hành động có 100% xác suất kích hoạt hiệu ứng Liên kích,1,11001,,,<4100024>,,1,30761,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
30025,Phượng hoàng hồi sinh,,2,,【Ho-oh - Độc Quyền】Trước mỗi lượt lớn có 50% xác suất thiêu đốt toàn bộ địch trong 1 lượt,1,11001,,,<4100025>,,1,31271,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png,
30026,Huyết mạch cổ đại,,2,,【Groudon - Độc Quyền】Khi đồng đội hành động có 20% xác suất kích hoạt một lần Động Đất,1,11001,,,<4100026>,,1,31971,1,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png,
30027,Khe hở thời gian,,2,,"【Dialga - Độc Quyền】Khi dùng kỹ năng, giảm hồi chiêu kỹ năng nhỏ của 3 đồng đội ngẫu nhiên 1 lượt",1,11001,,,<4100027>,,1,32351,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
30028,Không gian ẩn giấu,,2,,【Palkia - Độc Quyền】Sau khi dùng kỹ năng có 30% xác suất vào trạng thái Ẩn Thân,1,11001,,,<4100028>,,1,32361,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
30029,Hạt giống bó hoa,,2,,"【Shaymin - Độc Quyền】Khi ra trận, toàn bộ đồng đội sẽ Ẩn Thân trong 1 lượt hành động",1,11001,,,<4100029>,,1,32441,1,5,,activity/brave_challenge/xz_icon/icon_yztz_jx.png,
30030,Bá chủ bầu trời,,2,,"【Rayquaza - Độc Quyền】Khi Rayquaza có mặt, toàn đội tăng 30% tỷ lệ né tránh",1,11001,,,<4100030>,,1,31981,1,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
30101,MAX·Chịu đựng,,2,,"【Empoleon - Độc Quyền】Mỗi lần hành động, vĩnh viễn nhận 20% kháng bạo (có thể cộng dồn đến 10 tầng)",2,21001,,,<4200021>,,1,32033,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
30102,MAX·Lá chém,,2,,"【Sceptile - Độc Quyền】Sau khi hành động có 100% xác suất vào trạng thái Ẩn Thân 1 lượt (không thể kích hoạt liên tục), khi đang Ẩn Thân sẽ nhận thêm hiệu ứng Máu Lạnh",2,21001,,,<4200013>,,1,31293,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
30103,MAX·Phản nghịch,,2,,"【Serperior - Độc Quyền】Khi Serperior có mặt, sau khi mỗi kẻ địch hành động có 60% xác suất bị Trói trong 1 lượt",2,21001,,,<4200014>,,1,32473,2,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png,
30104,MAX·Bắn tỉa,,2,,【Decidueye - Độc Quyền】Sau khi hạ mục tiêu sẽ lập tức đầy nộ và nhận hiệu ứng Ẩn Thân 1 lượt,2,21001,,,<4200015>,,1,33663,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
30105,MAX·Lửa mạnh,,2,,【Blaziken - Độc Quyền】Khi hạ mục tiêu sẽ lập tức nhận thêm 1 lượt hành động và tăng thêm 30% tỷ lệ chí mạng,2,21001,,,<4200016>,,1,31303,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
30106,MAX·Dòng nước bẩn,,2,,"【Swampert - Độc Quyền】Khi tấn công kèm hiệu ứng Mù, gây hiệu ứng Mù lên 4 mục tiêu ngẫu nhiên",2,21001,,,<4200017>,,1,31313,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png,
30107,MAX·Thuật phân thân nước,,2,,【Greninja - Độc Quyền】Khi hạ mục tiêu sẽ lập tức nhận thêm 1 lượt hành động và vĩnh viễn tăng 30% tốc độ,2,21001,,,<4200018>,,1,33303,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
30108,MAX·Tâm niệm tinh thần,,2,,【Alakazam - Độc Quyền】Khi ra trận có 100% xác suất hóa đá 3 mục tiêu ngẫu nhiên phe địch trong 2 lượt,2,21001,,,<4200001>,,1,30263,2,5,,activity/brave_challenge/xz_icon/icon_yztz_kz.png,
30109,MAX·Bọ ngựa phía sau,,2,,【Scizor - Độc Quyền】Sau khi hạ mục tiêu nhận được 1000 điểm nộ và tăng 20% tỷ lệ hút máu trong 1 lượt,2,21001,,,<4200002>,,1,30572,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
30110,MAX·Điện áp cao,,2,,【Electivire - Độc Quyền】Đồng đội hàng trước (trừ bản thân) khi bị tấn công hoặc tấn công sẽ cộng 1 tầng Tích Điện cho Electivire; khi đạt 7 tầng sẽ trực tiếp thi triển Tuyệt Kỹ phụ “Siêu Điện Áp Chân Chính”,2,21001,,,<4200003>,,1,30593,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
30111,MAX·Giáp thép,,2,,"【Aggron - Độc Quyền】Khi Aggron có mặt, trước mỗi lượt lớn có xác suất nhất định sẽ cấp Khiên Thép cho 3 đơn vị ngẫu nhiên",2,21001,,,<4200004>,,1,31503,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png,
30112,MAX·Phong ấn băng giá,,2,,【Cryogonal - Độc Quyền】Khi ra trận có 100% xác suất đóng băng 4 mục tiêu ngẫu nhiên phe địch trong 2 lượt,2,21001,,,<4200005>,,1,33021,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png,
30113,MAX·Vũ công hoa,,2,,"【Florges - Độc Quyền】Khi đồng đội hành động, hồi máu bằng 35% công phép của Florges; toàn bộ đồng đội hồi thêm máu bằng 80% công phép của Florges",2,21001,,,<4200006>,,1,33353,2,5,,activity/brave_challenge/xz_icon/icon_yztz_jx.png,
30114,MAX·Kiếm·Khiên,,2,,【Aegislash (Dạng Khiên) - Độc Quyền】Khi ở dạng Khiên: toàn đội nhận giảm 30% sát thương cuối cùng; khi ở dạng Kiếm: toàn đội nhận tăng 30% sát thương cuối cùng,2,21001,,,<4200007>,,1,33413,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png,
30115,MAX·Trái tim chính nghĩa,,2,,【Lucario - Độc Quyền】Khi đồng đội dùng kỹ năng nhỏ có 40% xác suất kích hoạt kỹ năng nhỏ; khi dùng Tuyệt Kỹ có 40% xác suất kích hoạt Tuyệt Kỹ,2,21001,,,<4200008>,,1,32242,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
30116,MAX·Long uy,,2,,"【Salamence - Độc Quyền】Khi tấn công sẽ thêm 1 hiệu ứng Xé rách, mỗi lần cộng dồn 3 tầng; cộng dồn tối đa 10 tầng",2,21001,,,<4200009>,,1,31893,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
30117,MAX·Vững như núi,,2,,【Metagross - Độc Quyền】Khi tấn công sẽ khiêu khích ngẫu nhiên 2 mục tiêu trong 1 lượt; khi bị tấn công chủ động có 50% xác suất khiêu khích mục tiêu trong 1 lượt,2,21001,,,<4200010>,,1,31903,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png,
30118,MAX·Cộng hưởng côn trùng,,2,,【Volcarona - Độc Quyền】Toàn bộ đồng đội vĩnh viễn có 【Áo Lửa Mặt Trời】; 【Áo Lửa Mặt Trời】kèm theo hiệu ứng phản đòn 30%,2,21001,,,<4200011>,,1,33152,2,5,,activity/brave_challenge/xz_icon/icon_yztz_gj.png,
30119,MAX·Pháo đài độc châm,,2,,【Toxapex - Độc Quyền】Khi tấn công sẽ khiêu khích ngẫu nhiên 3 mục tiêu trong 1 lượt; khi bị tấn công chủ động có 50% xác suất khiêu khích mục tiêu trong 1 lượt,2,21001,,,<4200012>,,1,33772,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png,
30120,MAX·Sơn lở đất nứt,,2,,"【Tyranitar - Độc Quyền】Sau khi dùng Tuyệt Kỹ, kết thúc 2 lượt lớn tiếp theo hồi 30% máu tối đa và 500 điểm nộ khí",2,21001,,,<4200019>,,1,31253,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fy.png,
30121,MAX·Điện từ lực,,2,,"【Magnezone - Độc Quyền】Mỗi lần dùng Tuyệt Kỹ tăng thêm 20% sát thương Tự Bạo; khi dùng Tuyệt Kỹ, mất 10% máu hiện tại, gây thêm 1 lần sát thương Tự Bạo cho kẻ địch",2,21001,,,<4200020>,,1,30333,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png,
30122,MAX·Ẩn thân ánh sáng,,2,,"【Latias - Độc Quyền】Khi Latias có mặt, đầu mỗi lượt hồi 20% máu tối đa cho toàn bộ đơn vị",2,21001,,,<4200022>,,1,31941,2,5,,activity/brave_challenge/xz_icon/icon_yztz_fz.png,
