VariableName,_beizhu,cardID,desc,groupID,starUnlock,addAttributes,unlockdesc1,unlockdesc2,unlockType,unlockTarget,lock,rarity,level,star,advance,skillLevels,abilities,nvalue,fetters,equipAdvance,equipStar,equipLevel,equipAwake,zawake,hp,damage,specialDamage,defence,specialDefence,speed,strikeLevel,strikeDamage,strikeResistance,blockLevel,breakBlockLevel,blockPower,damageAdd,damageSub,mainSkillAdd,mainSkillSub,controlPer,immuneControl,suckBlood,rebound,languages
40863,,13,Mario,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
40883,,44,Gru,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
40884,,53,Batman,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
41032,,13,Mario,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
41071,,44,Gru,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
41082,,53,Batman,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
41172,,13,Mario,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
41221,,44,Gru,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
41231,,53,Batman,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
41241,,13,Mario,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
41261,,53,Batman,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
41314,,44,Gru,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
41393,,53,Batman,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
41394,,13,Mario,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
41423,,44,Gru,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
41612,,13,Mario,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
41802,,44,Gru,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
41813,,53,Batman,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
41841,,13,Mario,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
41853,,53,Batman,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
41863,,13,Mario,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
41911,,44,Gru,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
41921,,53,Batman,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
41931,,13,Mario,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
41961,,13,Mario,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
41982,,44,Gru,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
41991,,53,Batman,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
42073,,44,Gru,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
42233,,44,Gru,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
42272,,53,Batman,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
42302,,13,Mario,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
42303,,44,Gru,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
42351,,44,Gru,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
42361,,53,Batman,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
42381,,13,Mario,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
42391,,44,Gru,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
42401,,53,Batman,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
42431,,53,Batman,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
42593,,53,Batman,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
42612,,13,Mario,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
42633,,44,Gru,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
42683,,53,Batman,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
42723,,13,Mario,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
42822,,44,Gru,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
42843,,13,Mario,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
42873,,44,Gru,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
42891,,53,Batman,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
42923,,13,Mario,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
42924,,44,Gru,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
42963,,53,Batman,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
42993,,53,Batman,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
43003,,13,Mario,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
43012,,13,Mario,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
43143,,44,Gru,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
43161,,53,Batman,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
43171,,13,Mario,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
43181,,44,Gru,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
43211,,13,Mario,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
43221,,44,Gru,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
43241,,53,Batman,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
43251,,53,Batman,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
43261,,13,Mario,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
43342,,44,Gru,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
43432,,53,Batman,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
43472,,13,Mario,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
43511,,44,Gru,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
43543,,13,Mario,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
43592,,44,Gru,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
43611,,44,Gru,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
43631,,53,Batman,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
43642,,13,Mario,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
43843,,53,Batman,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
44132,,13,Mario,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
47001,,44,Gru,5,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
50003,,13,Mario,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50013,,44,Gru,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50023,,53,Batman,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50242,,13,Mario,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50721,,53,Batman,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50731,,13,Mario,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50741,,44,Gru,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50771,,44,Gru,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50783,,44,Gru,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50793,,53,Batman,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50803,,13,Mario,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51221,,53,Batman,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51231,,13,Mario,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51241,,44,Gru,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51261,,53,Batman,6,,,,,,,,3,,,,,,,,,,,,,120%,120%,120%,120%,120%,120%,,,,,,,1000,1000,500,500,,,,,
51271,,44,Gru,6,,,,,,,,3,,,,,,,,,,,,,160%,160%,160%,160%,160%,160%,,,,,,,1500,1500,500,500,,,,,
51293,,53,Batman,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51303,,53,Batman,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51313,,13,Mario,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51911,,53,Batman,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51921,,13,Mario,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51931,,44,Gru,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51941,,53,Batman,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51951,,13,Mario,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51991,,13,Mario,6,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,500,500,,,,,
52013,,53,Batman,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52033,,44,Gru,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52381,,44,Gru,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52401,,53,Batman,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52431,,13,Mario,6,,,,,,,,3,,,,,,,,,,,,,140%,140%,140%,140%,140%,140%,,,,,,,1000,1000,500,500,,,,,
52441,,44,Gru,6,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,500,500,,,,,
52473,,13,Mario,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52483,,13,Mario,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53161,,13,Mario,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53171,,44,Gru,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53181,,53,Batman,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53251,,53,Batman,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53261,,53,Batman,6,,,,,,,,3,,,,,,,,,,,,,120%,120%,120%,120%,120%,120%,,,,,,,1000,1000,500,500,,,,,
53283,,13,Mario,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53293,,44,Gru,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53303,,44,Gru,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53631,,13,Mario,6,,,,,,,,3,,,,,,,,,,,,,120%,120%,120%,120%,120%,120%,,,,,,,1000,1000,500,500,,,,,
53641,,44,Gru,6,,,,,,,,3,,,,,,,,,,,,,200%,200%,200%,200%,200%,200%,,,,,,,2000,2000,500,500,,,,,
53663,,44,Gru,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54172,,53,Batman,6,,,,,,,,3,,,,,,,,,,,,,140%,140%,140%,140%,140%,140%,,,,,,,1000,1000,500,500,,,,,
60004,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60014,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60015,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60024,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60053,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60093,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60133,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60153,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60163,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60222,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60263,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60264,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60273,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60283,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60303,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60333,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60341,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60372,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60382,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60393,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60394,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60402,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60462,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60463,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60464,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60472,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60482,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60493,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60503,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60552,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60572,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60574,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60593,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60603,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60631,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60641,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60692,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60701,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60712,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60753,,44,Gru,7,,,,,,,,3,,,,<80;80;80;80;80;80;80>,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60761,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60863,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60883,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
60884,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61032,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61071,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61082,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61172,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61253,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61314,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61393,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61394,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61423,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61443,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61503,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61612,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61802,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61813,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61841,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61853,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61863,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61893,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61903,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61961,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61971,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61981,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
61982,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62073,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
62233,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
62242,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
62272,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
62302,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
62303,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
62351,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
62361,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
62391,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
62431,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
62593,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
62612,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
62633,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
62683,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
62723,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
62822,,44,Gru,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
62843,,53,Batman,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
62873,,13,Mario,7,,,,,,,,3,,,,,,,,,,,,,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,
