VariableName,huodongID,level,needExp,normalAward,eliteAward,specialAward,texiao
2138,1003,138,100,{850=150},{502=2;851=75},,
2139,1003,139,100,{520=1},{4000=100},,
2140,1003,140,100,{6252=20},{6252=40;501=3},1,<1;2;3>
2141,1003,141,100,{503=1},{519=1},,
2142,1003,142,100,{14=15},{515=2;talent_point=2},,
2143,1003,143,100,{5000=25},{930=25},,
2144,1003,144,100,{451=60},{502=1;452=30},,
2145,1003,145,100,{gold=500000},{gold=1000000},,
2146,1003,146,100,{2103=2},{941=1;2103=5},,
2147,1003,147,100,{902=5},{602=5},,
2148,1003,148,100,{850=150},{502=1;851=75},,
2149,1003,149,100,{520=1},{520=1},,
2150,1003,150,100,{rmb=100},{rmb=200;994=3},1,<1;2>
2151,1003,151,100,{503=1},{519=1},,
2152,1003,152,100,{14=15},{515=2;talent_point=3},,
2153,1003,153,100,{5000=25},{930=25},,
2154,1003,154,100,{451=60},{502=2;452=30},,
2155,1003,155,100,{gold=500000},{gold=1000000},,
2156,1003,156,100,{2103=3},{941=1;2103=5},,
2157,1003,157,100,{902=5},{602=5},,
2158,1003,158,100,{850=150},{502=2;851=75},,
2159,1003,159,100,{520=1},{4000=100},,
2160,1003,160,100,{942=1},{942=1;2103=50},1,<1;2;3>
2161,1003,161,100,{503=1},{519=1},,
2162,1003,162,100,{14=15},{515=2;talent_point=2},,
2163,1003,163,100,{5000=25},{930=25},,
2164,1003,164,100,{451=60},{502=1;452=30},,
2165,1003,165,100,{gold=500000},{gold=1000000},,
2166,1003,166,100,{2103=2},{941=1;2103=5},,
2167,1003,167,100,{902=5},{602=5},,
2168,1003,168,100,{850=150},{502=1;851=75},,
2169,1003,169,100,{520=1},{520=1},,
2170,1003,170,100,{rmb=100},{rmb=200;529=10000},1,<1;2>
2171,1003,171,100,{503=1},{519=1},,
2172,1003,172,100,{14=15},{515=2;talent_point=3},,
2173,1003,173,100,{5000=25},{930=25},,
2174,1003,174,100,{451=60},{502=2;452=30},,
2175,1003,175,100,{gold=500000},{gold=1000000},,
2176,1003,176,100,{2103=3},{941=1;2103=5},,
2177,1003,177,100,{902=5},{602=5},,
2178,1003,178,100,{850=150},{502=2;851=75},,
2179,1003,179,100,{520=1},{4000=100},,
2180,1003,180,100,{6252=25},{7325=3;604=30},1,<1;2;3>
2181,1003,181,100,{503=1},{519=1},,
2182,1003,182,100,{14=15},{515=2;talent_point=2},,
2183,1003,183,100,{5000=25},{930=25},,
2184,1003,184,100,{451=60},{502=1;452=30},,
2185,1003,185,100,{gold=500000},{gold=1000000},,
2186,1003,186,100,{2103=2},{941=1;2103=5},,
2187,1003,187,100,{902=5},{602=5},,
2188,1003,188,100,{850=150},{502=1;851=75},,
2189,1003,189,100,{520=1},{520=1},,
2190,1003,190,100,{rmb=100},{rmb=200;124=200},1,<1;2>
2191,1003,191,100,{503=1},{519=1},,
2192,1003,192,100,{14=15},{515=2;talent_point=3},,
2193,1003,193,100,{5000=25},{930=25},,
2194,1003,194,100,{451=60},{502=2;452=30},,
2195,1003,195,100,{gold=500000},{gold=1000000},,
2196,1003,196,100,{2103=3},{941=1;2103=5},,
2197,1003,197,100,{902=5},{602=5},,
2198,1003,198,100,{850=150},{502=2;851=75},,
2199,1003,199,100,{520=1},{4000=100},,
2200,1003,200,100,{502=50},{502=50;gold=10000000},1,<1;2;3>
2201,1003,201,100,{503=1},{519=1},,
2202,1003,202,100,{14=15},{515=2;talent_point=2},,
2203,1003,203,100,{5000=25},{930=25},,
2204,1003,204,100,{451=60},{502=1;452=30},,
2205,1003,205,100,{gold=500000},{gold=1000000},,
2206,1003,206,100,{2103=2},{941=1;2103=5},,
2207,1003,207,100,{902=5},{602=5},,
2208,1003,208,100,{850=150},{502=1;851=75},,
2209,1003,209,100,{520=1},{520=1},,
2210,1003,210,100,{rmb=100},{rmb=200},1,<1;2>
2211,1003,211,100,{503=1},{519=1},,
2212,1003,212,100,{14=15},{515=2;talent_point=3},,
2213,1003,213,100,{5000=25},{930=25},,
2214,1003,214,100,{451=60},{502=2;452=30},,
2215,1003,215,100,{gold=500000},{gold=1000000},,
2216,1003,216,100,{2103=3},{941=1;2103=5},,
2217,1003,217,100,{902=5},{602=5},,
2218,1003,218,100,{850=150},{502=2;851=75},,
2219,1003,219,100,{520=1},{4000=100},,
2220,1003,220,100,{502=2},{521=2},1,<1;2>
2221,1003,221,100,{503=1},{519=1},,
2222,1003,222,100,{14=15},{515=2;talent_point=2},,
2223,1003,223,100,{5000=25},{930=25},,
2224,1003,224,100,{451=60},{502=1;452=30},,
2225,1003,225,100,{gold=500000},{gold=1000000},,
2226,1003,226,100,{2103=2},{941=1;2103=5},,
2227,1003,227,100,{902=5},{602=5},,
2228,1003,228,100,{850=150},{502=1;851=75},,
2229,1003,229,100,{520=1},{520=1},,
2230,1003,230,100,{rmb=100},{rmb=200;6059=2},1,<1;2>
2231,1003,231,100,{503=1},{519=1},,
2232,1003,232,100,{14=15},{515=2;talent_point=3},,
2233,1003,233,100,{5000=25},{930=25},,
2234,1003,234,100,{451=60},{502=2;452=30},,
2235,1003,235,100,{gold=500000},{gold=1000000},,
2236,1003,236,100,{2103=3},{941=1;2103=5},,
2237,1003,237,100,{902=5},{602=5},,
2238,1003,238,100,{850=150},{502=2;851=75},,
2239,1003,239,100,{520=1},{4000=100},,
2240,1003,240,100,{502=2},{521=2},1,<1;2>
2241,1003,241,100,{503=1},{519=1},,
2242,1003,242,100,{14=15},{515=2;talent_point=2},,
2243,1003,243,100,{5000=25},{930=25},,
2244,1003,244,100,{451=60},{502=1;452=30},,
2245,1003,245,100,{gold=500000},{gold=1000000},,
2246,1003,246,100,{2103=2},{941=1;2103=5},,
2247,1003,247,100,{902=5},{602=5},,
2248,1003,248,100,{850=150},{502=1;851=75},,
2249,1003,249,100,{520=1},{520=1},,
2250,1003,250,100,{rmb=100},{rmb=200},1,<1;2>
2251,1003,251,100,{503=1},{519=1},,
2252,1003,252,100,{14=15},{515=2;talent_point=3},,
2253,1003,253,100,{5000=25},{930=25},,
2254,1003,254,100,{451=60},{502=2;452=30},,
2255,1003,255,100,{gold=500000},{gold=1000000},,
2256,1003,256,100,{2103=3},{941=1;2103=5},,
2257,1003,257,100,{902=5},{602=5},,
2258,1003,258,100,{850=150},{502=2;851=75},,
2259,1003,259,100,{520=1},{4000=100},,
2260,1003,260,100,{502=2},{521=2},1,<1;2>
2261,1003,261,100,{503=1},{519=1},,
2262,1003,262,100,{14=15},{515=2;talent_point=2},,
2263,1003,263,100,{5000=25},{930=25},,
2264,1003,264,100,{451=60},{502=1;452=30},,
2265,1003,265,100,{gold=500000},{gold=1000000},,
2266,1003,266,100,{2103=2},{941=1;2103=5},,
2267,1003,267,100,{902=5},{602=5},,
2268,1003,268,100,{850=150},{502=1;851=75},,
2269,1003,269,100,{520=1},{520=1},,
2270,1003,270,100,{rmb=100},{rmb=200;6059=2},1,<1;2>
2271,1003,271,100,{503=1},{519=1},,
2272,1003,272,100,{14=15},{515=2;talent_point=3},,
2273,1003,273,100,{5000=25},{930=25},,
2274,1003,274,100,{451=60},{502=2;452=30},,
2275,1003,275,100,{gold=500000},{gold=1000000},,
2276,1003,276,100,{2103=3},{941=1;2103=5},,
2277,1003,277,100,{902=5},{602=5},,
2278,1003,278,100,{850=150},{502=2;851=75},,
2279,1003,279,100,{520=1},{4000=100},,
2280,1003,280,100,{502=2},{521=2},1,<1;2>
2281,1003,281,100,{503=1},{519=1},,
2282,1003,282,100,{14=15},{515=2;talent_point=2},,
2283,1003,283,100,{5000=25},{930=25},,
2284,1003,284,100,{451=60},{502=1;452=30},,
2285,1003,285,100,{gold=500000},{gold=1000000},,
2286,1003,286,100,{2103=2},{941=1;2103=5},,
2287,1003,287,100,{902=5},{602=5},,
2288,1003,288,100,{850=150},{502=1;851=75},,
2289,1003,289,100,{520=1},{520=1},,
2290,1003,290,100,{rmb=100},{rmb=200},1,<1;2>
2291,1003,291,100,{503=1},{519=1},,
2292,1003,292,100,{14=15},{515=2;talent_point=3},,
2293,1003,293,100,{5000=25},{930=25},,
2294,1003,294,100,{451=60},{502=2;452=30},,
2295,1003,295,100,{gold=500000},{gold=1000000},,
2296,1003,296,100,{2103=3},{941=1;2103=5},,
2297,1003,297,100,{902=5},{602=5},,
2298,1003,298,100,{850=150},{502=2;851=75},,
2299,1003,299,100,{520=1},{4000=100},,
2300,1003,300,100,{502=2},{521=2},1,<1;2>
2301,1003,301,100,{503=1},{519=1},,
2302,1003,302,100,{14=15},{515=2;talent_point=2},,
2303,1003,303,100,{5000=25},{930=25},,
2304,1003,304,100,{451=60},{502=1;452=30},,
2305,1003,305,100,{gold=500000},{gold=1000000},,
2306,1003,306,100,{2103=2},{941=1;2103=5},,
2307,1003,307,100,{902=5},{602=5},,
2308,1003,308,100,{850=150},{502=1;851=75},,
2309,1003,309,100,{520=1},{520=1},,
2310,1003,310,100,{rmb=100},{rmb=200},1,<1;2>
2311,1003,311,100,{503=1},{519=1},,
2312,1003,312,100,{14=15},{515=2;talent_point=3},,
2313,1003,313,100,{5000=25},{930=25},,
2314,1003,314,100,{451=60},{502=2;452=30},,
2315,1003,315,100,{gold=500000},{gold=1000000},,
2316,1003,316,100,{2103=3},{941=1;2103=5},,
2317,1003,317,100,{902=5},{602=5},,
2318,1003,318,100,{850=150},{502=2;851=75},,
2319,1003,319,100,{520=1},{4000=100},,
2320,1003,320,100,{502=2},{521=50;2103=100},1,<1;2>
2321,1003,321,100,{503=1},{519=1},,
2322,1003,322,100,{14=15},{515=2;talent_point=2},,
2323,1003,323,100,{5000=25},{930=25},,
2324,1003,324,100,{451=60},{502=1;452=30},,
2325,1003,325,100,{gold=500000},{gold=1000000},,
2326,1003,326,100,{2103=2},{941=1;2103=5},,
2327,1003,327,100,{902=5},{602=5},,
2328,1003,328,100,{850=150},{502=1;851=75},,
2329,1003,329,100,{520=1},{520=1},,
2330,1003,330,100,{rmb=100},{rmb=200},1,<1;2>
2331,1003,331,100,{503=1},{519=1},,
2332,1003,332,100,{14=15},{515=2;talent_point=3},,
2333,1003,333,100,{5000=25},{930=25},,
2334,1003,334,100,{451=60},{502=2;452=30},,
2335,1003,335,100,{gold=500000},{gold=1000000},,
2336,1003,336,100,{2103=3},{941=1;2103=5},,
2337,1003,337,100,{902=5},{602=5},,
2338,1003,338,100,{850=150},{502=2;851=75},,
2339,1003,339,100,{520=1},{4000=100},,
2340,1003,340,100,{502=2},{521=2},1,<1;2>
2341,1003,341,100,{503=1},{519=1},,
2342,1003,342,100,{14=15},{515=2;talent_point=2},,
2343,1003,343,100,{5000=25},{930=25},,
2344,1003,344,100,{451=60},{502=1;452=30},,
2345,1003,345,100,{gold=500000},{gold=1000000},,
2346,1003,346,100,{2103=2},{941=1;2103=5},,
2347,1003,347,100,{902=5},{602=5},,
2348,1003,348,100,{850=150},{502=1;851=75},,
2349,1003,349,100,{520=1},{520=1},,
2350,1003,350,100,{rmb=100},{rmb=200;9075=1},1,<1;2>
2351,1003,351,100,{503=1},{519=1},,
2352,1003,352,100,{14=15},{515=2;talent_point=3},,
2353,1003,353,100,{5000=25},{930=25},,
2354,1003,354,100,{451=60},{502=2;452=30},,
2355,1003,355,100,{gold=500000},{gold=1000000},,
2356,1003,356,100,{2103=3},{941=1;2103=5},,
2357,1003,357,100,{902=5},{602=5},,
2358,1003,358,100,{850=150},{502=2;851=75},,
2359,1003,359,100,{520=1},{4000=100},,
2360,1003,360,100,{502=2},{521=50;9076=1},1,<1;2>
2361,1003,361,100,{503=1},{519=1},,
2362,1003,362,100,{14=15},{515=2;talent_point=2},,
2363,1003,363,100,{5000=25},{930=25},,
2364,1003,364,100,{451=60},{502=1;452=30},,
2365,1003,365,100,{gold=500000},{gold=1000000},,
2366,1003,366,100,{2103=2},{941=1;2103=5},,
2367,1003,367,100,{902=5},{602=5},,
2368,1003,368,100,{850=150},{502=1;851=75},,
2369,1003,369,100,{520=1},{520=1},,
2370,1003,370,100,{rmb=100},{rmb=200;521=25},1,<1;2>
2371,1003,371,100,{503=1},{519=1},,
2372,1003,372,100,{14=15},{515=2;talent_point=3},,
2373,1003,373,100,{5000=25},{930=25},,
2374,1003,374,100,{451=60},{502=2;452=30},,
2375,1003,375,100,{gold=500000},{gold=1000000},,
2376,1003,376,100,{2103=3},{941=1;2103=5},,
2377,1003,377,100,{902=5},{602=5},,
2378,1003,378,100,{850=150},{502=2;851=75},,
2379,1003,379,100,{520=1},{4000=100},,
2380,1003,380,100,{502=2},{521=25;rmb=500},1,<1;2>
2381,1003,381,100,{503=1},{519=1},,
2382,1003,382,100,{14=15},{515=2;talent_point=2},,
2383,1003,383,100,{5000=25},{930=25},,
2384,1003,384,100,{451=60},{502=1;452=30},,
2385,1003,385,100,{gold=500000},{gold=1000000},,
2386,1003,386,100,{2103=2},{941=1;2103=5},,
2387,1003,387,100,{902=5},{602=5},,
2388,1003,388,100,{850=150},{502=1;851=75},,
2389,1003,389,100,{520=1},{520=1},,
2390,1003,390,100,{rmb=100},{rmb=1000;521=80},1,<1;2>
2391,1003,391,100,{503=1},{519=1},,
2392,1003,392,100,{14=15},{515=2;talent_point=3},,
2393,1003,393,100,{5000=25},{930=25},,
2394,1003,394,100,{451=60},{502=2;452=30},,
2395,1003,395,100,{gold=500000},{gold=1000000},,
2396,1003,396,100,{2103=3},{941=1;2103=5},,
2397,1003,397,100,{902=5},{602=5},,
2398,1003,398,100,{850=150},{502=2;851=75},,
2399,1003,399,100,{520=1},{4000=100},,
2400,1003,400,100,{502=2},{521=150},1,<1;2>
2501,1004,1,100,{2072=1},{rmb=980;519=2},,
2502,1004,2,100,{14=15},{515=2;talent_point=2},,
2503,1004,3,100,{5000=25},{930=25},,
2504,1004,4,100,{451=60},{502=1;452=30},,
2505,1004,5,100,{gold=500000},{gold=1000000},,
2506,1004,6,100,{2103=2},{941=1;2103=5},,
2507,1004,7,100,{902=5},{602=5},,
2508,1004,8,100,{850=150},{502=1;851=75},,
2509,1004,9,100,{520=1},{520=1},,
2510,1004,10,100,{rmb=100},{rmb=200},1,<1;2>
2511,1004,11,100,{503=1},{519=1},,
2512,1004,12,100,{14=15},{515=2;talent_point=3},,
2513,1004,13,100,{5000=25},{930=25},,
2514,1004,14,100,{451=60},{502=2;452=30},,
2515,1004,15,100,{gold=500000},{gold=1000000},,
2516,1004,16,100,{2103=3},{941=1;2103=5},,
2517,1004,17,100,{902=5},{602=5},,
2518,1004,18,100,{850=150},{502=2;851=75},,
2519,1004,19,100,{520=1},{4000=100},,
2520,1004,20,100,{6253=5},{6253=10;501=3},1,<1;2;3>
2521,1004,21,100,{503=1},{519=1},,
2522,1004,22,100,{14=15},{515=2;talent_point=2},,
2523,1004,23,100,{5000=25},{930=25},,
2524,1004,24,100,{451=60},{502=1;452=30},,
2525,1004,25,100,{gold=500000},{gold=1000000},,
2526,1004,26,100,{2103=2},{941=1;2103=5},,
2527,1004,27,100,{902=5},{602=5},,
2528,1004,28,100,{850=150},{502=1;851=75},,
2529,1004,29,100,{520=1},{520=1},,
2530,1004,30,100,{rmb=100},{rmb=200},1,<1;2>
2531,1004,31,100,{503=1},{519=1},,
2532,1004,32,100,{14=15},{515=2;talent_point=3},,
2533,1004,33,100,{5000=25},{930=25},,
2534,1004,34,100,{451=60},{502=2;452=30},,
2535,1004,35,100,{gold=500000},{gold=1000000},,
2536,1004,36,100,{2103=3},{941=1;2103=5},,
2537,1004,37,100,{902=5},{602=5},,
2538,1004,38,100,{850=150},{502=2;851=75},,
2539,1004,39,100,{520=1},{4000=100},,
2540,1004,40,100,{2472=1},{2224=1;503=10},1,<1;2;3>
2541,1004,41,100,{503=1},{519=1},,
2542,1004,42,100,{14=15},{515=2;talent_point=2},,
2543,1004,43,100,{5000=25},{930=25},,
2544,1004,44,100,{451=60},{502=1;452=30},,
2545,1004,45,100,{gold=500000},{gold=1000000},,
2546,1004,46,100,{2103=2},{941=1;2103=5},,
2547,1004,47,100,{902=5},{602=5},,
2548,1004,48,100,{850=150},{502=1;851=75},,
2549,1004,49,100,{520=1},{520=1},,
2550,1004,50,100,{rmb=100},{rmb=200},1,<1;2>
2551,1004,51,100,{503=1},{519=1},,
2552,1004,52,100,{14=15},{515=2;talent_point=3},,
2553,1004,53,100,{5000=25},{930=25},,
2554,1004,54,100,{451=60},{502=2;452=30},,
2555,1004,55,100,{gold=500000},{gold=1000000},,
2556,1004,56,100,{2103=3},{941=1;2103=5},,
2557,1004,57,100,{902=5},{602=5},,
2558,1004,58,100,{850=150},{502=2;851=75},,
2559,1004,59,100,{520=1},{4000=100},,
2560,1004,60,100,{6253=10},{6253=20;502=5},1,<1;2;3>
2561,1004,61,100,{503=1},{519=1},,
2562,1004,62,100,{14=15},{515=2;talent_point=2},,
2563,1004,63,100,{5000=25},{930=25},,
2564,1004,64,100,{451=60},{502=1;452=30},,
2565,1004,65,100,{gold=500000},{gold=1000000},,
2566,1004,66,100,{2103=2},{941=1;2103=5},,
2567,1004,67,100,{902=5},{602=5},,
2568,1004,68,100,{850=150},{502=1;851=75},,
2569,1004,69,100,{520=1},{520=1},,
2570,1004,70,100,{rmb=100},{rmb=200},1,<1;2>
2571,1004,71,100,{503=1},{519=1},,
2572,1004,72,100,{14=15},{515=2;talent_point=3},,
2573,1004,73,100,{5000=25},{930=25},,
2574,1004,74,100,{451=60},{502=2;452=30},,
2575,1004,75,100,{gold=500000},{gold=1000000},,
2576,1004,76,100,{2103=3},{941=1;2103=5},,
2577,1004,77,100,{902=5},{602=5},,
2578,1004,78,100,{850=150},{502=2;851=75},,
2579,1004,79,100,{520=1},{4000=100},,
2580,1004,80,100,{527=5},{6050=1;527=10},1,<1;2;3>
2581,1004,81,100,{503=1},{519=1},,
2582,1004,82,100,{14=15},{515=2;talent_point=2},,
2583,1004,83,100,{5000=25},{930=25},,
2584,1004,84,100,{451=60},{502=1;452=30},,
2585,1004,85,100,{gold=500000},{gold=1000000},,
2586,1004,86,100,{2103=2},{941=1;2103=5},,
2587,1004,87,100,{902=5},{602=5},,
2588,1004,88,100,{850=150},{502=1;851=75},,
2589,1004,89,100,{520=1},{520=1},,
2590,1004,90,100,{rmb=100},{rmb=200},1,<1;2>
2591,1004,91,100,{503=1},{519=1},,
2592,1004,92,100,{14=15},{515=2;talent_point=3},,
2593,1004,93,100,{5000=25},{930=25},,
2594,1004,94,100,{451=60},{502=2;452=30},,
2595,1004,95,100,{gold=500000},{gold=1000000},,
2596,1004,96,100,{2103=3},{941=1;2103=5},,
2597,1004,97,100,{902=5},{602=5},,
2598,1004,98,100,{850=150},{502=2;851=75},,
2599,1004,99,100,{520=1},{4000=100},,
2600,1004,100,100,{6253=15},{6253=30;gold=5000000},1,<1;2;3>
2601,1004,101,100,{503=1},{519=1},,
2602,1004,102,100,{14=15},{515=2;talent_point=2},,
2603,1004,103,100,{5000=25},{930=25},,
2604,1004,104,100,{451=60},{502=1;452=30},,
2605,1004,105,100,{gold=500000},{gold=1000000},,
2606,1004,106,100,{2103=2},{941=1;2103=5},,
2607,1004,107,100,{902=5},{602=5},,
2608,1004,108,100,{850=150},{502=1;851=75},,
2609,1004,109,100,{520=1},{520=1},,
2610,1004,110,100,{rmb=100},{rmb=200},1,<1;2>
2611,1004,111,100,{503=1},{519=1},,
2612,1004,112,100,{14=15},{515=2;talent_point=3},,
2613,1004,113,100,{5000=25},{930=25},,
2614,1004,114,100,{451=60},{502=2;452=30},,
2615,1004,115,100,{gold=500000},{gold=1000000},,
2616,1004,116,100,{2103=3},{941=1;2103=5},,
2617,1004,117,100,{902=5},{602=5},,
2618,1004,118,100,{850=150},{502=2;851=75},,
2619,1004,119,100,{520=1},{4000=100},,
2620,1004,120,100,{527=5},{6050=1;527=10},1,<1;2;3>
2621,1004,121,100,{503=1},{519=1},,
2622,1004,122,100,{14=15},{515=2;talent_point=2},,
2623,1004,123,100,{5000=25},{930=25},,
2624,1004,124,100,{451=60},{502=1;452=30},,
2625,1004,125,100,{gold=500000},{gold=1000000},,
2626,1004,126,100,{2103=2},{941=1;2103=5},,
2627,1004,127,100,{902=5},{602=5},,
2628,1004,128,100,{850=150},{502=1;851=75},,
2629,1004,129,100,{520=1},{520=1},,
2630,1004,130,100,{rmb=100},{rmb=200},1,<1;2>
2631,1004,131,100,{503=1},{519=1},,
2632,1004,132,100,{14=15},{515=2;talent_point=3},,
2633,1004,133,100,{5000=25},{930=25},,
2634,1004,134,100,{451=60},{502=2;452=30},,
2635,1004,135,100,{gold=500000},{gold=1000000},,
2636,1004,136,100,{2103=3},{941=1;2103=5},,
2637,1004,137,100,{902=5},{602=5},,
2638,1004,138,100,{850=150},{502=2;851=75},,
2639,1004,139,100,{520=1},{4000=100},,
2640,1004,140,100,{6253=20},{6253=40;501=3},1,<1;2;3>
2641,1004,141,100,{503=1},{519=1},,
2642,1004,142,100,{14=15},{515=2;talent_point=2},,
2643,1004,143,100,{5000=25},{930=25},,
2644,1004,144,100,{451=60},{502=1;452=30},,
2645,1004,145,100,{gold=500000},{gold=1000000},,
2646,1004,146,100,{2103=2},{941=1;2103=5},,
2647,1004,147,100,{902=5},{602=5},,
2648,1004,148,100,{850=150},{502=1;851=75},,
2649,1004,149,100,{520=1},{520=1},,
2650,1004,150,100,{rmb=100},{rmb=200},1,<1;2>
2651,1004,151,100,{503=1},{519=1},,
2652,1004,152,100,{14=15},{515=2;talent_point=3},,
2653,1004,153,100,{5000=25},{930=25},,
2654,1004,154,100,{451=60},{502=2;452=30},,
2655,1004,155,100,{gold=500000},{gold=1000000},,
2656,1004,156,100,{2103=3},{941=1;2103=5},,
2657,1004,157,100,{902=5},{602=5},,
2658,1004,158,100,{850=150},{502=2;851=75},,
2659,1004,159,100,{520=1},{4000=100},,
2660,1004,160,100,{942=1},{942=1;2103=50},1,<1;2;3>
2661,1004,161,100,{503=1},{519=1},,
2662,1004,162,100,{14=15},{515=2;talent_point=2},,
2663,1004,163,100,{5000=25},{930=25},,
2664,1004,164,100,{451=60},{502=1;452=30},,
2665,1004,165,100,{gold=500000},{gold=1000000},,
2666,1004,166,100,{2103=2},{941=1;2103=5},,
2667,1004,167,100,{902=5},{602=5},,
2668,1004,168,100,{850=150},{502=1;851=75},,
2669,1004,169,100,{520=1},{520=1},,
2670,1004,170,100,{rmb=100},{rmb=200},1,<1;2>
2671,1004,171,100,{503=1},{519=1},,
2672,1004,172,100,{14=15},{515=2;talent_point=3},,
2673,1004,173,100,{5000=25},{930=25},,
2674,1004,174,100,{451=60},{502=2;452=30},,
2675,1004,175,100,{gold=500000},{gold=1000000},,
2676,1004,176,100,{2103=3},{941=1;2103=5},,
2677,1004,177,100,{902=5},{602=5},,
2678,1004,178,100,{850=150},{502=2;851=75},,
2679,1004,179,100,{520=1},{4000=100},,
2680,1004,180,100,{6253=25},{6253=50;604=30},1,<1;2;3>
2681,1004,181,100,{503=1},{519=1},,
2682,1004,182,100,{14=15},{515=2;talent_point=2},,
2683,1004,183,100,{5000=25},{930=25},,
2684,1004,184,100,{451=60},{502=1;452=30},,
2685,1004,185,100,{gold=500000},{gold=1000000},,
2686,1004,186,100,{2103=2},{941=1;2103=5},,
2687,1004,187,100,{902=5},{602=5},,
2688,1004,188,100,{850=150},{502=1;851=75},,
2689,1004,189,100,{520=1},{520=1},,
2690,1004,190,100,{rmb=100},{rmb=200},1,<1;2>
2691,1004,191,100,{503=1},{519=1},,
2692,1004,192,100,{14=15},{515=2;talent_point=3},,
2693,1004,193,100,{5000=25},{930=25},,
2694,1004,194,100,{451=60},{502=2;452=30},,
2695,1004,195,100,{gold=500000},{gold=1000000},,
2696,1004,196,100,{2103=3},{941=1;2103=5},,
2697,1004,197,100,{902=5},{602=5},,
2698,1004,198,100,{850=150},{502=2;851=75},,
2699,1004,199,100,{520=1},{4000=100},,
2700,1004,200,100,{502=50},{502=50;gold=10000000},1,<1;2;3>
2701,1004,201,100,{503=1},{519=1},,
2702,1004,202,100,{14=15},{515=2;talent_point=2},,
2703,1004,203,100,{5000=25},{930=25},,
2704,1004,204,100,{451=60},{502=1;452=30},,
2705,1004,205,100,{gold=500000},{gold=1000000},,
2706,1004,206,100,{2103=2},{941=1;2103=5},,
2707,1004,207,100,{902=5},{602=5},,
2708,1004,208,100,{850=150},{502=1;851=75},,
2709,1004,209,100,{520=1},{520=1},,
2710,1004,210,100,{rmb=100},{rmb=200},1,<1;2>
2711,1004,211,100,{503=1},{519=1},,
2712,1004,212,100,{14=15},{515=2;talent_point=3},,
2713,1004,213,100,{5000=25},{930=25},,
2714,1004,214,100,{451=60},{502=2;452=30},,
2715,1004,215,100,{gold=500000},{gold=1000000},,
2716,1004,216,100,{2103=3},{941=1;2103=5},,
2717,1004,217,100,{902=5},{602=5},,
2718,1004,218,100,{850=150},{502=2;851=75},,
2719,1004,219,100,{520=1},{4000=100},,
2720,1004,220,100,{502=2},{521=2},1,<1;2>
2721,1004,221,100,{503=1},{519=1},,
2722,1004,222,100,{14=15},{515=2;talent_point=2},,
2723,1004,223,100,{5000=25},{930=25},,
2724,1004,224,100,{451=60},{502=1;452=30},,
2725,1004,225,100,{gold=500000},{gold=1000000},,
2726,1004,226,100,{2103=2},{941=1;2103=5},,
2727,1004,227,100,{902=5},{602=5},,
2728,1004,228,100,{850=150},{502=1;851=75},,
2729,1004,229,100,{520=1},{520=1},,
2730,1004,230,100,{rmb=100},{rmb=200},1,<1;2>
2731,1004,231,100,{503=1},{519=1},,
2732,1004,232,100,{14=15},{515=2;talent_point=3},,
2733,1004,233,100,{5000=25},{930=25},,
2734,1004,234,100,{451=60},{502=2;452=30},,
2735,1004,235,100,{gold=500000},{gold=1000000},,
2736,1004,236,100,{2103=3},{941=1;2103=5},,
2737,1004,237,100,{902=5},{602=5},,
2738,1004,238,100,{850=150},{502=2;851=75},,
2739,1004,239,100,{520=1},{4000=100},,
2740,1004,240,100,{502=2},{521=2},1,<1;2>
2741,1004,241,100,{503=1},{519=1},,
2742,1004,242,100,{14=15},{515=2;talent_point=2},,
2743,1004,243,100,{5000=25},{930=25},,
2744,1004,244,100,{451=60},{502=1;452=30},,
2745,1004,245,100,{gold=500000},{gold=1000000},,
2746,1004,246,100,{2103=2},{941=1;2103=5},,
2747,1004,247,100,{902=5},{602=5},,
2748,1004,248,100,{850=150},{502=1;851=75},,
2749,1004,249,100,{520=1},{520=1},,
2750,1004,250,100,{rmb=100},{rmb=200},1,<1;2>
2751,1004,251,100,{503=1},{519=1},,
2752,1004,252,100,{14=15},{515=2;talent_point=3},,
2753,1004,253,100,{5000=25},{930=25},,
2754,1004,254,100,{451=60},{502=2;452=30},,
2755,1004,255,100,{gold=500000},{gold=1000000},,
2756,1004,256,100,{2103=3},{941=1;2103=5},,
2757,1004,257,100,{902=5},{602=5},,
2758,1004,258,100,{850=150},{502=2;851=75},,
2759,1004,259,100,{520=1},{4000=100},,
2760,1004,260,100,{502=2},{521=2},1,<1;2>
2761,1004,261,100,{503=1},{519=1},,
2762,1004,262,100,{14=15},{515=2;talent_point=2},,
2763,1004,263,100,{5000=25},{930=25},,
2764,1004,264,100,{451=60},{502=1;452=30},,
2765,1004,265,100,{gold=500000},{gold=1000000},,
2766,1004,266,100,{2103=2},{941=1;2103=5},,
2767,1004,267,100,{902=5},{602=5},,
2768,1004,268,100,{850=150},{502=1;851=75},,
2769,1004,269,100,{520=1},{520=1},,
2770,1004,270,100,{rmb=100},{rmb=200},1,<1;2>
2771,1004,271,100,{503=1},{519=1},,
2772,1004,272,100,{14=15},{515=2;talent_point=3},,
2773,1004,273,100,{5000=25},{930=25},,
2774,1004,274,100,{451=60},{502=2;452=30},,
2775,1004,275,100,{gold=500000},{gold=1000000},,
2776,1004,276,100,{2103=3},{941=1;2103=5},,
