VariableName,vip,taskParam,huodongID,award,taskType,taskSpecialParam,desc,desc_vn
1670,,10,1032,{13=10;22121=2;gold=10000},51,,Draw card with Copper 10 times.,Draw card with Copper 10 times.
1671,,20,1032,{13=10;22121=2;gold=20000},51,,Draw card with Copper 20 times.,Draw card with Copper 20 times.
1672,,2,1032,{13=10;22121=2;gold=20000},96,,Draw card with Diamond 2 times.,Draw card with Diamond 2 times.
1673,,10,1032,{12=10;22121=4;gold=30000},96,,Draw card with Diamond 10 times.,Draw card with Diamond 10 times.
1674,,20,1032,{12=10;22121=4;gold=40000},96,,Draw card with Diamond 20 times.,Draw card with Diamond 20 times.
1675,,30,1032,{519=5;gold=50000;12=10;22121=6},96,,Draw card with Diamond 30 times.,Draw card with Diamond 30 times.
1676,,40,1032,{13=10;22121=6;gold=60000},96,,Draw card with Diamond 40 times.,Draw card with Diamond 40 times.
1677,,60,1032,{13=10;22121=8;gold=80000},96,,Draw card with Diamond 60 times.,Draw card with Diamond 60 times.
1678,,80,1032,{13=10;22121=10;gold=100000},96,,Draw card with Diamond 80 times.,Draw card with Diamond 80 times.
1679,,100,1032,{13=10;519=10;gold=120000;22121=15},96,,Draw card with Diamond 100 times.,Draw card with Diamond 100 times.
1680,,120,1032,{14=10;22121=20;gold=150000},96,,Draw card with Diamond 120 times.,Draw card with Diamond 120 times.
1681,,150,1032,{14=10;22121=25;gold=150000},96,,Draw card with Diamond 150 times.,Draw card with Diamond 150 times.
1690,,10,1033,{13=10;22131=2;gold=10000},51,,Draw card with Copper 10 times.,Draw card with Copper 10 times.
1691,,20,1033,{13=10;22131=2;gold=20000},51,,Draw card with Copper 20 times.,Draw card with Copper 20 times.
1692,,2,1033,{13=10;22131=2;gold=20000},96,,Draw card with Diamond 2 times.,Draw card with Diamond 2 times.
1693,,10,1033,{12=10;22131=4;gold=30000},96,,Draw card with Diamond 10 times.,Draw card with Diamond 10 times.
1694,,20,1033,{12=10;22131=4;gold=40000},96,,Draw card with Diamond 20 times.,Draw card with Diamond 20 times.
1695,,30,1033,{12=10;gold=50000;519=5;22131=6},96,,Draw card with Diamond 30 times.,Draw card with Diamond 30 times.
1696,,40,1033,{13=10;22131=6;gold=60000},96,,Draw card with Diamond 40 times.,Draw card with Diamond 40 times.
1697,,60,1033,{13=10;22131=8;gold=80000},96,,Draw card with Diamond 60 times.,Draw card with Diamond 60 times.
1698,,80,1033,{13=10;22131=10;gold=100000},96,,Draw card with Diamond 80 times.,Draw card with Diamond 80 times.
1699,,100,1033,{13=10;gold=120000;519=10;22131=15},96,,Draw card with Diamond 100 times.,Draw card with Diamond 100 times.
1700,,120,1033,{14=10;22131=20;gold=150000},96,,Draw card with Diamond 120 times.,Draw card with Diamond 120 times.
1701,,150,1033,{14=10;22131=25;gold=150000},96,,Draw card with Diamond 150 times.,Draw card with Diamond 150 times.
1710,,10,1034,{13=10;22141=2;gold=10000},51,,Draw card with Copper 10 times.,Draw card with Copper 10 times.
1711,,20,1034,{13=10;22141=2;gold=20000},51,,Draw card with Copper 20 times.,Draw card with Copper 20 times.
1712,,2,1034,{13=10;22141=2;gold=20000},96,,Draw card with Diamond 2 times.,Draw card with Diamond 2 times.
1713,,10,1034,{gold=30000;22141=4;12=10},96,,Draw card with Diamond 10 times.,Draw card with Diamond 10 times.
1714,,20,1034,{gold=40000;22141=4;12=10},96,,Draw card with Diamond 20 times.,Draw card with Diamond 20 times.
1715,,30,1034,{519=5;12=10;gold=50000;22141=6},96,,Draw card with Diamond 30 times.,Draw card with Diamond 30 times.
1716,,40,1034,{13=10;22141=6;gold=60000},96,,Draw card with Diamond 40 times.,Draw card with Diamond 40 times.
1717,,60,1034,{13=10;22141=8;gold=80000},96,,Draw card with Diamond 60 times.,Draw card with Diamond 60 times.
1718,,80,1034,{13=10;22141=10;gold=100000},96,,Draw card with Diamond 80 times.,Draw card with Diamond 80 times.
1719,,100,1034,{13=10;519=10;gold=120000;22141=15},96,,Draw card with Diamond 100 times.,Draw card with Diamond 100 times.
1720,,120,1034,{14=10;22141=20;gold=150000},96,,Draw card with Diamond 120 times.,Draw card with Diamond 120 times.
1721,,150,1034,{14=10;22141=25;gold=150000},96,,Draw card with Diamond 150 times.,Draw card with Diamond 150 times.
1730,,10,1035,{13=10;gold=10000;22151=2},51,,Draw card with Copper 10 times.,Draw card with Copper 10 times.
1731,,20,1035,{13=10;gold=20000;22151=2},51,,Draw card with Copper 20 times.,Draw card with Copper 20 times.
1732,,2,1035,{13=10;gold=20000;22151=2},96,,Draw card with Diamond 2 times.,Draw card with Diamond 2 times.
1733,,10,1035,{gold=30000;22151=4;12=10},96,,Draw card with Diamond 10 times.,Draw card with Diamond 10 times.
1734,,20,1035,{gold=40000;22151=4;12=10},96,,Draw card with Diamond 20 times.,Draw card with Diamond 20 times.
1735,,30,1035,{gold=50000;12=10;22151=6;519=5},96,,Draw card with Diamond 30 times.,Draw card with Diamond 30 times.
1736,,40,1035,{13=10;gold=60000;22151=6},96,,Draw card with Diamond 40 times.,Draw card with Diamond 40 times.
1737,,60,1035,{13=10;gold=80000;22151=8},96,,Draw card with Diamond 60 times.,Draw card with Diamond 60 times.
1738,,80,1035,{13=10;gold=100000;22151=10},96,,Draw card with Diamond 80 times.,Draw card with Diamond 80 times.
1739,,100,1035,{13=10;gold=120000;519=10;22151=15},96,,Draw card with Diamond 100 times.,Draw card with Diamond 100 times.
1740,,120,1035,{14=10;22151=20;gold=150000},96,,Draw card with Diamond 120 times.,Draw card with Diamond 120 times.
1741,,150,1035,{14=10;22151=25;gold=150000},96,,Draw card with Diamond 150 times.,Draw card with Diamond 150 times.
1750,,10,1036,{13=10;22161=2;gold=10000},51,,Draw card with Copper 10 times.,Draw card with Copper 10 times.
1751,,20,1036,{13=10;22161=2;gold=20000},51,,Draw card with Copper 20 times.,Draw card with Copper 20 times.
1752,,2,1036,{13=10;22161=2;gold=20000},96,,Draw card with Diamond 2 times.,Draw card with Diamond 2 times.
1753,,10,1036,{22161=4;gold=30000;12=10},96,,Draw card with Diamond 10 times.,Draw card with Diamond 10 times.
1754,,20,1036,{22161=4;gold=40000;12=10},96,,Draw card with Diamond 20 times.,Draw card with Diamond 20 times.
1755,,30,1036,{22161=6;12=10;gold=50000;519=5},96,,Draw card with Diamond 30 times.,Draw card with Diamond 30 times.
1756,,40,1036,{13=10;22161=6;gold=60000},96,,Draw card with Diamond 40 times.,Draw card with Diamond 40 times.
1757,,60,1036,{13=10;22161=8;gold=80000},96,,Draw card with Diamond 60 times.,Draw card with Diamond 60 times.
1758,,80,1036,{13=10;22161=10;gold=100000},96,,Draw card with Diamond 80 times.,Draw card with Diamond 80 times.
1759,,100,1036,{13=10;22161=15;519=10;gold=120000},96,,Draw card with Diamond 100 times.,Draw card with Diamond 100 times.
1760,,120,1036,{14=10;22161=20;gold=150000},96,,Draw card with Diamond 120 times.,Draw card with Diamond 120 times.
1761,,150,1036,{14=10;22161=25;gold=150000},96,,Draw card with Diamond 150 times.,Draw card with Diamond 150 times.
1770,,10,1037,{13=10;gold=10000;22171=2},51,,Draw card with Copper 10 times.,Draw card with Copper 10 times.
1771,,20,1037,{13=10;gold=20000;22171=2},51,,Draw card with Copper 20 times.,Draw card with Copper 20 times.
1772,,2,1037,{13=10;gold=20000;22171=2},96,,Draw card with Diamond 2 times.,Draw card with Diamond 2 times.
1773,,10,1037,{22171=4;gold=30000;12=10},96,,Draw card with Diamond 10 times.,Draw card with Diamond 10 times.
1774,,20,1037,{22171=4;gold=40000;12=10},96,,Draw card with Diamond 20 times.,Draw card with Diamond 20 times.
1775,,30,1037,{22171=6;12=10;gold=50000;519=5},96,,Draw card with Diamond 30 times.,Draw card with Diamond 30 times.
1776,,40,1037,{13=10;gold=60000;22171=6},96,,Draw card with Diamond 40 times.,Draw card with Diamond 40 times.
1777,,60,1037,{13=10;gold=80000;22171=8},96,,Draw card with Diamond 60 times.,Draw card with Diamond 60 times.
1778,,80,1037,{13=10;gold=100000;22171=10},96,,Draw card with Diamond 80 times.,Draw card with Diamond 80 times.
1779,,100,1037,{13=10;22171=15;519=10;gold=120000},96,,Draw card with Diamond 100 times.,Draw card with Diamond 100 times.
1780,,120,1037,{14=10;gold=150000;22171=20},96,,Draw card with Diamond 120 times.,Draw card with Diamond 120 times.
1781,,150,1037,{14=10;gold=150000;22171=25},96,,Draw card with Diamond 150 times.,Draw card with Diamond 150 times.
1790,,10,1038,{13=10;20631=2;gold=10000},51,,Draw card with Copper 10 times.,Draw card with Copper 10 times.
1791,,20,1038,{13=10;20631=2;gold=20000},51,,Draw card with Copper 20 times.,Draw card with Copper 20 times.
1792,,2,1038,{13=10;20631=2;gold=20000},96,,Draw card with Diamond 2 times.,Draw card with Diamond 2 times.
1793,,10,1038,{12=10;20631=4;gold=30000},96,,Draw card with Diamond 10 times.,Draw card with Diamond 10 times.
1794,,20,1038,{12=10;20631=4;gold=40000},96,,Draw card with Diamond 20 times.,Draw card with Diamond 20 times.
1795,,30,1038,{12=10;gold=50000;20631=6;519=5},96,,Draw card with Diamond 30 times.,Draw card with Diamond 30 times.
1796,,40,1038,{13=10;20631=6;gold=60000},96,,Draw card with Diamond 40 times.,Draw card with Diamond 40 times.
1797,,60,1038,{13=10;20631=8;gold=80000},96,,Draw card with Diamond 60 times.,Draw card with Diamond 60 times.
1798,,80,1038,{13=10;20631=10;gold=100000},96,,Draw card with Diamond 80 times.,Draw card with Diamond 80 times.
1799,,100,1038,{13=10;gold=120000;519=10;20631=15},96,,Draw card with Diamond 100 times.,Draw card with Diamond 100 times.
1800,,120,1038,{14=10;20631=20;gold=150000},96,,Draw card with Diamond 120 times.,Draw card with Diamond 120 times.
1801,,150,1038,{14=10;20631=25;gold=150000},96,,Draw card with Diamond 150 times.,Draw card with Diamond 150 times.
1810,,10,1039,{13=10;22191=2;gold=10000},51,,Draw card with Copper 10 times.,Draw card with Copper 10 times.
1811,,20,1039,{13=10;22191=2;gold=20000},51,,Draw card with Copper 20 times.,Draw card with Copper 20 times.
1812,,2,1039,{13=10;22191=2;gold=20000},96,,Draw card with Diamond 2 times.,Draw card with Diamond 2 times.
1813,,10,1039,{22191=4;gold=30000;12=10},96,,Draw card with Diamond 10 times.,Draw card with Diamond 10 times.
1814,,20,1039,{22191=4;gold=40000;12=10},96,,Draw card with Diamond 20 times.,Draw card with Diamond 20 times.
1815,,30,1039,{22191=6;12=10;gold=50000;519=5},96,,Draw card with Diamond 30 times.,Draw card with Diamond 30 times.
1816,,40,1039,{13=10;22191=6;gold=60000},96,,Draw card with Diamond 40 times.,Draw card with Diamond 40 times.
1817,,60,1039,{13=10;22191=8;gold=80000},96,,Draw card with Diamond 60 times.,Draw card with Diamond 60 times.
1818,,80,1039,{13=10;22191=10;gold=100000},96,,Draw card with Diamond 80 times.,Draw card with Diamond 80 times.
1819,,100,1039,{13=10;22191=15;519=10;gold=120000},96,,Draw card with Diamond 100 times.,Draw card with Diamond 100 times.
1820,,120,1039,{14=10;22191=20;gold=150000},96,,Draw card with Diamond 120 times.,Draw card with Diamond 120 times.
1821,,150,1039,{14=10;22191=25;gold=150000},96,,Draw card with Diamond 150 times.,Draw card with Diamond 150 times.
1830,,10,1040,{13=10;gold=10000;22201=2},51,,Draw card with Copper 10 times.,Draw card with Copper 10 times.
1831,,20,1040,{13=10;gold=20000;22201=2},51,,Draw card with Copper 20 times.,Draw card with Copper 20 times.
1832,,2,1040,{13=10;gold=20000;22201=2},96,,Draw card with Diamond 2 times.,Draw card with Diamond 2 times.
1833,,10,1040,{gold=30000;22201=4;12=10},96,,Draw card with Diamond 10 times.,Draw card with Diamond 10 times.
1834,,20,1040,{gold=40000;22201=4;12=10},96,,Draw card with Diamond 20 times.,Draw card with Diamond 20 times.
1835,,30,1040,{gold=50000;12=10;22201=6;519=5},96,,Draw card with Diamond 30 times.,Draw card with Diamond 30 times.
1836,,40,1040,{13=10;gold=60000;22201=6},96,,Draw card with Diamond 40 times.,Draw card with Diamond 40 times.
1837,,60,1040,{13=10;gold=80000;22201=8},96,,Draw card with Diamond 60 times.,Draw card with Diamond 60 times.
1838,,80,1040,{13=10;gold=100000;22201=10},96,,Draw card with Diamond 80 times.,Draw card with Diamond 80 times.
1839,,100,1040,{13=10;gold=120000;519=10;22201=15},96,,Draw card with Diamond 100 times.,Draw card with Diamond 100 times.
1840,,120,1040,{14=10;22201=20;gold=150000},96,,Draw card with Diamond 120 times.,Draw card with Diamond 120 times.
1841,,150,1040,{14=10;22201=25;gold=150000},96,,Draw card with Diamond 150 times.,Draw card with Diamond 150 times.
1850,,10,1041,{22211=2;13=10;gold=10000},51,,Draw card with Copper 10 times.,Draw card with Copper 10 times.
1851,,20,1041,{22211=2;13=10;gold=20000},51,,Draw card with Copper 20 times.,Draw card with Copper 20 times.
1852,,2,1041,{22211=2;13=10;gold=20000},96,,Draw card with Diamond 2 times.,Draw card with Diamond 2 times.
1853,,10,1041,{22211=4;gold=30000;12=10},96,,Draw card with Diamond 10 times.,Draw card with Diamond 10 times.
1854,,20,1041,{22211=4;gold=40000;12=10},96,,Draw card with Diamond 20 times.,Draw card with Diamond 20 times.
1855,,30,1041,{12=10;22211=6;519=5;gold=50000},96,,Draw card with Diamond 30 times.,Draw card with Diamond 30 times.
1856,,40,1041,{22211=6;13=10;gold=60000},96,,Draw card with Diamond 40 times.,Draw card with Diamond 40 times.
1857,,60,1041,{22211=8;13=10;gold=80000},96,,Draw card with Diamond 60 times.,Draw card with Diamond 60 times.
1858,,80,1041,{22211=10;13=10;gold=100000},96,,Draw card with Diamond 80 times.,Draw card with Diamond 80 times.
1859,,100,1041,{13=10;519=10;22211=15;gold=120000},96,,Draw card with Diamond 100 times.,Draw card with Diamond 100 times.
1860,,120,1041,{22211=20;14=10;gold=150000},96,,Draw card with Diamond 120 times.,Draw card with Diamond 120 times.
1861,,150,1041,{22211=25;14=10;gold=150000},96,,Draw card with Diamond 150 times.,Draw card with Diamond 150 times.
2001,,300,2001,{gold=100000;901=10;501=2;2102=10},22,,Spend 300 Diamond.,Spend 300 Diamond.
2002,,750,2001,{502=5;gold=100000;901=15;2102=10},22,,Spend 750 Diamond.,Spend 750 Diamond.
2003,,1500,2001,{talent_point=5;gold=200000;901=20;2102=20},22,,Spend 1500 Diamond.,Spend 1500 Diamond.
2004,,3000,2001,{502=10;gold=300000;902=10;2103=10},22,,Spend 3000 Diamond.,Spend 3000 Diamond.
2005,,7500,2001,{4000=300;gold=500000;902=15;2103=10},22,,Spend 7500 Diamond.,Spend 7500 Diamond.
2006,,15000,2001,{gold=500000;521=10;902=20;2103=20},22,,Spend 15000 Diamond.,Spend 15000 Diamond.
2011,,300,2002,{gold=100000;901=10;501=2;2102=10},22,,Recharge 300 Diamond.,Recharge 300 Diamond.
2012,,600,2002,{502=8;gold=100000;901=15;2102=10},22,,Recharge 600 Diamond.,Recharge 600 Diamond.
2013,,980,2002,{talent_point=5;gold=200000;901=20;2102=20},22,,Recharge 980 Diamond.,Recharge 980 Diamond.
2014,,1980,2002,{502=15;gold=300000;902=10;2103=10},22,,Recharge 1980 Diamond.,Recharge 1980 Diamond.
2015,,3280,2002,{4000=300;gold=500000;902=15;2103=10},22,,Recharge 3280 Diamond.,Recharge 3280 Diamond.
2016,,6480,2002,{gold=500000;521=15;902=20;2103=20},22,,Recharge 6480 Diamond.,Recharge 6480 Diamond.
2501,,35,2051,{502=1;5000=10;gold=20000;21111=1},1,,Reach Lv. 35,Reach Lv. 35
2502,,2,2051,{502=1;5000=10;gold=20000;21111=1},32,,Fight in the daily journey 2 times.,Fight in the daily journey 2 times.
2503,,1000000,2051,{502=1;5000=10;gold=20000;21111=1},20,,"Spend 1,000,000 VND.","Spend 1,000,000 VND."
2504,,5,2051,{502=1;5000=10;gold=20000;21111=1},26,,Buy 5 times of stamina.,Buy 5 times of stamina.
2505,,50,2051,{502=1;5000=10;gold=20000;21111=1},34,,Upgrade skills 50 times.,Upgrade skills 50 times.
2506,,8,2051,{502=1;5000=10;gold=20000;21111=1},41,,Fight in the Arena 8 times.,Fight in the Arena 8 times.
2507,,5,2051,{502=1;5000=10;gold=20000;21111=1},64,,Pass 5 floors in the Anbu special training.,Pass 5 floors in the Anbu special training.
2508,,5,2051,{502=1;5000=10;gold=20000;21111=1},18,,Participate in the Treasure Gathering 5 times.,Participate in the Treasure Gathering 5 times.
2509,,,2051,{502=1;5000=10;gold=20000;21111=1},86,{2=4},Complete 2 or more S-quality deployment missions.,Complete 2 or more S-quality deployment missions.
2510,,1,2051,{502=1;5000=10;gold=20000;21111=1},58,,Participate in 1 red box robbery.,Participate in 1 red box robbery.
2511,,600,2051,{502=1;5000=10;gold=20000;21111=1},21,,Spend 600 gold.,Spend 600 gold.
2512,,600,2051,{23001=2;5000=20;gold=200000},22,,Recharge 600 gold.,Recharge 600 gold.
2521,,35,2052,{502=1;gold=20000;5000=10;21091=1},1,,Reach Lv. 35,Reach Lv. 35
2522,,2,2052,{502=1;gold=20000;5000=10;21091=1},32,,Fight in the daily journey 2 times.,Fight in the daily journey 2 times.
2523,,1000000,2052,{502=1;gold=20000;5000=10;21091=1},20,,"Spend 1,000,000 VND.","Spend 1,000,000 VND."
2524,,5,2052,{502=1;gold=20000;5000=10;21091=1},26,,Buy 5 times of stamina.,Buy 5 times of stamina.
2525,,50,2052,{502=1;gold=20000;5000=10;21091=1},34,,Upgrade skills 50 times.,Upgrade skills 50 times.
2526,,8,2052,{502=1;gold=20000;5000=10;21091=1},41,,Fight in the Arena 8 times.,Fight in the Arena 8 times.
2527,,5,2052,{502=1;gold=20000;5000=10;21091=1},64,,Clear 5 floors in Anbu special training.,Clear 5 floors in Anbu special training.
2528,,5,2052,{502=1;gold=20000;5000=10;21091=1},18,,Participate in 5 times of Treasure Gathering.,Participate in 5 times of Treasure Gathering.
2529,,,2052,{502=1;gold=20000;5000=10;21091=1},86,{2=4},Complete 2 or more S-quality deployment missions.,Complete 2 or more S-quality deployment missions.
2530,,1,2052,{502=1;gold=20000;5000=10;21091=1},58,,Participate in 1 red box robbery.,Participate in 1 red box robbery.
2531,,600,2052,{502=1;gold=20000;5000=10;21091=1},21,,Spend 600 gold.,Spend 600 gold.
2532,,600,2052,{23001=2;5000=20;gold=200000},22,,Recharge 600 gold.,Recharge 600 gold.
2541,,35,2053,{502=1;5000=10;21021=1;gold=20000},1,,Reach Lv. 35,Reach Lv. 35
2542,,2,2053,{502=1;5000=10;21021=1;gold=20000},32,,Fight in the daily journey 2 times.,Fight in the daily journey 2 times.
2543,,1000000,2053,{502=1;5000=10;21021=1;gold=20000},20,,"Spend 1,000,000 VND.","Spend 1,000,000 VND."
2544,,5,2053,{502=1;5000=10;21021=1;gold=20000},26,,Buy 5 times of stamina.,Buy 5 times of stamina.
2545,,50,2053,{502=1;5000=10;21021=1;gold=20000},34,,Upgrade skills 50 times.,Upgrade skills 50 times.
2546,,8,2053,{502=1;5000=10;21021=1;gold=20000},41,,Fight in the Arena 8 times.,Fight in the Arena 8 times.
2547,,5,2053,{502=1;5000=10;21021=1;gold=20000},64,,Clear 5 floors in Anbu special training.,Clear 5 floors in Anbu special training.
2548,,5,2053,{502=1;5000=10;21021=1;gold=20000},18,,Participate in 5 times of Gathering Treasures.,Participate in 5 times of Gathering Treasures.
2549,,,2053,{502=1;5000=10;21021=1;gold=20000},86,{2=4},Complete 2 deployment missions of S quality or higher.,Complete 2 deployment missions of S quality or higher.
2550,,1,2053,{502=1;5000=10;21021=1;gold=20000},58,,Participate in 1 red box robbery.,Participate in 1 red box robbery.
2551,,600,2053,{502=1;5000=10;21021=1;gold=20000},21,,Spend 600 Diamond.,Spend 600 Diamond.
2552,,600,2053,{23001=2;5000=20;gold=200000},22,,Recharge 600 Diamond.,Recharge 600 Diamond.
2561,,35,2054,{502=1;gold=20000;21051=1;5000=10},1,,Reach Lv. 35,Reach Lv. 35
2562,,2,2054,{502=1;gold=20000;21051=1;5000=10},32,,Fight in the daily journey 2 times.,Fight in the daily journey 2 times.
2563,,1000000,2054,{502=1;gold=20000;21051=1;5000=10},20,,"Spend 1,000,000 VND.","Spend 1,000,000 VND."
2564,,5,2054,{502=1;gold=20000;21051=1;5000=10},26,,Buy 5 times of stamina.,Buy 5 times of stamina.
2565,,50,2054,{502=1;gold=20000;21051=1;5000=10},34,,Upgrade skills 50 times.,Upgrade skills 50 times.
2566,,8,2054,{502=1;gold=20000;21051=1;5000=10},41,,Fight in the Arena 8 times.,Fight in the Arena 8 times.
2567,,5,2054,{502=1;gold=20000;21051=1;5000=10},64,,Clear 5 floors in Anbu special training.,Clear 5 floors in Anbu special training.
2568,,5,2054,{502=1;gold=20000;21051=1;5000=10},18,,Participate in 5 times of Gathering Treasures.,Participate in 5 times of Gathering Treasures.
2569,,,2054,{502=1;gold=20000;21051=1;5000=10},86,{2=4},Complete 2 deployment missions of S quality or higher.,Complete 2 deployment missions of S quality or higher.
2570,,1,2054,{502=1;gold=20000;21051=1;5000=10},58,,Participate in the Red Box Robbery 1 time.,Participate in the Red Box Robbery 1 time.
2571,,600,2054,{502=1;gold=20000;21051=1;5000=10},21,,Spend 600 Diamond.,Spend 600 Diamond.
2572,,600,2054,{23001=2;5000=20;gold=200000},22,,Recharge 600 Diamond.,Recharge 600 Diamond.
2580,,35,2055,{502=1;5000=10;21001=1;gold=20000},1,,Reach Lv. 35,Reach Lv. 35
2581,,2,2055,{502=1;5000=10;21001=1;gold=20000},32,,Fight in the daily journey 2 times.,Fight in the daily journey 2 times.
2582,,1000000,2055,{502=1;5000=10;21001=1;gold=20000},20,,"Spend 1,000,000 VND.","Spend 1,000,000 VND."
2583,,5,2055,{502=1;5000=10;21001=1;gold=20000},26,,Buy 5 times of stamina.,Buy 5 times of stamina.
2584,,50,2055,{502=1;5000=10;21001=1;gold=20000},34,,Upgrade skills 50 times.,Upgrade skills 50 times.
2585,,8,2055,{502=1;5000=10;21001=1;gold=20000},41,,Fight in the Arena 8 times.,Fight in the Arena 8 times.
2586,,5,2055,{502=1;5000=10;21001=1;gold=20000},64,,Clear 5 floors in the Anbu special training.,Clear 5 floors in the Anbu special training.
2587,,5,2055,{502=1;5000=10;21001=1;gold=20000},18,,Participate in the Treasure Gathering 5 times.,Participate in the Treasure Gathering 5 times.
2588,,,2055,{502=1;5000=10;21001=1;gold=20000},86,{2=4},Complete 2 deployment missions of quality S or higher.,Complete 2 deployment missions of quality S or higher.
2589,,1,2055,{502=1;5000=10;21001=1;gold=20000},58,,Participate in the Red Box Robbery 1 time.,Participate in the Red Box Robbery 1 time.
2590,,600,2055,{502=1;5000=10;21001=1;gold=20000},21,,Spend 600 Diamond.,Spend 600 Diamond.
2591,,600,2055,{23001=2;5000=20;gold=200000},22,,Recharge 600 Diamond.,Recharge 600 Diamond.
2600,,35,2056,{502=1;5000=10;gold=20000;21071=1},1,,Reach Lv. 35,Reach Lv. 35
2601,,2,2056,{502=1;5000=10;gold=20000;21071=1},32,,Fight in the daily journey 2 times.,Fight in the daily journey 2 times.
2602,,1000000,2056,{502=1;5000=10;gold=20000;21071=1},20,,"Spend 1,000,000 VND.","Spend 1,000,000 VND."
2603,,5,2056,{502=1;5000=10;gold=20000;21071=1},26,,Buy 5 times of stamina.,Buy 5 times of stamina.
2604,,50,2056,{502=1;5000=10;gold=20000;21071=1},34,,Upgrade skills 50 times.,Upgrade skills 50 times.
2605,,8,2056,{502=1;5000=10;gold=20000;21071=1},41,,Fight in the Arena 8 times.,Fight in the Arena 8 times.
2606,,5,2056,{502=1;5000=10;gold=20000;21071=1},64,,Pass 5 levels of Anbu special training.,Pass 5 levels of Anbu special training.
2607,,5,2056,{502=1;5000=10;gold=20000;21071=1},18,,Participate in 5 times of Treasure Gathering.,Participate in 5 times of Treasure Gathering.
2608,,,2056,{502=1;5000=10;gold=20000;21071=1},86,{2=4},Complete 2 deployment missions of S quality or higher.,Complete 2 deployment missions of S quality or higher.
2609,,1,2056,{502=1;5000=10;gold=20000;21071=1},58,,Participate in 1 red box robbery.,Participate in 1 red box robbery.
2610,,600,2056,{502=1;5000=10;gold=20000;21071=1},21,,Spend 600 gold Diamond.,Spend 600 gold Diamond.
2611,,600,2056,{23001=2;5000=20;gold=200000},22,,Recharge 600 gold Diamond.,Recharge 600 gold Diamond.
2620,,35,2057,{502=1;gold=20000;21041=1;5000=10},1,,Reach Lv. 35,Reach Lv. 35
2621,,2,2057,{502=1;gold=20000;21041=1;5000=10},32,,Fight in the daily journey 2 times.,Fight in the daily journey 2 times.
2622,,1000000,2057,{502=1;gold=20000;21041=1;5000=10},20,,"Spend 1,000,000 VND.","Spend 1,000,000 VND."
2623,,5,2057,{502=1;gold=20000;21041=1;5000=10},26,,Buy 5 times of stamina.,Buy 5 times of stamina.
2624,,50,2057,{502=1;gold=20000;21041=1;5000=10},34,,Upgrade skills 50 times.,Upgrade skills 50 times.
2625,,8,2057,{502=1;gold=20000;21041=1;5000=10},41,,Fight in the Arena 8 times.,Fight in the Arena 8 times.
2626,,5,2057,{502=1;gold=20000;21041=1;5000=10},64,,Clear 5 floors in Anbu special training.,Clear 5 floors in Anbu special training.
2627,,5,2057,{502=1;gold=20000;21041=1;5000=10},18,,Participate in 5 times of Gathering Treasures.,Participate in 5 times of Gathering Treasures.
2628,,,2057,{502=1;gold=20000;21041=1;5000=10},86,{2=4},Complete 2 deployment missions of S quality or higher.,Complete 2 deployment missions of S quality or higher.
2629,,1,2057,{502=1;gold=20000;21041=1;5000=10},58,,Participate in 1 red box robbery.,Participate in 1 red box robbery.
2630,,600,2057,{502=1;gold=20000;21041=1;5000=10},21,,Spend 600 Diamond.,Spend 600 Diamond.
2631,,600,2057,{23001=2;5000=20;gold=200000},22,,Recharge 600 Diamond.,Recharge 600 Diamond.
2640,,35,2058,{502=1;gold=20000;5000=10;21061=1},1,,Reach Lv. 35,Reach Lv. 35
2641,,2,2058,{502=1;gold=20000;5000=10;21061=1},32,,Fight in the daily journey 2 times.,Fight in the daily journey 2 times.
2642,,1000000,2058,{502=1;gold=20000;5000=10;21061=1},20,,"Spend 1,000,000 VND.","Spend 1,000,000 VND."
2643,,5,2058,{502=1;gold=20000;5000=10;21061=1},26,,Buy 5 times of stamina.,Buy 5 times of stamina.
2644,,50,2058,{502=1;gold=20000;5000=10;21061=1},34,,Upgrade skills 50 times.,Upgrade skills 50 times.
2645,,8,2058,{502=1;gold=20000;5000=10;21061=1},41,,Fight in the Arena 8 times.,Fight in the Arena 8 times.
2646,,5,2058,{502=1;gold=20000;5000=10;21061=1},64,,Clear 5 floors in Anbu special training.,Clear 5 floors in Anbu special training.
2647,,5,2058,{502=1;gold=20000;5000=10;21061=1},18,,Participate in 5 times of Gathering Treasures.,Participate in 5 times of Gathering Treasures.
2648,,,2058,{502=1;gold=20000;5000=10;21061=1},86,{2=4},Complete 2 deployment missions of S quality or higher.,Complete 2 deployment missions of S quality or higher.
2649,,1,2058,{502=1;gold=20000;5000=10;21061=1},58,,Participate in the Red Box Robbery 1 time.,Participate in the Red Box Robbery 1 time.
2650,,600,2058,{502=1;gold=20000;5000=10;21061=1},21,,Spend 600 Diamond.,Spend 600 Diamond.
2651,,600,2058,{23001=2;5000=20;gold=200000},22,,Recharge 600 Diamond.,Recharge 600 Diamond.
2660,,35,2059,{502=1;5000=10;gold=20000;20333=1},1,,Reach Lv. 35,Reach Lv. 35
2661,,2,2059,{502=1;5000=10;gold=20000;20333=1},32,,Fight in the daily journey 2 times.,Fight in the daily journey 2 times.
2662,,1000000,2059,{502=1;5000=10;gold=20000;20333=1},20,,"Spend 1,000,000 VND.","Spend 1,000,000 VND."
2663,,5,2059,{502=1;5000=10;gold=20000;20333=1},26,,Buy 5 times of stamina.,Buy 5 times of stamina.
