VariableName,huodongID,costMap,items,exchangeTimes,limit,desc,desc_vn,desc_en,desc_th
2225,10209,{6071=240},{30402=1},1,,Mang màu cam*1,Mang màu cam*1,404,Mang màu cam*1
2231,10210,{6346=20},{2012=1},1,,Năm một khung hình đại diện*1,Năm một khung hình đại diện*1,404,Năm một khung hình đại diện*1
2232,10210,{6346=20},{2403=1},1,,Năm 1 tiêu đề*1,Năm 1 tiêu đề*1,404,Năm 1 tiêu đề*1
2233,10210,{6346=5},{521=1},3,,God Beast Universal Fragrance*1,God Beast Universal Fragrance*1,404,God Beast Universal Fragrance*1
2234,10210,{6346=3},{602=1},10,,Vòng cổ bạc*1,Vòng cổ bạc*1,404,Vòng cổ bạc*1
2235,10210,{6346=3},{2103=2},10,,Tăng cường màu tím*1,Tăng cường màu tím*1,404,Tăng cường màu tím*1
2236,10210,{6346=3},{851=8},20,,Đá tiềm năng màu tím*8,Đá tiềm năng màu tím*8,404,Đá tiềm năng màu tím*8
2237,10210,{6346=2},{850=20},20,,Đá tiềm năng màu xanh*20,Đá tiềm năng màu xanh*20,404,Đá tiềm năng màu xanh*20
2238,10210,{6346=2},{5000=5},30,,Hộp pha lê * 5,Hộp pha lê * 5,404,Hộp pha lê * 5
2239,10210,{6346=2},{930=5},30,,Thuốc năng lượng * 5,Thuốc năng lượng * 5,404,Thuốc năng lượng * 5
2240,10210,{6346=2},{gold=50000},30,,Đồng xu Vàng*5W,Đồng xu Vàng*5W,404,Đồng xu Vàng*5W
2250,10211,{6301=2},{502=1},2,,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1,404,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1
2251,10211,{6302=4},{502=2},3,,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2,404,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2
2252,10211,{6301=2},{talent_point=1},2,,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1,404,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1
2253,10211,{6302=4},{talent_point=2},3,,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2,404,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2
2254,10211,{6302=6},{20731=5},50,,Voucher mua sắm màu tím*6 đổi Lightning Bird Fragrance*5,Voucher mua sắm màu tím*6 đổi Lightning Bird Fragrance*5,404,Voucher mua sắm màu tím*6 đổi Lightning Bird Fragrance*5
2255,10211,{6302=6},{23411=5},50,,Voucher mua sắm màu tím*6 đoạn Single SCABBARD*5,Voucher mua sắm màu tím*6 đoạn Single SCABBARD*5,404,Voucher mua sắm màu tím*6 đoạn Single SCABBARD*5
2256,10211,{6301=3;6302=3},{20391=3},50,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3 đổi mảnh hệ bóng ma *3,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3 đổi mảnh hệ bóng ma *3,404,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3 đổi mảnh hệ bóng ma *3
2257,10211,{6301=3;6302=3},{23591=3},50,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3 đổi âm thanh Wave Dragon Fragment*3,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3 đổi âm thanh Wave Dragon Fragment*3,404,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3 đổi âm thanh Wave Dragon Fragment*3
2258,10211,{6301=5},{22611=3},50,,Voucher mua sắm màu xanh*5 mảnh chuột vít đổi*3,Voucher mua sắm màu xanh*5 mảnh chuột vít đổi*3,404,Voucher mua sắm màu xanh*5 mảnh chuột vít đổi*3
2259,10211,{6301=5},{22841=3},50,,Voucher mua sắm màu xanh*5 đổi nước hoa Gogde Baby*3,Voucher mua sắm màu xanh*5 đổi nước hoa Gogde Baby*3,404,Voucher mua sắm màu xanh*5 đổi nước hoa Gogde Baby*3
2260,10211,{6301=5},{22961=3},50,,Voucher mua sắm màu xanh*5 mảnh thiết bị đổi*3,Voucher mua sắm màu xanh*5 mảnh thiết bị đổi*3,404,Voucher mua sắm màu xanh*5 mảnh thiết bị đổi*3
2261,10211,{6301=5},{21851=3},50,,Voucher mua sắm màu xanh*5 Sự cứu chuộc các mảnh tuyết của Snow Boy*3,Voucher mua sắm màu xanh*5 Sự cứu chuộc các mảnh tuyết của Snow Boy*3,404,Voucher mua sắm màu xanh*5 Sự cứu chuộc các mảnh tuyết của Snow Boy*3
2262,10211,{6301=2},{19=1},5,,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1,404,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1
2263,10211,{6302=2},{19=2},5,,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2,404,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2
2264,10211,{6301=8;6302=8},{503=10},1,,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10,404,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10
2265,10211,{6301=6},{2103=3},5,,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3,404,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3
2266,10211,{6301=6},{5000=30},5,,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30,404,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30
2267,10211,{6301=2},{gold=100000},10,,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000,404,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000
2268,10211,{6301=2;6302=5},{501=1},3,,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1,404,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1
2269,10211,{6301=20;6302=60},{942=1},2,,Voucher mua sắm màu xanh*30 Voucher mua sắm màu tím*75 đổi màu tím mang theo hộp quà tặng*1,Voucher mua sắm màu xanh*30 Voucher mua sắm màu tím*75 đổi màu tím mang theo hộp quà tặng*1,404,Voucher mua sắm màu xanh*30 Voucher mua sắm màu tím*75 đổi màu tím mang theo hộp quà tặng*1
2270,10211,{6301=15;6302=45},{6059=1},1,,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp lựa chọn Awakening trang sức đổi*1 1,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp lựa chọn Awakening trang sức đổi*1 1,404,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp lựa chọn Awakening trang sức đổi*1 1
2271,10211,{6301=10;6302=40},{6050=1},1,,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp ngẫu nhiên Awacheny Jewelry Awakening*1,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp ngẫu nhiên Awacheny Jewelry Awakening*1,404,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp ngẫu nhiên Awacheny Jewelry Awakening*1
2281,10212,{6071=20},{2152=1},4,,Mang theo tím chung*1,Mang theo tím chung*1,404,Mang theo tím chung*1
2282,10212,{6071=60},{945=1},2,,Người mang màu tím để chọn*1,Người mang màu tím để chọn*1,404,Người mang màu tím để chọn*1
2283,10212,{6071=120},{2153=1},3,,Màu cam với phổ biến * 1,Màu cam với phổ biến * 1,404,Màu cam với phổ biến * 1
2284,10212,{6071=240},{30403=1},1,,Mang màu cam*1,Mang màu cam*1,404,Mang màu cam*1
2285,10212,{6071=240},{30408=1},1,,Mang màu cam*1,Mang màu cam*1,404,Mang màu cam*1
2290,10213,{6301=2},{502=1},2,,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1,404,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1
2291,10213,{6302=4},{502=2},3,,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2,404,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2
2292,10213,{6301=2},{talent_point=1},2,,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1,404,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1
2293,10213,{6302=4},{talent_point=2},3,,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2,404,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2
2294,10213,{6302=6},{20491=5},50,,Phiếu mua sắm màu tím*6 đổi kỳ lân*5,Phiếu mua sắm màu tím*6 đổi kỳ lân*5,404,Phiếu mua sắm màu tím*6 đổi kỳ lân*5
2295,10213,{6302=6},{21221=5},50,,Voucher mua sắm màu tím*6 mảnh của tia sáng,Voucher mua sắm màu tím*6 mảnh của tia sáng,404,Voucher mua sắm màu tím*6 mảnh của tia sáng
2296,10213,{6301=3;6302=3},{22991=3},50,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3 đổi mảnh tinh thần dưới ánh nến*3 3,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3 đổi mảnh tinh thần dưới ánh nến*3 3,404,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3 đổi mảnh tinh thần dưới ánh nến*3 3
2297,10213,{6301=3;6302=3},{23141=3},50,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3 mảnh ghép rồng đơn*3,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3 mảnh ghép rồng đơn*3,404,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3 mảnh ghép rồng đơn*3
2298,10213,{6301=5},{20011=3},50,,Voucher mua sắm màu xanh*5 đổi Little Fire Dragon Fragrance*3,Voucher mua sắm màu xanh*5 đổi Little Fire Dragon Fragrance*3,404,Voucher mua sắm màu xanh*5 đổi Little Fire Dragon Fragrance*3
2299,10213,{6301=5},{23291=3},50,,Voucher mua sắm màu xanh*5 mảnh cáo của Fire Fox*3,Voucher mua sắm màu xanh*5 mảnh cáo của Fire Fox*3,404,Voucher mua sắm màu xanh*5 mảnh cáo của Fire Fox*3
2300,10213,{6301=5},{21441=3},50,,Voucher mua sắm màu xanh*5 Đạo sư Exchange NIU Fragment*3,Voucher mua sắm màu xanh*5 Đạo sư Exchange NIU Fragment*3,404,Voucher mua sắm màu xanh*5 Đạo sư Exchange NIU Fragment*3
2301,10213,{6301=5},{20551=3},50,,Voucher mua sắm màu xanh*5 đổi Ngôi sao Ngôi sao*3,Voucher mua sắm màu xanh*5 đổi Ngôi sao Ngôi sao*3,404,Voucher mua sắm màu xanh*5 đổi Ngôi sao Ngôi sao*3
2302,10213,{6301=2},{19=1},5,,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1,404,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1
2303,10213,{6302=2},{19=2},5,,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2,404,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2
2304,10213,{6301=8;6302=8},{503=10},1,,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10,404,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10
2305,10213,{6301=6},{2103=3},5,,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3,404,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3
2306,10213,{6301=6},{5000=30},5,,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30,404,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30
2307,10213,{6301=2},{gold=100000},10,,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000,404,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000
2308,10213,{6301=2;6302=5},{501=1},3,,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1,404,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1
2309,10213,{6301=20;6302=60},{942=1},2,,Voucher mua sắm màu xanh*30 Voucher mua sắm màu tím*75 đổi màu tím mang theo hộp quà tặng*1,Voucher mua sắm màu xanh*30 Voucher mua sắm màu tím*75 đổi màu tím mang theo hộp quà tặng*1,404,Voucher mua sắm màu xanh*30 Voucher mua sắm màu tím*75 đổi màu tím mang theo hộp quà tặng*1
2310,10213,{6301=15;6302=45},{6059=1},1,,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp lựa chọn Awakening trang sức đổi*1 1,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp lựa chọn Awakening trang sức đổi*1 1,404,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp lựa chọn Awakening trang sức đổi*1 1
2311,10213,{6301=10;6302=40},{6050=1},1,,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp ngẫu nhiên Awacheny Jewelry Awakening*1,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp ngẫu nhiên Awacheny Jewelry Awakening*1,404,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp ngẫu nhiên Awacheny Jewelry Awakening*1
2331,10215,{6349=10},{2014=1},1,,61 hộp avatar*1,61 hộp avatar*1,,61 hộp avatar*1
2332,10215,{6349=20},{6351=1},1,,61 hộp quà*1,61 hộp quà*1,,61 hộp quà*1
2333,10215,{6349=2},{850=20},20,,Đá tiềm năng màu xanh*20,Đá tiềm năng màu xanh*20,,Đá tiềm năng màu xanh*20
2334,10215,{6349=2},{5000=5},20,,Hộp pha lê * 5,Hộp pha lê * 5,,Hộp pha lê * 5
2335,10215,{6349=2},{930=5},20,,Thuốc năng lượng * 5,Thuốc năng lượng * 5,,Thuốc năng lượng * 5
2336,10215,{6349=2},{gold=50000},100,,Đồng xu Vàng*5W,Đồng xu Vàng*5W,,Đồng xu Vàng*5W
2351,10216,{6071=20},{2152=1},4,,Mang theo tím chung*1,Mang theo tím chung*1,404,Mang theo tím chung*1
2352,10216,{6071=60},{945=1},2,,Người mang màu tím để chọn*1,Người mang màu tím để chọn*1,404,Người mang màu tím để chọn*1
2353,10216,{6071=120},{2153=1},3,,Màu cam với phổ biến * 1,Màu cam với phổ biến * 1,404,Màu cam với phổ biến * 1
2354,10216,{6071=240},{30404=1},1,,Mang màu cam*1,Mang màu cam*1,404,Mang màu cam*1
2355,10216,{6071=240},{30406=1},1,,Mang màu cam*1,Mang màu cam*1,404,Mang màu cam*1
2360,10217,{6301=2},{502=1},2,,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1,404,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1
2361,10217,{6302=4},{502=2},3,,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2,404,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2
2362,10217,{6301=2},{talent_point=1},2,,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1,404,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1
2363,10217,{6302=4},{talent_point=2},3,,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2,404,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2
2364,10217,{6302=6},{21931=5},50,,Phiếu mua sắm màu tím*6 đổi Regiskiro*5,Phiếu mua sắm màu tím*6 đổi Regiskiro*5,雷吉斯奇鲁 s-T1 21931,Phiếu mua sắm màu tím*6 đổi Regiskiro*5
2365,10217,{6302=6},{20331=5},50,,Voucher mua sắm màu tím*6 mảnh của tia sáng,Voucher mua sắm màu tím*6 mảnh của tia sáng,小磁怪 s-T2 20331,Voucher mua sắm màu tím*6 mảnh của tia sáng
2366,10217,{6301=3;6302=3},{21291=3},50,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3 đổi mảnh tinh thần dưới ánh nến*3 3,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3 đổi mảnh tinh thần dưới ánh nến*3 3,木守宫 s-T3 21291,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3 đổi mảnh tinh thần dưới ánh nến*3 3
2367,10217,{6301=3;6302=3},{20591=3},50,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3 mảnh ghép rồng đơn*3,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3 mảnh ghép rồng đơn*3,电击怪 s-T3 20591,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3 mảnh ghép rồng đơn*3
2368,10217,{6301=5},{22071=3},50,,Voucher mua sắm màu xanh*5 đổi Little Fire Dragon Fragrance*3,Voucher mua sắm màu xanh*5 đổi Little Fire Dragon Fragrance*3,小猫怪 A 22071,Voucher mua sắm màu xanh*5 đổi Little Fire Dragon Fragrance*3
2369,10217,{6301=5},{22271=3},50,,Voucher mua sắm màu xanh*5 mảnh cáo của Fire Fox*3,Voucher mua sắm màu xanh*5 mảnh cáo của Fire Fox*3,不良蛙 A 22271,Voucher mua sắm màu xanh*5 mảnh cáo của Fire Fox*3
2370,10217,{6301=5},{22681=3},50,,Voucher mua sắm màu xanh*5 Đạo sư Exchange NIU Fragment*3,Voucher mua sắm màu xanh*5 Đạo sư Exchange NIU Fragment*3,百足蜈蚣 A 22681,Voucher mua sắm màu xanh*5 Đạo sư Exchange NIU Fragment*3
2371,10217,{6301=5},{20691=3},50,,Voucher mua sắm màu xanh*5 đổi Ngôi sao Ngôi sao*3,Voucher mua sắm màu xanh*5 đổi Ngôi sao Ngôi sao*3,化石盔 A 20691,Voucher mua sắm màu xanh*5 đổi Ngôi sao Ngôi sao*3
2372,10217,{6301=2},{19=1},5,,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1,404,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1
2373,10217,{6302=2},{19=2},5,,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2,404,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2
2374,10217,{6301=8;6302=8},{503=10},1,,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10,404,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10
2375,10217,{6301=6},{2103=3},5,,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3,404,Voucher mua sắm màu xanh*6 đổi màu tím mang lại tăng cường*3
2376,10217,{6301=6},{5000=30},5,,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30,404,Voucher mua sắm màu xanh*6 đổi năng lượng dược phẩm*30
2377,10217,{6301=2},{gold=100000},10,,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000,404,Voucher mua sắm màu xanh*2 đổi đồng xu Vàng*100000
2378,10217,{6301=2;6302=5},{501=1},3,,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1,404,Voucher mua sắm màu xanh*2 Voucher mua sắm màu tím*5 đổi phụ kiện cơ bản*1
2379,10217,{6301=20;6302=60},{942=1},2,,Voucher mua sắm màu xanh*30 Voucher mua sắm màu tím*75 đổi màu tím mang theo hộp quà tặng*1,Voucher mua sắm màu xanh*30 Voucher mua sắm màu tím*75 đổi màu tím mang theo hộp quà tặng*1,404,Voucher mua sắm màu xanh*30 Voucher mua sắm màu tím*75 đổi màu tím mang theo hộp quà tặng*1
2380,10217,{6301=15;6302=45},{6059=1},1,,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp lựa chọn Awakening trang sức đổi*1 1,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp lựa chọn Awakening trang sức đổi*1 1,404,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp lựa chọn Awakening trang sức đổi*1 1
2381,10217,{6301=10;6302=40},{6050=1},1,,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp ngẫu nhiên Awacheny Jewelry Awakening*1,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp ngẫu nhiên Awacheny Jewelry Awakening*1,404,Voucher mua sắm màu xanh*15 Voucher mua sắm màu tím*45 Hộp ngẫu nhiên Awacheny Jewelry Awakening*1
2391,10218,{6071=20},{2152=1},4,,Mang theo tím chung*1,Mang theo tím chung*1,404,Mang theo tím chung*1
2392,10218,{6071=60},{945=1},2,,Người mang màu tím để chọn*1,Người mang màu tím để chọn*1,404,Người mang màu tím để chọn*1
2393,10218,{6071=120},{2153=1},3,,Màu cam với phổ biến * 1,Màu cam với phổ biến * 1,404,Màu cam với phổ biến * 1
2394,10218,{6071=240},{6231=1},1,,Mang màu cam*1,Mang màu cam*1,404,Mang màu cam*1
2395,10218,{6071=240},{6232=1},1,,Mang màu cam*1,Mang màu cam*1,404,Mang màu cam*1
2400,10219,{6301=2},{502=1},2,,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1,404,Voucher mua sắm màu xanh*2 đổi các mảnh phổ biến thông thường*1
2401,10219,{6302=4},{502=2},3,,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2,404,Voucher mua sắm màu tím*4 đổi các mảnh phổ biến thông thường*2
2402,10219,{6301=2},{talent_point=1},2,,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1,404,Voucher mua sắm màu xanh*2 điểm đổi điểm thiên phú*1
2403,10219,{6302=4},{talent_point=2},3,,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2,404,Phiếu mua sắm màu tím*4 điểm đổi điểm thiên phú*2
2404,10219,{6302=6},{21911=5},50,,Phiếu mua sắm màu tím*6 đổi Regiskiro*5,Phiếu mua sắm màu tím*6 đổi Regiskiro*5,雷吉洛克S-T121911,Phiếu mua sắm màu tím*6 đổi Regiskiro*5
2405,10219,{6302=6},{20711=5},50,,Voucher mua sắm màu tím*6 mảnh của tia sáng,Voucher mua sắm màu tím*6 mảnh của tia sáng,小卡比兽S-T220711,Voucher mua sắm màu tím*6 mảnh của tia sáng
2406,10219,{6301=3;6302=3},{23541=3},50,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3 đổi mảnh tinh thần dưới ánh nến*3 3,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3 đổi mảnh tinh thần dưới ánh nến*3 3,黏黏宝S-T223541,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3 đổi mảnh tinh thần dưới ánh nến*3 3
2407,10219,{6301=3;6302=3},{20881=3},50,,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3 mảnh ghép rồng đơn*3,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3 mảnh ghép rồng đơn*3,咩利羊S-T420881,Voucher mua sắm màu xanh*3 Voucher mua sắm màu tím*3 mảnh ghép rồng đơn*3
2408,10219,{6301=5},{23341=3},50,,Voucher mua sắm màu xanh*5 đổi Little Fire Dragon Fragrance*3,Voucher mua sắm màu xanh*5 đổi Little Fire Dragon Fragrance*3,小狮狮A23341,Voucher mua sắm màu xanh*5 đổi Little Fire Dragon Fragrance*3
2409,10219,{6301=5},{20151=3},50,,Voucher mua sắm màu xanh*5 mảnh cáo của Fire Fox*3,Voucher mua sắm màu xanh*5 mảnh cáo của Fire Fox*3,宝宝丁A20151,Voucher mua sắm màu xanh*5 mảnh cáo của Fire Fox*3
2410,10219,{6301=5},{21861=3},50,,Voucher mua sắm màu xanh*5 Đạo sư Exchange NIU Fragment*3,Voucher mua sắm màu xanh*5 Đạo sư Exchange NIU Fragment*3,海豹球A21861,Voucher mua sắm màu xanh*5 Đạo sư Exchange NIU Fragment*3
2411,10219,{6301=5},{22891=3},50,,Voucher mua sắm màu xanh*5 đổi Ngôi sao Ngôi sao*3,Voucher mua sắm màu xanh*5 đổi Ngôi sao Ngôi sao*3,电飞鼠A22891,Voucher mua sắm màu xanh*5 đổi Ngôi sao Ngôi sao*3
2412,10219,{6301=2},{19=1},5,,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1,404,Voucher mua sắm màu xanh*2 đổi viên nang ma thuật*1
2413,10219,{6302=2},{19=2},5,,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2,404,Phiếu mua sắm màu tím*2 đổi viên nang ma thuật*2
2414,10219,{6301=8;6302=8},{503=10},1,,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10,404,Voucher mua sắm màu xanh*8 Voucher mua sắm màu tím*8 đổi chìa khóa vàng*10
