VariableName,huodongID,themeType,taskLinks,isSync,isCooperative,theme,theme_tw,theme_en,theme_vn,theme_kr,desc,desc_tw,desc_en,desc_vn,desc_kr,taskType,taskParam,taskSpecialParam,award,point,goto
1032,1001,,2,,,任务达人,任務達人,Quest Expert,,퀘스트의 달인,任务派遣12次,任務派遣12次,Join Quest Dispatch 12 times,Đăng nhập trong 2 ngày,파견 퀘스트  12회 진행,85,12,,{2103=3;gold=60000},10,dispatchTask
1033,1001,,3,,,任务达人,任務達人,Quest Expert,,퀘스트의 달인,任务派遣18次,任務派遣18次,Join Quest Dispatch 18 times,Đăng nhập trong 3 ngày,파견 퀘스트  18회 진행,85,18,,{2103=3;gold=60000},10,dispatchTask
1034,1001,,4,,,任务达人,任務達人,Quest Expert,,퀘스트의 달인,任务派遣24次,任務派遣24次,Join Quest Dispatch 24 times,Đăng nhập trong 4 ngày,파견 퀘스트  24회 진행,85,24,,{2103=6;gold=120000},10,dispatchTask
1035,1001,,5,,,任务达人,任務達人,Quest Expert,,퀘스트의 달인,任务派遣30次,任務派遣30次,Join Quest Dispatch 30 times,Đăng nhập trong 5 ngày,파견 퀘스트  30회 진행,85,30,,{2103=6;gold=120000},10,dispatchTask
1036,1001,,6,,,任务达人,任務達人,Quest Expert,,퀘스트의 달인,任务派遣36次,任務派遣36次,Join Quest Dispatch 36 times,Đăng nhập trong 6 ngày,파견 퀘스트  36회 진행,85,36,,{2103=9;gold=180000},10,dispatchTask
1037,1001,,7,,,任务达人,任務達人,Quest Expert,,퀘스트의 달인,任务派遣42次,任務派遣42次,Join Quest Dispatch 42 times,Đăng nhập trong 7 ngày,파견 퀘스트  42회 진행,85,42,,{2103=9;gold=180000},10,dispatchTask
1041,1001,,1,,,以太王者,以太王者,Aether King,Điểm danh hoàn hảo,에테르 왕자,以太乐园积分达到9000,以太樂園積分達到9000,"Reach 9,000 points in Aether Paradise",Đăng nhập trong 1 ngày,에테르파라다이스 포인트 9000 달성,63,9000,,{coin2=300;4000=30},10,randomTower
1042,1001,,2,,,以太王者,以太王者,Aether King,Điểm danh hoàn hảo,에테르 왕자,以太乐园积分达到18000,以太樂園積分達到18000,"Reach 18,000 points in Aether Paradise",Đăng nhập trong 2 ngày,에테르파라다이스 포인트 18000 달성,63,18000,,{coin2=300;4000=30},10,randomTower
1043,1001,,3,,,以太王者,以太王者,Aether King,Điểm danh hoàn hảo,에테르 왕자,以太乐园积分达到30000,以太樂園積分達到30000,"Reach 30,000 points in Aether Paradise",Đăng nhập trong 3 ngày,에테르파라다이스 포인트 30000 달성,63,30000,,{coin2=300;4000=30},10,randomTower
1044,1001,,4,,,以太王者,以太王者,Aether King,Điểm danh hoàn hảo,에테르 왕자,以太乐园积分达到39000,以太樂園積分達到39000,"Reach 39,000 points in Aether Paradise",Đăng nhập trong 4 ngày,에테르파라다이스 포인트 39000 달성,63,39000,,{coin2=300;4000=30},10,randomTower
1045,1001,,5,,,以太王者,以太王者,Aether King,Điểm danh hoàn hảo,에테르 왕자,以太乐园积分达到48000,以太樂園積分達到48000,"Reach 48,000 points in Aether Paradise",Đăng nhập trong 5 ngày,에테르파라다이스 포인트 48000 달성,63,48000,,{coin2=600;4000=60},10,randomTower
1046,1001,,6,,,以太王者,以太王者,Aether King,Điểm danh hoàn hảo,에테르 왕자,以太乐园积分达到57000,以太樂園積分達到57000,"Reach 57,000 points in Aether Paradise",Đăng nhập trong 6 ngày,에테르파라다이스 포인트 57000 달성,63,57000,,{coin2=600;4000=60},10,randomTower
1047,1001,,7,,,以太王者,以太王者,Aether King,Điểm danh hoàn hảo,에테르 왕자,以太乐园积分达到66000,以太樂園積分達到66000,"Reach 66,000 points in Aether Paradise",Đăng nhập trong 7 ngày,에테르파라다이스 포인트 66000 달성,63,66000,,{coin2=600;4000=60},10,randomTower
1048,1001,,8,,,以太王者,以太王者,Aether King,Người quét sân khấu,에테르 왕자,以太乐园积分达到75000,以太樂園積分達到75000,"Reach 75,000 points in Aether Paradise",Thử thách phụ bản Thường 90 lần,에테르파라다이스 포인트 75000 달성,63,75000,,{coin2=900;4000=90},10,randomTower
1051,1001,,1,,,公会战斗,公會戰鬥,Guild Battle,Người quét sân khấu,길드 전투,公会副本战斗3次,公會副本戰鬥3次,Join Guild Dungeon Battle 3 times,Thử thách phụ bản Thường 180 lần,길드 던전 3회 전투,59,3,,{14=30;gold=150000;coin3=500},10,fuben
1052,1001,,2,,,公会战斗,公會戰鬥,Guild Battle,Người quét sân khấu,길드 전투,公会副本战斗6次,公會副本戰鬥6次,Join Guild Dungeon Battle 6 times,Thử thách phụ bản Thường 270 lần,길드 던전 6회 전투,59,6,,{14=30;gold=150000;coin3=500},10,fuben
1053,1001,,3,,,公会战斗,公會戰鬥,Guild Battle,Người quét sân khấu,길드 전투,公会副本战斗9次,公會副本戰鬥9次,Join Guild Dungeon Battle 9 times,Thử thách phụ bản Thường 360 lần,길드 던전 9회 전투,59,9,,{14=30;gold=150000;coin3=500},10,fuben
1054,1001,,4,,,公会战斗,公會戰鬥,Guild Battle,Người quét sân khấu,길드 전투,公会副本战斗12次,公會副本戰鬥12次,Join Guild Dungeon Battle 12 times,Thử thách phụ bản Thường 450 lần,길드 던전 12회 전투,59,12,,{14=30;gold=150000;coin3=500},10,fuben
1055,1001,,1,,,公会助力,公會助力,Guild Battle,Người quét sân khấu,길드 조력,公会捐献10次,公會捐獻10次,Donate to Guild 10 times,Thử thách phụ bản Thường 540 lần,길드 기부 10회,55,10,,{14=30;gold=150000;coin3=500},10,contribute
1056,1001,,2,,,公会助力,公會助力,Guild Battle,Người quét sân khấu,길드 조력,公会捐献20次,公會捐獻20次,Donate to Guild 20 times,Thử thách phụ bản Thường 720 lần,길드 기부 20회,55,20,,{14=30;gold=150000;coin3=500},10,contribute
1057,1001,,1,,,抢红包,搶紅包,Grab Red Pocket,Chuyên gia nhiệm vụ,보너스 얻기,公会内抢红包5次,公會內搶紅包5次,Grab Red Pocket in Guild 5 times,Tham gia nhiệm vụ điều phái 6 lần,길드 보너스 5회 얻기,58,5,,{14=30;gold=150000;coin3=500},10,redpacket
1058,1001,,2,,,抢红包,搶紅包,Grab Red Pocket,Chuyên gia nhiệm vụ,보너스 얻기,公会内抢红包10次,公會內搶紅包10次,Grab Red Pocket in Guild 10 times,Tham gia nhiệm vụ điều phái 12 lần,길드 보너스 10회 얻기,58,10,,{14=30;gold=150000;coin3=500},10,redpacket
1061,1001,,1,TRUE,TRUE,交个朋友吧,交個朋友吧,Being friends,Chuyên gia nhiệm vụ,친구하자,互为好友,互為好友,Friended,Tham gia nhiệm vụ điều phái 18 lần,서로 친구 추가,111,1,,{rmb=50;gold=500000},10,friend
1062,1001,,1,TRUE,TRUE,并肩的伙伴,並肩的夥伴,Side-by-side Companion,Chuyên gia nhiệm vụ,함께하는 동료,组队进行元素挑战1次,組隊進行元素挑戰1次,Join Elemental Challenge in a team 1 times,Tham gia nhiệm vụ điều phái 24 lần,파티로 엘리멘탈 챌린지 1회 진행,110,1,,{502=1;rmb=10;gold=100000},10,cloneBattle
1063,1001,,2,TRUE,TRUE,并肩的伙伴,並肩的夥伴,Side-by-side Companion,Chuyên gia nhiệm vụ,함께하는 동료,组队进行元素挑战3次,組隊進行元素挑戰3次,Join Elemental Challenge in a team 3 times,Tham gia nhiệm vụ điều phái 30 lần,파티로 엘리멘탈 챌린지 3회 진행,110,3,,{502=1;rmb=10;gold=100000},10,cloneBattle
1064,1001,,3,TRUE,TRUE,并肩的伙伴,並肩的夥伴,Side-by-side Companion,Chuyên gia nhiệm vụ,함께하는 동료,组队进行元素挑战6次,組隊進行元素挑戰6次,Join Elemental Challenge in a team 6 times,Tham gia nhiệm vụ điều phái 36 lần,파티로 엘리멘탈 챌린지 6회 진행,110,6,,{502=1;rmb=10;gold=100000},10,cloneBattle
1065,1001,,4,TRUE,TRUE,并肩的伙伴,並肩的夥伴,Side-by-side Companion,Chuyên gia nhiệm vụ,함께하는 동료,组队进行元素挑战9次,組隊進行元素挑戰9次,Join Elemental Challenge in a team 9 times,Tham gia nhiệm vụ 42 lần,파티로 엘리멘탈 챌린지 9회 진행,110,9,,{502=1;rmb=10;gold=100000},10,cloneBattle
2001,1002,1,,,,,,,Vua Aether,,累计登录1天,,,Đạt 9.000 điểm trong Aether Paradise,,17,1,,{gold=900000;stamina=360;role_exp=900;rmb=180},,
2002,1002,1,,,,,,,Vua Aether,,累计登录2天,,,Đạt 18.000 điểm trong Aether Paradise,,17,2,,{gold=540000;stamina=216;role_exp=540;rmb=180},,
2003,1002,1,,,,,,,Vua Aether,,累计登录3天,,,Đạt 30.000 điểm trong Aether Paradise,,17,3,,{gold=540000;stamina=216;role_exp=540;rmb=180},,
2004,1002,1,,,,,,,Vua Aether,,累计登录4天,,,Đạt 39.000 điểm trong thiên đường Aether,,17,4,,{gold=900000;stamina=360;role_exp=900;rmb=180},,
2005,1002,1,,,,,,,Vua Aether,,累计登录5天,,,Đạt 48.000 điểm trong thiên đường Aether,,17,5,,{gold=540000;stamina=216;role_exp=540;rmb=180},,
2006,1002,1,,,,,,,Vua Aether,,累计登录6天,,,Đạt 57.000 điểm trong Aether Paradise,,17,6,,{gold=540000;stamina=216;role_exp=540;rmb=180},,
2007,1002,1,,,,,,,Vua Aether,,累计登录7天,,,Đạt 66.000 điểm trong Aether Paradise,,17,7,,{gold=1800000;stamina=540;role_exp=1440;rmb=360},,
2011,1002,,1,,,一天不落,一天不落,Perfect Attendance,Vua Aether,프로 참석러,累计登录1天,累計登錄1天,Login for 1 day,Đạt 75.000 điểm trong thiên đường Aether,누적 로그인일 수 1일 달성,17,1,,{502=7;519=4;15=36;452=180},10,
2012,1002,,2,,,一天不落,一天不落,Perfect Attendance,Trận chiến bang hội,프로 참석러,累计登录2天,累計登錄2天,Login for 2 days,Tham gia trận chiến phó bản Guild 3 lần,누적 로그인일 수 2일 달성,17,2,,{coin1=360;coin2=900;15=18;coin3=360},10,
2013,1002,,3,,,一天不落,一天不落,Perfect Attendance,Trận chiến bang hội,프로 참석러,累计登录3天,累計登錄3天,Login for 3 days,Tham gia trận chiến phó bản Guild 6 lần,누적 로그인일 수 3일 달성,17,3,,{coin1=360;coin2=900;15=18;coin3=360},10,
2014,1002,,4,,,一天不落,一天不落,Perfect Attendance,Trận chiến bang hội,프로 참석러,累计登录4天,累計登錄4天,Login for 4 days,Tham gia trận chiến phó bản Guild 9 lần,누적 로그인일 수 4일 달성,17,4,,{coin1=360;coin2=900;15=36;coin3=360},10,
2015,1002,,5,,,一天不落,一天不落,Perfect Attendance,Trận chiến bang hội,프로 참석러,累计登录5天,累計登錄5天,Login for 5 days,Tham gia trận chiến phó bản Guild 12 lần,누적 로그인일 수 5일 달성,17,5,,{coin1=360;coin2=900;15=18;coin3=360},10,
2016,1002,,6,,,一天不落,一天不落,Perfect Attendance,Trận chiến bang hội,프로 참석러,累计登录6天,累計登錄6天,Login for 6 days,Quyên góp cho Guild 10 lần,누적 로그인일 수 6일 달성,17,6,,{coin1=360;coin2=900;15=18;coin3=360},10,
2017,1002,,7,,,一天不落,一天不落,Perfect Attendance,Trận chiến bang hội,프로 참석러,累计登录7天,累計登錄7天,Login for 7 days,Quyên góp cho Guild 20 lần,누적 로그인일 수 7일 달성,17,7,,{502=14;519=7;15=36;452=360},10,
2021,1002,,1,,,通关能手,通關能手,Stage Sweeper,Lấy túi màu đỏ,클리어 장인,普通副本挑战90次,普通副本挑戰90次,Challenge Common Dungeon 90 times,Lấy túi màu đỏ trong bang hội 5 lần,던전 90회 클리어 달성,29,90,,{930=36;5000=36;gold=180000},10,10000
2022,1002,,2,,,通关能手,通關能手,Stage Sweeper,Lấy túi màu đỏ,클리어 장인,普通副本挑战180次,普通副本挑戰180次,Challenge Common Dungeon 180 times,Lấy túi màu đỏ trong bang hội 10 lần,던전 180회 클리어 달성,29,180,,{930=36;5000=36;gold=180000},10,10000
2023,1002,,3,,,通关能手,通關能手,Stage Sweeper,Trở thành những người bạn,클리어 장인,普通副本挑战270次,普通副本挑戰270次,Challenge Common Dungeon 270 times,Kết bạn,던전 270회 클리어 달성,29,270,,{930=43;5000=43;gold=216000},10,10000
2024,1002,,4,,,通关能手,通關能手,Stage Sweeper,Người bạn đồng hành bên cạnh,클리어 장인,普通副本挑战360次,普通副本挑戰360次,Challenge Common Dungeon 360 times,Tham gia Thử thách nguyên tố trong một đội 1 lần,던전 360회 클리어 달성,29,360,,{930=54;5000=54;gold=270000},10,10000
2025,1002,,5,,,通关能手,通關能手,Stage Sweeper,Người bạn đồng hành bên cạnh,클리어 장인,普通副本挑战450次,普通副本挑戰450次,Challenge Common Dungeon 450 times,Tham gia Thử thách nguyên tố trong một đội 3 lần,던전 450회 클리어 달성,29,450,,{930=54;5000=54;gold=270000},10,10000
2026,1002,,6,,,通关能手,通關能手,Stage Sweeper,Người bạn đồng hành bên cạnh,클리어 장인,普通副本挑战540次,普通副本挑戰540次,Challenge Common Dungeon 540 times,Tham gia Thử thách nguyên tố trong một đội 6 lần,던전 540회 클리어 달성,29,540,,{930=72;5000=72;gold=360000},10,10000
2027,1002,,7,,,通关能手,通關能手,Stage Sweeper,Người bạn đồng hành bên cạnh,클리어 장인,普通副本挑战720次,普通副本挑戰720次,Challenge Common Dungeon 720 times,Tham gia Thử thách nguyên tố trong một đội 9 lần,던전 720회 클리어 달성,29,720,,{930=72;5000=72;gold=360000},10,10000
2031,1002,,1,,,任务达人,任務達人,Quest Expert,Điểm danh hoàn hảo,퀘스트의 달인,任务派遣6次,任務派遣6次,Join Quest Dispatch 6 times,Đăng nhập trong 1 ngày,파견 퀘스트  6회 진행,85,6,,{2103=5;gold=108000},10,dispatchTask
2032,1002,,2,,,任务达人,任務達人,Quest Expert,Điểm danh hoàn hảo,퀘스트의 달인,任务派遣12次,任務派遣12次,Join Quest Dispatch 12 times,Đăng nhập trong 2 ngày,파견 퀘스트  12회 진행,85,12,,{2103=5;gold=108000},10,dispatchTask
2033,1002,,3,,,任务达人,任務達人,Quest Expert,Điểm danh hoàn hảo,퀘스트의 달인,任务派遣18次,任務派遣18次,Join Quest Dispatch 18 times,Đăng nhập trong 3 ngày,파견 퀘스트  18회 진행,85,18,,{2103=5;gold=108000},10,dispatchTask
2034,1002,,4,,,任务达人,任務達人,Quest Expert,Điểm danh hoàn hảo,퀘스트의 달인,任务派遣24次,任務派遣24次,Join Quest Dispatch 24 times,Đăng nhập trong 4 ngày,파견 퀘스트  24회 진행,85,24,,{2103=11;gold=216000},10,dispatchTask
2035,1002,,5,,,任务达人,任務達人,Quest Expert,Điểm danh hoàn hảo,퀘스트의 달인,任务派遣30次,任務派遣30次,Join Quest Dispatch 30 times,Đăng nhập trong 5 ngày,파견 퀘스트  30회 진행,85,30,,{2103=11;gold=216000},10,dispatchTask
2036,1002,,6,,,任务达人,任務達人,Quest Expert,Điểm danh hoàn hảo,퀘스트의 달인,任务派遣36次,任務派遣36次,Join Quest Dispatch 36 times,Đăng nhập trong 6 ngày,파견 퀘스트  36회 진행,85,36,,{2103=16;gold=324000},10,dispatchTask
2037,1002,,7,,,任务达人,任務達人,Quest Expert,Điểm danh hoàn hảo,퀘스트의 달인,任务派遣42次,任務派遣42次,Join Quest Dispatch 42 times,Đăng nhập trong 7 ngày,파견 퀘스트  42회 진행,85,42,,{2103=16;gold=324000},10,dispatchTask
2041,1002,,1,,,以太王者,以太王者,Aether King,Người quét sân khấu,에테르 왕자,以太乐园积分达到9000,以太樂園積分達到9000,"Reach 9,000 points in Aether Paradise",Thử thách phụ bản Thường 90 lần,에테르파라다이스 포인트 9000 달성,63,9000,,{coin2=540;4000=54},10,randomTower
2042,1002,,2,,,以太王者,以太王者,Aether King,Người quét sân khấu,에테르 왕자,以太乐园积分达到18000,以太樂園積分達到18000,"Reach 18,000 points in Aether Paradise",Thử thách phụ bản Thường 180 lần,에테르파라다이스 포인트 18000 달성,63,18000,,{coin2=540;4000=54},10,randomTower
2043,1002,,3,,,以太王者,以太王者,Aether King,Người quét sân khấu,에테르 왕자,以太乐园积分达到30000,以太樂園積分達到30000,"Reach 30,000 points in Aether Paradise",Thử thách phụ bản Thường 270 lần,에테르파라다이스 포인트 30000 달성,63,30000,,{coin2=540;4000=54},10,randomTower
2044,1002,,4,,,以太王者,以太王者,Aether King,Người quét sân khấu,에테르 왕자,以太乐园积分达到39000,以太樂園積分達到39000,"Reach 39,000 points in Aether Paradise",Thử thách phụ bản Thường 360 lần,에테르파라다이스 포인트 39000 달성,63,39000,,{coin2=540;4000=54},10,randomTower
2045,1002,,5,,,以太王者,以太王者,Aether King,Người quét sân khấu,에테르 왕자,以太乐园积分达到48000,以太樂園積分達到48000,"Reach 48,000 points in Aether Paradise",Thử thách phụ bản Thường 450 lần,에테르파라다이스 포인트 48000 달성,63,48000,,{coin2=1080;4000=108},10,randomTower
2046,1002,,6,,,以太王者,以太王者,Aether King,Người quét sân khấu,에테르 왕자,以太乐园积分达到57000,以太樂園積分達到57000,"Reach 57,000 points in Aether Paradise",Thử thách phụ bản Thường 540 lần,에테르파라다이스 포인트 57000 달성,63,57000,,{coin2=1080;4000=108},10,randomTower
2047,1002,,7,,,以太王者,以太王者,Aether King,Người quét sân khấu,에테르 왕자,以太乐园积分达到66000,以太樂園積分達到66000,"Reach 66,000 points in Aether Paradise",Thử thách phụ bản Thường 720 lần,에테르파라다이스 포인트 66000 달성,63,66000,,{coin2=1080;4000=108},10,randomTower
2048,1002,,8,,,以太王者,以太王者,Aether King,Chuyên gia nhiệm vụ,에테르 왕자,以太乐园积分达到75000,以太樂園積分達到75000,"Reach 75,000 points in Aether Paradise",Tham gia nhiệm vụ điều phái 6 lần,에테르파라다이스 포인트 75000 달성,63,75000,,{coin2=1620;4000=162},10,randomTower
2051,1002,,1,,,公会战斗,公會戰鬥,Guild Battle,Chuyên gia nhiệm vụ,길드 전투,公会副本战斗3次,公會副本戰鬥3次,Join Guild Dungeon Battle 3 times,Tham gia nhiệm vụ điều phái 12 lần,길드 던전 3회 전투,59,3,,{14=54;gold=270000;coin3=900},10,fuben
2052,1002,,2,,,公会战斗,公會戰鬥,Guild Battle,Chuyên gia nhiệm vụ,길드 전투,公会副本战斗6次,公會副本戰鬥6次,Join Guild Dungeon Battle 6 times,Tham gia nhiệm vụ điều phái 18 lần,길드 던전 6회 전투,59,6,,{14=54;gold=270000;coin3=900},10,fuben
2053,1002,,3,,,公会战斗,公會戰鬥,Guild Battle,Chuyên gia nhiệm vụ,길드 전투,公会副本战斗9次,公會副本戰鬥9次,Join Guild Dungeon Battle 9 times,Tham gia nhiệm vụ điều phái 24 lần,길드 던전 9회 전투,59,9,,{14=54;gold=270000;coin3=900},10,fuben
2054,1002,,4,,,公会战斗,公會戰鬥,Guild Battle,Chuyên gia nhiệm vụ,길드 전투,公会副本战斗12次,公會副本戰鬥12次,Join Guild Dungeon Battle 12 times,Tham gia nhiệm vụ điều phái 30 lần,길드 던전 12회 전투,59,12,,{14=54;gold=270000;coin3=900},10,fuben
2055,1002,,1,,,公会助力,公會助力,Guild Battle,Chuyên gia nhiệm vụ,길드 조력,公会捐献10次,公會捐獻10次,Donate to Guild 10 times,Tham gia nhiệm vụ điều phái 36 lần,길드 기부 10회,55,10,,{14=54;gold=270000;coin3=900},10,contribute
2056,1002,,2,,,公会助力,公會助力,Guild Battle,Chuyên gia nhiệm vụ,길드 조력,公会捐献20次,公會捐獻20次,Donate to Guild 20 times,Tham gia nhiệm vụ 42 lần,길드 기부 20회,55,20,,{14=54;gold=270000;coin3=900},10,contribute
2057,1002,,1,,,抢红包,搶紅包,Grab Red Pocket,Vua Aether,보너스 얻기,公会内抢红包5次,公會內搶紅包5次,Grab Red Pocket in Guild 5 times,Đạt 9.000 điểm trong Aether Paradise,길드 보너스 5회 얻기,58,5,,{14=54;gold=270000;coin3=900},10,redpacket
2058,1002,,2,,,抢红包,搶紅包,Grab Red Pocket,Vua Aether,보너스 얻기,公会内抢红包10次,公會內搶紅包10次,Grab Red Pocket in Guild 10 times,Đạt 18.000 điểm trong Aether Paradise,길드 보너스 10회 얻기,58,10,,{14=54;gold=270000;coin3=900},10,redpacket
2061,1002,,1,TRUE,TRUE,交个朋友吧,交個朋友吧,Being friends,Vua Aether,친구하자,互为好友,互為好友,Friended,Đạt 30.000 điểm trong Aether Paradise,서로 친구 추가,111,1,,{rmb=50;gold=500000},10,friend
2062,1002,,1,TRUE,TRUE,并肩的伙伴,並肩的夥伴,Side-by-side Companion,Vua Aether,함께하는 동료,组队进行元素挑战1次,組隊進行元素挑戰1次,Join Elemental Challenge in a team 1 times,Đạt 39.000 điểm trong thiên đường Aether,파티로 엘리멘탈 챌린지 1회 진행,110,1,,{502=1;rmb=10;gold=100000},10,cloneBattle
2063,1002,,2,TRUE,TRUE,并肩的伙伴,並肩的夥伴,Side-by-side Companion,Vua Aether,함께하는 동료,组队进行元素挑战3次,組隊進行元素挑戰3次,Join Elemental Challenge in a team 3 times,Đạt 48.000 điểm trong thiên đường Aether,파티로 엘리멘탈 챌린지 3회 진행,110,3,,{502=1;rmb=10;gold=100000},10,cloneBattle
2064,1002,,3,TRUE,TRUE,并肩的伙伴,並肩的夥伴,Side-by-side Companion,Vua Aether,함께하는 동료,组队进行元素挑战6次,組隊進行元素挑戰6次,Join Elemental Challenge in a team 6 times,Đạt 57.000 điểm trong Aether Paradise,파티로 엘리멘탈 챌린지 6회 진행,110,6,,{502=1;rmb=10;gold=100000},10,cloneBattle
2065,1002,,4,TRUE,TRUE,并肩的伙伴,並肩的夥伴,Side-by-side Companion,Vua Aether,함께하는 동료,组队进行元素挑战9次,組隊進行元素挑戰9次,Join Elemental Challenge in a team 9 times,Đạt 66.000 điểm trong Aether Paradise,파티로 엘리멘탈 챌린지 9회 진행,110,9,,{502=1;rmb=10;gold=100000},10,cloneBattle
3001,1003,1,,,,,,,Vua Aether,,累计登录1天,,,Đạt 75.000 điểm trong thiên đường Aether,,17,1,,{gold=1600000;stamina=640;role_exp=1600;rmb=320},,
3002,1003,1,,,,,,,Trận chiến bang hội,,累计登录2天,,,Tham gia trận chiến phó bản Guild 3 lần,,17,2,,{gold=960000;stamina=384;role_exp=960;rmb=320},,
3003,1003,1,,,,,,,Trận chiến bang hội,,累计登录3天,,,Tham gia trận chiến phó bản Guild 6 lần,,17,3,,{gold=960000;stamina=384;role_exp=960;rmb=320},,
3004,1003,1,,,,,,,Trận chiến bang hội,,累计登录4天,,,Tham gia trận chiến phó bản Guild 9 lần,,17,4,,{gold=1600000;stamina=640;role_exp=1600;rmb=320},,
3005,1003,1,,,,,,,Trận chiến bang hội,,累计登录5天,,,Tham gia trận chiến phó bản Guild 12 lần,,17,5,,{gold=960000;stamina=384;role_exp=960;rmb=320},,
3006,1003,1,,,,,,,Trận chiến bang hội,,累计登录6天,,,Quyên góp cho Guild 10 lần,,17,6,,{gold=960000;stamina=384;role_exp=960;rmb=320},,
3007,1003,1,,,,,,,Trận chiến bang hội,,累计登录7天,,,Quyên góp cho Guild 20 lần,,17,7,,{gold=3200000;stamina=960;role_exp=2560;rmb=640},,
3011,1003,,1,,,一天不落,一天不落,Perfect Attendance,Lấy túi màu đỏ,프로 참석러,累计登录1天,累計登錄1天,Login for 1 day,Lấy túi màu đỏ trong bang hội 5 lần,누적 로그인일 수 1일 달성,17,1,,{502=13;519=6;15=64;452=320},10,
3012,1003,,2,,,一天不落,一天不落,Perfect Attendance,Lấy túi màu đỏ,프로 참석러,累计登录2天,累計登錄2天,Login for 2 days,Lấy túi màu đỏ trong bang hội 10 lần,누적 로그인일 수 2일 달성,17,2,,{coin1=640;coin2=1600;15=32;coin3=640},10,
3013,1003,,3,,,一天不落,一天不落,Perfect Attendance,Trở thành những người bạn,프로 참석러,累计登录3天,累計登錄3天,Login for 3 days,Kết bạn,누적 로그인일 수 3일 달성,17,3,,{coin1=640;coin2=1600;15=32;coin3=640},10,
3014,1003,,4,,,一天不落,一天不落,Perfect Attendance,Người bạn đồng hành bên cạnh,프로 참석러,累计登录4天,累計登錄4天,Login for 4 days,Tham gia Thử thách nguyên tố trong một đội 1 lần,누적 로그인일 수 4일 달성,17,4,,{coin1=640;coin2=1600;15=64;coin3=640},10,
3015,1003,,5,,,一天不落,一天不落,Perfect Attendance,Người bạn đồng hành bên cạnh,프로 참석러,累计登录5天,累計登錄5天,Login for 5 days,Tham gia Thử thách nguyên tố trong một đội 3 lần,누적 로그인일 수 5일 달성,17,5,,{coin1=640;coin2=1600;15=32;coin3=640},10,
3016,1003,,6,,,一天不落,一天不落,Perfect Attendance,Người bạn đồng hành bên cạnh,프로 참석러,累计登录6天,累計登錄6天,Login for 6 days,Tham gia Thử thách nguyên tố trong một đội 6 lần,누적 로그인일 수 6일 달성,17,6,,{coin1=640;coin2=1600;15=32;coin3=640},10,
3017,1003,,7,,,一天不落,一天不落,Perfect Attendance,Người bạn đồng hành bên cạnh,프로 참석러,累计登录7天,累計登錄7天,Login for 7 days,Tham gia Thử thách nguyên tố trong một đội 9 lần,누적 로그인일 수 7일 달성,17,7,,{502=26;519=13;15=64;452=640},10,
3021,1003,,1,,,通关能手,通關能手,Stage Sweeper,Điểm danh hoàn hảo,클리어 장인,普通副本挑战90次,普通副本挑戰90次,Challenge Common Dungeon 90 times,Đăng nhập trong 1 ngày,던전 90회 클리어 달성,29,90,,{930=64;5000=64;gold=320000},10,10000
3022,1003,,2,,,通关能手,通關能手,Stage Sweeper,Điểm danh hoàn hảo,클리어 장인,普通副本挑战180次,普通副本挑戰180次,Challenge Common Dungeon 180 times,Đăng nhập trong 2 ngày,던전 180회 클리어 달성,29,180,,{930=64;5000=64;gold=320000},10,10000
3023,1003,,3,,,通关能手,通關能手,Stage Sweeper,Điểm danh hoàn hảo,클리어 장인,普通副本挑战270次,普通副本挑戰270次,Challenge Common Dungeon 270 times,Đăng nhập trong 3 ngày,던전 270회 클리어 달성,29,270,,{930=77;5000=77;gold=384000},10,10000
3024,1003,,4,,,通关能手,通關能手,Stage Sweeper,Điểm danh hoàn hảo,클리어 장인,普通副本挑战360次,普通副本挑戰360次,Challenge Common Dungeon 360 times,Đăng nhập trong 4 ngày,던전 360회 클리어 달성,29,360,,{930=96;5000=96;gold=480000},10,10000
3025,1003,,5,,,通关能手,通關能手,Stage Sweeper,Điểm danh hoàn hảo,클리어 장인,普通副本挑战450次,普通副本挑戰450次,Challenge Common Dungeon 450 times,Đăng nhập trong 5 ngày,던전 450회 클리어 달성,29,450,,{930=96;5000=96;gold=480000},10,10000
3026,1003,,6,,,通关能手,通關能手,Stage Sweeper,Điểm danh hoàn hảo,클리어 장인,普通副本挑战540次,普通副本挑戰540次,Challenge Common Dungeon 540 times,Đăng nhập trong 6 ngày,던전 540회 클리어 달성,29,540,,{930=128;5000=128;gold=640000},10,10000
3027,1003,,7,,,通关能手,通關能手,Stage Sweeper,Điểm danh hoàn hảo,클리어 장인,普通副本挑战720次,普通副本挑戰720次,Challenge Common Dungeon 720 times,Đăng nhập trong 7 ngày,던전 720회 클리어 달성,29,720,,{930=128;5000=128;gold=640000},10,10000
3031,1003,,1,,,任务达人,任務達人,Quest Expert,Người quét sân khấu,퀘스트의 달인,任务派遣6次,任務派遣6次,Join Quest Dispatch 6 times,Thử thách phụ bản Thường 90 lần,파견 퀘스트  6회 진행,85,6,,{2103=10;gold=192000},10,dispatchTask
3032,1003,,2,,,任务达人,任務達人,Quest Expert,Người quét sân khấu,퀘스트의 달인,任务派遣12次,任務派遣12次,Join Quest Dispatch 12 times,Thử thách phụ bản Thường 180 lần,파견 퀘스트  12회 진행,85,12,,{2103=10;gold=192000},10,dispatchTask
