VariableName,huodongID,_beizhu,name,name_vn,name_en,name_th,name_in,name_ph,name_ma,item,rmbCost,rechargeID,duration,sort,group,sumRechargeRMB,targetType1,targetArg1_1,targetArg1_2,targetType2,targetArg2_1,targetArg2_2,bgPath,countPath
3208,20011,,Limited-Time Lv.75 Pack,Gói hạn giờ Lv.75,Limited-Time Lv.75 Pack,แพ็กจำกัดเวลา Lv.75,Paket Waktu Terbatas Lv.75,Limitadong Panahong Lv.75 Pack,Pakej Masa Terhad Lv.75,{rmb=19999;500=15;card={id=9003};8888=1;605=100},,107,1440,,108,<6001;99999999>,1,75,,,,,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
3209,20011,,Limited-Time Lv.80 Pack,Gói hạn giờ Lv.80,Limited-Time Lv.80 Pack,แพ็กจำกัดเวลา Lv.80,Paket Waktu Terbatas Lv.80,Limitadong Panahong Lv.80 Pack,Pakej Masa Terhad Lv.80,{rmb=19999;500=15;card={id=9003};8888=1;605=100},,107,1440,,109,<6001;99999999>,1,80,,,,,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
3210,20011,,Limited-Time Lv.85 Pack,Gói hạn giờ Lv.85,Limited-Time Lv.85 Pack,แพ็กจำกัดเวลา Lv.85,Paket Waktu Terbatas Lv.85,Limitadong Panahong Lv.85 Pack,Pakej Masa Terhad Lv.85,{rmb=19999;500=15;card={id=9003};8888=1;605=100},,107,1440,,110,<6001;99999999>,1,85,,,,,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
3211,20011,,Limited-Time Lv.90 Pack,Gói hạn giờ Lv.90,Limited-Time Lv.90 Pack,แพ็กจำกัดเวลา Lv.90,Paket Waktu Terbatas Lv.90,Limitadong Panahong Lv.90 Pack,Pakej Masa Terhad Lv.90,{rmb=19999;500=15;card={id=9003};8888=1;605=100},,107,1440,,111,<6001;99999999>,1,90,,,,,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
3212,20011,,Limited-Time Lv.95 Pack,Gói hạn giờ Lv.95,Limited-Time Lv.95 Pack,แพ็กจำกัดเวลา Lv.95,Paket Waktu Terbatas Lv.95,Limitadong Panahong Lv.95 Pack,Pakej Masa Terhad Lv.95,{rmb=19999;500=15;card={id=9003};8888=1;605=100},,107,1440,,112,<6001;99999999>,1,95,,,,,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
3213,20011,,Limited-Time Lv.100 Pack,Gói hạn giờ Lv.100,Limited-Time Lv.100 Pack,แพ็กจำกัดเวลา Lv.100,Paket Waktu Terbatas Lv.100,Limitadong Panahong Lv.100 Pack,Pakej Masa Terhad Lv.100,{rmb=19999;500=15;card={id=9003};8888=1;605=100},,107,1440,,113,<6001;99999999>,1,100,,,,,activity/limit_buy_gift/bg_xslb_djlb.png,activity/limit_buy_gift/bg_djlb_1.png
3501,20011,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,3001,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
3502,20011,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,3011,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
3503,20011,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,3021,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
3504,20011,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,3031,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
3505,20011,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,3041,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
3506,20011,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,3051,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
3507,20011,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,3061,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
3508,20011,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,3071,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
3509,20011,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,3121,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
3510,20011,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,3131,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
3511,20011,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,3141,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
3512,20011,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,3151,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10001,20101,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,1971,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10002,20101,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,1271,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10003,20101,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,3631,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10004,20101,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,1981,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10005,20101,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,1961,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10006,20101,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,2431,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10007,20101,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,2381,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10008,20101,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,2351,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10009,20101,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,2361,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10010,20101,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,2391,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10011,20101,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,2441,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10012,20101,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,3641,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10013,20101,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,3211,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10014,20101,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,3221,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10015,20101,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,3241,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10016,20101,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,3261,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10017,20101,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,1991,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10018,20101,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,4171,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10019,20101,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,3611,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10020,20101,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,1281,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10021,20101,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,3271,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10022,20101,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,3601,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
10023,20101,,Limited-Time Special Pack,Gói tăng trưởng Ninja SS,Limited-Time Special Pack,แพ็กเติบโตนินจา SS,Paket Pertumbuhan Ninja SS,SS Ninja Growth Pack,Pakej Pertumbuhan Ninja SS,{rmb=29999;500=20;29003=160;521=160;2153=3},,109,1440,,,,3,1,4161,,,,activity/limit_buy_gift/bg_xslb.png,activity/limit_buy_gift/bg_sstp_1.png
