VariableName,name_cn,name_tw,name,name_vn,name_en,name_th,name_in,name_ph,name_ma,icon,suitID,quality,pos,mainAttr,startNum,startLib,acquiredLimit,acquiredLib,maxLevel,strengthSeq,acquiredLevels,strengthLevels,recastLib,recastCostSeq,exp,effect
60346,,,Wind Style VI  ,Phong Độn VI,Wind Style VI  ,สไตล์ลม VI  ,Gaya Angin VI  ,Estilo ng Hangin VI  ,Gaya Angin VI  ,config/chip/icon_fengdunmiji_1.png,3,4,6,18,2,40006,1,40006,100,4,<10>,<5;15;20;30;40;50>,40006,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60351,,,Wind Style I  ,Phong Độn I,Wind Style I  ,สไตล์ลม I  ,Gaya Angin I  ,Estilo ng Hangin I  ,Gaya Angin I  ,config/chip/icon_fengdunmiji_1.png,3,5,1,19,2,50001,1,50001,100,5,<10>,<5;15;20;30;40;50>,50001,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60352,,,Wind Style II  ,Phong Độn II,Wind Style II  ,สไตล์ลม II  ,Gaya Angin II  ,Estilo ng Hangin II  ,Gaya Angin II  ,config/chip/icon_fengdunmiji_1.png,3,5,2,20,2,50002,1,50002,100,5,<10>,<5;15;20;30;40;50>,50002,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60353,,,Wind Style III  ,Phong Độn III,Wind Style III  ,สไตล์ลม III  ,Gaya Angin III  ,Estilo ng Hangin III  ,Gaya Angin III  ,config/chip/icon_fengdunmiji_1.png,3,5,3,21,2,50003,1,50003,100,5,<10>,<5;15;20;30;40;50>,50003,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60354,,,Wind Style IV  ,Phong Độn IV,Wind Style IV  ,สไตล์ลม IV  ,Gaya Angin IV  ,Estilo ng Hangin IV  ,Gaya Angin IV  ,config/chip/icon_fengdunmiji_1.png,3,5,4,22,2,50004,1,50004,100,5,<10>,<5;15;20;30;40;50>,50004,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60355,,,Wind Style V  ,Phong Độn V,Wind Style V  ,สไตล์ลม V  ,Gaya Angin V  ,Estilo ng Hangin V  ,Gaya Angin V  ,config/chip/icon_fengdunmiji_1.png,3,5,5,23,2,50005,1,50005,100,5,<10>,<5;15;20;30;40;50>,50005,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60356,,,Wind Style VI  ,Phong Độn VI,Wind Style VI  ,สไตล์ลม VI  ,Gaya Angin VI  ,Estilo ng Hangin VI  ,Gaya Angin VI  ,config/chip/icon_fengdunmiji_1.png,3,5,6,24,2,50006,1,50006,100,5,<10>,<5;15;20;30;40;50>,50006,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60361,,,Wind Style I  ,Phong Độn I,Wind Style I  ,สไตล์ลม I  ,Gaya Angin I  ,Estilo ng Hangin I  ,Gaya Angin I  ,config/chip/icon_fengdunmiji_1.png,3,6,1,25,2,60001,2,60001,100,6,<10;30>,<5;15;20;30;40;50;60>,60001,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60362,,,Wind Style II  ,Phong Độn II,Wind Style II  ,สไตล์ลม II  ,Gaya Angin II  ,Estilo ng Hangin II  ,Gaya Angin II  ,config/chip/icon_fengdunmiji_1.png,3,6,2,26,2,60002,2,60002,100,6,<10;30>,<5;15;20;30;40;50;60>,60002,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60363,,,Wind Style III  ,Phong Độn III,Wind Style III  ,สไตล์ลม III  ,Gaya Angin III  ,Estilo ng Hangin III  ,Gaya Angin III  ,config/chip/icon_fengdunmiji_1.png,3,6,3,27,2,60003,2,60003,100,6,<10;30>,<5;15;20;30;40;50;60>,60003,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60364,,,Wind Style IV  ,Phong Độn IV,Wind Style IV  ,สไตล์ลม IV  ,Gaya Angin IV  ,Estilo ng Hangin IV  ,Gaya Angin IV  ,config/chip/icon_fengdunmiji_1.png,3,6,4,28,2,60004,2,60004,100,6,<10;30>,<5;15;20;30;40;50;60>,60004,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60365,,,Wind Style V  ,Phong Độn V,Wind Style V  ,สไตล์ลม V  ,Gaya Angin V  ,Estilo ng Hangin V  ,Gaya Angin V  ,config/chip/icon_fengdunmiji_1.png,3,6,5,29,2,60005,2,60005,100,6,<10;30>,<5;15;20;30;40;50;60>,60005,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60366,,,Wind Style VI  ,Phong Độn VI,Wind Style VI  ,สไตล์ลม VI  ,Gaya Angin VI  ,Estilo ng Hangin VI  ,Gaya Angin VI  ,config/chip/icon_fengdunmiji_1.png,3,6,6,30,2,60006,2,60006,100,6,<10;30>,<5;15;20;30;40;50;60>,60006,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60421,,,Water Style I  ,Thuỷ Độn I,Water Style I  ,สไตล์น้ำ I  ,Gaya Air I  ,Estilo ng Tubig I  ,Gaya Air I  ,config/chip/icon_shuidunmiji_1.png,4,2,1,1,1,20001,1,20001,100,2,<10>,<5;15;20;30;40>,20001,1,75,
60422,,,Water Style II  ,Thuỷ Độn II,Water Style II  ,สไตล์น้ำ II  ,Gaya Air II  ,Estilo ng Tubig II  ,Gaya Air II  ,config/chip/icon_shuidunmiji_1.png,4,2,2,2,1,20002,1,20002,100,2,<10>,<5;15;20;30;40>,20002,1,75,
60423,,,Water Style III  ,Thuỷ Độn III,Water Style III  ,สไตล์น้ำ III  ,Gaya Air III  ,Estilo ng Tubig III  ,Gaya Air III  ,config/chip/icon_shuidunmiji_1.png,4,2,3,3,1,20003,1,20003,100,2,<10>,<5;15;20;30;40>,20003,1,75,
60424,,,Water Style IV  ,Thuỷ Độn IV,Water Style IV  ,สไตล์น้ำ IV  ,Gaya Air IV  ,Estilo ng Tubig IV  ,Gaya Air IV  ,config/chip/icon_shuidunmiji_1.png,4,2,4,4,1,20004,1,20004,100,2,<10>,<5;15;20;30;40>,20004,1,75,
60425,,,Water Style V  ,Thuỷ Độn V,Water Style V  ,สไตล์น้ำ V  ,Gaya Air V  ,Estilo ng Tubig V  ,Gaya Air V  ,config/chip/icon_shuidunmiji_1.png,4,2,5,5,1,20005,1,20005,100,2,<10>,<5;15;20;30;40>,20005,1,75,
60426,,,Water Style VI  ,Thuỷ Độn VI,Water Style VI  ,สไตล์น้ำ VI  ,Gaya Air VI  ,Estilo ng Tubig VI  ,Gaya Air VI  ,config/chip/icon_shuidunmiji_1.png,4,2,6,6,1,20006,1,20006,100,2,<10>,<5;15;20;30;40>,20006,1,75,
60431,,,Water Style I  ,Thuỷ Độn I,Water Style I  ,สไตล์น้ำ I  ,Gaya Air I  ,Estilo ng Tubig I  ,Gaya Air I  ,config/chip/icon_shuidunmiji_1.png,4,3,1,7,1,30001,1,30001,100,3,<10>,<5;15;20;30;40>,30001,2,150,
60432,,,Water Style II  ,Thuỷ Độn II,Water Style II  ,สไตล์น้ำ II  ,Gaya Air II  ,Estilo ng Tubig II  ,Gaya Air II  ,config/chip/icon_shuidunmiji_1.png,4,3,2,8,1,30002,1,30002,100,3,<10>,<5;15;20;30;40>,30002,2,150,
60433,,,Water Style III  ,Thuỷ Độn III,Water Style III  ,สไตล์น้ำ III  ,Gaya Air III  ,Estilo ng Tubig III  ,Gaya Air III  ,config/chip/icon_shuidunmiji_1.png,4,3,3,9,1,30003,1,30003,100,3,<10>,<5;15;20;30;40>,30003,2,150,
60434,,,Water Style IV,Thuỷ Độn IV,Water Style IV,สไตล์น้ำ IV,Gaya Air IV,Estilo ng Tubig IV,Gaya Air IV,config/chip/icon_shuidunmiji_1.png,4,3,4,10,1,30004,1,30004,100,3,<10>,<5;15;20;30;40>,30004,2,150,
60435,,,Water Style V  ,Thuỷ Độn V,Water Style V  ,สไตล์น้ำ V  ,Gaya Air V  ,Estilo ng Tubig V  ,Gaya Air V  ,config/chip/icon_shuidunmiji_1.png,4,3,5,11,1,30005,1,30005,100,3,<10>,<5;15;20;30;40>,30005,2,150,
60436,,,Water Style VI  ,Thuỷ Độn VI,Water Style VI  ,สไตล์น้ำ VI  ,Gaya Air VI  ,Estilo ng Tubig VI  ,Gaya Air VI  ,config/chip/icon_shuidunmiji_1.png,4,3,6,12,1,30006,1,30006,100,3,<10>,<5;15;20;30;40>,30006,2,150,
60441,,,Water Style I  ,Thuỷ Độn I,Water Style I  ,สไตล์น้ำ I  ,Gaya Air I  ,Estilo ng Tubig I  ,Gaya Air I  ,config/chip/icon_shuidunmiji_1.png,4,4,1,13,2,40001,1,40001,100,4,<10>,<5;15;20;30;40;50>,40001,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60442,,,Water Style II  ,Thuỷ Độn II,Water Style II  ,สไตล์น้ำ II  ,Gaya Air II  ,Estilo ng Tubig II  ,Gaya Air II  ,config/chip/icon_shuidunmiji_1.png,4,4,2,14,2,40002,1,40002,100,4,<10>,<5;15;20;30;40;50>,40002,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60443,,,Water Style III  ,Thuỷ Độn III,Water Style III  ,สไตล์น้ำ III  ,Gaya Air III  ,Estilo ng Tubig III  ,Gaya Air III  ,config/chip/icon_shuidunmiji_1.png,4,4,3,15,2,40003,1,40003,100,4,<10>,<5;15;20;30;40;50>,40003,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60444,,,Water Style IV  ,Thuỷ Độn IV,Water Style IV  ,สไตล์น้ำ IV  ,Gaya Air IV  ,Estilo ng Tubig IV  ,Gaya Air IV  ,config/chip/icon_shuidunmiji_1.png,4,4,4,16,2,40004,1,40004,100,4,<10>,<5;15;20;30;40;50>,40004,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60445,,,Water Style V  ,Thuỷ Độn V,Water Style V  ,สไตล์น้ำ V  ,Gaya Air V  ,Estilo ng Tubig V  ,Gaya Air V  ,config/chip/icon_shuidunmiji_1.png,4,4,5,17,2,40005,1,40005,100,4,<10>,<5;15;20;30;40;50>,40005,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60446,,,Water Style VI  ,Thuỷ Độn VI,Water Style VI  ,สไตล์น้ำ VI  ,Gaya Air VI  ,Estilo ng Tubig VI  ,Gaya Air VI  ,config/chip/icon_shuidunmiji_1.png,4,4,6,18,2,40006,1,40006,100,4,<10>,<5;15;20;30;40;50>,40006,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60451,,,Water Style I  ,Thuỷ Độn I,Water Style I  ,สไตล์น้ำ I  ,Gaya Air I  ,Estilo ng Tubig I  ,Gaya Air I  ,config/chip/icon_shuidunmiji_1.png,4,5,1,19,2,50001,1,50001,100,5,<10>,<5;15;20;30;40;50>,50001,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60452,,,Water Style II  ,Thuỷ Độn II,Water Style II  ,สไตล์น้ำ II  ,Gaya Air II  ,Estilo ng Tubig II  ,Gaya Air II  ,config/chip/icon_shuidunmiji_1.png,4,5,2,20,2,50002,1,50002,100,5,<10>,<5;15;20;30;40;50>,50002,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60453,,,Water Style III  ,Thuỷ Độn III,Water Style III  ,สไตล์น้ำ III  ,Gaya Air III  ,Estilo ng Tubig III  ,Gaya Air III  ,config/chip/icon_shuidunmiji_1.png,4,5,3,21,2,50003,1,50003,100,5,<10>,<5;15;20;30;40;50>,50003,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60454,,,Water Style IV  ,Thuỷ Độn IV,Water Style IV  ,สไตล์น้ำ IV  ,Gaya Air IV  ,Estilo ng Tubig IV  ,Gaya Air IV  ,config/chip/icon_shuidunmiji_1.png,4,5,4,22,2,50004,1,50004,100,5,<10>,<5;15;20;30;40;50>,50004,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60455,,,Water Style V  ,Thuỷ Độn V,Water Style V  ,สไตล์น้ำ V  ,Gaya Air V  ,Estilo ng Tubig V  ,Gaya Air V  ,config/chip/icon_shuidunmiji_1.png,4,5,5,23,2,50005,1,50005,100,5,<10>,<5;15;20;30;40;50>,50005,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60456,,,Water Style VI  ,Thuỷ Độn VI,Water Style VI  ,สไตล์น้ำ VI  ,Gaya Air VI  ,Estilo ng Tubig VI  ,Gaya Air VI  ,config/chip/icon_shuidunmiji_1.png,4,5,6,24,2,50006,1,50006,100,5,<10>,<5;15;20;30;40;50>,50006,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60461,,,Water Style I  ,Thuỷ Độn I,Water Style I  ,สไตล์น้ำ I  ,Gaya Air I  ,Estilo ng Tubig I  ,Gaya Air I  ,config/chip/icon_shuidunmiji_1.png,4,6,1,25,2,60001,2,60001,100,6,<10;30>,<5;15;20;30;40;50;60>,60001,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60462,,,Water Style II  ,Thuỷ Độn II,Water Style II  ,สไตล์น้ำ II  ,Gaya Air II  ,Estilo ng Tubig II  ,Gaya Air II  ,config/chip/icon_shuidunmiji_1.png,4,6,2,26,2,60002,2,60002,100,6,<10;30>,<5;15;20;30;40;50;60>,60002,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60463,,,Water Style III  ,Thuỷ Độn III,Water Style III  ,สไตล์น้ำ III  ,Gaya Air III  ,Estilo ng Tubig III  ,Gaya Air III  ,config/chip/icon_shuidunmiji_1.png,4,6,3,27,2,60003,2,60003,100,6,<10;30>,<5;15;20;30;40;50;60>,60003,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60464,,,Water Style IV  ,Thuỷ Độn IV,Water Style IV  ,สไตล์น้ำ IV  ,Gaya Air IV  ,Estilo ng Tubig IV  ,Gaya Air IV  ,config/chip/icon_shuidunmiji_1.png,4,6,4,28,2,60004,2,60004,100,6,<10;30>,<5;15;20;30;40;50;60>,60004,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60465,,,Water Style V  ,Thuỷ Độn V,Water Style V  ,สไตล์น้ำ V  ,Gaya Air V  ,Estilo ng Tubig V  ,Gaya Air V  ,config/chip/icon_shuidunmiji_1.png,4,6,5,29,2,60005,2,60005,100,6,<10;30>,<5;15;20;30;40;50;60>,60005,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60466,,,Water Style VI  ,Thuỷ Độn VI,Water Style VI  ,สไตล์น้ำ VI  ,Gaya Air VI  ,Estilo ng Tubig VI  ,Gaya Air VI  ,config/chip/icon_shuidunmiji_1.png,4,6,6,30,2,60006,2,60006,100,6,<10;30>,<5;15;20;30;40;50;60>,60006,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60521,,,Earth Style I  ,Thổ Độn I,Earth Style I  ,สไตล์ดิน I  ,Gaya Tanah I  ,Estilo ng Lupa I  ,Gaya Tanah I  ,config/chip/icon_tudunmiji_1.png,5,2,1,1,1,20001,1,20001,100,2,<10>,<5;15;20;30;40>,20001,1,75,
60522,,,Earth Style II  ,Thổ Độn II,Earth Style II  ,สไตล์ดิน II  ,Gaya Tanah II  ,Estilo ng Lupa II  ,Gaya Tanah II  ,config/chip/icon_tudunmiji_1.png,5,2,2,2,1,20002,1,20002,100,2,<10>,<5;15;20;30;40>,20002,1,75,
60523,,,Earth Style III  ,Thổ Độn III,Earth Style III  ,สไตล์ดิน III  ,Gaya Tanah III  ,Estilo ng Lupa III  ,Gaya Tanah III  ,config/chip/icon_tudunmiji_1.png,5,2,3,3,1,20003,1,20003,100,2,<10>,<5;15;20;30;40>,20003,1,75,
60524,,,Earth Style IV  ,Thổ Độn IV,Earth Style IV  ,สไตล์ดิน IV  ,Gaya Tanah IV  ,Estilo ng Lupa IV  ,Gaya Tanah IV  ,config/chip/icon_tudunmiji_1.png,5,2,4,4,1,20004,1,20004,100,2,<10>,<5;15;20;30;40>,20004,1,75,
60525,,,Earth Style V  ,Thổ Độn V,Earth Style V  ,สไตล์ดิน V  ,Gaya Tanah V  ,Estilo ng Lupa V  ,Gaya Tanah V  ,config/chip/icon_tudunmiji_1.png,5,2,5,5,1,20005,1,20005,100,2,<10>,<5;15;20;30;40>,20005,1,75,
60526,,,Earth Style VI  ,Thổ Độn VI,Earth Style VI  ,สไตล์ดิน VI  ,Gaya Tanah VI  ,Estilo ng Lupa VI  ,Gaya Tanah VI  ,config/chip/icon_tudunmiji_1.png,5,2,6,6,1,20006,1,20006,100,2,<10>,<5;15;20;30;40>,20006,1,75,
60531,,,Earth Style I  ,Thổ Độn I,Earth Style I  ,สไตล์ดิน I  ,Gaya Tanah I  ,Estilo ng Lupa I  ,Gaya Tanah I  ,config/chip/icon_tudunmiji_1.png,5,3,1,7,1,30001,1,30001,100,3,<10>,<5;15;20;30;40>,30001,2,150,
60532,,,Earth Style II  ,Thổ Độn II,Earth Style II  ,สไตล์ดิน II  ,Gaya Tanah II  ,Estilo ng Lupa II  ,Gaya Tanah II  ,config/chip/icon_tudunmiji_1.png,5,3,2,8,1,30002,1,30002,100,3,<10>,<5;15;20;30;40>,30002,2,150,
60533,,,Earth Style III  ,Thổ Độn III,Earth Style III  ,สไตล์ดิน III  ,Gaya Tanah III  ,Estilo ng Lupa III  ,Gaya Tanah III  ,config/chip/icon_tudunmiji_1.png,5,3,3,9,1,30003,1,30003,100,3,<10>,<5;15;20;30;40>,30003,2,150,
60534,,,Earth Style IV  ,Thổ Độn IV,Earth Style IV  ,สไตล์ดิน IV  ,Gaya Tanah IV  ,Estilo ng Lupa IV  ,Gaya Tanah IV  ,config/chip/icon_tudunmiji_1.png,5,3,4,10,1,30004,1,30004,100,3,<10>,<5;15;20;30;40>,30004,2,150,
60535,,,Earth Style V  ,Thổ Độn V,Earth Style V  ,สไตล์ดิน V  ,Gaya Tanah V  ,Estilo ng Lupa V  ,Gaya Tanah V  ,config/chip/icon_tudunmiji_1.png,5,3,5,11,1,30005,1,30005,100,3,<10>,<5;15;20;30;40>,30005,2,150,
60536,,,Earth Style VI,Thổ Độn VI,Earth Style VI,สไตล์ดิน VI,Gaya Tanah VI,Estilo ng Lupa VI,Gaya Tanah VI,config/chip/icon_tudunmiji_1.png,5,3,6,12,1,30006,1,30006,100,3,<10>,<5;15;20;30;40>,30006,2,150,
60541,,,Earth Style I  ,Thổ Độn I,Earth Style I  ,สไตล์ดิน I  ,Gaya Tanah I  ,Estilo ng Lupa I  ,Gaya Tanah I  ,config/chip/icon_tudunmiji_1.png,5,4,1,13,2,40001,1,40001,100,4,<10>,<5;15;20;30;40;50>,40001,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60542,,,Earth Style II  ,Thổ Độn II,Earth Style II  ,สไตล์ดิน II  ,Gaya Tanah II  ,Estilo ng Lupa II  ,Gaya Tanah II  ,config/chip/icon_tudunmiji_1.png,5,4,2,14,2,40002,1,40002,100,4,<10>,<5;15;20;30;40;50>,40002,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60543,,,Earth Style III  ,Thổ Độn III,Earth Style III  ,สไตล์ดิน III  ,Gaya Tanah III  ,Estilo ng Lupa III  ,Gaya Tanah III  ,config/chip/icon_tudunmiji_1.png,5,4,3,15,2,40003,1,40003,100,4,<10>,<5;15;20;30;40;50>,40003,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60544,,,Earth Style IV  ,Thổ Độn IV,Earth Style IV  ,สไตล์ดิน IV  ,Gaya Tanah IV  ,Estilo ng Lupa IV  ,Gaya Tanah IV  ,config/chip/icon_tudunmiji_1.png,5,4,4,16,2,40004,1,40004,100,4,<10>,<5;15;20;30;40;50>,40004,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60545,,,Earth Style V  ,Thổ Độn V,Earth Style V  ,สไตล์ดิน V  ,Gaya Tanah V  ,Estilo ng Lupa V  ,Gaya Tanah V  ,config/chip/icon_tudunmiji_1.png,5,4,5,17,2,40005,1,40005,100,4,<10>,<5;15;20;30;40;50>,40005,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60546,,,Earth Style VI  ,Thổ Độn VI,Earth Style VI  ,สไตล์ดิน VI  ,Gaya Tanah VI  ,Estilo ng Lupa VI  ,Gaya Tanah VI  ,config/chip/icon_tudunmiji_1.png,5,4,6,18,2,40006,1,40006,100,4,<10>,<5;15;20;30;40;50>,40006,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60551,,,Earth Style I  ,Thổ Độn I,Earth Style I  ,สไตล์ดิน I  ,Gaya Tanah I  ,Estilo ng Lupa I  ,Gaya Tanah I  ,config/chip/icon_tudunmiji_1.png,5,5,1,19,2,50001,1,50001,100,5,<10>,<5;15;20;30;40;50>,50001,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60552,,,Earth Style II  ,Thổ Độn II,Earth Style II  ,สไตล์ดิน II  ,Gaya Tanah II  ,Estilo ng Lupa II  ,Gaya Tanah II  ,config/chip/icon_tudunmiji_1.png,5,5,2,20,2,50002,1,50002,100,5,<10>,<5;15;20;30;40;50>,50002,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60553,,,Earth Style III  ,Thổ Độn III,Earth Style III  ,สไตล์ดิน III  ,Gaya Tanah III  ,Estilo ng Lupa III  ,Gaya Tanah III  ,config/chip/icon_tudunmiji_1.png,5,5,3,21,2,50003,1,50003,100,5,<10>,<5;15;20;30;40;50>,50003,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60554,,,Earth Style IV  ,Thổ Độn IV,Earth Style IV  ,สไตล์ดิน IV  ,Gaya Tanah IV  ,Estilo ng Lupa IV  ,Gaya Tanah IV  ,config/chip/icon_tudunmiji_1.png,5,5,4,22,2,50004,1,50004,100,5,<10>,<5;15;20;30;40;50>,50004,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60555,,,Earth Style V  ,Thổ Độn V,Earth Style V  ,สไตล์ดิน V  ,Gaya Tanah V  ,Estilo ng Lupa V  ,Gaya Tanah V  ,config/chip/icon_tudunmiji_1.png,5,5,5,23,2,50005,1,50005,100,5,<10>,<5;15;20;30;40;50>,50005,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60556,,,Earth Style VI  ,Thổ Độn VI,Earth Style VI  ,สไตล์ดิน VI  ,Gaya Tanah VI  ,Estilo ng Lupa VI  ,Gaya Tanah VI  ,config/chip/icon_tudunmiji_1.png,5,5,6,24,2,50006,1,50006,100,5,<10>,<5;15;20;30;40;50>,50006,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60561,,,Earth Style I  ,Thổ Độn I,Earth Style I  ,สไตล์ดิน I  ,Gaya Tanah I  ,Estilo ng Lupa I  ,Gaya Tanah I  ,config/chip/icon_tudunmiji_1.png,5,6,1,25,2,60001,2,60001,100,6,<10;30>,<5;15;20;30;40;50;60>,60001,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60562,,,Earth Style II  ,Thổ Độn II,Earth Style II  ,สไตล์ดิน II  ,Gaya Tanah II  ,Estilo ng Lupa II  ,Gaya Tanah II  ,config/chip/icon_tudunmiji_1.png,5,6,2,26,2,60002,2,60002,100,6,<10;30>,<5;15;20;30;40;50;60>,60002,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60563,,,Earth Style III  ,Thổ Độn III,Earth Style III  ,สไตล์ดิน III  ,Gaya Tanah III  ,Estilo ng Lupa III  ,Gaya Tanah III  ,config/chip/icon_tudunmiji_1.png,5,6,3,27,2,60003,2,60003,100,6,<10;30>,<5;15;20;30;40;50;60>,60003,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60564,,,Earth Style IV  ,Thổ Độn IV,Earth Style IV  ,สไตล์ดิน IV  ,Gaya Tanah IV  ,Estilo ng Lupa IV  ,Gaya Tanah IV  ,config/chip/icon_tudunmiji_1.png,5,6,4,28,2,60004,2,60004,100,6,<10;30>,<5;15;20;30;40;50;60>,60004,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60565,,,Earth Style V  ,Thổ Độn V,Earth Style V  ,สไตล์ดิน V  ,Gaya Tanah V  ,Estilo ng Lupa V  ,Gaya Tanah V  ,config/chip/icon_tudunmiji_1.png,5,6,5,29,2,60005,2,60005,100,6,<10;30>,<5;15;20;30;40;50;60>,60005,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60566,,,Earth Style VI  ,Thổ Độn VI,Earth Style VI  ,สไตล์ดิน VI  ,Gaya Tanah VI  ,Estilo ng Lupa VI  ,Gaya Tanah VI  ,config/chip/icon_tudunmiji_1.png,5,6,6,30,2,60006,2,60006,100,6,<10;30>,<5;15;20;30;40;50;60>,60006,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60621,,,Wood Style I  ,Mộc Độn I,Wood Style I  ,สไตล์ไม้ I  ,Gaya Kayu I  ,Estilo ng Kahoy I  ,Gaya Kayu I  ,config/chip/icon_mudunmiji_1.png,6,2,1,1,1,20001,1,20001,100,2,<10>,<5;15;20;30;40>,20001,1,75,
60622,,,Wood Style II  ,Mộc Độn II,Wood Style II  ,สไตล์ไม้ II  ,Gaya Kayu II  ,Estilo ng Kahoy II  ,Gaya Kayu II  ,config/chip/icon_mudunmiji_1.png,6,2,2,2,1,20002,1,20002,100,2,<10>,<5;15;20;30;40>,20002,1,75,
60623,,,Wood Style III  ,Mộc Độn III,Wood Style III  ,สไตล์ไม้ III  ,Gaya Kayu III  ,Estilo ng Kahoy III  ,Gaya Kayu III  ,config/chip/icon_mudunmiji_1.png,6,2,3,3,1,20003,1,20003,100,2,<10>,<5;15;20;30;40>,20003,1,75,
60624,,,Wood Style IV  ,Mộc Độn IV,Wood Style IV  ,สไตล์ไม้ IV  ,Gaya Kayu IV  ,Estilo ng Kahoy IV  ,Gaya Kayu IV  ,config/chip/icon_mudunmiji_1.png,6,2,4,4,1,20004,1,20004,100,2,<10>,<5;15;20;30;40>,20004,1,75,
60625,,,Wood Style V  ,Mộc Độn V,Wood Style V  ,สไตล์ไม้ V  ,Gaya Kayu V  ,Estilo ng Kahoy V  ,Gaya Kayu V  ,config/chip/icon_mudunmiji_1.png,6,2,5,5,1,20005,1,20005,100,2,<10>,<5;15;20;30;40>,20005,1,75,
60626,,,Wood Style VI  ,Mộc Độn VI,Wood Style VI  ,สไตล์ไม้ VI  ,Gaya Kayu VI  ,Estilo ng Kahoy VI  ,Gaya Kayu VI  ,config/chip/icon_mudunmiji_1.png,6,2,6,6,1,20006,1,20006,100,2,<10>,<5;15;20;30;40>,20006,1,75,
60631,,,Wood Style I  ,Mộc Độn I,Wood Style I  ,สไตล์ไม้ I  ,Gaya Kayu I  ,Estilo ng Kahoy I  ,Gaya Kayu I  ,config/chip/icon_mudunmiji_1.png,6,3,1,7,1,30001,1,30001,100,3,<10>,<5;15;20;30;40>,30001,2,150,
60632,,,Wood Style II  ,Mộc Độn II,Wood Style II  ,สไตล์ไม้ II  ,Gaya Kayu II  ,Estilo ng Kahoy II  ,Gaya Kayu II  ,config/chip/icon_mudunmiji_1.png,6,3,2,8,1,30002,1,30002,100,3,<10>,<5;15;20;30;40>,30002,2,150,
60633,,,Wood Style III  ,Mộc Độn III,Wood Style III  ,สไตล์ไม้ III  ,Gaya Kayu III  ,Estilo ng Kahoy III  ,Gaya Kayu III  ,config/chip/icon_mudunmiji_1.png,6,3,3,9,1,30003,1,30003,100,3,<10>,<5;15;20;30;40>,30003,2,150,
